Word	nl
uniform	uniform
uniformed	geüniformeerde
uniformity	uniformiteit
uniformly	gelijkmatig
unimaginable	ondenkbaar
unimpeachable	onberispelijk
unimpeached	unimpeached
unimportant	onbelangrijk
unimpressed	niet onder de indruk
unimproved	onverbeterd
uninfected	ongeïnfecteerde
uninformed	onwetend
uninhabited	onbewoond
uninitiated	oningewijd
uninspired	onbezield
unintelligible	onbegrijpelijk
unintended	ongewild
unintentional	onopzettelijk
unintentionally	onopzettelijk
uninterested	niet geïnteresseerd
uninteresting	oninteressant
uninterrupted	ononderbroken
uninvited	ongevraagd
union	unie
unique	uniek
unisex	unisex
unison	harmonie
unit	eenheid
unitary	unitaire
unite	verenigen
united	verenigd
unity	eenheid
universal	universeel
universality	algemeenheid
universe	universum
university	Universiteit
unjust	onrechtvaardig
unjustifiable	niet te rechtvaardigen
unjustified	ongerechtvaardigd
unkind	onaardig
unknowable	onkenbaar
unknown	onbekend
unlawful	onwettig
unleash	ontketenen
unlicensed	zonder vergunning
unlike	anders
unlikely	onwaarschijnlijk
unlimited	onbeperkt
unlisted	geheim
unload	lossen
unloaded	gelost
unlock	ontsluiten
unlucky	ongelukkig
unmanageable	onhandelbaar
unmanned	onbemande
unmarked	ongemerkt
unmarried	ongehuwd
unmask	ontmaskeren
unmatched	ongeëvenaard
unmistakable	onmiskenbaar
unmitigated	absoluut
unmoved	onbewogen
unnamed	naamloos
unnatural	onnatuurlijk
unnecessary	onnodig
unneeded	onnodige
unnoticed	onopgemerkt
unnumbered	talloos
unobserved	onopgemerkt
unobstructed	onbelemmerd
unobtrusive	niet opdringerig
unoccupied	onbezet
unofficial	officieus
unopened	gesloten
unopposed	zonder tegenstand
unordered	ongeordende
unorganised	ongeorganiseerde
unorganized	ongeorganiseerde
unorthodox	onorthodoxe
unpack	uitpakken
unpaid	onbetaald
unparalleled	ongeëvenaard
unpleasant	onplezierig
unpleasantness	onaangenaamheid
unplug	stekker
unplugged	unplugged
unpopular	onpopulair
unprecedented	zonder precedent
unpredictable	onvoorspelbaar
unprepared	onvoorbereid
unpretentious	bescheiden
unproductive	onproductieve
unprofessional	onprofessioneel
unprofitable	onvoordelig
unprotected	onbeschermd
unproven	onbewezen
unprovoked	niet uitgelokt
unpublished	onuitgegeven
unpunished	ongestraft
unqualified	onvoorwaardelijk
unquestionable	onbetwistbaar
unquestionably	onbetwistbaar
unquestioned	onbetwist
unquote	unquote
unravel	ontwarren
unreachable	onbereikbaar
unread	Ongelezen
unreal	onwerkelijk
unrealistic	onrealistische
unreasonable	onredelijk
unrecorded	onvermeld
unregistered	niet ingeschreven
unregulated	ongereguleerde
unrelated	niet verwant
unrelenting	onverbiddelijk
unreliable	onbetrouwbaar
unremarkable	alledaags
unrepentant	onboetvaardig
unrequited	onbeantwoord
unresolved	onopgelost
unresponsive	onverschillig
unrest	onrust
unrestrained	onbeperkt
unrestricted	onbeperkt
unromantic	unromantic
unruly	onhandelbaar
unsafe	onveilig
unsanitary	onhygiënische
unsatisfactory	onbevredigend
unsatisfied	niet tevreden
unsavory	onverkwikkelijk
unscathed	ongedeerd
unscheduled	ongepland
unscientific	onwetenschappelijk
unscrew	losschroeven
unscrupulous	gewetenloos
unseat	onttronen
unseen	ongezien
unselfish	onzelfzuchtig
unsettled	onbestendig
unsightly	lelijk
unsolicited	ongevraagd
unsolved	onopgelost
unsophisticated	onbedorven
unsound	ondeugdelijk
unspeakable	onuitsprekelijk
unspecified	niet gespecificeerd
unspoken	onuitgesproken
unstable	wankel
unsteady	onvast
unstoppable	niet te stoppen
unsuccessful	mislukt
unsuitable	ongeschikt
unsung	niet bezongen
unsupervised	ongecontroleerd
unsupported	niet gesteund
unsure	onzeker
unsurpassed	onovertroffen
unsuspecting	argeloos
unsustainable	onhoudbaar
unsweetened	ongezoete
unsympathetic	niet sympathiek
untamed	ongetemd
untenable	onhoudbaar
untested	ongeteste
unthinkable	ondenkbaar
untidy	slordig
untie	losmaken
untimely	ontijdig
untitled	untitled
untold	onnoemelijk
untouchable	onaantastbaar
untouched	onaangeroerd
untoward	ongunstig
untraceable	onvindbaar
untrained	ongetraind
untranslated	onvertaalde
untroubled	onbezorgd
untrue	onwaar
untrustworthy	onbetrouwbaar
unturned	ongekeerd
unused	ongebruikt
unusual	ongebruikelijk
unusually	ongewoon
unutterable	onuitsprekelijk
unveil	onthullen
unveiling	onthulling
unverified	unverified
unwanted	ongewenste
unwarranted	ongerechtvaardigd
unwary	onbehoedzaam
unwashed	ongewassen
unwavering	onwrikbaar
unwed	ongetrouwd
unwelcome	onwelkom
unwell	onwel
unwilling	onwillig
unwillingly	onwillig
unwillingness	onwil
unwind	afwikkelen
unwise	onverstandig
unwitting	onbewust
unwittingly	onbewust
unworthy	onwaardig
unwrap	openmaken
unwritten	ongeschreven
unyielding	onverzettelijk
unzip	uitpakken
upbeat	upbeat
upbringing	opvoeding
upcoming	aankomende
update	bijwerken
upgrade	upgrade
upheaval	omwenteling
uphill	bergopwaarts
uphold	hooghouden
upholstery	stoffering
upkeep	onderhoud
upland	hoogland
uplands	hooglanden
uplift	verheffen
uplifting	uplifting
uplink	uplink
upload	uploaden
upper	bovenste
uppercut	uppercut
uppity	aanmatigend
upright	rechtop
uprising	opstand
uproar	lawaai
upscale	upscale
upset	boos
upshot	uitkomst
upstairs	boven
upstanding	opstaande
upstart	parvenu
uptight	gespannen
upward	omhoog
upwards	omhoog
uranium	uranium
urban	stedelijk
urchin	egel
urge	drang
urgency	urgentie
urgent	dringend
urinal	urinoir
urinalysis	urineonderzoek
urinate	urineren
urination	urineren
urine	urine
urn	urn
usable	bruikbaar
usage	gebruik
use	gebruik
used	gebruikt
useful	nuttig
usefully	nuttig
usefulness	bruikbaarheid
useless	nutteloos
user	gebruiker
usher	deurwaarder
usual	gebruikelijk
usurp	usurperen
usurped	toegeëigend
usury	woeker
utensil	werktuig
uterus	baarmoeder
utilitarian	utilitarist
utility	nut
utilization	benutting
utilize	gebruik maken van
utmost	uiterste best
utopian	utopische
utter	volslagen
utterance	uiting
utterly	volkomen
vacancy	vacature
vacant	vrijgekomen
vacate	verlaten
vacation	vakantie
vaccination	vaccinatie
vaccine	vaccin
vacuolar	vacuole
vacuole	vacuole
vacuous	nietsdoend
vacuum	vacuüm
vagabond	zwerver
vagina	vagina
vaginal	vaginaal
vagrancy	gril
vagrant	zwerver
vague	vaag
vagueness	vaagheid
vainly	vergeefs
valance	kap
vale	dal
valedictorian	afscheids
valentine	Valentijn
valet	kamerdienaar
valiant	dapper
valid	Geldig
validate	bevestigen
validation	bevestiging
validity	deugdelijkheid
valium	valium
valley	vallei
valor	NO TRANSLATION
valuable	waardevol
valuables	kostbaarheden
valuation	taxatie
value	waarde
valve	klep
vamoose	NO TRANSLATION
vamp	bovenleer
vampire	vampier
van	NO TRANSLATION
vandal	vandaal
vandalism	vandalisme
vane	vleugel
vanguard	voorhoede
vanilla	vanille
vanish	verdwijnen
vanished	verdwenen
vanishing	verdwijning
vanity	ijdelheid
vanquish	overwinnen
vanquished	overwonnen
vanquishing	overwinnen
vantage	voordeel
vapor	damp
vara	NO TRANSLATION
variable	veranderlijk
variance	variantie
variation	variatie
variations	variaties
varicella	varicella
varicose	spataderen
varied	afwisselend
variegated	afwisselend
variety	verscheidenheid
various	divers
varmint	kwajongen
varnish	vernis
varsity	varsity
vary	variëren
varying	wisselende
vascular	vaat-
vase	vaas
vasectomy	vasectomie
vassal	vazal
vast	groot
vat	vat
vaudeville	vaudeville
vault	gewelf
vaulted	gewelfd
vaulting	gewelf
veal	kalfsvlees
vector	vector
veer	veer
vega	vega
vegan	veganistisch
vegetable	groente
vegetarian	vegetarisch
vegetarianism	vegetarianisme
vegetation	vegetatie
vegetative	vegetatief
veggie	veggie
vehement	heftig
vehicle	voertuig
veil	sluier
veiled	gesluierd
vein	ader
veined	geaderd
vellum	velijn
velocity	snelheid
velour	velours
velvet	fluweel
velvety	fluweelachtig
vena	ader
vendetta	vendetta
vending	vending
vendor	verkoper
veneer	fineer-
venerable	eerbiedwaardig
veneration	verering
venereal	venerisch
venetian	Venetiaanse
vengeance	wraak
vengeful	wraakgierig
venison	hertevlees
venom	venijn
venomous	giftig
venous	aderlijk
vent	luchten
ventilation	ventilatie
ventilator	ventilator
venting	ontluchting
ventricle	hartkamer
ventricular	ventriculaire
ventriloquist	buikspreker
venture	onderneming
venue	plaats
veracity	waarheidsgetrouwheid
veranda	veranda
verb	werkwoord
verbal	verbaal
verbatim	woordelijk
verbiage	woordenvloed
verbose	breedsprakig
verbosity	breedsprakigheid
verdant	groen
verdict	vonnis
verge	berm
verification	verificatie
verified	geverifieerd
verify	verifiëren
verily	voorwaar
veritable	echt
vermin	ongedierte
vermouth	vermout
vernacular	landstaal
vernal	lente-
veronica	veronica
versatile	veelzijdig
versatility	veelzijdigheid
verse	vers
version	versie
versus	versus
vert	vert
vertebra	wervel
vertebral	wervel-
vertex	toppunt
vertical	verticaal
vertically	verticaal
vertigo	duizeligheid
verve	sappigheid
very negative	erg negatief
very positive	heel positief
veryangry	NO TRANSLATION
vesicle	blaasje
vesicular	vesiculaire
vessel	vaartuig
vest	vest
vested	gevestigde
vestibule	vestibule
vestige	overblijfsel
vet	dierenarts
veteran	veteraan
veterinarian	dierenarts
veterinary	veterinaire
veto	veto
vexed	veelomstreden
viability	levensvatbaarheid
viable	rendabel
viaduct	viaduct
vial	fiool
vibe	uitstraling
vibes	vibrafoon
vibrant	trillend
vibrate	trillen
vibration	vibratie
vibrator	vibrator
vibratory	trillend
vicar	vicaris
vicarious	plaatsvervangend
vice	ondeugd
viceroy	onderkoning
vicinity	nabijheid
vicious	verdorven
victim	slachtoffer
victimized	slachtoffer
victor	Victor
victoria	Victoria
victorious	zegevierend
victory	zege
video	video-
video game	videogame
videotape	videoband
vie	NO TRANSLATION
view	uitzicht
viewer	viewer
viewing	viewing
viewpoint	gezichtspunt
vigil	waken
vigilance	waakzaamheid
vigilant	waakzaam
vigilante	vigilante
vignette	vignet
vigor	kracht
vigorous	krachtig
viking	viking
vile	verachtelijk
villa	villa
village	dorp
villager	dorpeling
villain	schurk
villainous	schurkachtig
vinaigrette	vinaigrette
vindicate	rechtvaardigen
vindicated	gerechtvaardigd
vindication	rechtvaardiging
vindictive	wraakzuchtig
vine	wijnstok
vinegar	azijn
vineyard	wijngaard
vintage	wijnoogst
vinyl	vinyl
viola	altviool
violate	schenden
violation	schending
violence	geweld
violent	gewelddadig
violently	met geweld
violet	paars
violin	viool
violinist	violist
viper	adder
viral	virale
virgin	Maagd
virginal	maagdelijk
virginity	maagdelijkheid
virility	mannelijkheid
virology	virologie
virtual	virtueel
virtually	virtueel
virtue	deugd
virtuoso	virtuoos
virtuous	deugdzaam
virulence	kwaadaardigheid
virus	virus
visa	Visa
visage	NO TRANSLATION
viscosity	viscositeit
viscous	kleverig
vise	NO TRANSLATION
visibility	zichtbaarheid
visible	zichtbaar
visibly	zichtbaar
vision	visie
visionary	visionaire
visit	bezoek
visitation	visitatie
visiting	bezoekende
visitor	bezoeker
visor	vizier
vista	uitzicht
visual	zichtbaar
visualize	visualiseren
vital	vitaal
vitality	vitaliteit
vitals	edele delen
vitamin	vitamine
vitreous	glasachtig
viva	Viva
vivacious	levendig
vivid	levendig
vixen	feeks
vocabulary	woordenschat
vocal	vocale
vocalist	zanger
vocation	roeping
vodka	wodka
vogue	mode
voice	stem
voiceless	stemloos
voicemail	voicemail
void	leegte
volatile	vluchtig
volatility	volatiliteit
volcanic	vulkanisch
volcano	vulkaan
volition	wil
volley	salvo
volleyball	volleybal
voltage	Spanning
voltmeter	voltmeter
volume	volume
volumes	volumes
voluminous	omvangrijk
voluntarily	vrijwillig
voluntary	vrijwillig
volunteer	vrijwilliger
volunteering	vrijwilligerswerk
volunteers	vrijwilligers
voluptuous	wellustig
vomit	braken
vomiting	braken
voodoo	voodoo
voracious	vraatzuchtig
vortex	draaikolk
vote	stemmen
voter	kiezer
voting	stemming
votive	votief
vouch	getuigen
voucher	bon
vow	gelofte
vowel	klinker
voyage	reis
voyager	reiziger
voyeur	voyeur
vulgar	grof
vulgarity	vulgariteit
vulnerability	kwetsbaarheid
vulnerable	kwetsbaar
vulture	gier
wacko	wacko
wacky	wacky
wad	prop
waddle	waggelen
wade	waden
wafer	wafeltje
waffle	wafel
wag	kwispelen
wage	voeren
wager	weddenschap
wages	loon
wagon	wagon
wail	weeklacht
waist	taille
waistcoat	vest
waistline	taille
wait	Wacht
waiter	ober
waiting	aan het wachten
waitinggame	NO TRANSLATION
waitress	serveerster
waive	afzien van
waiver	verwerping
wake	wekken
walk	lopen
walker	wandelaar
walking	wandelen
walkout	weglopen
wall	muur
wallaby	kleine kangoeroe
wallet	portemonnee
wallflower	muurbloem
wallop	pardoes
wallow	wentelen
wallpaper	behang
walnut	okkernoot
walrus	walrus
waltz	wals
wan	NO TRANSLATION
wand	toverstaf
wander	dwalen
wanderer	zwerver
wandering	omzwerving
wane	afnemen
waning	tanende
wanker	wanker
wannabe	wannabe
wannasleep	NO TRANSLATION
want	willen
wanting	willen
wanton	baldadig
war	oorlog
warbler	tjiftjaf
warcrimes	NO TRANSLATION
ward	afdeling
warden	bewaker
wardrobe	garderobe
ware	aardewerk
warehouse	magazijn
warfare	oorlogvoering
warhead	kernkop
warlike	oorlogszuchtig
warlock	tovenaar
warlord	krijgsheer
warm	warm
warming	verwarming
warms	verwarmt
warmth	warmte
warn	waarschuwen
warned	gewaarschuwd
warning	waarschuwing
warp	schering
warpath	oorlogspad
warped	scheefgetrokken
warrant	bevelschrift
warranted	gewettigd
warrants	warrants
warranty	garantie
warren	warren
warrior	krijger
warship	oorlogsschip
wart	wrat
wartime	oorlogstijd
wary	omzichtig
wash	wassen
washed	gewassen
washer	wasmachine
washing	het wassen
washout	uitwas
washroom	waskamer
wasp	wesp
waste	verspilling
wastebasket	prullenbak
wasted	verspild
wasteful	verkwistend
wasteland	woestenij
wasting	verspilling
watch	kijk maar
watchdog	waakhond
watcher	waker
watchful	waakzaam
watchman	NO TRANSLATION
watchout	kijk uit
watchtower	uitkijktoren
water	water
water polo	waterpolo
waterbed	waterbed
watercourse	waterloop
watered	verwaterd
waterfall	waterval
waterfront	waterkant
watering can	gieter
watermelon	watermeloen
waterproof	waterbestendig
waterworks	waterwerken
watery	waterig
wave	Golf
wavelength	golflengte
waver	wankelen
wavering	aarzeling
waves	golven
wavy	golvend
wax	was-
waxed	gewaxt
waxy	wasachtig
way	manier
ways	manieren
wayward	eigenzinnig
weak	zwak
weaken	verzwakken
weakened	verzwakt
weakling	zwakkeling
weakly	zwak
weakness	zwakheid
wealth	rijkdom
wealthy	rijk
weapon	wapen
weaponry	wapen
wear	slijtage
wearer	drager
wearily	vermoeid
weariness	vermoeidheid
wearing	vervelend
weary	vermoeid
weasel	wezel
weather	weer
weathered	verweerde
weatherman	weerman
weatherproof	weerbestendig
weave	weven
web	web
website	website
wed	trouwen
wedded	verknocht
wedding	huwelijk
wedge	wig
wedlock	huwelijk
wee	klein
weed	onkruid
weeding	Wieden
weeds	onkruid
weedy	spichtig
weeeee	NO TRANSLATION
week	week
weekday	weekdag
weekend	weekend
weekly	wekelijks
weenie	weenie
weep	huilen
weeping	tranen
weeping willow	treurwilg
weepy	huilerig
weigh	wegen
weighing	weging
weight	gewicht
weightless	gewichtloos
weightloss	NO TRANSLATION
weights	gewichten
weighty	gewichtig
weir	waterkering
weird	vreemd
weirdness	weirdness
weirdo	weirdo
welcome	Welkom
welcomed	verwelkomd
welcoming	gastvrije
weld	lassen
welder	lasser
welding	lassen
welfare	welzijn
wellhead	bron
wellness	wellness
welsh	wels
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	deern
werewolf	weerwolf
west	westen
westbound	westwaarts
western	western
wet	nat
wetback	wetback
whack	meppen
whale	walvis
whaling	walvisvangst
wham	wham
whammy	whammy
wharf	werf
whatdoido	NO TRANSLATION
whatif	wat als
whatmakesmesmile	NO TRANSLATION
whatnot	etagère
whatsoever	wat
whatsthepoint	NO TRANSLATION
wheat	tarwe
wheel	wiel
wheel barrow	NO TRANSLATION
wheelbarrow	kruiwagen
wheelchair	rolstoel
wheels	wielen
wheeze	piepen
whelp	kwajongen
whereabouts	verblijfplaats
wherefore	daarom
wherewith	waarmede
wherewithal	middelen
whet	prikkelen
whiff	vleugje
whilst	terwijl
whim	gril
whimper	janken
whimsical	grillig
whimsy	whimsy
whine	zeuren
whiny	zeurderige
whip	zweep
whiplash	whiplash
whipped	slagroom
whirl	werveling
whirlpool	draaikolk
whirlwind	wervelwind
whisk	vliegenmepper
whisker	snorhaar
whiskers	bakkebaarden
whiskey	whisky
whisky	whisky
whisper	fluisteren
whispered	fluisterde
whistle	fluiten
whit	zier
white	wit
whitefish	witte vis
whiteness	witheid
whitewash	witkalk
whitish	witachtig
whittle	slagersmes
whiz	suizen
whole	geheel
wholesale	groothandel
wholesome	gezond
wholly	geheel
whoo	whoo
whoop	schreeuwen
whopper	kanjer
whopping	kolossaal
whore	hoer
whorehouse	bordeel
wick	lont
wicked	slecht
wickedness	slechtheid
wicker	vlechtwerk
wicket	hekje
wide	breed
widely	wijd
widen	verbreden
widespread	wijd verspreid
widow	weduwe
widowed	weduwe
widower	weduwnaar
width	breedte
wield	hanteren
wiener	worstje
wienie	NO TRANSLATION
wife	vrouw
wig	pruik
wiggle	wiebelen
wight	wight
wiki	wiki
wild	wild
wildcat	wilde kat
wildebeest	wildebeest
wilderness	wildernis
wildfire	wildvuur
wildlife	dieren in het wild
will	zullen
willful	opzettelijk
willies	willies
willing	gewillig
willingly	gaarne
willingness	bereidwilligheid
willow	wilg
willpower	wilskracht
wilt	verwelken
wilted	verwelkt
wily	sluw
wimp	watje
wimpy	wimpy
win	winnen
wince	huiveren
winch	lier
wind	wind
windbag	windzak
windfall	meervallertje
winding	bochtig
windmill	windmolen
window	venster
windowsill	vensterbank
windpipe	luchtpijp
windshield	voorruit
windy	winderig
wine	wijn
wine cooler	wijnkoeler
wing	vleugel
winged	met vleugels
winger	winger
wingman	wingman
wink	wenk
winner	winnaar
winning	winnend
winnings	winst
wino	NO TRANSLATION
winter	winter
winterbreak	NO TRANSLATION
wintertime	wintertijd
wintery	winterse
wintry	winters
wipe	vegen
wiper	veger
wire	draad
wired	bedrade
wireless	draadloze
wiretap	afluisteren
wiring	bedrading
wis	wis
wisdom	wijsheid
wise	wijs
wish	wens
wishbone	vorkbeen
wishful	wishful
wishing	wensen
wishmeluck	wens me geluk
wisp	bosje
wistful	droefgeestig
wit	verstand
witch	heks
witchcraft	hekserij
withal	bovendien
withdraw	terugtrekken
withdrawal	het terugtrekken
withdrawals	intrekkingen
withdrawn	teruggetrokken
wither	verdorren
withered	verschrompeld
withering	vernietigend
withhold	achterhouden
withholding	achterhouden
withstand	weerstaan
witless	stupide
witness	getuige
wits	verstand
witty	geestig
wiz	wiz
wizard	tovenaar
wobble	wiebelen
wobbly	wiebelend
woe	wee
woeful	jammerlijk
woefully	jammerlijk
wok	wok
wokemeup	NO TRANSLATION
wolf	wolf
wolverine	wolverine
woman	vrouw
womanhood	vrouwelijkheid
womanizer	rokkenjager
womanly	vrouwelijk
womb	baarmoeder
wonder	vraag me af
wonderful	prachtig
wonderfully	wonderlijk
wonderment	verwondering
wondrous	verwonderlijk
wont	NO TRANSLATION
