Word	jw
trait	sipat
traitor	pengkhianat
traitorous	traitorous
trajectory	lintasan
tram	trem
tramp	tramp
trample	trample
trampoline	trampolin
tramway	trem
trance	trance
tranquil	tranquil
tranquility	ketenangan
tranquilizer	tranquilizer
transact	transact
transaction	transaksi
transatlantic	transatlantik
transceiver	transceiver
transcend	ngliwati
transcendence	transcendence
transcendent	transcendent
transcendental	transcendental
transcribe	transkrip
transcriber	transkripsi
transcript	transkrip
transcription	transkripsi
transfer	transfer
transference	transfer
transferred	ditransfer
transfixed	transfixed
transform	ngowahi
transformation	transformasi
transformer	trafo
transfusion	transfusi
transgression	pelanggaran
transient	transient
transistor	transistor
transit	transit
transition	transisi
transitional	transisi
transitive	transitif
transitory	transitory
translate	nerjemahake
translation	ngartekne
translator	translator
translocation	translocation
translucent	translucent
transmission	transmisi
transmit	ngirim
transmitter	pemancar
transmutation	transmutasi
transom	transom
transparency	transparan
transparent	transparent
transplant	transplantasi
transplantation	transplantasi
transponder	transponder
transport	Tumpaan
transportation	transportasi
transporter	transporter
transpose	transpose
transposition	transposisi
transsexual	transseksual
transverse	transverse
transvestite	transvestite
trap	jeblugan
trapdoor	trapdoor
trapeze	trapeze
trapped	kepepet
trapper	trapper
trapping	nangkep
trappings	trappings
traps	traps
trash	sampah
trashy	trashy
trauma	trauma
traumatic	traumatik
travail	NO TRANSLATION
travel	dolan
traveler	wong lelungan
traveling	lelungan
traverse	ngliwati
travesty	travesty
trawl	trawl
trawler	trawler
tray	tray
treacherous	cidra
treachery	pengkhianat
tread	ngubengi
treadmill	treadmill
treason	pengorbanan
treasure	bandha
treasured	treasured
treasurer	bendahara
treasures	ngurmati
treasury	treasury
treat	nambani
treatable	bisa ditrapake
treatise	risalah
treatment	perawatan
treaty	perjanjian
treble	treble
tree	wit
trees	wit
trek	trek
trellis	trellis
tremble	trenyuh
trembling	trembling
tremendous	sanget
tremendously	banget
tremor	tremor
trench	trench
trend	gaya
trending	trending
trendy	trendi
trepidation	nyengsemaken
trespass	trespass
triad	triad
triage	triase
trial	nyoba
triangle	segitiga
triangular	segitiga
triangulate	triangulasi
triathlon	triathlon
tribal	suku
tribe	suku
tribulation	Kasangsaran
tribunal	pengadilan
tribune	dhuwit
tributary	anak perusahaan
tribute	pajeg
trick	trick
trickery	trickery
trickle	trickle
trickster	trickster
tricky	angel
tricycle	trike
trident	trident
trifle	trifle
trifling	trifling
trig	trig
trigger	pemicu
trigonometry	trigonometri
trillion	trilion
trilogy	trilogi
trim	trim
trimester	trimester
trimmer	trimmer
trimming	trimming
trine	trine
trinity	trinitas
trinket	trinket
trio	trio
trip	trip
tripartite	tripartite
tripe	tripe
triple	telung
triplet	triplet
triplicate	triplicate
tripod	tripod
tripping	tripping
trite	trite
tritium	tritium
triumph	menang
triumphant	triumphant
trivia	trivia
trivial	ora pati penting
troll	troll
trolley	troli
trombone	trombone
troop	pasukan
trooper	trooper
troops	prajurit
trophy	Piala
tropic	tropis
tropical	tropis
tropics	tropis
trot	trot
trouble	masalah
troubled	masalah
troublemaker	troublemaker
troubles	masalah
troublesome	troublesome
trough	trough
troupe	rombongan
trousers	klambi
trout	trout
trowel	trowel
truce	gencatan senjata
truck	truk
trucker	traker
truckload	truckload
truculent	truculent
true	Bener
truelove	truelove
truffle	truffle
truism	truism
trump	trump
trumpet	sangkakala
trumpeter	trumpeter
truncate	truncate
truncated	truncated
trundle	trundle
trunk	trunk
truss	truss
trust	dipercaya
trustee	katentreman
trusting	pitados
trustworthy	dipercaya
trusty	dipercaya
truth	bebener
truthful	jujur
truthfulness	bener
try	coba
tryout	nyoba
tryouts	tryouts
tsunami	tsunami
tub	bak mandi
tuba	tuba
tubby	tubby
tube	tabung
tuberculosis	tuberkulosis
tubing	pipa
tubular	pipa
tubule	tubule
tuck	tuck
tucker	tucker
tuesday	wingi
tufted	tungkak
tug	tug
tugboat	tugboat
tuition	kuliah
tulip	tulip
tumble	tumble
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	tummy
tumor	tumor
tumour	tumor
tumult	tumult
tumultuous	tumultuous
tun	NO TRANSLATION
tuna	tuna
tunable	tunable
tune	tembang
tunic	tunik
tuning	tuning
tunnel	trowongan
turban	turban
turbidity	kekuwatan
turbine	turbin
turbo	turbo
turbulence	gangguan
turbulent	turbulent
turd	turu
turf	gambut
turkey	turki
turmeric	kunir
turmoil	gangguan
turn	nguripake
turnaround	turnaround
turned	nguripake
turning	ngowahi
turnip	turnip
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	turnout
turnover	nikung
turnpike	turnpike
turntable	turntable
turpentine	turpentine
turquoise	turquoise
turret	turu
turtle	penyu
turtleneck	turtleneck
tussle	tussle
tutelage	tutelage
tutor	tutor
tutoring	tutoring
tutu	tutu
tux	tux
tuxedo	tuksedo
tv	tv
twain	loro
twat	twat
twats	twats
tweak	ngapiki
tweed	tweed
tweet	tweet
tweezers	sutra
twelfth	kaping pindho
twelve	rolas
twentieth	rongpuluh
twenty	rong puluh
twerp	twerp
twig	twig
twilight	surup
twill	twill
twin	kembar
twine	twine
twinge	twinge
twinkle	twinkle
twins	kembar
twirl	twirl
twist	twist
twisted	bengkong
twister	twister
twit	twit
twitch	kakehan
twitching	nyenyet
twitchy	twitchy
two	kalih
two step	loro langkah
twofaced	NO TRANSLATION
twofold	loro-lorone
twosome	loro
tycoon	tycoon
tyke	tyke
type	Tipe
typewriter	mesin tik
typhoid	typhoid
typhoon	typhoon
typical	khas
typically	biasane
typist	typist
typo	typo
typography	typography
tyrannical	tyrannical
tyranny	tyranny
tyrant	tyrant
tyre	ban
ubiquitous	ngendi wae
ubiquity	ubiquity
ugliness	kebecikan
ugly	elek
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulcer
ulterior	ulterior
ultimate	pokok
ultimately	pungkasanipun
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrasonik
ultraviolet	ultraviolet
umbilical	umbilical
umbra	umbra
umbrella	payung
umpire	umpire
umpteen	umpteen
unabashed	unabashed
unabated	unabated
unable	ora bisa
unacceptable	ora bisa ditampa
unaccompanied	unaccompanied
unaccountable	ora bisa dianggep
unaccounted	unaccounted
unacknowledged	unacknowledged
unadulterated	unadulterated
unaffected	ora kena pengaruh
unafraid	unafraid
unaided	tanpa bantuan
unaltered	unaltered
unambiguous	unambiguous
unanimity	unanimity
unanimous	unanimous
unanimously	kanthi bebarengan
unannounced	unannounced
unanswered	unanswered
unanticipated	unanticipated
unappreciated	unappreciated
unapproved	ora ditrima
unarmed	tanpa senjata
unassisted	unassisted
unassuming	unassuming
unattached	unattached
unattainable	unattainable
unattended	unattended
unattractive	unattractive
unauthorized	ora sah
unavailable	ora kasedhiya
unavoidable	ora bisa nyingkiri
unaware	ora ngerti
unbalanced	ora seimbang
unbearable	ora kuwatir
unbeatable	unbeatable
unbeaten	unbeaten
unbecoming	ora kakehan
unbelief	ora pracaya
unbelievable	temenan
unbiased	adil
unborn	bayi durung
unbound	unbound
unbounded	tanpa wates
unbreakable	unbreakable
unbridled	unbridled
unbroken	unbroken
unbutton	unbutton
uncalled	uncalled
uncanny	pinter
uncaring	uncaring
uncensured	NO TRANSLATION
uncertain	ora mesthi
uncertainty	kahanan sing durung mesthi
unchallenged	unchallenged
unchangeable	unchangeable
unchanged	ora owah
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	uncivilized
unclaimed	ora dikalahake
uncle	paman
unclean	najis
unclear	ra cetho
uncomfortable	ora adil
uncommon	ora umum
uncommonly	uncommonly
uncomplicated	uncomplicated
uncompromising	tanpa kompromi
unconcerned	unconcerned
unconditional	tanpa syarat
unconfirmed	durung dikonfirmasi
unconnected	ora nyambung
unconscionable	unconscionable
unconscious	semaput
unconsciousness	ora sadar
unconstitutional	unconstitutional
unconstrained	unconstrained
uncontested	tanpa pamrih
uncontrollable	ora bisa dikontrol
uncontrolled	tanpa kontrol
unconventional	ora konvensional
unconvinced	unconvinced
unconvincing	unconvincing
uncooked	mentah
uncooperative	uncooperative
uncorrelated	uncorrelated
uncouth	uncouth
uncover	uncover
uncritical	uncritical
uncut	uncut
undead	undead
undecided	undecided
undefeated	undefeated
undefined	undefined
undeniable	undeniable
underage	ing umur
underbelly	underbelly
undercover	nyamar
undercurrent	undercurrent
underdog	underdog
underestimate	underestimate
undergo	ngalami
undergraduate	sarjana
underground	lemah
underhanded	underhanded
underlay	nggambar
underlie	underlie
underline	nggaris
underlying	ndasari
undermine	undermine
undermined	undermined
underneath	ing ngisor
underpaid	underpaid
underpants	njagong
underprivileged	underprivileged
underrated	diremehake
underscore	underscore
undersea	undersea
undersecretary	undersecretary
undersized	undersized
understaffed	understaffed
understand	ngerti
understandable	iso dingerteni
understanding	pangerten
understatement	understatement
understood	dimengerteni
understudy	understudy
undertake	nggarap
undertaker	pengusaha
undertaking	usaha
undertow	nindakake
underwear	jeroan
underwood	underwood
underworld	Underworld
underwrite	underwrite
underwriter	underwriter
undeserved	undeserved
undesirable	undesirable
undesired	undesired
undetectable	ora bisa diketokne
undetected	ora bisa dideteksi
undetermined	undetermined
undeveloped	undeveloped
undignified	undignified
undirected	undirected
undisclosed	ora ditepungi
undiscovered	ora ditemokake
undisputed	undisputed
undisturbed	undisturbed
undivided	undivided
undo	mbatalake
undoing	undoing
undoubted	undoubted
undress	undress
undressed	undressed
undue	undue
undying	undying
unearned	unearned
unearth	unearth
uneasiness	uneasiness
uneasy	ora kepenak
uneducated	ora duwe pendidikan
unemployed	nganggur
unemployment	pengangguran
unencumbered	unencumbered
unending	ora ana
unequal	ora adil
unequalled	unequaled
unequivocal	unequivocal
unequivocally	unequivocally
unethical	unethical
uneven	ora rata
uneventful	uneventful
unexpected	sing ora dikarepke
unexpectedly	tanpa disangka
unexplainable	unexplainable
unexplained	unexplained
unexplored	unexplored
unfailing	unfailing
unfair	ora adil
unfairness	ora adil
unfaithful	ora setya
unfamiliar	ora pati ngerti
unfavorable	unfavorable
unfeeling	unfeeling
unfettered	mbebayani
unfinished	durung rampung
unfit	ora pantes
unflinching	unflinching
unfold	mbukak
unfollow	unfollow
unforeseen	unforeseen
unforgettable	ora iso lali
unforgivable	ora bisa diwenehake
unforgiving	ora pantes
unfortunate	Apes
unfortunately	sayangé
unfounded	ora ana
unfreeze	unfreeze
unfriendly	ora seneng
unfulfilled	unfulfilled
unfurnished	unfurnished
unglued	unglued
ungodly	ungodly
ungrateful	ungrateful
unguarded	ora ditemtokake
unhand	NO TRANSLATION
unhappiness	unhappiness
unhappy	ora nyenengake
unharmed	ora diresiki
unhealthy	ora sehat
unheard	unheard
unhelpful	unhelpful
unhindered	unhindered
unholy	ora suci
unhook	unhook
unicorn	unicorn
unidentified	ora dikenal
unification	penyatuan
unified	nyawiji
uniform	seragam
uniformed	seragam
uniformity	kesetaraan
uniformly	seragam
unimaginable	unimaginable
unimpeachable	unimpeachable
unimpeached	unimpeached
unimportant	ora penting
unimpressed	unimpressed
unimproved	unimproved
uninfected	uninfected
uninformed	uninformed
uninhabited	ora ana pedunung
uninitiated	uninitiated
uninspired	uninspired
unintelligible	unintelligible
unintended	unintended
unintentional	unintentional
unintentionally	ora sengaja
uninterested	ora kaget
uninteresting	uninteresting
uninterrupted	tanpa gangguan
uninvited	uninvited
union	union
unique	unik
unisex	unisex
unison	unison
unit	unit
unitary	siji
unite	nyawiji
united	united
unity	kamanunggalan
universal	universal
universality	universitas
universe	alam semesta
university	universitas
unjust	ora adil
unjustifiable	unjustifiable
unjustified	ora cocog
unkind	unkind
unknowable	unknowable
unknown	ora dingerteni
unlawful	ora sah
unleash	unleash
unlicensed	ora dilindhungi
unlike	ora kaya
unlikely	ora mungkin
unlimited	Unlimited
unlisted	unlisted
unload	unload
unloaded	unloaded
unlock	mbukak kunci
unlucky	unlucky
unmanageable	unmanageable
unmanned	unmanned
unmarked	ora ditandhani
unmarried	ora nikah
unmask	unmask
unmatched	unmatched
unmistakable	unmistakable
unmitigated	unmitigated
unmoved	unmoved
unnamed	unnamed
unnatural	ora wajar
unnecessary	ora perlu
unneeded	unneeded
unnoticed	unnoticed
unnumbered	unnumbered
unobserved	ora katon
unobstructed	unobstructed
unobtrusive	ora ngganggu
unoccupied	ora ana
unofficial	ora resmi
unopened	ora mbukak
unopposed	unopposed
unordered	unordered
unorganised	unorganized
unorganized	unorganized
unorthodox	unorthodox
unpack	unpack
unpaid	ora dibayar
unparalleled	unparalleled
unpleasant	ora nyenengake
unpleasantness	unpleasantness
unplug	copot
unplugged	unplugged
unpopular	ora populer
unprecedented	unprecedented
unpredictable	unpredictable
unprepared	unprepared
unpretentious	unpretentious
unproductive	ora produktif
unprofessional	unprofessional
unprofitable	unprofitable
unprotected	ora dilindhungi
unproven	unproven
unprovoked	unprovoked
unpublished	ora diterbitake
unpunished	unpunished
unqualified	unqualified
unquestionable	unquestionable
unquestionably	unquestionably
unquestioned	unquestioned
unquote	unquote
unravel	unravel
unreachable	unreachable
unread	durung diwaca
unreal	unreal
unrealistic	unrealistic
unreasonable	ora ana alangan
unrecorded	unrecorded
unregistered	ora diwatesi
unregulated	ora diatur
unrelated	ora ana hubungane
unrelenting	terus-terusan
unreliable	ora bisa dipercaya
unremarkable	unremarkable
unrepentant	unrepentant
unrequited	unrequited
unresolved	unresolved
unresponsive	unresponsive
unrest	Kerusuhan
unrestrained	unrestrained
unrestricted	tanpa wates
unromantic	unromantic
unruly	unruly
unsafe	ora aman
unsanitary	unsanitary
unsatisfactory	ora nyenengake
unsatisfied	ora puas
unsavory	unsavory
unscathed	unscathed
unscheduled	unscheduled
unscientific	unscientific
unscrew	unscrew
unscrupulous	unscrupulous
unseat	unseat
unseen	ora katon
unselfish	unselfish
unsettled	unsettled
unsightly	unsightly
unsolicited	unsolicited
unsolved	ora bisa dipungkiri
unsophisticated	unsophisticated
unsound	unsound
unspeakable	unspeakable
unspecified	ora ditemtokake
unspoken	unspoken
unstable	ora stabil
unsteady	unsteady
unstoppable	ora bisa dibantah
unsuccessful	ora sukses
unsuitable	ora cocog
unsung	unsung
unsupervised	unsupervised
unsupported	unsupported
unsure	ora yakin
unsurpassed	ora gampang
unsuspecting	unsuspecting
unsustainable	unsustainable
unsweetened	unsweetened
unsympathetic	unsympathetic
untamed	untamed
untenable	ora bisa dipungkiri
untested	untested
unthinkable	ora gampang
untidy	untidy
untie	ngguyu
untimely	untimely
untitled	untitled
untold	untold
untouchable	ora langsung
untouched	untouched
untoward	nuwun
untraceable	untraceable
untrained	untrained
untranslated	untranslated
untroubled	untroubled
untrue	ora bener
untrustworthy	untrustworthy
unturned	unturned
unused	ora dienggo
unusual	ora biasa
unusually	luar biasa
unutterable	unutterable
unveil	unveil
unveiling	unveiling
unverified	unverified
unwanted	bayangan
unwarranted	unwarranted
unwary	unwary
unwashed	unwashed
unwavering	unwavering
unwed	nolak
unwelcome	unwelcome
unwell	unwell
unwilling	enggane
unwillingly	unwillingly
unwillingness	unwillingness
unwind	ngendhok
unwise	ora ngerti
unwitting	tanpa disengaja
unwittingly	tanpa disengaja
unworthy	ora pantes
unwrap	Mbukak
unwritten	unwritten
unyielding	unyielding
unzip	unzip
upbeat	upbeat
upbringing	upbringing
upcoming	mbesuk
update	nganyari
upgrade	upgrade
upheaval	upheaval
uphill	munggah gunung
uphold	ngajeni
upholstery	upholstery
upkeep	upahep
upland	upland
uplands	upland
uplift	uplift
uplifting	uplifting
uplink	uplink
upload	upload
upper	ndhuwur
uppercut	sisih ndhuwur
uppity	uppity
upright	mujur
uprising	uprising
uproar	uproar
upscale	upscale
upset	ngganggu
upshot	upshot
upstairs	mendhuwur
upstanding	upstanding
upstart	upstart
uptight	uptight
upward	munggah
upwards	munggah
uranium	uranium
urban	kutha
urchin	urchin
urge	butuh cepet
urgency	urgency
urgent	urgent
urinal	urinal
urinalysis	urinalysis
urinate	urinate
urination	urine
urine	urine
urn	urn
usable	bisa dipigunakaké
usage	panggunaan
use	nggunakake
used	digunakake
useful	migunani
usefully	migunani
usefulness	kegunaan
useless	ora ana guna
user	pangguna
usher	usher
usual	biasa
usurp	usurp
usurped	usurped
usury	usury
utensil	utensil
uterus	uterus
utilitarian	utilitarian
utility	sarana
utilization	pemanfaatan
utilize	nggunakke
utmost	paling apik
utopian	utopian
utter	ngucap
utterance	utterance
utterly	bener
vacancy	lowongan kerja
vacant	kosong mlompong
vacate	ngosongake
vacation	liburan
vaccination	vaksinasi
vaccine	vaksin
vacuolar	vacuolar
vacuole	vacuole
vacuous	vacuous
vacuum	vakum
vagabond	nggoleki
vagina	vagina
vaginal	vagina
vagrancy	vagrancy
vagrant	nggoleki
vague	Ora cetho
vagueness	vagueness
vainly	vainly
valance	cendhek
vale	vale
valedictorian	valedictorian
valentine	valentine
valet	valet
valiant	banget
valid	sah
validate	validate
validation	validasi
validity	validitas
valium	valium
valley	lembah
valor	NO TRANSLATION
valuable	sing penting
valuables	barang-barang berharga
valuation	regane
value	nilai
valve	katup
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampir
van	NO TRANSLATION
vandal	vandal
vandalism	vandalisme
vane	vane
vanguard	vanguard
vanilla	vanila
vanish	ilang
vanished	sirna
vanishing	ilang
vanity	kasampurnan
vanquish	vanquish
vanquished	dikalahaké
vanquishing	vanquishing
vantage	vantage
vapor	Asep
vara	NO TRANSLATION
variable	variabel
variance	varians
variation	variasi
variations	variasi
varicella	varicella
varicose	varicose
varied	variatif
variegated	variegated
variety	macem-macem
various	macem-macem
varmint	varmint
varnish	varnish
varsity	varsity
vary	beda-beda
varying	werna-werna
vascular	babagan pembuluh darah
vase	vas
vasectomy	vasektomi
vassal	vassal
vast	gedhe
vat	tong
vaudeville	langka
vault	kubah
vaulted	vaulted
vaulting	vaulting
veal	veal
vector	vektor
