Word	te
volcano	అగ్నిపర్వతం
volition	సంకల్పము
volley	వాలీ
volleyball	వాలీబాల్
voltage	వోల్టేజ్
voltmeter	వోల్టామీటర్
volume	వాల్యూమ్
volumes	వాల్యూమ్లను
voluminous	భారీ
voluntarily	స్వచ్ఛందంగా
voluntary	స్వచ్ఛంద
volunteer	స్వచ్ఛంద
volunteering	స్వయంసేవకంగా
volunteers	వాలంటీర్లు
voluptuous	విలాసవంతమైన
vomit	వాంతి
vomiting	వాంతులు
voodoo	ఊడూ
voracious	నాయకుల్లో
vortex	సుడిగుండం
vote	ఓటు
voter	ఓటరు
voting	ఓటింగ్
votive	శపథము
vouch	హమీ
voucher	రసీదును
vow	ప్రతిజ్ఞ
vowel	అచ్చు
voyage	ప్రయాణంలో
voyager	వాయేజర్
voyeur	voyeur
vulgar	అసభ్యకర
vulgarity	vulgarity
vulnerability	దాడిని
vulnerable	హాని
vulture	రాబందు
wacko	wacko
wacky	అసంబద్ధ
wad	వాడ్
waddle	ఊగుతూ నడుచు
wade	వాడే
wafer	పొర
waffle	ఊక దంపుడు
wag	ఆడించు
wage	వేతన
wager	పందెం
wages	వేతనాలు
wagon	వాగన్
wail	విలపించు
waist	నడుము
waistcoat	కోటుకింద వేసుకునే నడుము వరకు వచ్చు చేతులు లేని చొక్కా
waistline	waistline
wait	వేచి
waiter	సేవకుడు
waiting	వేచి
waitinggame	NO TRANSLATION
waitress	సేవకురాలు
waive	వదులుకోవాలి
waiver	పరిత్యాగము
wake	మేల్కొలపడానికి
walk	నడిచి
walker	వాకర్
walking	వాకింగ్
walkout	walkout
wall	గోడ
wallaby	వాల్లాబేను
wallet	జేబు
wallflower	వాల్ఫ్లవర్
wallop	తన్ను
wallow	పడిదొర్లు
wallpaper	వాల్
walnut	వాల్నట్
walrus	వాల్రస్
waltz	వాల్ట్జ్
wan	NO TRANSLATION
wand	మంత్రదండం
wander	సంచరించేందుకు
wanderer	సంచారి
wandering	సంచారం
wane	క్షీణిస్తున్నట్లు
waning	క్షీణిస్తుంది
wanker	పనికిరాని వ్యక్తి
wannabe	wannabe
wannasleep	NO TRANSLATION
want	కావలసిన
wanting	కోరుకుంది
wanton	ఉల్లాసమైన
war	యుద్ధం
warbler	పాటకుడు
warcrimes	NO TRANSLATION
ward	వార్డ్
warden	వార్డెన్
wardrobe	వార్డ్రోబ్
ware	సామాను
warehouse	గిడ్డంగి
warfare	యుద్ధం
warhead	వార్హెడ్
warlike	యుద్ధం తరహాలో
warlock	మాంత్రికుడు
warlord	యుద్ధ
warm	వెచ్చని
warming	వార్మింగ్
warms	వేడిగా ఉన్నప్పుడు
warmth	వెచ్చదనం
warn	హెచ్చరిస్తుంది
warned	హెచ్చరించారు
warning	హెచ్చరిక
warp	వార్ప్
warpath	warpath
warped	వార్పేడ్
warrant	వారెంట్
warranted	హామీ
warrants	వారెంట్లు
warranty	వారంటీ
warren	వారెన్
warrior	యోధుడు
warship	యుద్ధనౌక
wart	మొటిమ
wartime	యుద్ధకాలంలో
wary	జాగ్రత్తగా
wash	వాష్
washed	కొట్టుకుపోయిన
washer	ఉతికే యంత్రం
washing	వాషింగ్
washout	వాషౌట్
washroom	washroom
wasp	కందిరీగ
waste	వ్యర్థ
wastebasket	wastebasket
wasted	వృధా
wasteful	వ్యర్థమైన
wasteland	బంజర భూమి
wasting	వృధా
watch	చూడటానికి
watchdog	వాచ్డాగ్
watcher	కావలి
watchful	శ్రద్దగల
watchman	NO TRANSLATION
watchout	చూసుకో
watchtower	ది వాచ్ టవర్
water	నీటి
water polo	నీటి పోలో
waterbed	వాటర్బెడ్
watercourse	Watercourse
watered	watered
waterfall	జలపాతం
waterfront	వాటర్ఫ్రంట్
watering can	నీరు త్రాగుటకు లేక చెయ్యవచ్చు
watermelon	పుచ్చకాయ
waterproof	జలనిరోధిత
waterworks	వాటర్వర్క్స్
watery	నీటి
wave	వేవ్
wavelength	తరంగదైర్ఘ్యం
waver	waver
wavering	wavering
waves	తరంగాలు
wavy	ఉంగరాల
wax	మైనపు
waxed	వాక్స్
waxy	మైనపు
way	మార్గం
ways	మార్గాలు
wayward	అవిధేయుడైన
weak	బలహీనమైన
weaken	నిర్వీర్యం
weakened	బలహీనపడిన
weakling	బలహీనుడు
weakly	బలహీనంగా
weakness	బలహీనత
wealth	సంపద
wealthy	సంపన్న
weapon	ఆయుధం
weaponry	ఆయుధాలు
wear	ధరించడం
wearer	ధరించిన
wearily	అలసిన
weariness	ఆయాసం
wearing	ధరించి
weary	అలసిపోయి
weasel	ముంగిస
weather	వాతావరణ
weathered	వాతావరణ
weatherman	వాతావరణ అధికారి
weatherproof	weatherproof
weave	నేత
web	వెబ్
website	వెబ్సైట్
wed	Wed
wedded	పెళ్ళాడిన
wedding	పెండ్లి
wedge	చీలిక
wedlock	పెళ్లి
wee	వీ
weed	కలుపు
weeding	కలుపు
weeds	కలుపు
weedy	కృశించిన
weeeee	NO TRANSLATION
week	వారం
weekday	వారపు
weekend	వారాంతంలో
weekly	వీక్లీ
weenie	weenie
weep	ఏడుస్తూనే
weeping	క్రుళ్ళిన
weeping willow	విలపించు విల్లో
weepy	వీపే
weigh	బరువు
weighing	బరువు
weight	బరువు
weightless	నిరోధించే
weightloss	NO TRANSLATION
weights	బరువులు
weighty	బరువైన
weir	వీర్
weird	అసహజ
weirdness	weirdness
weirdo	Weirdo
welcome	స్వాగత
welcomed	స్వాగతించారు
welcoming	స్వాగతించే
weld	వెల్డ్
welder	వెల్డర్గా
welding	వెల్డింగ్
welfare	సంక్షేమ
wellhead	మూలము
wellness	వెల్నెస్
welsh	welsh
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	wench
werewolf	తోడేలుగా
west	పశ్చిమ
westbound	పశ్చిమంగా
western	పశ్చిమ
wet	తడి
wetback	వెట్బ్యాక్
whack	వాక్
whale	వేల్
whaling	తిమింగల వేట
wham	వామ్
whammy	whammy
wharf	రేవుల
whatdoido	NO TRANSLATION
whatif	whatif
whatmakesmesmile	NO TRANSLATION
whatnot	whatnot
whatsoever	లేనే
whatsthepoint	NO TRANSLATION
wheat	గోధుమ
wheel	చక్రం
wheel barrow	NO TRANSLATION
wheelbarrow	చక్రాల
wheelchair	వీల్ చైర్
wheels	చక్రాలు
wheeze	శ్వాసలో
whelp	whelp
whereabouts	ఆచూకీ
wherefore	ఎక్కడైతే
wherewith	భోజనము చేయుటకు ఏమైనను
wherewithal	wherewithal
whet	whet
whiff	తమ్మెరను
whilst	సాదించటం
whim	యుక్తి
whimper	whimper
whimsical	విచిత్రమైన
whimsy	పిచ్చి
whine	whine
whiny	whiny
whip	విప్
whiplash	మెడ బెణుకు
whipped	కొరడాతో
whirl	గిరగిరా
whirlpool	వర్ల్పూల్
whirlwind	సుడిగాలి
whisk	whisk
whisker	కెప్టన్
whiskers	మీసాలు
whiskey	విస్కీ
whisky	విస్కీ
whisper	గుసగుస
whispered	whispered
whistle	విజిల్
whit	వాడు
white	తెలుపు
whitefish	WHITEFISH
whiteness	స్వచ్ఛత
whitewash	వైట్వాష్
whitish	తెల్లటి
whittle	whittle
whiz	whiz
whole	మొత్తం
wholesale	టోకు
wholesome	పరిపూర్ణమైన
wholly	పూర్తిగా
whoo	చూడమ్మా
whoop	ఈడుస్తూ తీయు ఉచ్ఛ్వాసము
whopper	సంచలనం
whopping	whopping
whore	వేశ్య
whorehouse	వోర్హౌస్
wick	విక్
wicked	చెడ్డ
wickedness	దుర్మార్గాన్ని
wicker	ది వికర్
wicket	వికెట్
wide	విస్తృత
widely	విస్తృతంగా
