Word	fi
swine	sika
swing	keinu
swinger	poppari
swinging	svengaava
swipe	napata
swirl	kiehkura
swish	havina
switch	vaihtaa
switchblade	stiletti
switchboard	puhelinvaihde
swivel	kääntää
swollen	turvonnut
swoon	pyörtyä
swoop	syöksyä
sword	miekka
swordfish	miekkakala
swordplay	miekkailu
swordsman	miekkailija
sycamore	vuorivaahtera
syllable	tavu
syllabus	opetussuunnitelma
symbiotic	symbioottinen
symbol	symboli
symbolic	symbolinen
symbolically	symbolisesti
symbolism	symboliikka
symbolize	symboloida
symmetric	symmetrinen
symmetrical	symmetrinen
symmetry	symmetria
sympathetic	sympaattinen
sympathize	sympatisoida
sympathy	myötätunto
symphonic	sinfoninen
symphony	sinfonia
symposium	symposiumi
symptom	oire
symptomatic	oireellinen
synagogue	synagoga
synapse	synapse
synaptic	synaptic
sync	synkronoida
synchronize	synkronoida
synchronous	synkroninen
syncope	hetkellinen tajuttomuus
syndicate	syndikaatti
syndrome	oireyhtymä
synergistic	synergistinen
synergy	synergia
synod	kirkolliskokous
synonym	synonyymi
synonymous	synonyymi
synopsis	tiivistelmä
synoptic	synoptiset
syntax	syntaksi
synthesis	synteesi
synthesizer	syntetisaattori
synthetic	synteettinen
syphilis	kuppa
syringe	ruisku
syrup	siirappi
system	järjestelmä
systematic	systemaattinen
systematically	järjestelmällisesti
t-shirt	T-paita
tab	kieleke
tabasco	Tabasco
tabby	juovikas kissa
tabernacle	tabernaakkeli
table	pöytä
tableau	NO TRANSLATION
tablecloth	pöytäliina
tablespoon	ruokalusikka
tablet	tabletti
tableware	pöytäkalusto
tabloid	bulevardilehti
taboo	tabu
tabular	taulukkomuodossa
tabulate	taulukoida
tabulation	taulukointipalvelut
tachometer	kierroslukumittari
tacit	äänetön
tack	nasta
tackle	taklaus
tackled	puututtava
tackling	puuttumalla
tacky	tahmea
taco	Taco
tact	tahdikkuus
tactful	tahdikas
tactic	taktiikka
tactical	taktinen
tactics	taktiikka
tactile	tunto-
tad	NO TRANSLATION
tadpole	nuijapää
taffeta	tafti
taffy	toffee
tag	tag
tail	pyrstö
tailed	hännällinen
tailgate	takaluukku
tailings	rikastushiekka
taillight	takavalot
tailor	räätälöidä
tailoring	räätälöinti
tailpipe	pakoputki
taint	pilata
take	ottaa
takeoff	ottaa pois
takeout	viedä ulos
takeover	vallata
taker	ottajalle
talcum	talkki
tale	tarina
talent	lahjakkuus
talented	lahjakas
talisman	talismaani
talk	puhua
talkative	puhelias
talker	suunpieksijä
tall	pitkä
tallies	paikkansapitävyys
tallow	tali
tally	pistelasku
talon	kynsi
talons	NO TRANSLATION
tambourine	tamburiini
tame	NO TRANSLATION
tamer	kesyttäjä
taming	kesyttämään
tamper	peukaloida
tampon	tamponi
tan	rusketus
tandem	tandem
tang	tang
tangent	tangentti
tangerine	mandariini
tangible	konkreettinen
tangle	vyyhti
tangled	sotkeutunut
tango	tango
tank	säiliö
tank top	Toppi
tanker	säiliöauto
tanned	ruskettunut
tantalizing	ärsyttävä
tantamount	sama kuin
tantrum	kiukuttelu
taoism	Taolaisuus
tap	hana
tape	nauha
tape measure	mittanauha
taper	kynttilä
tapering	suippo
tapestry	kuvakudos
tapeworm	lapamato
tapioca	tapioka
taps	hanat
tar	terva
tarantula	lintuhämähäkki
tardiness	viivästymisen
tardy	verkkainen
target	kohde
targeted	kohdennettu
targeting	kohdistaminen
tariff	tulli
tarmac	asfaltti
tarnish	tummua
tarot	tarokki
tarp	NO TRANSLATION
tarry	tervainen
tart	torttu
tartan	tartaani
tartar	hammaskivi
task	tehtävä
tassel	tupsu
taste	maku
tasteful	tyylikäs
tasteless	mauton
tasting	makuinen
tasty	maukas
tat	tAT
tattler	tattler
tattletale	Tattletale
tattoo	tatuointi
taught	opettanut
taunt	kiusata
taupe	taupe
taut	kireä
tavern	kapakka
tawdry	mauton
tawny	kellanruskea
tax	verottaa
taxed	verotetaan
taxi	Taksi
taxicab	taksi
taxonomy	taksonomia
taxpayer	veronmaksaja
tea	tee
teach	opettaa
teacher	opettaja
teaching	opetus
teacup	teekuppi
teahouse	teehuone
teal	tavi
team	tiimi
teamjesus	NO TRANSLATION
teammate	joukkuekaveri
teamwork	ryhmätyö
teapot	teekannu
tear	repiä
tearful	itkuinen
tearsofjoy	NO TRANSLATION
teary	teary
tease	härnätä
teaser	härnääjä
teasing	kiusanteko
teaspoon	teelusikka
teat	tutti
teatime	teehetki
tech	teknologia
technical	tekninen
technicality	muodollisuus
technician	teknikko
technique	tekniikka
techno	techno
technological	teknologinen
technology	tekniikka
ted	TED
teddy bear	nalle
tedious	ikävä
tedium	pitkäveteisyys
tee	tii
teeming	vilisee
teen	teini-ikäinen
teenage	teini-ikäinen
teenager	teini-ikäinen
teens	teini-ikä
teensy	teensy
teeny	pikkuinen
teeth	hampaat
teething	hampaiden puhkeaminen
teflon	Teflon
telegram	sähke
telegraph	lennätin
telekinesis	telekinesia
telemetry	telemetria
telepathic	telepaattinen
telepathy	telepatia
telephone	puhelin
telescope	teleskooppi
telescopic	teleskooppinen
telethon	Telethon
teletype	Teletype
televised	televisioitu
television	televisio
tell	kertoa
teller	pankkivirkailija
telling	kertominen
telltale	paljastava
temp	temp
temper	luonne
tempera	tempera
temperament	temperamentti
temperamental	temperamentikas
temperance	raittius
temperate	leuto
temperature	lämpötila
tempered	karkaistua
tempest	myrsky
template	sapluuna
temple	temppeli
tempo	NO TRANSLATION
temporal	ajallinen
temporarily	väliaikaisesti
temporary	tilapäinen
tempt	houkutella
temptation	houkutus
tempting	houkutteleva
temptress	viettelijätär
ten	kymmenen
tenable	pitävä
tenacious	sitkeä
tenacity	sitkeys
tenancy	vuokrasuhde
tenant	vuokralainen
tend	taipumus
tendency	suuntaus
tender	hellä
tenderfoot	tulokas
tenderness	arkuus
tending	taipumus
tendon	jänne
tenement	vuokratalo
tenet	opinkappale
tenets	ohjenuorat
tenfold	kymmenkertainen
tennis	tennis
tenor	tenori
tense	jännittynyt
tensile	vetolujuus
tension	jännitys
tent	teltta
tentacle	lonkero
tentative	alustava
tenth	kymmenes
tenths	kymmenesosaa
tenuous	heikko
tenure	hallintaoikeus
tepee	tiipii
tepid	haalea
tequila	tequila
teriyaki	teriyaki
term	termi
terminal	pääte
terminate	lopettaa
termination	päättyminen
terminator	terminaattori
terminology	terminologia
terminus	pääteasema
termite	termiitti
terms	ehdot
tern	tiira
ternary	ternäärisen
terrace	terassi
terrain	maasto
terrestrial	maa-
terrible	kauhea
terribly	hirveästi
terrier	terrieri
terrific	loistava
terrified	kauhistunut
terrifies	kauhistuttaa
terrify	kauhistuttaa
terrifying	kauhistuttava
territorial	alueellinen
territory	alue
terror	terrori
terrorism	terrorismi
terrorist	terroristi
terrorists	terroristit
terrorize	terrorisoida
terse	niukkasanainen
tertiary	tertiäärinen
test	testata
testament	testamentti
testicle	kives
testicular	kivesten
testify	todistaa
testimonial	työtodistus
testimony	todistus
testosterone	testosteroni
testy	NO TRANSLATION
tetanus	jäykkäkouristus
tether	lieka
tethered	tethered
tetrahedral	tetraedrielementtiverkossa
text	teksti
textbook	oppikirja
textile	tekstiili
textural	textural
texture	rakenne
tgif	TGIF
thank	kiittää
thankful	kiitollinen
thankgod	luojan kiitos
thanking	kiittäen
thankless	epäkiitollinen
thanks	Kiitos
thanksalot	NO TRANSLATION
thanksgiving	kiitospäivä
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	kuontalo
thatmoment	NO TRANSLATION
thaumaturgy	Thaumaturgy
thaw	sulaa
theater	teatteri
theatrical	teatraalinen
theatrics	teatteria
thebest	paras
theft	varkaus
theism	teismi
theistic	teistinen
thelife	elämä
thelittlethings	NO TRANSLATION
theme	teema
theocracy	teokratia
theocratic	teokraattisesta
theologian	teologi
theological	teologinen
theology	teologia
theorem	lause
theoretical	teoreettinen
theory	teoria
therapeutic	terapeuttinen
therapeutics	terapeutiikka
therapist	terapeutti
therapy	terapia
thereabouts	niillä main
thereof	sen
therewith	sen kanssa
thermal	lämpö-
thermocouple	termoelementin
thermodynamics	termodynamiikka
thermometer	lämpömittari
thermos	termospullo
thermostat	termostaatti
thesaurus	synonyymisanakirja
thesis	tutkielma
thick	paksu
thicken	paksuntaa
thickening	paksuuntuminen
thicket	pusikko
thickness	paksuus
thief	varas
thigh	reisi
thimble	sormustin
thin	ohut
thing	asia
things	asiat
thingy	juttu
think	ajatella
thinker	ajattelija
thinking	ajattelu
third	kolmas
thirds	kolmasosaa
thirst	jano
thirsty	janoinen
thirteen	kolmetoista
thirteenth	kolmastoista
thirty	kolmekymmentä
thistle	ohdake
thither	sinne
thong	remmi
thorn	piikki
thorny	hankala
thorough	perusteellinen
thoroughbred	täysiverinen
thoroughfare	valtaväylä
thought	ajatus
thoughtful	huomaavainen
thoughtfulness	huomaavaisuus
thoughtless	ajattelematon
thoughts	ajatuksia
thousand	tuhat
thrash	puida
thread	lanka
threat	uhkaus
threaten	uhata
threatened	uhanalaisten
threatening	uhkaava
three	kolme
threefold	kolminkertainen
threesome	kolmikko
thresh	piestä
threshold	kynnys
thrice	kolmasti
thrift	säästäväisyys
thrifty	säästäväinen
thrill	jännitys
thrilled	innoissaan
thriller	trilleri
thrilling	jännittävä
thrive	kukoistaa
thriving	kukoistava
throat	kurkku
throb	tykyttää
throbbing	sykkivä
throes	tuskat
throne	valtaistuin
throng	tungos
throttle	kuristin
throw	heittää
throwback	takaisku
thrower	heittäjä
thrown	heitetään
thrush	sammas
thrust	työntövoima
thruster	keulapotkurin
thud	tömähtää
thug	roisto
thumb	peukalo
thumbprint	sormenjälki
thump	tömähdys
thumper	Rumpali
thumping	mahtava
thunder	ukkonen
thunderbolt	salama
thunderclap	ukkosen jyrähdys
thundering	mahtava
thunderstorm	ukonilma
thunderstruck	tyrmistynyt
thwart	estää
thx	Kiitti
thyme	timjami
thyroid	kilpirauhanen
tiara	otsaripa
tibia	sääriluu
tic	tic
tick	rasti
ticked	rasti
ticker	pumppu
ticket	lippu
tickle	kutittaa
tickled	Tickled
ticklish	tukala
tidal	vuorovesi-
tidal wave	hyökyaalto
tidbit	makupala
tide	vuorovesi
tidings	uutiset
tidy	siisti
tie	solmio
tier	porras
tiff	tiff
tiger	tiikeri
tighten	kiristää
tightness	tiiviys
tightrope	vaijeri
tights	sukkahousut
tilde	tilde
tile	laatta
tiling	laatoitus
till	NO TRANSLATION
tillage	maanmuokkaus
tiller	tiller
tilt	kallistaa
tilting	kallistus
timber	puutavara
timberland	timberland
timbre	äänenväri
time	aika
timeless	ajaton
timeliness	ajantasaisuus
timely	ajankohtainen
timeout	Aikalisä
timepiece	kello
timer	ajastin
times	ajat
timetable	aikataulu
timewasters	NO TRANSLATION
timid	arka
timidity	arkuus
timing	ajoitus
tin	NO TRANSLATION
tincture	tinktuura
tine	NO TRANSLATION
tinfoil	folio
tinge	sävy
tingle	kihelmöidä
tingling	pistely
tinker	näpertely
tinkering	puuhastelun
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	hopealanka
tint	värisävy
tiny	pikkuruinen
tip	kärki
tipper	sora-
tipster	vihjeidenmyyjä
tipsy	hiprakassa
tiptoe	hiipiä varpaisillaan
tirade	vuodatus
tire	Rengas
tired	väsynyt
tiredness	väsymys
tiredofit	NO TRANSLATION
tireless	väsymätön
tiresome	ärsyttävä
tiring	rasittava
tissue	kudos
tistheseason	NO TRANSLATION
tit	tissi
titan	Titaani
titanic	titaanimainen
titanium	titaani
tithe	kymmenykset
title	otsikko
titled	nimeltään
titty	tissi
titular	NO TRANSLATION
toad	rupikonna
toast	paahtoleipä
toaster	leivänpaahdin
toasty	paahteinen
tobacco	tupakka
toby	Toby
tod	pensaikko
today	tänään
toddler	taapero
toe	varvas
toenail	varpaankynsi
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	yhdessä
togetherness	yhteishenki
toil	puurtaa
toilet	WC
toils	ansa
token	symbolinen
tolerable	siedettävä
tolerance	toleranssi
tolerant	suvaitseva
tolerate	sietää
toleration	suvaitsevuus
toll	tietulli
tomahawk	tomahawk
tomato	tomaatti
tomatoes	tomaatit
tomb	hauta
tombstone	hautakivi
tomcat	kollikissa
tome	minulle
tomorrow	huomenna
ton	NO TRANSLATION
tone	sävy
toner	kasvovesi
tong	NO TRANSLATION
tongs	pihdit
tongue	kieli
tonic	tonic
tonnage	vetoisuus
tonsils	risat
toocold	NO TRANSLATION
tool	työkalu
toolbox	työkalupakki
tooling	työkalut
toomuchtodo	NO TRANSLATION
toot	toitottaa
tooth	hammas
toothache	hammassärky
toothbrush	hammasharja
toothed	hammastettu
toothless	hampaaton
toothpaste	hammastahna
toothpick	hammastikku
toots	kultaseni
top	ylin
topaz	topaasi
topic	aihe
topical	ajankohtainen
topless	yläosattomissa
topographic	topographic
topographical	topografinen
topography	topografia
topple	kaataa
topside	yläpuoli
tor	Tor
torch	soihtu
torment	piina
tormented	kiusannut
torn	revitty
tornado	tornado
torpedo	torpedo
torque	vääntömomentti
torrent	ryöppy
torrid	paahtava
torsion	vääntö
torso	torso
tort	rikkomus
tortious	rikkomuksellista
tortoise	kilpikonna
tortuous	monimutkainen
torture	kiduttaa
tortured	kidutettu
toss	nakata
tot	NO TRANSLATION
total	kaikki yhteensä
totality	kokonaisuus
totally	täysin
tote	raahata
totem	toteemi
touch	kosketus
touchdown	maali
touched	liikuttunut
touching	liikuttava
touchy	arka
tough	kova
toughen	kovettua
toughness	sitkeys
toupee	hiuslisäke
tour	kiertue
tourism	matkailu
tourist	turisti
tourmaline	turmaliini
tournament	turnaus
tourniquet	kiristysside
tout	NO TRANSLATION
tow	hinata
towel	pyyhe
tower	torni
towering	kiihkeä
town	kaupunki
townhouse	townhouse
township	kauppala
townspeople	kaupunkilaiset
toxic	myrkyllinen
toxicity	myrkyllisyys
toxicology	toksikologia
toxin	myrkky
toy	lelu
toymaker	Toymaker
trace	jäljittää
traceable	jäljitettävissä
tracer	merkkiaine
traces	jälkiä
trachea	henkitorvi
tracing	jäljittämisestä
track	seurata
tracker	seuraaja
tract	alue
tractable	mukautuva
traction	veto
tractor	traktori
trade	käydä kauppaa
trademark	tavaramerkki
trader	kauppias
tradesman	kauppias
trading	kaupankäynti
tradition	perinne
traditional	perinteinen
traffic	liikenne
traffic light	liikennevalo
trafficking	kauppa
tragedies	tragedioita
tragedy	tragedia
tragic	traaginen
trail	polku
trailer	perävaunu
train	kouluttaa
train set	junasetti
trained	koulutettu
trainee	harjoittelija
trainer	kouluttaja
training	koulutus
trait	piirre
traitor	petturi
traitorous	kavala
trajectory	kehityskaari
tram	raitiovaunu
tramp	kulkuri
trample	talloa
trampoline	trampoliini
tramway	raitiotie
trance	transsi
tranquil	rauhallinen
tranquility	tyyneys
tranquilizer	rauhoittava
transact	transact
transaction	liiketoimi
transatlantic	transatlanttiset
transceiver	lähetin-
transcend	ylittää
transcendence	tuonpuoleisuuden
transcendent	ylivertainen
transcendental	transsendenttinen
transcribe	kirjoittaa puhtaaksi
transcriber	purkulaite
transcript	jäljennös
transcription	transkriptio
transfer	siirtää
transference	tunteensiirto
transferred	siirretty
transfixed	paikalleen jähmettynyt
transform	muuttaa
transformation	muutos
transformer	muuntaja
transfusion	verensiirto
transgression	rikkomus
transient	ohimenevä
transistor	transistori
transit	kauttakulku
transition	siirtyminen
transitional	siirtymävaiheen
transitive	transitiivinen
transitory	ohimenevä
translate	Kääntää
translation	käännös
translator	kääntäjä
translocation	translokaatio
translucent	läpikuultava
transmission	lähetys
transmit	lähettää
transmitter	lähetin
transmutation	transmutaatio
transom	peräpeiliin
transparency	läpinäkyvyys
transparent	läpinäkyvä
transplant	siirto
transplantation	elinsiirrot
transponder	transponderi
transport	kuljetus
transportation	kuljetus
transporter	transporter
transpose	transponoida
transposition	osaksi
transsexual	transseksualisti
transverse	poikittainen
transvestite	transvestiitti
trap	ansa
trapdoor	kattoluukku
trapeze	trapetsi
trapped	loukussa
trapper	turkismetsästäjä
trapping	ansastusta
trappings	ulkoiset merkit
traps	ansoja
trash	roska
trashy	surkea
trauma	trauma
traumatic	traumaattinen
travail	NO TRANSLATION
travel	matkustaa
traveler	matkustaja
traveling	matkustaminen
traverse	halkoa
travesty	irvikuva
trawl	trooli
trawler	troolari
tray	tarjotin
treacherous	petollinen
treachery	petollisuus
tread	askelma
treadmill	juoksumatto
treason	maanpetos
treasure	aarre
treasured	arvossa
treasurer	rahastonhoitaja
treasures	aarteita
treasury	valtiovarainministeriö
treat	kohdella
treatable	hoidettavissa
treatise	tutkielma
treatment	hoito
treaty	sopimus
treble	diskantti
tree	puu
trees	Puut
trek	vaeltaa
trellis	säleikkö
tremble	vapista
trembling	värinä
tremendous	valtava
tremendously	valtavasti
tremor	vapina
trench	Kaivanto
trend	trendi
trending	nousussa
trendy	muodikas
trepidation	pelko
trespass	rikkomus
triad	kolmikko
triage	triage
trial	oikeudenkäynti
triangle	kolmio
triangular	kolmikulmainen
triangulate	triangulate
triathlon	triatlon
tribal	heimo-
tribe	heimo
tribulation	koettelemus
tribunal	tuomioistuin
tribune	Tribune
tributary	sivujoki
tribute	kunnianosoitus
trick	temppu
trickery	metkut
trickle	noro
trickster	petkuttaja
tricky	hankala
tricycle	kolmipyörä
trident	kolmikärki
trifle	torttu
trifling	mitätön
trig	Trig
trigger	laukaista
trigonometry	trigonometria
trillion	biljoona
trilogy	trilogia
trim	trimmata
trimester	raskauskolmanneksen
trimmer	leikkuri
trimming	trimmaus
trine	Trine
trinity	kolminaisuus
trinket	muistoesine
trio	trio
trip	matka
tripartite	kolmiosainen
tripe	roska
triple	kolminkertaistaa
triplet	kolmikon
triplicate	kolminkertaistaa
tripod	kolmijalka
tripping	laukaisu
trite	tylsä
tritium	tritium
triumph	riemuvoitto
triumphant	voittoisa
trivia	trivia
trivial	triviaali
troll	peikko
trolley	johdinauto
trombone	pasuuna
troop	joukko
trooper	poliisi
troops	joukot
trophy	palkinto
tropic	trooppinen
tropical	trooppinen
tropics	tropiikki
trot	ravi
trouble	vaivata
troubled	levoton
troublemaker	häirikkö
troubles	ongelmia
troublesome	hankala
trough	kaukalo
troupe	seurue
trousers	housut
trout	taimen
trowel	istutuslapio
truce	aselepo
truck	kuorma-auto
trucker	rekkakuski
truckload	autokuormallinen
truculent	päällekäyvä
true	TOTTA
truelove	tosi rakkaus
truffle	tryffeli
truism	truismi
trump	valtti
trumpet	trumpetti
trumpeter	trumpetisti
truncate	katkaista
truncated	katkaistu
trundle	vyöryä
trunk	runko
truss	sitoa
trust	luottamus
trustee	edunvalvoja
trusting	luottavainen
trustworthy	luotettava
trusty	luotettava
truth	totuus
truthful	totuudenmukainen
truthfulness	totuudellisuus
try	yrittää
tryout	kokeilla
tryouts	esikarsinnat
tsunami	tsunami
tub	kylpyamme
tuba	tuuba
tubby	pullea
tube	putki
tuberculosis	tuberkuloosi
tubing	letkut
tubular	putkimainen
tubule	tubulus
tuck	työntää
tucker	Tucker
tuesday	tiistai
tufted	töyhtö-
tug	hinaaja
tugboat	hinaaja
tuition	opetus
tulip	tulppaani
tumble	rojahtaa
tumbler	NO TRANSLATION
tumbleweed	Tumbleweed
tummy	masu
tumor	kasvain
tumour	kasvain
tumult	sekasorto
tumultuous	myrskyisä
tun	NO TRANSLATION
tuna	tonnikala
tunable	viritettävissä
tune	virittää
tunic	tunika
tuning	viritys
tunnel	tunneli
turban	turbaani
turbidity	sameus
turbine	turbiini
turbo	turbo
turbulence	turbulenssi
turbulent	turbulentti
turd	paskiainen
turf	turve
turkey	Turkki
turmeric	kurkuma
turmoil	kuohunta
turn	vuoro
turnaround	käänny ympäri
turned	kääntyi
turning	kääntyminen
turnip	nauris
turnkey	avaimet käteen -periaatteella
turnoff	NO TRANSLATION
turnout	osoittautua
turnover	liikevaihto
turnpike	tullitie
turntable	levysoitin
turpentine	tärpätti
turquoise	turkoosi
turret	torni
turtle	kilpikonna
turtleneck	poolokaulus
tussle	tappelu
tutelage	holhous
tutor	tutor
tutoring	ohjaus
tutu	balettihame
tux	tux
tuxedo	smokki
tv	TV
twain	kaksi
twat	kusipää
twats	twats
tweak	nipistää
tweed	tweed
