Word	ne
unravel	उजागर
unreachable	अपरिहार्य
unread	नपढिएको
unreal	असत्य
unrealistic	अवास्तविक
unreasonable	अपरिहार्य
unrecorded	अपरिचित
unregistered	दर्ता नगरिएको
unregulated	अनियमित
unrelated	सम्बद्ध
unrelenting	असंगत
unreliable	अविश्वसनीय
unremarkable	अपरिवर्तनीय
unrepentant	असामान्य छैन
unrequited	अपरिचित
unresolved	अनसुलझे
unresponsive	अप्रत्याशित
unrest	अशान्ति
unrestrained	बिग्रिएको
unrestricted	अप्रत्यक्ष
unromantic	unromantic
unruly	अनौपचारिक
unsafe	असुरक्षित
unsanitary	असमानता
unsatisfactory	असंतोषजनक
unsatisfied	असन्तुष्ट
unsavory	अनौठो
unscathed	अज्ञात
unscheduled	अज्ञात
unscientific	अनौठो
unscrew	बेस्करी
unscrupulous	बेपत्ता
unseat	अज्ञात
unseen	अज्ञात
unselfish	स्वार्थी
unsettled	असंभव
unsightly	नत्र
unsolicited	अप्रत्याशित
unsolved	अनसुलझे
unsophisticated	परिष्कृत
unsound	अनौठो
unspeakable	अपरिहार्य
unspecified	अज्ञात
unspoken	अस्पष्ट
unstable	अस्थिर
unsteady	स्थिर
unstoppable	अपरिवर्तनीय
unsuccessful	असफल
unsuitable	अनुपयुक्त
unsung	असंग
unsupervised	असुरक्षित
unsupported	असमर्थित
unsure	अनिश्चित
unsurpassed	असुरक्षित
unsuspecting	बेवास्ता
unsustainable	असुरक्षित
unsweetened	रमाइलो लाग्यो
unsympathetic	निराशाजनक
untamed	अज्ञात
untenable	असीमित
untested	untested
unthinkable	अज्ञात
untidy	अस्पष्ट
untie	अनटाइ
untimely	असामान्य
untitled	शीर्षकहीन
untold	अनियमित
untouchable	अयोग्य
untouched	अछाम
untoward	अवार्ड
untraceable	असहज
untrained	अनावश्यक
untranslated	untranslated
untroubled	अज्ञात
untrue	असत्य
untrustworthy	अविश्वसनीय
unturned	बेरिएको छ
unused	अप्रयुक्त
unusual	असामान्य
unusually	असामान्य रूप देखि
unutterable	अपरिहार्य
unveil	अनावरण
unveiling	अनावरण
unverified	अप्रमाणित
unwanted	अवांछित
unwarranted	अपरिचित
unwary	अज्ञात
unwashed	अज्ञात
unwavering	असहमत
unwed	बेवास्ता
unwelcome	अज्ञात
unwell	अज्ञात
unwilling	नत्र
unwillingly	अहिल्यै
unwillingness	बेपत्ता
unwind	नपढाउनुहोस्
unwise	नम्र
unwitting	अक्टोबर
unwittingly	अक्टोबर
unworthy	अयोग्य
unwrap	अनपढ
unwritten	अज्ञात
unyielding	असक्षम
unzip	unzip
upbeat	उत्साहित
upbringing	upbringing
upcoming	आगामी
update	अद्यावधिक गर्नुहोस्
upgrade	अपग्रेड गर्नुहोस्
upheaval	upheaval
uphill	अपहिल
uphold	uphold
upholstery	असबाब
upkeep	उकालो
upland	upland
uplands	uplands
uplift	uplift
uplifting	उत्थान
uplink	uplink
upload	अपलोड गर्नुहोस्
upper	माथि
uppercut	uppercut
uppity	उत्पीडन
upright	ठीक
uprising	विद्रोही
uproar	uproar
upscale	upscale
upset	उदास
upshot	upshot
upstairs	माथि
upstanding	बकाया
upstart	अपग्रेड
uptight	उकालो
upward	माथि
upwards	माथि
uranium	यूरेनियम
urban	शहरी
urchin	अर्चिन
urge	आग्रह गर्नुहोस्
urgency	तत्काल
urgent	तीव्र
urinal	मूत्र
urinalysis	urinalysis
urinate	मूत्र
urination	urination
urine	मूत्र
urn	urn
usable	प्रयोग योग्य
usage	उपयोग
use	प्रयोग गर्नुहोस्
used	प्रयोग गरियो
useful	उपयोगी
usefully	प्रयोग गरी
usefulness	उपयोगिता
useless	बेकार
user	प्रयोगकर्ता
usher	उहा
usual	सामान्य
usurp	usurp
usurped	खपत भयो
usury	गरौं
utensil	utensil
uterus	uterus
utilitarian	उपयोगी
utility	उपयोगिता
utilization	उपयोग
utilize	प्रयोग गर्नुहोस्
utmost	अत्यन्तै
utopian	यूटोपियन
utter	speak
utterance	बोल्दै
utterly	बिल्कुल
vacancy	रिक्ति
vacant	खाली
vacate	खाली गर्नुहोस्
vacation	छुट्टी
vaccination	खोप
vaccine	vaccine
vacuolar	vacuolar
vacuole	vacuole
vacuous	खाली
vacuum	वैक्यूम
vagabond	vagabond
vagina	योनि
vaginal	योनि
vagrancy	भंगुर
vagrant	आभारी
vague	अस्पष्ट
vagueness	भित्रीपन
vainly	अहिल्यै
valance	मूल्य
vale	घाँटी
valedictorian	Valedictorian
valentine	वेलेंटाइन
valet	valet
valiant	भव्य
valid	मान्य
validate	मान्य
validation	प्रमाणीकरण
validity	वैधता
valium	valium
valley	घाटी
valor	NO TRANSLATION
valuable	मूल्यवान
valuables	मूल्यवान वस्तुहरू
valuation	मूल्य निर्धारण
value	मूल्य
valve	वाल्व
vamoose	NO TRANSLATION
vamp	vamp
vampire	पिशाच
van	NO TRANSLATION
vandal	vandal
vandalism	vandalism
vane	खाली
vanguard	मोरङ
vanilla	वेनिला
vanish	हराउनु
vanished	विचलित
vanishing	लुकाउने
vanity	भानु
vanquish	विचलित
vanquished	भंग भयो
vanquishing	भत्किएको
vantage	भान्सा
vapor	भाप
vara	NO TRANSLATION
variable	चर
variance	भिन्नता
variation	विविधता
variations	विविधताहरू
varicella	varicella
varicose	varicose
varied	विविध
variegated	variegated
variety	विविधता
various	विभिन्न
varmint	varmint
varnish	वार्निश
varsity	varsity
vary	भिन्न हुन्छ
varying	फरक
vascular	vascular
vase	फूलदान
vasectomy	vasectomy
vassal	vassal
vast	विशाल
vat	vat
vaudeville	vaudeville
vault	vault
vaulted	vaulted
vaulting	vaulting
veal	veal
vector	वेक्टर
veer	veer
vega	vega
vegan	vegan
vegetable	सागसब्जी
vegetarian	शाकाहारी
vegetarianism	शाकाहारीवाद
vegetation	वनस्पति
vegetative	वनस्पति
veggie	veggie
vehement	vehement
vehicle	वाहन
veil	veil
veiled	लुकेको छ
vein	रिन
veined	veined
vellum	vellum
velocity	वेग
velour	velor
velvet	मखमली
velvety	मखमली
vena	vena
vendetta	vendetta
vending	vending
vendor	विक्रेता
veneer	विनीर
venerable	उदारवादी
veneration	उपासना
venereal	venereal
venetian	भियतनाम
vengeance	प्रतिशोध
vengeful	विचाराधीन
venison	venison
venom	venom
venomous	विषम
venous	venous
vent	vent
ventilation	वायुसंचार
ventilator	वेंटिलेटर
venting	ओभरिंग
ventricle	ventricle
ventricular	ventricular
ventriloquist	वेंटिलोक्विस्ट
venture	उद्यम
venue	स्थान
veracity	सत्यता
veranda	veranda
verb	क्रिया
verbal	मौखिक
verbatim	verbatim
verbiage	verbiage
verbose	verbose
verbosity	verbosity
verdant	verdant
verdict	निर्णय
verge	कगार
verification	प्रमाणिकरण
verified	प्रमाणित
verify	प्रमाणित गर्नुहोस्
verily	साँच्चै
veritable	निश्चित
vermin	वरमिन
vermouth	vermouth
vernacular	vernacular
vernal	वरिष्ठ
veronica	Veronica
versatile	बहुमुखी
versatility	बहुमुखीता
verse	पद
version	संस्करण
versus	विरुद्ध
vert	ठाडो
vertebra	vertebra
vertebral	vertebral
vertex	ठाडो
vertical	ठाडो
vertically	ठाडो
vertigo	ठाडो
verve	verve
very negative	धेरै नकारात्मक
very positive	धेरै सकारात्मक
veryangry	NO TRANSLATION
vesicle	vesicle
vesicular	vesicular
vessel	पोत
vest	भियतनाम
vested	निहित
vestibule	vestibule
vestige	vestige
vet	भित्ता
veteran	वक्ता
veterinarian	पशु चिकित्सक
veterinary	पशु चिकित्सा
veto	veto
vexed	vexed
viability	viability
viable	viable
viaduct	viaduct
vial	vial
vibe	vibe
vibes	vibes
vibrant	जीवंत
vibrate	भाइब्रेट गर्नुहोस्
vibration	कम्पन
vibrator	कम्पनटर
vibratory	vibratory
vicar	vicar
vicarious	vicarious
vice	Vice
viceroy	viceroy
vicinity	वरिपरि
vicious	खराब
victim	शिकार
victimized	पीडित
victor	विजय
victoria	विजयिया
victorious	विजयी
victory	विजय
video	भिडियो
video game	भिडियो गेम
videotape	videotape
vie	NO TRANSLATION
view	हेर्नुहोस्
viewer	दर्शक
viewing	हेर्न
viewpoint	दृश्यबिन्दु
vigil	निगरानी
