Word	zh-TW
transparent	透明
transplant	移植
transplantation	移植
transponder	轉發
transport	運輸
transportation	運輸
transporter	轉運
transpose	顛倒
transposition	換位
transsexual	換性者
transverse	橫
transvestite	易裝癖
trap	陷阱
trapdoor	暗門
trapeze	飛人
trapped	被困
trapper	捕獸
trapping	誘捕
trappings	服飾
traps	陷阱
trash	垃圾
trashy	沒用
trauma	外傷
traumatic	創傷
travail	NO TRANSLATION
travel	旅行
traveler	遊客
traveling	旅行
traverse	橫過
travesty	滑稽戲
trawl	拖網
trawler	拖網漁船
tray	托盤
treacherous	奸詐
treachery	背信棄義
tread	踏
treadmill	跑步機
treason	叛逆
treasure	寶藏
treasured	寶
treasurer	出納員
treasures	珍品
treasury	金庫
treat	對待
treatable	可治療
treatise	論文
treatment	治療
treaty	條約
treble	三重
tree	樹
trees	樹木
trek	跋涉
trellis	網格
tremble	顫抖
trembling	發抖
tremendous	巨大
tremendously	異常
tremor	震
trench	溝
trend	趨勢
trending	趨勢
trendy	新潮
trepidation	不安
trespass	侵入
triad	黑社會
triage	分流
trial	審訊
triangle	三角形
triangular	三角形的
triangulate	三角
triathlon	鐵人三項
tribal	部落的
tribe	部落
tribulation	苦難
tribunal	法庭
tribune	論壇
tributary	支流
tribute	貢
trick	招
trickery	詭計
trickle	潺
trickster	騙子
tricky	狡猾
tricycle	三輪車
trident	三叉戟
trifle	瑣事
trifling	輕微
trig	TRIG
trigger	觸發
trigonometry	三角
trillion	兆
trilogy	三部曲
trim	修剪
trimester	三個月
trimmer	微調
trimming	修剪
trine	三合
trinity	三位一體
trinket	飾品
trio	三人
trip	旅
tripartite	三方
tripe	肚
triple	三倍
triplet	三重
triplicate	一式三份
tripod	鼎
tripping	跳閘
trite	平凡的
tritium	氚
triumph	勝利
triumphant	凱
trivia	瑣事
trivial	不重要的
troll	拖釣
trolley	手推車
trombone	長號
troop	部隊
trooper	士兵
troops	軍隊
trophy	杯
tropic	熱帶
tropical	熱帶
tropics	熱帶
trot	小跑
trouble	麻煩
troubled	苦惱
troublemaker	麻煩製造者
troubles	麻煩
troublesome	麻煩
trough	槽
troupe	劇團
trousers	長褲
trout	鱒魚
trowel	鏝
truce	休戰
truck	卡車
trucker	卡車司機
truckload	整車
truculent	忮
true	真正
truelove	真愛
truffle	松露
truism	老生常談
trump	王牌
trumpet	喇叭
trumpeter	喇叭手
truncate	截短
truncated	截
trundle	滾動
trunk	樹幹
truss	桁架
trust	相信
trustee	受託人
trusting	信任的
trustworthy	可靠
trusty	可靠
truth	真相
truthful	真實
truthfulness	真實性
try	嘗試
tryout	試用
tryouts	選拔賽
tsunami	海嘯
tub	桶
tuba	大號
tubby	短粗的
tube	管
tuberculosis	結核
tubing	管道
tubular	管狀的
tubule	小管
tuck	掖
tucker	塔克
tuesday	星期二
tufted	簇絨
tug	拖船
tugboat	拖船
tuition	學費
tulip	鬱金香
tumble	下跌
tumbler	NO TRANSLATION
tumbleweed	滾草
tummy	趴著
tumor	瘤
tumour	瘤
tumult	騷動
tumultuous	洶
tun	NO TRANSLATION
tuna	金槍魚
tunable	可調
tune	調
tunic	中山裝
tuning	調音
tunnel	隧道
turban	頭巾
turbidity	濁
turbine	渦輪
turbo	渦輪
turbulence	動亂
turbulent	洶湧
turd	糞
turf	草皮
turkey	火雞
turmeric	薑黃
turmoil	動盪
turn	轉
turnaround	迴轉
turned	轉身
turning	車削
turnip	蕪菁
turnkey	獄卒
turnoff	NO TRANSLATION
turnout	結果發現
turnover	周轉
turnpike	收費公路
turntable	轉盤
turpentine	松節油
turquoise	綠松石
turret	砲塔
turtle	龜
turtleneck	高領毛衣
tussle	爭論
tutelage	監護
tutor	導師
tutoring	家教
tutu	蓬蓬裙
tux	晚禮服
tuxedo	晚禮服
tv	電視
twain	TWAIN
twat	娘們
twats	twats
tweak	擰
tweed	斜紋軟呢
tweet	鳴叫
tweezers	鑷子
twelfth	第十二
twelve	十二
twentieth	第二十
twenty	二十
twerp	twerp
twig	枝條
twilight	暮
twill	斜紋
twin	雙胞胎
twine	纏繞
twinge	劇痛
twinkle	眨眼
twins	雙胞胎
twirl	捻
twist	捻
twisted	扭曲
twister	撚線機
twit	TWIT
twitch	抽搐
twitching	抽搐
twitchy	顛簸
two	二
two step	兩步
twofaced	NO TRANSLATION
twofold	雙重
twosome	兩人一組
tycoon	巨頭
tyke	泰克
type	類型
typewriter	打字機
typhoid	傷寒症
typhoon	颱風
typical	典型
typically	一般
typist	打字員
typo	錯字
typography	活版印刷
tyrannical	強橫
tyranny	暴政
tyrant	暴君
tyre	胎
ubiquitous	普及
ubiquity	無處不在
ugliness	醜陋
ugly	醜陋
uhoh	NO TRANSLATION
ukulele	四弦琴
ulcer	潰瘍
ulterior	別有用心
ultimate	最終
ultimately	最終
ultimatum	最後通牒
ultimo	NO TRANSLATION
ultrasound	超聲
ultraviolet	紫外線
umbilical	臍帶
umbra	本影
umbrella	雨傘
umpire	裁判
umpteen	許許多多
unabashed	滿不在乎
unabated	不減
unable	無法
unacceptable	不可接受
unaccompanied	舉目無親
unaccountable	莫名其妙
unaccounted	下落不明
unacknowledged	未確認
unadulterated	純正
unaffected	未受影響
unafraid	不害怕
unaided	獨立的
unaltered	不變
unambiguous	明確的
unanimity	一致
unanimous	一致
unanimously	一致
unannounced	暗訪
unanswered	懸而未決
unanticipated	意外
unappreciated	賞識
unapproved	未經批准
unarmed	徒手
unassisted	獨力的
unassuming	謙遜
unattached	獨立的
unattainable	高不可攀
unattended	無人值守
unattractive	沒有吸引力
unauthorized	擅自
unavailable	不可用
unavoidable	不免
unaware	不知道
unbalanced	不平衡
unbearable	不堪忍受
unbeatable	無與倫比
unbeaten	不敗
unbecoming	不雅觀
unbelief	不信
unbelievable	難以置信的
unbiased	不偏不倚
unborn	腹中
unbound	未綁定
unbounded	無界
unbreakable	牢不可破
unbridled	恣意
unbroken	綿綿
unbutton	解開
uncalled	多餘
uncanny	神秘的
uncaring	冷漠
uncensured	NO TRANSLATION
uncertain	不確定
uncertainty	不確定
unchallenged	不成問題
unchangeable	不可改變的
unchanged	不變
uncharted	未知
uncherished	NO TRANSLATION
uncivilized	野蠻
unclaimed	無人認領
uncle	叔叔
unclean	骯髒
unclear	不明
uncomfortable	不舒服
uncommon	罕見
uncommonly	罕有
uncomplicated	簡單
uncompromising	堅定的
unconcerned	漠不關心
unconditional	無條件的
unconfirmed	未經證實
unconnected	懸空
unconscionable	過度的
unconscious	無意識
unconsciousness	神誌不清
unconstitutional	違憲
unconstrained	不受約束
uncontested	無可爭議
uncontrollable	不可控
uncontrolled	不受控制
unconventional	非傳統的
unconvinced	不服氣
unconvincing	不能令人信服
uncooked	生
uncooperative	不合作
uncorrelated	不相關
uncouth	粗野
uncover	揭露
uncritical	不加批判
uncut	完整無缺
undead	亡靈
undecided	未定
undefeated	不敗
undefined	未定義
undeniable	不可否認
underage	未成年
underbelly	軟肋
undercover	秘密
undercurrent	暗流
underdog	弱旅
underestimate	低估
undergo	經歷
undergraduate	大學本科
underground	地下
underhanded	人手不足
underlay	底襯
underlie	背後
underline	強調
underlying	底層
undermine	破壞
undermined	破壞
underneath	下
underpaid	少繳
underpants	內褲
underprivileged	弱勢
underrated	被低估
underscore	下劃線
undersea	海底
undersecretary	副國務卿
undersized	矮小
understaffed	人手不足
understand	理解
understandable	可理解
understanding	理解
understatement	輕描淡寫
understood	了解
understudy	替補
undertake	承擔
undertaker	殯儀館
undertaking	承諾
undertow	暗潮
underwear	內衣
underwood	木頭下
underworld	地獄
underwrite	包銷
underwriter	承銷商
undeserved	不當
undesirable	不可取
undesired	不需要
undetectable	檢測不到
undetected	未被發現
undetermined	未確定
undeveloped	未開發
undignified	不體面
undirected	無方向
undisclosed	未公開
undiscovered	未被發現
undisputed	無可爭議
undisturbed	不受干擾
undivided	一心一意
undo	解開
undoing	撤消
undoubted	無疑的
undress	脫衣服
undressed	脫了衣服
undue	過度的
undying	不朽
unearned	不勞而獲
unearth	挖掘
uneasiness	局促
uneasy	不安
uneducated	沒有受過教育
unemployed	失業的
unemployment	失業
unencumbered	支配
unending	無止境
unequal	不等
unequalled	無比
unequivocal	明確的
unequivocally	明確
unethical	不道德的
uneven	不均勻的
uneventful	平安
unexpected	意外
unexpectedly	不料
unexplainable	無法解釋的
unexplained	原因不明
unexplored	未開發
unfailing	經久不衰
unfair	不公平
unfairness	不平
unfaithful	不忠
unfamiliar	陌生
unfavorable	不利
unfeeling	冷酷
unfettered	不受約束
unfinished	未完成
unfit	不適當
unflinching	堅定不移
unfold	展開
unfollow	取消關注
unforeseen	意外
unforgettable	難忘
unforgivable	不可饒恕
unforgiving	無情
unfortunate	不幸的
unfortunately	不幸
unfounded	杞人憂天
unfreeze	解凍
unfriendly	不友好
unfulfilled	未了
unfurnished	空屋
unglued	脫膠
ungodly	惡人
ungrateful	忘恩負義
unguarded	無人防守的
unhand	NO TRANSLATION
unhappiness	不幸
unhappy	不快樂
unharmed	安然無恙
unhealthy	不良
unheard	聞所未聞
unhelpful	無益
unhindered	入無人之境
unholy	邪惡
unhook	解開
unicorn	獨角獸
unidentified	未確認的
unification	統一
unified	統一
uniform	制服
uniformed	穿制服
uniformity	均勻性
uniformly	均勻
unimaginable	不可思議
unimpeachable	無可指責
unimpeached	unimpeached
unimportant	不重要
unimpressed	不為所動
unimproved	未改良
uninfected	未感染
uninformed	不知情
uninhabited	無人
uninitiated	外行
uninspired	平庸
unintelligible	不知所云
unintended	意外
unintentional	無意
unintentionally	無意中
uninterested	無心戀戰
uninteresting	枯燥
uninterrupted	不斷
uninvited	不速之
union	聯盟
unique	獨特
unisex	男女皆宜的
unison	齊奏
unit	單元
unitary	酉
unite	團結
united	聯合的
unity	統一
universal	普遍
universality	普遍性
universe	宇宙
university	大學
unjust	不公
unjustifiable	無理
unjustified	不合理
unkind	刻薄
unknowable	不可知
unknown	未知
unlawful	非法的
unleash	發揮
unlicensed	無牌
unlike	不像
unlikely	不會
unlimited	無限
unlisted	非上市
unload	卸下
unloaded	卸載
unlock	開鎖
unlucky	不幸的
unmanageable	不可收拾
unmanned	無人
unmarked	無人盯防
unmarried	未婚
unmask	拆穿
unmatched	獨一無二
unmistakable	明白的
unmitigated	十足
unmoved	不動搖
unnamed	無名
unnatural	不自然
unnecessary	不必要
unneeded	不需要
unnoticed	被忽視
unnumbered	門牌
unobserved	未觀測到
unobstructed	通暢
unobtrusive	不顯眼的
unoccupied	沒人住
unofficial	非官方
unopened	未開封
unopposed	不反對
unordered	無序
unorganised	無組織的
unorganized	無組織的
unorthodox	非正統的
unpack	解壓
unpaid	未付
unparalleled	空前的
unpleasant	不愉快
unpleasantness	不愉快
unplug	拔
unplugged	不插電
unpopular	不得人心
unprecedented	史無前例
unpredictable	不可預料的
unprepared	措手不及
unpretentious	謙遜
unproductive	非生產性
unprofessional	不專業
unprofitable	無利可圖
unprotected	無保護
unproven	未經證實
unprovoked	無緣無故
unpublished	未公佈
unpunished	逍遙法外
unqualified	不合格
unquestionable	不容置疑
unquestionably	毫無疑問
unquestioned	不容置疑
unquote	引文結束
unravel	繹
unreachable	無法訪問
unread	未讀
unreal	虛幻
unrealistic	不切實際
unreasonable	不合理
unrecorded	未記錄
unregistered	未註冊
unregulated	不受管制
unrelated	無關
unrelenting	無情
unreliable	靠不住
unremarkable	不起眼
unrepentant	死不悔改
unrequited	不求回報
unresolved	未解決
unresponsive	反應遲鈍
unrest	動盪
unrestrained	自在
unrestricted	無限制
unromantic	平淡
unruly	不羈
unsafe	不安全
unsanitary	不衛生
unsatisfactory	不滿意
unsatisfied	不滿意
unsavory	難吃的
unscathed	毫髮無損
unscheduled	不定期
unscientific	不科學
unscrew	拔螺絲
unscrupulous	不擇手段
unseat	拉下馬
unseen	看不見
unselfish	無私
unsettled	憧
unsightly	難看
unsolicited	不請自來
unsolved	未解
unsophisticated	淳樸
unsound	不健全
unspeakable	無法形容
unspecified	不明
unspoken	潛
unstable	不穩定
unsteady	不穩定
unstoppable	勢不可擋
unsuccessful	不成功
unsuitable	不當
unsung	幕後
unsupervised	無監督
unsupported	不支持
unsure	不確定
unsurpassed	卓絕
unsuspecting	信任的
unsustainable	不可持續的
unsweetened	不加糖
unsympathetic	絕情
untamed	驁
untenable	站不住腳的
untested	未經測試
unthinkable	不可思議的
untidy	襶
untie	解開
untimely	過早的
untitled	無標題
untold	數不清
untouchable	碰不得
untouched	不變
untoward	不良
untraceable	下落不明
untrained	未經訓練的
untranslated	翻譯
untroubled	憂
untrue	不確實
untrustworthy	靠不住
unturned	千方百計
unused	沒用過
unusual	異常
unusually	異常
unutterable	難言
unveil	揭開
unveiling	揭幕
unverified	未經證實
unwanted	不需要
unwarranted	莫須有
unwary	粗心
unwashed	沒洗過
unwavering	毫不動搖
unwed	獨身
unwelcome	不受歡迎
unwell	不適
unwilling	不甘
unwillingly	不情願
unwillingness	不願意
unwind	放鬆
unwise	失策
unwitting	不知情
unwittingly	不知不覺
unworthy	不值得
unwrap	攄
unwritten	不成文
unyielding	不屈
unzip	拉開拉鍊
upbeat	樂觀
upbringing	教養
upcoming	即將到來
update	更新
upgrade	升級
upheaval	動盪
uphill	上坡
uphold	堅持
upholstery	室內裝潢
upkeep	保養
upland	高地
uplands	高地
uplift	抬起
uplifting	令人振奮
uplink	上行
upload	上載
upper	上
uppercut	勾拳
uppity	不知天高地厚
upright	直立
uprising	起義
uproar	騷動
upscale	高檔
upset	煩亂
upshot	結果
upstairs	樓上
upstanding	正直
upstart	暴發戶
uptight	緊張
upward	向上
upwards	向上
uranium	鈾
urban	城市的
urchin	頑童
urge	敦促
urgency	急
urgent	緊急
urinal	便池
urinalysis	尿液分析
urinate	排尿
urination	排尿
urine	尿
urn	甕
usable	可用
usage	用法
use	使用
used	用過的
useful	有用
usefully	有效
usefulness	用處
useless	無用
user	用戶
usher	招待員
usual	通常
usurp	篡
usurped	篡奪
usury	高利貸
utensil	用具
uterus	子宮
utilitarian	功利
utility	效用
utilization	採用
utilize	利用
utmost	極
utopian	烏托邦
utter	說出
utterance	發聲
utterly	完全
vacancy	空缺
vacant	空的
vacate	空出
vacation	假期
vaccination	疫苗接種
vaccine	疫苗
vacuolar	空泡
vacuole	液泡
vacuous	空虛的
vacuum	真空
vagabond	流浪者
vagina	陰道
vaginal	陰道
vagrancy	流浪
vagrant	流浪漢
vague	模糊
vagueness	模糊
vainly	徒勞的
valance	帷幔
vale	谷
valedictorian	告別演說者
valentine	情人節
valet	代客
valiant	英勇
valid	有效
validate	驗證
validation	驗證
validity	合法性
valium	安定
valley	谷
valor	NO TRANSLATION
valuable	有價值
valuables	貴重物品
valuation	計價
value	值
valve	閥
vamoose	NO TRANSLATION
vamp	鞋面
vampire	吸血鬼
van	NO TRANSLATION
vandal	轢
vandalism	人為破壞
vane	葉片
vanguard	前鋒
vanilla	香草
vanish	消失
vanished	消失
vanishing	消失
vanity	虛榮
vanquish	征服
vanquished	征服
vanquishing	打敗
vantage	華帝
vapor	汽
vara	NO TRANSLATION
variable	變量
variance	方差
variation	變異
variations	變化
varicella	水痘
varicose	靜脈曲張
varied	多變
variegated	斑
variety	品種
various	各個
varmint	無賴
varnish	漆
varsity	隊打
vary	變化
varying	不同
vascular	血管
vase	花瓶
vasectomy	輸精管結紮術
vassal	附庸
vast	廣大
vat	增值稅
vaudeville	雜耍
vault	拱頂
vaulted	拱形的
vaulting	拱形圓頂
veal	小牛肉
vector	向量
veer	德維爾
vega	維加
vegan	素食主義者
vegetable	蔬菜
vegetarian	素
vegetarianism	素食主義
vegetation	植被
vegetative	營養
veggie	素食主義者
vehement	慷慨
vehicle	車輛
veil	面紗
veiled	含蓄
vein	靜脈
veined	脈
vellum	渦卷形
velocity	速度
velour	絲絨
velvet	絲絨
velvety	天鵝絨般的
vena	腔
vendetta	仇殺
vending	自動售貨機
vendor	供應商
veneer	單板
venerable	可敬
veneration	尊敬
venereal	性病
venetian	威尼斯
vengeance	復仇
vengeful	復仇
venison	鹿肉
venom	毒液
venomous	有毒
venous	靜脈
vent	發洩
ventilation	通風
ventilator	換氣扇
venting	通風
ventricle	心室
ventricular	心室
ventriloquist	口技
venture	冒險
venue	會場
veracity	準確性
veranda	陽台
verb	動詞
verbal	口頭
verbatim	逐字
verbiage	羅嗦
verbose	詳細
verbosity	贅言
verdant	蔥蘢
verdict	判決書
verge	邊緣
verification	驗證
verified	驗證
verify	校驗
verily	忠實地
veritable	名副其實
vermin	害蟲
vermouth	苦艾酒
vernacular	白話
vernal	青春的
veronica	維羅尼卡
versatile	多才多藝
versatility	多功能性
verse	詩
version	版
versus	與
vert	VERT
vertebra	椎骨
vertebral	脊椎
vertex	頂點
vertical	垂直
vertically	垂直
vertigo	眩暈
verve	氣魄
very negative	非常消極
very positive	非常積極
veryangry	NO TRANSLATION
vesicle	囊
vesicular	水泡
vessel	船隻
vest	背心
vested	既得利益
vestibule	前廳
vestige	痕跡
vet	獸醫
veteran	老將
veterinarian	獸醫
veterinary	獸醫
veto	否決
vexed	煩惱
viability	可行性
viable	可行
viaduct	高架橋
vial	小瓶
vibe	盛傳
vibes	氣氛
vibrant	充滿活力
vibrate	顫動
vibration	振動
vibrator	振子
vibratory	振動
vicar	牧師
vicarious	替代
vice	副
viceroy	督撫
vicinity	附近
vicious	惡毒
victim	受害者
victimized	受害
victor	勝利者
victoria	維多利亞
victorious	獲勝
victory	勝利
video	視頻
video game	電子遊戲
videotape	錄影帶
vie	NO TRANSLATION
view	視圖
viewer	觀眾
viewing	觀看
viewpoint	觀點
vigil	守夜
vigilance	警覺
vigilant	警惕
vigilante	私刑
vignette	小插圖
vigor	活力
vigorous	蓬勃
viking	海盜
vile	惡劣
villa	別墅
village	村
villager	村民
villain	惡棍
villainous	流氓
vinaigrette	油醋汁
vindicate	表白
vindicated	平反
vindication	表白
vindictive	鬥氣
