Word	sk
tugboat	remorkér
tuition	výučba
tulip	tulipán
tumble	překotit
tumbler	NO TRANSLATION
tumbleweed	laskavec
tummy	bruško
tumor	nádor
tumour	nádor
tumult	vrava
tumultuous	búrlivý
tun	NO TRANSLATION
tuna	tona
tunable	laditeľné
tune	melódie
tunic	tunika
tuning	ladenie
tunnel	tunel
turban	turban
turbidity	zakalenosti
turbine	turbína
turbo	turbo
turbulence	turbulencie
turbulent	turbulentné
turd	hovno
turf	rašelina
turkey	moriak
turmeric	kurkuma
turmoil	vrava
turn	otočenie
turnaround	otoč sa
turned	obrátil
turning	sústruženie
turnip	kvaka
turnkey	žalárnik
turnoff	NO TRANSLATION
turnout	výhybka
turnover	obrat
turnpike	mýto
turntable	točňa
turpentine	terpentín
turquoise	tyrkysová
turret	vežička
turtle	korytnačka
turtleneck	rolák
tussle	zápas
tutelage	poručníctvo
tutor	tútor
tutoring	doučovanie
tutu	sukienka
tux	tux
tuxedo	smoking
tv	televízia
twain	Twain
twat	blbca
twats	twats
tweak	štípnout
tweed	tvíd
tweet	tweet
tweezers	pinzeta
twelfth	dvanásty
twelve	dvanásť
twentieth	dvadsiaty
twenty	dvadsať
twerp	twerp
twig	vetvička
twilight	súmrak
twill	keper
twin	dvojča
twine	povrázok
twinge	škubnutí
twinkle	Okamih
twins	dvojčatá
twirl	točiť
twist	skrúteniu
twisted	skrútený
twister	motovidlo
twit	pitomec
twitch	škubnutí
twitching	zášklby
twitchy	nervózny
two	dva
two step	dva kroky
twofaced	NO TRANSLATION
twofold	dvojnásobný
twosome	dvojica
tycoon	magnát
tyke	kujón
type	typ
typewriter	písací stroj
typhoid	brušný týfus
typhoon	tajfún
typical	typický
typically	typicky
typist	pisárka na stroji
typo	preklep
typography	typografie
tyrannical	tyranský
tyranny	tyranie
tyrant	tyran
tyre	pneumatika
ubiquitous	všadeprítomný
ubiquity	všadeprítomnosť
ugliness	ohavnosť
ugly	škaredý
uhoh	NO TRANSLATION
ukulele	hudobný nástroj
ulcer	vred
ulterior	neskoršie
ultimate	konečný
ultimately	nakoniec
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrazvuk
ultraviolet	ultrafialový
umbilical	pupočnej
umbra	umbra
umbrella	dáždnik
umpire	rozhodca
umpteen	umpteen
unabashed	nezahanbený
unabated	nezmenšenej
unable	neschopný
unacceptable	neprijateľný
unaccompanied	bez sprievodu
unaccountable	nevysvetliteľný
unaccounted	nezvestná
unacknowledged	neuznaný
unadulterated	rýdze
unaffected	neovplyvnený
unafraid	nebojácny
unaided	bez cudzej pomoci
unaltered	nezmenený
unambiguous	jednoznačný
unanimity	jednomyseľnosť
unanimous	jednomyseľný
unanimously	jednomyseľne
unannounced	neohlásený
unanswered	nezodpovedaný
unanticipated	neočakávaný
unappreciated	nedocenený
unapproved	neschválený
unarmed	neozbrojený
unassisted	bez cudzej pomoci
unassuming	nenáročný
unattached	voľný
unattainable	nedosiahnuteľný
unattended	bez dozoru
unattractive	neatraktívne
unauthorized	neoprávnený
unavailable	nedostupné
unavoidable	neodvratný
unaware	nevedomý
unbalanced	nevyvážený
unbearable	neznesiteľný
unbeatable	neprekonateľný
unbeaten	neporazený
unbecoming	nevhodný
unbelief	nedôvera
unbelievable	neuveriteľný
unbiased	nestranný
unborn	nenarodený
unbound	neviazaný
unbounded	neobmedzený
unbreakable	nerozbitný
unbridled	bezuzdný
unbroken	neporušený
unbutton	rozopnúť
uncalled	nemiestne
uncanny	zlovestný
uncaring	uncaring
uncensured	NO TRANSLATION
uncertain	neistý
uncertainty	neistota
unchallenged	nenapadnuteľný
unchangeable	nemenný
unchanged	nezmenený
uncharted	nezmapovaný
uncherished	NO TRANSLATION
uncivilized	nekultúrnych
unclaimed	nepřivlastněný
uncle	strýko
unclean	nečistý
unclear	nejasný
uncomfortable	nepríjemný
uncommon	neobvyklý
uncommonly	neobvykle
uncomplicated	nekomplikovaný
uncompromising	nekompromisný
unconcerned	ľahostajný
unconditional	bezpodmienečný
unconfirmed	nepotvrdený
unconnected	nezapojený
unconscionable	nesvedomitý
unconscious	v bezvedomí
unconsciousness	bezvedomie
unconstitutional	protiústavné
unconstrained	nenútený
uncontested	nesporné
uncontrollable	neovládateľný
uncontrolled	nekontrolovaný
unconventional	nekonvenčné
unconvinced	nepresvedčilo
unconvincing	nepresvedčivá
uncooked	surový
uncooperative	nespolupracujúci
uncorrelated	nesouvztažný
uncouth	hrubý
uncover	odkryť
uncritical	nekritický
uncut	nepokosený
undead	nemŕtvy
undecided	nerozhodný
undefeated	neporazený
undefined	nedefinovaný
undeniable	nepopierateľný
underage	plnoletý
underbelly	podbruško
undercover	špionážne
undercurrent	podtón
underdog	smoliar
underestimate	podceniť
undergo	podstúpiť
undergraduate	vysokoškolák
underground	podzemí
underhanded	tajný
underlay	podložka
underlie	základ
underline	zdôrazniť
underlying	základné
undermine	podkopať
undermined	ohrozená
underneath	naspodku
underpaid	nedostatočne platený
underpants	spodky
underprivileged	vydedencami
underrated	podceňovaný
underscore	podčiarknuť
undersea	podmorský
undersecretary	zástupcu ministra
undersized	príliš malý
understaffed	s malým počtom zamestnancov
understand	rozumieť
understandable	pochopiteľný
understanding	porozumenie
understatement	zdržanlivé vyjadrenie
understood	chápať
understudy	náhradník
undertake	podniknúť
undertaker	zriadenec
undertaking	záväzok
undertow	spodné protiprúd
underwear	spodná bielizeň
underwood	Underwood
underworld	podsvetia
underwrite	poistiť
underwriter	upisovateľ
undeserved	nezaslúžený
undesirable	nežiaduce
undesired	nežiaduce
undetectable	nezistiteľné
undetected	nezistený
undetermined	neurčený
undeveloped	nevyvinutý
undignified	nedôstojný
undirected	neriadený
undisclosed	neuverejnené
undiscovered	neobjavené
undisputed	nesporný
undisturbed	nerušený
undivided	nerozdelený
undo	Vrátenie späť
undoing	skaza
undoubted	nepochybný
undress	vyzliecť
undressed	vyzlečený
undue	neprimeraný
undying	nehynúcu
unearned	nezaslúžený
unearth	odhaliť
uneasiness	nepokoj
uneasy	nepokojný
uneducated	nevzdelaný
unemployed	nezamestnaný
unemployment	nezamestnanosť
unencumbered	nezadlžené
unending	nekonečný
unequal	nerovný
unequalled	neprekonateľný
unequivocal	jednoznačný
unequivocally	jednoznačne
unethical	neetické
uneven	nerovný
uneventful	jednotvárny
unexpected	neočakávaný
unexpectedly	nečakane
unexplainable	nevysvetliteľné
unexplained	nevysvetlený
unexplored	nepreskúmaný
unfailing	nevyčerpateľný
unfair	nespravodlivý
unfairness	nepoctivosť
unfaithful	neverný
unfamiliar	neoboznámený
unfavorable	nepriaznivý
unfeeling	necitlivý
unfettered	neobmedzený
unfinished	nedokončený
unfit	nespôsobilý
unflinching	neohrozený
unfold	rozvinúť
unfollow	prestať sledovať
unforeseen	nepredvídaný
unforgettable	nezabudnuteľný
unforgivable	neodpustiteľný
unforgiving	neodpúšťajúci
unfortunate	nešťastný
unfortunately	bohužiaľ
unfounded	nedôvodné
unfreeze	uvoľniť
unfriendly	nepriateľský
unfulfilled	nesplnený
unfurnished	nezariadený
unglued	rozklížilo
ungodly	bezbožný
ungrateful	nevďačný
unguarded	nestrážený
unhand	NO TRANSLATION
unhappiness	nešťastie
unhappy	nešťastný
unharmed	nepoškodený
unhealthy	nezdravý
unheard	neslýchaný
unhelpful	neužitočné
unhindered	neobmedzene
unholy	bezbožný
unhook	rozopnúť
unicorn	jednorožec
unidentified	neidentifikovaný
unification	zjednotenie
unified	zjednotený
uniform	uniforma
uniformed	uniformovaný
uniformity	jednotnosť
uniformly	jednotne
unimaginable	nepredstaviteľný
unimpeachable	bezúhonný
unimpeached	unimpeached
unimportant	nedôležitý
unimpressed	nevýrazný
unimproved	nezlepšený
uninfected	neinfikované
uninformed	neinformovaný
uninhabited	vyľudnený
uninitiated	Nezainteresovaný
uninspired	nemastný neslaný
unintelligible	nezrozumiteľný
unintended	nechcená
unintentional	neúmyselný
unintentionally	neúmyselne
uninterested	ľahostajný
uninteresting	nezaujímavý
uninterrupted	nepretržitý
uninvited	nepozvaný
union	zväz
unique	jedinečný
unisex	unisex
unison	unisono
unit	jednotka
unitary	jednotkový
unite	spojiť
united	zjednotený
unity	jednota
universal	univerzálne
universality	univerzálnosť
universe	vesmír
university	univerzitnú
unjust	nespravodlivý
unjustifiable	neospravedlniteľný
unjustified	neoprávnený
unkind	nevľúdny
unknowable	nepoznateľný
unknown	nevedno
unlawful	protiprávny
unleash	rozpútať
unlicensed	neoprávnený
unlike	na rozdiel od
unlikely	nepravdepodobný
unlimited	neobmedzený
unlisted	neuvedené
unload	vyložiť
unloaded	vyloženie
unlock	odomknúť
unlucky	smolný
unmanageable	neovládateľný
unmanned	neobsadený
unmarked	neoznačený
unmarried	slobodný
unmask	demaskovať
unmatched	neporovnateľný
unmistakable	neomylný
unmitigated	naprostý
unmoved	nepohnem
unnamed	nemenovaný
unnatural	neprirodzený
unnecessary	zbytočný
unneeded	nepotrebný
unnoticed	nepovšimnutý
unnumbered	nesčíselného
unobserved	nepozorovaný
unobstructed	neobmedzený
unobtrusive	nenápadný
unoccupied	neobsadený
unofficial	neoficiálne
unopened	neotvorené
unopposed	unopposed
unordered	neusporiadaný
unorganised	neorganizovaná
unorganized	neorganizovaná
unorthodox	neortodoxný
unpack	rozbaliť
unpaid	nezaplatený
unparalleled	bezprecedentný
unpleasant	nepríjemný
unpleasantness	nepríjemnosť
unplug	odpojiť
unplugged	odpojený
unpopular	nepopulárne
unprecedented	bezprecedentné
unpredictable	nepredvídateľný
unprepared	nepripravený
unpretentious	prostý
unproductive	neproduktívny
unprofessional	neprofesionálne
unprofitable	nerentabilné
unprotected	nechránený
unproven	neoverený
unprovoked	nevyprovokované
unpublished	nepublikovaný
unpunished	bez potrestania
unqualified	nekvalifikovaný
unquestionable	nesporný
unquestionably	nesporne
unquestioned	nevyslýchaný
unquote	koniec citátu
unravel	rozpárať
unreachable	nedosiahnuteľný
unread	neprečítaný
unreal	neskutočný
unrealistic	nereálne
unreasonable	nerozumný
unrecorded	nezaznamenaný
unregistered	neregistrovaný
unregulated	neregulované
unrelated	nesúvisiace
unrelenting	nepolevující
unreliable	nespoľahlivý
unremarkable	všedný
unrepentant	nestoudný
unrequited	neopätovanej
unresolved	nevyriešený
unresponsive	necitlivý
unrest	nepokoj
unrestrained	živelný
unrestricted	neobmedzený
unromantic	neromantický
unruly	spurný
unsafe	nebezpečný
unsanitary	nehygienické
unsatisfactory	neuspokojivý
unsatisfied	nespokojný
unsavory	nechutný
unscathed	nezranené
unscheduled	neplánované
unscientific	nevedecký
unscrew	odskrutkovať
unscrupulous	bezohľadný
unseat	vyhodiť zo sedla
unseen	nevidený
unselfish	nesebecký
unsettled	nestály
unsightly	nevzhľadný
unsolicited	nevyžiadaný
unsolved	nevyriešený
unsophisticated	prostý
unsound	nezdravý
unspeakable	nevýslovný
unspecified	NS
unspoken	nevyslovené
unstable	nestály
unsteady	nestály
unstoppable	nezastaviteľný
unsuccessful	neúspešný
unsuitable	nevhodný
unsung	nezpívaný
unsupervised	dozoru
unsupported	nepodporovaný
unsure	neistý
unsurpassed	neprekonaný
unsuspecting	netušiaci
unsustainable	neudržateľný
unsweetened	nesladené
unsympathetic	nesympatický
untamed	divoký
untenable	neudržateľný
untested	nevyskúšaný
unthinkable	nemysliteľný
untidy	neporiadny
untie	rozviazať
untimely	predčasný
untitled	untitled
untold	nevýslovný
untouchable	nedotknuteľný
untouched	nedotknutý
untoward	nežiaduce
untraceable	nevypátratelný
untrained	nevycvičený
untranslated	nepreložené
untroubled	neznepokojovaný
untrue	nepravdivý
untrustworthy	nedôveryhodný
unturned	neotočený
unused	nepoužívaný
unusual	neobvyklý
unusually	neobvykle
unutterable	smrteľný
unveil	odhaliť
unveiling	odhalenie
unverified	neoverený
unwanted	nechcený
unwarranted	neodôvodnený
unwary	neopatrný
unwashed	nepraný
unwavering	neochvejný
unwed	slobodný
unwelcome	nevítaný
unwell	indisponovaný
unwilling	neochotný
unwillingly	nedobrovoľne
unwillingness	neochota
unwind	odvinúť
unwise	nemúdry
unwitting	mimovoľný
unwittingly	nevedome
unworthy	nehodný
unwrap	rozbaliť
unwritten	nepísaný
unyielding	neústupný
unzip	rozopnúť zips
upbeat	pozitívna
upbringing	výchova
upcoming	nadchádzajúce
update	aktualizovať
upgrade	upgrade
upheaval	otrasy
uphill	do kopca
uphold	obhájiť
upholstery	čalúnnictvo
upkeep	údržba
upland	vrchovina
uplands	Uplands
uplift	zdvíhanie
uplifting	povznášajúce
uplink	uplink
upload	nahrať
upper	vrchný
uppercut	zdvihák
uppity	povyšující
upright	vzpriamený
uprising	povstanie
uproar	vrava
upscale	upscale
upset	rozčúlený
upshot	záver
upstairs	hore
upstanding	bezúhonný
upstart	zbohatlík
uptight	podráždený
upward	vzostupný
upwards	nahor
uranium	urán
urban	mestský
urchin	uličník
urge	naliehať
urgency	naliehavosť
urgent	naliehavý
urinal	pisoár
urinalysis	rozbor moču
urinate	močiť
urination	močenie
urine	moč
urn	urna
usable	použiteľný
usage	používanie
use	použitie
used	použitý
useful	užitočný
usefully	užitočne
usefulness	užitočnosť
useless	neužitočný
user	užívateľ
usher	ceremoniár
usual	obvyklý
usurp	uchvátiť
usurped	zmocnil
usury	úžera
utensil	nádoba
uterus	maternica
utilitarian	utilitární
utility	užitočnosť
utilization	využitia
utilize	využiť
utmost	maximum
utopian	utopické
utter	naprostý
utterance	výpoveď
utterly	naprosto
vacancy	voľné miesto
vacant	prázdny
vacate	vypratať
vacation	dovolenka
vaccination	očkovanie
vaccine	vakcína
vacuolar	vakuolárna
vacuole	vákuola
vacuous	prázdny
vacuum	vákuum
vagabond	tulák
vagina	vagína
vaginal	vaginálne
vagrancy	tuláctva
vagrant	tulák
vague	vágne
vagueness	vágnost
vainly	márne
valance	záclonka
vale	údolie
valedictorian	valedictorian
valentine	miláčik
valet	komorník
valiant	statočný
valid	platný
validate	potvrdiť
validation	validácia
validity	platnosť
valium	valium
valley	údolie
valor	NO TRANSLATION
valuable	cenný
valuables	cennosti
valuation	ocenenie
value	hodnota
valve	ventil
vamoose	NO TRANSLATION
vamp	vamp
vampire	upír
van	NO TRANSLATION
vandal	vandal
vandalism	vandalstva
vane	veterník
vanguard	predvoj
vanilla	vanilka
vanish	zmiznúť
vanished	zmizol
vanishing	miznúce
vanity	márnosť
vanquish	premôcť
vanquished	porazenej
vanquishing	premoženie
vantage	výhoda
vapor	para
vara	NO TRANSLATION
variable	premenlivý
variance	odchýlka
variation	zmena
variations	variácie
varicella	ovčie kiahne
varicose	varikózny
varied	pestrý
variegated	pestrofarebný
variety	odroda
various	rôzny
varmint	neporiadnik
varnish	lak
varsity	univerzitnú
vary	kolísať
varying	meniace
vascular	cievne
vase	váza
vasectomy	vasektómia
vassal	vazal
vast	nesmierny
vat	kaďa
vaudeville	varieté
vault	klenba
vaulted	klenutá
vaulting	klenutie
veal	teľacie
vector	vektor
veer	zatáčať
vega	vega
vegan	Vegetárian
vegetable	zeleninový
vegetarian	vegetarián
vegetarianism	vegetariánstvo
vegetation	vegetácie
vegetative	rastlinný
veggie	vegetarián
vehement	vehementne
vehicle	vozidlo
veil	závoj
veiled	zahalený
vein	žila
veined	žilkovaný
vellum	pergamen
velocity	rýchlosť
velour	velúr
velvet	zamat
velvety	zamatový
vena	vena
vendetta	vendeta
vending	predajné
vendor	predajca
veneer	dyha
venerable	ctihodný
veneration	úcta
venereal	pohlavné
venetian	benátsky
vengeance	pomsta
vengeful	pomstychtivý
venison	zverina
venom	jed
venomous	jedovatý
venous	žilovej
vent	prieduch
ventilation	ventilácia
ventilator	ventilátor
venting	odvzdušnenie
ventricle	srdcová komora
ventricular	ventrikulárna
ventriloquist	břichomluvec
venture	trúfať si
venue	miesto
veracity	pravdovravnosť
veranda	veranda
verb	sloveso
verbal	slovná
verbatim	NO TRANSLATION
verbiage	mnohovravnosť
verbose	ukecaný
verbosity	mnohovravnosť
verdant	zelenajúce sa
verdict	verdikt
verge	okruh
verification	overenie
verified	overená
verify	overiť
verily	iste
veritable	naozajstný
vermin	háveď
vermouth	vermút
vernacular	nárečové
vernal	jarné
veronica	rozrazil
versatile	všestranný
versatility	všestrannosť
verse	verš
version	verzia
versus	proti
vert	vert
vertebra	stavec
vertebral	vertebrálna
vertex	vrchol
vertical	vertikálne
vertically	vertikálne
vertigo	závrat
verve	elán
very negative	veľmi negatívne
very positive	veľmi pozitívne
veryangry	NO TRANSLATION
vesicle	vačok
vesicular	vezikulárnej
vessel	nádoba
vest	vesta
vested	hmotný
vestibule	predsieň
vestige	stopa
vet	zverolekár
veteran	veterán
veterinarian	veterinár
veterinary	veterinár
veto	veto
vexed	mrzutý
viability	životaschopnosť
viable	životaschopný
viaduct	viadukt
vial	ampulka
vibe	vibe
vibes	vlny
vibrant	vibrujúci
vibrate	vibrovať
vibration	chvenie
vibrator	vibrátor
vibratory	vibračné
vicar	vikár
vicarious	sprostredkovaný
vice	zverák
viceroy	miestokráľ
vicinity	blízkosť
vicious	brutálny
victim	obeť
victimized	obetí
victor	víťaz
victoria	victoria
victorious	víťazný
victory	víťazstvo
video	video
video game	videohra
videotape	videokazeta
vie	NO TRANSLATION
view	vyhliadka
viewer	divák
viewing	zobrazovanie
viewpoint	hľadisko
vigil	bdenia
vigilance	bdelosť
vigilant	bdelý
vigilante	člen civilnej stráže
vignette	medailónik
vigor	dôraznosťou
vigorous	energický
viking	viking
vile	hanebný
villa	vila
village	obec
villager	dedinčan
villain	darebák
villainous	podlý
vinaigrette	kyslá zálievka
vindicate	obhájiť
vindicated	obhájila
vindication	ospravedlnenie
vindictive	pomstychtivý
vine	réva
vinegar	ocot
vineyard	vinice
vintage	vinobranie
vinyl	vinyl
viola	viola
violate	porušiť
violation	porušenie
violence	násilia
violent	násilný
