Word	iw
tong	NO TRANSLATION
tongs	יַתוּך
tongue	לָשׁוֹן
tonic	טוניק
tonnage	תְפוּסָה
tonsils	שקדים
toocold	NO TRANSLATION
tool	כְּלִי
toolbox	ארגז כלים
tooling	נוסע
toomuchtodo	NO TRANSLATION
toot	לִתְקוֹעַ
tooth	שן
toothache	כְּאֵב שִׁנַיִם
toothbrush	מִברֶשֶׁת שִׁנַיִם
toothed	מְשׁוּנָן
toothless	חסר שיניים
toothpaste	משחת שיניים
toothpick	קיסם שיניים
toots	100
top	חלק עליון
topaz	טוֹפָּז
topic	נוֹשֵׂא
topical	אַקטוּאָלִי
topless	לְלֹא חָזִיָה
topographic	טופוגרפי
topographical	טוֹפּוֹגרָפִי
topography	טוֹפּוֹגרַפִיָה
topple	לְהַפִּיל
topside	צִדוֹן
tor	טור
torch	לפיד
torment	לַעֲנוֹת
tormented	מעונה
torn	קָרוּעַ
tornado	טוֹרנָדוֹ
torpedo	לְטַרפֵּד
torque	עֲנָק
torrent	מַבּוּל
torrid	לוֹהֵט
torsion	פִּתוּל
torso	טוֹרסוֹ
tort	עוולה
tortious	נזיקין
tortoise	צב
tortuous	מְפוּתָל
torture	לַעֲנוֹת
tortured	מְעוּנֶה
toss	לִזרוֹק
tot	NO TRANSLATION
total	"סה""כ"
totality	מִכלוֹל
totally	לְגַמרֵי
tote	לָשֵׂאת
totem	טוטם
touch	לגעת
touchdown	טאצ'דאון
touched	נגע
touching	נוגע
touchy	רָגִישׁ
tough	קָשֶׁה
toughen	לְהַקְשִׁיחַ
toughness	קשיחות
toupee	toupee
tour	סיור
tourism	תיירות
tourist	תיירות
tourmaline	טורמלין
tournament	טורניר
tourniquet	חוֹסֵם עוֹרְקִים
tout	NO TRANSLATION
tow	לִגרוֹר
towel	מַגֶבֶת
tower	מִגדָל
towering	מִתנַשֵׂא
town	העיר
townhouse	בית
township	עֲיָרָה
townspeople	אנשי עיירה
toxic	רַעִיל
toxicity	רַעֲלָנוּת
toxicology	טוקסיקולוגיה
toxin	רַעֲלָן
toy	צַעֲצוּעַ
toymaker	יצרנית
trace	זֵכֶר
traceable	עקבות
tracer	נוֹתֵב
traces	עקבות
trachea	קנה הנשימה
tracing	מַעֲקָב
track	מַסלוּל
tracker	גַשָׁשׁ
tract	דרכי
tractable	מְמוּשׁמָע
traction	גרירה
tractor	טְרַקטוֹר
trade	סַחַר
trademark	סִימָן מִסחָרִי
trader	סוחר
tradesman	סוֹחֵר
trading	מִסְחָר
tradition	מָסוֹרֶת
traditional	מָסוֹרתִי
traffic	תְנוּעָה
traffic light	רמזור
trafficking	סחר
tragedies	טרגדיות
tragedy	טרגדיה
tragic	טְרָגִי
trail	שביל
trailer	גְרוֹר
train	רכבת
train set	רכבת צעצוע
trained	מְאוּמָן
trainee	חָנִיך
trainer	מְאַמֵן
training	הַדְרָכָה
trait	תְכוּנָה
traitor	בּוֹגֵד
traitorous	בּוֹגדָנִי
trajectory	מַסלוּל
tram	חַשְׁמַלִית
tramp	לִנְדוֹד
trample	לִרְמוֹס
trampoline	טרַמפּוֹלִינָה
tramway	חשמלית
trance	טְרַנס
tranquil	שָׁקֶט
tranquility	רוֹגַע
tranquilizer	סַם הַרגָעָה
transact	independent
transaction	עִסקָה
transatlantic	טרנסאטלנטי
transceiver	מַקמָשׁ
transcend	להתעלות
transcendence	נִשׂגָבוּת
transcendent	טרנסצנדנטי
transcendental	טרנסצנדנטלי
transcribe	לְתַעֲתֵק
transcriber	תעתיק
transcript	תמליל
transcription	תַעֲתוּק
transfer	לְהַעֲבִיר
transference	הַעֲבָרָה
transferred	הועבר
transfixed	מסומנת
transform	שינוי צורה
transformation	טרנספורמציה
transformer	שַׁנַאי
transfusion	עירוי
transgression	פֶּשַׁע
transient	חולף
transistor	טרָנזִיסטוֹר
transit	מַעֲבָר
transition	מַעֲבָר
transitional	מָעֳבָר
transitive	transitive
transitory	חוֹלֵף
translate	לתרגם
translation	תִרגוּם
translator	מְתוּרגְמָן
translocation	מעבר - מקום
translucent	שָׁקוּף לְמֶחֱצָה
transmission	תִמסוֹרֶת
transmit	לְהַעֲבִיר
transmitter	מַשׁדֵר
transmutation	שִׁנוּי
transom	עָצֶה
transparency	שְׁקִיפוּת
transparent	שָׁקוּף
transplant	לְהַשְׁתִיל
transplantation	הַשׁתָלָה
transponder	משדר
transport	תַחְבּוּרָה
transportation	הוֹבָלָה
transporter	טרנספורטר
transpose	לְשַׁרבֵּב
transposition	טרַנספּוֹזִיצִיָה
transsexual	טרנסקסואלית
transverse	רוחבי
transvestite	טרנסווסטיט
trap	מַלכּוֹדֶת
trapdoor	דלת סתרים
trapeze	טרַפֵּז
trapped	לכודים
trapper	צייד
trapping	לְכִידָה
trappings	קופסאות
traps	מלכודות
trash	אַשׁפָּה
trashy	חֲסַר עֵרֶך
trauma	טְרַאוּמָה
traumatic	טְרַאוּמָטִי
travail	NO TRANSLATION
travel	לִנְסוֹעַ
traveler	נוֹסֵעַ
traveling	נסיעה
traverse	לַחֲצוֹת
travesty	פָּרוֹדִיָה
trawl	מִכְמוֹרֶת
trawler	סְפִינַת דַיִג
tray	מַגָשׁ
treacherous	בּוֹגדָנִי
treachery	בּוֹגדָנוּת
tread	לִדרוֹך
treadmill	הליכון
treason	בגידה
treasure	אוֹצָר
treasured	יקר
treasurer	גִזבָּר
treasures	אוצרות
treasury	מִשׂרַד הַאוֹצָר
treat	טיפול
treatable	ניתן לטפל
treatise	מַסָה
treatment	יַחַס
treaty	אֲמָנָה
treble	לְשַׁלֵשׁ
tree	עֵץ
trees	עצים
trek	מַסָע
trellis	סוֹרָג
tremble	לרעוד
trembling	רַעַד
tremendous	עָצוּם
tremendously	מאוד
tremor	רַעַד
trench	חֲפִירָה
trend	מְגַמָה
trending	מגמות
trendy	טרנדי
trepidation	חֲרָדָה
trespass	הַסָגַת גְבוּל
triad	שְׁלִישִׁיָה
triage	טריוויה
trial	מִשׁפָּט
triangle	משולש
triangular	מְשּוּלָשׁ
triangulate	משולש
triathlon	טריאתלון
tribal	שִׁבטִי
tribe	שֶׁבֶט
tribulation	פּוּרעָנוּת
tribunal	בֵּית דִין
tribune	טרִיבּוּן
tributary	יוּבַל
tribute	הוֹקָרָה
trick	טריק
trickery	רַמָאוּת
trickle	לְטַפטֵף
trickster	רַמַאִי
tricky	ערמומי
tricycle	תְלַת אוֹפַן
trident	קִלשׁוֹן
trifle	קְצָת
trifling	שֶׁל מַה בְּכַך
trig	טְרִיגוֹנוֹמֶטרִיָה
trigger	הדק
trigonometry	טְרִיגוֹנוֹמֶטרִיָה
trillion	טרִילִיוֹן
trilogy	טרִילוֹגִיָה
trim	מְטוּפָּח
trimester	שְׁלִישׁ
trimmer	גוֹזֵם
trimming	זְמִירָה
trine	Trine
trinity	שְׁלִישִׁיָה
trinket	תַכשִׁיט
trio	שִׁלוּשׁ
trip	טיול
tripartite	משולשת
tripe	שְׁטוּיוֹת
triple	לְשַׁלֵשׁ
triplet	שְׁלִישִׁיָה
triplicate	עוֹתֶק מְשׁוּלָשׁ
tripod	חֲצוּבָה
tripping	מעידה
trite	נָדוֹשׁ
tritium	טריטיום
triumph	נצחון
triumphant	מְנַצֵחַ
trivia	דְבָרִים בְּטֵלִים
trivial	קַטנוּנִי
troll	גַמָד
trolley	עֲגָלָה
trombone	טְרוֹמבּוֹן
troop	גְדוּד
trooper	שׁוֹטֵר
troops	חיילים
trophy	פְּרָס
tropic	חוּג
tropical	טְרוֹפִּי
tropics	אֵזוֹר הַטְרוֹפִּי
trot	לָרוּץ
trouble	צרות
troubled	מוּטרָד
troublemaker	עוֹשֶׂה צָרוֹת
troubles	צרות
troublesome	בעייתי
trough	שׁוֹקֶת
troupe	לַהֲקָה
trousers	מכנסיים
trout	פוֹרֶל
trowel	כַּף
truce	הַפסָקַת אֵשׁ
truck	מַשָׂאִית
trucker	משאית
truckload	משאית
truculent	פְּרָאִי
true	נָכוֹן
truelove	אהבת אמת
truffle	כְּמֵהָה
truism	אֲמִתָה
trump	חֶברְמַן
trumpet	חֲצוֹצְרָה
trumpeter	חֲצוֹצְרָן
truncate	לקצץ
truncated	מקוצץ
trundle	לְהִתְגַלְגֵל
trunk	חדק
truss	מִסבָּך
trust	אמון
trustee	נֶאֱמָן
trusting	אמון
trustworthy	אָמִין
trusty	מְהֵימָן
truth	אֶמֶת
truthful	דוֹבֵר אֶמֶת
truthfulness	אמת
try	לְנַסוֹת
tryout	לנסות
tryouts	ניסיונות
tsunami	צונאמי
tub	אמבט
tuba	טוּבָּה
tubby	גוּץ וְשָׁמֵן
tube	צינור
tuberculosis	שַׁחֶפֶת
tubing	צִנוּר
tubular	צִנוֹרִי
tubule	אַבּוּבִית
tuck	לִתְחוֹב
tucker	תופס
tuesday	יוֹם שְׁלִישִׁי
tufted	מצויץ
tug	גוֹרֶרֶת
tugboat	גוֹרֶרֶת
tuition	הוֹרָאָה
tulip	צִבעוֹנִי
tumble	נפילה
tumbler	NO TRANSLATION
tumbleweed	טומבלד
tummy	בֶּטֶן
tumor	גידול סרטני
tumour	גידול סרטני
tumult	הֲמוּלָה
tumultuous	רוֹעֵשׁ
tun	NO TRANSLATION
tuna	טונה
tunable	מִתְכַּוְנֵן
tune	מנגינה
tunic	חוּלצָה
tuning	כִּונוּן
tunnel	מִנהָרָה
turban	טוּרבָּן
turbidity	עֲכִירוּת
turbine	טוּרבִּינָה
turbo	טורבו
turbulence	מְעַרבּוֹלֶת
turbulent	נִסעָר
turd	צוֹאָה
turf	טוֹרף
turkey	טורקיה
turmeric	כּוּרכּוּם
turmoil	אַנְדְרָלָמוּסִיָה
turn	לפנות
turnaround	תסתובב
turned	פנה
turning	חֲרִיטָה
turnip	לפת
turnkey	סוֹהֵר
turnoff	NO TRANSLATION
turnout	תְפוּקָה
turnover	מַחזוֹר
turnpike	כְּבִישׁ אַגרָה
turntable	פָּטֵיפוֹן
turpentine	טֶרפָּנטִין
turquoise	טורקיז
turret	צָרִיחַ
turtle	צָב
turtleneck	גוֹלף
tussle	לְהִתְקוֹטֵט
tutelage	הדרכה
tutor	מורה
tutoring	שיעורים פרטיים
tutu	טוטו
tux	טוקס
tuxedo	חֲלִיפַת עֶרֶב
tv	טֵלֶוִיזִיָה
twain	טווין
twat	טווט
twats	twats
tweak	לִצבּוֹט
tweed	אֲרִיג טְוִיד
tweet	צִיוּץ
tweezers	מַלְקֶטֶת
twelfth	שְׁנֵים עָשָׂר
twelve	שתיים עשרה
twentieth	עֶשְׂרִים
twenty	עשרים
twerp	טירפ
twig	זֶרֶד
twilight	דמדומים
twill	אָרִיג
twin	תְאוֹם
twine	לִפתוֹל
twinge	דְקִירָה
twinkle	נִצנוּץ
twins	תְאוּמִים
twirl	לְסוֹבֵב
twist	לְהִתְפַּתֵל
twisted	מְפוּתָל
twister	מְסַלֵף
twit	נְזִיפָה
twitch	פִּרפּוּר
twitching	מתעוותת
twitchy	עקום
two	שתיים
two step	שני צעדים
twofaced	NO TRANSLATION
twofold	כָּפוּל
twosome	צֶמֶד
tycoon	אֵיל הַהוֹן
tyke	זַאֲטוּט
type	סוּג
typewriter	מְכוֹנַת כְּתִיבָה
typhoid	טִיפוס הַבֶּטֶן
typhoon	טַיִפוּן
typical	אופייני
typically	בדרך כלל
typist	כַּתבָנִית
typo	טעות דפוס
typography	טיפוגרפיה
tyrannical	רוֹדָנִי
tyranny	עָרִיצוּת
tyrant	רוֹדָן
tyre	צמיג
ubiquitous	נִמצָא בְּכָל מָקוֹם
ubiquity	הִמָצְאוּת בְּכָל מָקוֹם
ugliness	מְכוֹעָרוּת
ugly	מְכוֹעָר
uhoh	NO TRANSLATION
ukulele	אוקולייל
ulcer	כִּיב
ulterior	כָּמוּס
ultimate	סופי
ultimately	בסופו של דבר
ultimatum	אוּלְטִימָטוּם
ultimo	NO TRANSLATION
ultrasound	אולטרסאונד
ultraviolet	אוּלְטרָה סָגוֹל
umbilical	טָבּוּרִי
umbra	umbra
umbrella	מִטְרִיָה
umpire	שׁוֹפֵט
umpteen	הֲמוֹנִי
unabashed	חֲסַר בּוּשָׁה
unabated	לְלֹא הֲפוּגָה
unable	לא מסוגל
unacceptable	לא מקובל
unaccompanied	בְּלִי לִיווּי
unaccountable	בלתי מוסבר
unaccounted	ללא רישום
unacknowledged	לא מוכר
unadulterated	טָהוֹר
unaffected	לֹא מְעוּשֶׂה
unafraid	לא מפחד
unaided	ללא עזרה
unaltered	ללא שינוי
unambiguous	חד משמעי
unanimity	תְמִימוּת דֵעִים
unanimous	פֶּה אֶחָד
unanimously	פֶּה אֶחָד
unannounced	לא מוכרז
unanswered	ללא מענה
unanticipated	לא צפוי
unappreciated	לא מוערך
unapproved	לא מאושר
unarmed	ללא נשק
unassisted	ללא סיוע
unassuming	צָנוּעַ
unattached	פָּנוּי
unattainable	בלתי ניתן להשגה
unattended	ללא התערבות
unattractive	לא מושך
unauthorized	לא מורשה
unavailable	אינו זמין
unavoidable	בלתי נמנע
unaware	לא מודע
unbalanced	בִּלתִי מְאוּזָן
unbearable	בִּלתִי נִסבָּל
unbeatable	ללא תחרות
unbeaten	בִּלתִי מְנוּצָח
unbecoming	לֹא הוֹלֵם
unbelief	כְּפִירָה
unbelievable	בלתי יאומן
unbiased	ללא דעות מוקדמות
unborn	שלא נולדו
unbound	לא מאוגד
unbounded	בִּלתִי מוּגבָּל
unbreakable	אינו ניתן לשבירה
unbridled	לֹא מְרוּסָן
unbroken	רָצוּף
unbutton	לְהַתִיר
uncalled	ללא מוצא
uncanny	מִסתוֹרִי
uncaring	ללא שם:
uncensured	NO TRANSLATION
uncertain	לֹא בָּטוּחַ
uncertainty	חוסר ודאות
unchallenged	ללא עוררין
unchangeable	ללא שינוי
unchanged	ללא שינוי
uncharted	לֹא נִחקָר
uncherished	NO TRANSLATION
uncivilized	לֹא תַרְבּוּתִי
unclaimed	ללא דורש
uncle	דוֹד
unclean	טָמֵא
unclear	לא ברור
uncomfortable	לא נוח
uncommon	נָדִיר
uncommonly	לא שגרתי
uncomplicated	לא מסובך
uncompromising	ללא פשרות
unconcerned	אָדִישׁ
unconditional	ללא תנאים
unconfirmed	לא מאושר
unconnected	לא מחובר
unconscionable	לֹא מוּסָרִי
unconscious	חסר הכרה
unconsciousness	אָבְדַן חוּשִׁים
unconstitutional	בלתי חוקתי
unconstrained	לא מאולצת
uncontested	ללא עוררין
uncontrollable	בלתי נשלט
uncontrolled	בלתי מבוקרת
unconventional	לא קונבנציונאלי
unconvinced	לא משוכנע
unconvincing	לא משכנע
uncooked	לא מבושל
uncooperative	לֹא מְשַׁתֵף פְּעוּלָה
uncorrelated	בלתי מתואם
uncouth	גַס
uncover	לגלות
uncritical	לא קריטי
uncut	לֹא מְלוּטָשׁ
undead	מתים
undecided	לֹא הֶחלֵטִי
undefeated	בלתי מנוצח
undefined	לא מוגדר
undeniable	לֹא מוּטָל בְּסֶפֶק
underage	קטיפה
underbelly	בטן
undercover	חֲשָׁאִי
undercurrent	זֶרֶם תַחתִי
underdog	מְקוּפָּח
underestimate	לְהַמעִיט בְּעֵרכּוֹ
undergo	לַעֲבוֹר
undergraduate	סטודנט לתואר ראשון
underground	תת קרקעי
underhanded	ללא שם: underhanded
underlay	רוֹבֶד תַחְתוֹן
underlie	בבסיס
underline	לָשִׂים דָגֵשׁ
underlying	בְּסִיסִי
undermine	לַחתוֹר
undermined	התערער
underneath	מתחת
underpaid	ללא תשלום
underpants	תַחתוֹנִים
underprivileged	מְקוּפָּח
underrated	ללא שם
underscore	מדגיש
undersea	תת - קרקעית
undersecretary	תת שר
undersized	גוּץ
understaffed	חסרי יכולת
understand	מבין
understandable	מובן
understanding	הֲבָנָה
understatement	לשון המעטה
understood	הבין
understudy	מִלוּי מָקוֹם
undertake	לְהִתְחַיֵב
undertaker	קַבְּלָן קְבוּרָה
undertaking	מְשִׁימָה
undertow	זֶרֶם תַחתִי
underwear	תַחתוֹנִים
underwood	תחת עץ
underworld	עוֹלַם הָתַחְתוֹן
underwrite	חיתום
underwriter	חַתָם
undeserved	לא ראויה
undesirable	בִּלתִי רָצוּי
undesired	לא רצוי
undetectable	בלתי ניתן לגילוי
undetected	לא מזוהה
undetermined	לא נקבע
undeveloped	לֹא מְפוּתָח
undignified	לא מכובד
undirected	לא מכוון
undisclosed	לא ידוע
undiscovered	לא נחשפו
undisputed	בלתי מעורער
undisturbed	ללא הפרעות
undivided	מְאוּחָד
undo	לבטל
undoing	ביטול
undoubted	ללא ספק
undress	לְהִתְפַּשֵׁט
undressed	מתפשט
undue	מוּפרָז
undying	נִצחִי
unearned	מורווחת
unearth	לַחשׂוֹף
uneasiness	אי-נוחות
uneasy	לֹא נוֹחַ
uneducated	חֲסַר הַשְׂכָּלָה
unemployed	מובטלים
unemployment	אַבטָלָה
unencumbered	לא משועבד
unending	מִתמַשֵׁך
unequal	לא שוויונית
unequalled	ללא תחרות
unequivocal	חד משמעי
unequivocally	חד משמעית
unethical	לא מוסרי
uneven	מְחוּספָּס
uneventful	מְשַׁעֲמֵם
unexpected	בלתי צפוי
unexpectedly	באופן בלתי צפוי
unexplainable	בלתי מוסברת
unexplained	בלתי מוסברת
unexplored	שלא חקרו אותו
unfailing	תְמִידִי
unfair	לֹא הוֹגֶן
unfairness	חוסר הגינות
unfaithful	בּוֹגֵד
unfamiliar	זָר
unfavorable	שְׁלִילִי
unfeeling	חֲסַר רֶגֶשׁ
unfettered	בלתי מרוסנת
unfinished	לא גמור
unfit	לא מתאימים
unflinching	-
unfold	לְהִתְפַּתֵחַ
unfollow	unfollow
unforeseen	לא צפוי
unforgettable	בלתי נשכח
unforgivable	בלתי נסלח
unforgiving	סלחנית
unfortunate	חסר מזל
unfortunately	לצערי
unfounded	חֲסַר שַׁחַר
unfreeze	לְהַפְשִׁיר
unfriendly	לֹא יְדִידוּתִי
unfulfilled	לא מילא
unfurnished	לא מרוהט
unglued	לא דביק
ungodly	ללא שם: ungodly
ungrateful	כְּפוּי טוֹבָה
unguarded	לֹא זָהִיר
unhand	NO TRANSLATION
unhappiness	אוּמלָלוּת
unhappy	אוּמלָל
unharmed	ללא פגע
unhealthy	חוֹלָנִי
unheard	חסר תקדים
unhelpful	לא עוזר
unhindered	ללא הפרעה
unholy	נוֹרָא
unhook	לְהַסִיר מִן הַוָו
unicorn	חַדקֶרֶן
unidentified	לא מזוהה
unification	הַאֲחָדָה
unified	מאוחד
uniform	מדים
uniformed	מדים
uniformity	אֲחִידוּת
uniformly	אחיד
unimaginable	בלתי נתפס
unimpeachable	לְלֹא דוֹפִי
unimpeached	ללא הפרעה
unimportant	לֹא חָשׁוּב
unimpressed	לא מתרשם
unimproved	ללא שיפור
uninfected	לא נגוע
uninformed	ללא מידע
uninhabited	לא מאוכלס
uninitiated	לא מזוהה
