Word	fa
soy	سویا
soy sauce	سس سویا
soybean	سویا
spa	آبگرم
space	فضا
spacecraft	فضاپیمای
spaceman	فضانورد
spaceship	سفینه فضایی
spacing	فاصله
spacious	بزرگ
spade	چاله
spaghetti	ماکارونی
spam	هرزنامه ها
spammers	اسپم ها
span	NO TRANSLATION
spandex	اسپندکس
spaniel	اسپانیول
spank	جهش
spanking	شوخی کردم
spar	جفت کردن
spare	یدکی
spareribs	spareribs
sparingly	به سختی
spark	جرقه
sparkle	درخشش
sparkling	درخشان
sparkly	درخشان
sparring	اسپارینگ
sparrow	گنجشک
sparse	پراکنده
spasm	اسپاسم
spastic	اسپاستیک
spat	تف
spatial	فضایی
spatter	اسپرد
spatula	سپتامبر
spawn	تخم ریزی
spaz	اسپاز
speak	صحبت
speakeasy	سخاوتمندانه
speaker	بلندگو
speakerphone	بلندگو
speaking	صحبت كردن
spear	نیزه
spec	مشخصات
special	ویژه
specialist	متخصص
speciality	تخصص
specialize	NO TRANSLATION
specially	به خصوص
specialty	تخصص
specie	NO TRANSLATION
species	گونه ها
specific	خاص
specification	مشخصات
specify	مشخص كردن
specimen	نمونه
speck	پشه
speckled	عجیب و غریب
specs	مشخصات
spectacle	عکاسی
spectacles	عینک ها
spectacular	دیدنی و جذاب
spectator	تماشاگر
specter	جادوگر
spectral	طیفی
spectrometer	طیف سنج
spectrophotometer	اسپکتروفتومتر
spectroscopy	طیف سنجی
spectrum	طیف
speculate	حدس زدن
speculation	حدس و گمان
speculative	نظری
speculum	ذره بین
speech	سخنرانی - گفتار
speechless	بی حرف
speed	سرعت
speedboat	قایق رانی
speedily	به سرعت
speeding	سرعت بالا
speedometer	سرعت سنج
speedway	سرعت سنج
speedy	سریع
spell	هجی کردن
spellbound	طلسم شده
spelling	املا
spencer	اسپنسر
spend	خرج کردن
spender	اسپندر
spending	هزینه کردن
spent	صرف شده
sperm	اسپرم
spew	مشتاق
sphere	کره
spherical	کروی
sphincter	اسفنکتر
sphinx	اسپینکس
spic	اسپیک
spice	ادویه جات
spicy	تند
spider	عنکبوت
spiders	عنکبوت
spiffy	لکه دار
spigot	چنگال
spike	سنبله
spiked	اسپایک
spiky	حشری
spill	ریختن
spillin	NO TRANSLATION
spin	چرخش
spinach	اسفناج
spinal	ستون فقرات
spindle	اسپیندل
spine	ستون فقرات
spineless	بدون اسپین ها
spinner	اسپینر
spinning	حال چرخش
spinster	اسپینستر
spiny	کثیف
spiral	مارپیچ
spire	اسپیر
spirit	روح
spirited	روحیه
spirits	ارواح
spiritual	روحانی
spirituality	معنویت
spit	تف انداختن
spite	ببخشید
spiteful	مجرمانه
spitfire	spitfire
spittoon	قورباغه
splash	چلپ چلوپ
splat	سمبل
splatter	چلپ چلوپ کردن
spleen	طحال
splendid	پر زرق و برق دار
splendor	شکوه و جلال
splice	جفت کردن
spline	اسپیلین
splint	اسپلیت
splinter	شکسته شدن
split	شکاف
splitting	تقسیم کردن
splurge	پاره شدن
spoil	از بین بردن
spoiler	اسپویلر
spoiling	خرابکاری
spoils	خرابکاری
spoke	صحبت کرد
spoken	صحبت کرد
spokesman	سخنگوی
spokesperson	سخنگوی
sponge	اسفنج
spongy	اسفنجی
sponsor	حامی مالی
sponsorship	حمایت
spontaneity	خودپندگی
spontaneous	خود جوش
spoof	گمراه کردن
spook	spook
spooky	شبح وار
spool	توری
spoon	قاشق
spoonful	قاشق چایخوری
sporadic	پراکنده
spore	اسپور
sport	ورزش
sporting	ورزشی
sports	ورزش ها
sports car	ماشین ورزشی
sportsman	ورزشکار
sportsmanship	ورزش کردن
sportswriter	sportswriter
sporty	ورزشی
spot	نقطه
spotless	بی عیب
spotlight	نور افکن
spotted	پابند
spotter	ستاره
spotty	لکه دار
spousal	همسر
spouse	همسر
spout	فواره زدن اب
sprain	پیچ خوردن
sprawl	اسپارو
spray	افشانه
spread	انتشار دادن
spreader	پخش کننده
spree	شادمانی
spring	بهار
springtime	بهار
sprinkle	بپاشید
sprinkler	آب پاش
sprinkling	آبیاری کردن
sprint	با سرعت بالا
sprite	جهاد
sprout	جوانه
spruce	صنوبر
spud	اسپرد
spunk	گول زدن
spunky	خرابکاری
spur	تکان دادن
spurious	جعلی
spurred	موجب شد
spurt	اسپرد
spy	جاسوسی
squabble	خجالت زده
squad	تیم ملی
squadron	اسکادران
squall	سرقت
squamous	باریک
squander	از بین بردن
square	مربع
squash	اسکواش
squat	چرت زدن
squatter	چرت زدن
squaw	چرت زدن
squawk	خندیدن
squeak	جیغ زدن
squeaky	جیر جیر
squeal	صدای جیر جیر
squealer	جادوگر
squeamish	گول زدن
squeeze	فشار دادن
squeezing	فشرده کننده
squelch	فشار دادن
squid	ماهی مرکب
squint	کج شدن
squire	ستاره
squirm	چرت زدن
squirrel	سنجاب
squirt	سرنگ
squish	خجالت کشیدن
squishy	خجالتی
stab	خم شدن
stabbed	چاقو - فروبردن - سیخونک زدن
stability	ثبات
stabilize	تثبیت کردن
stabilizer	تثبیت کننده
stable	پایدار
staccato	staccato
stack	پشته
stadium	استادیوم
staff	کارکنان
stag	ستاره
stage	مرحله
stagecoach	پدربزرگ
stagehand	مرحله ای
stagger	تکان دادن
staggering	سرسام آور
stagnant	راکد
stagnation	رکود
staid	پایدار
stain	رنگ آمیزی
stained	رنگ آمیزی شده
stainless	ضد زنگ
stair	پله
staircase	راه پله
stairs	پله ها
stairway	راه پله
stairwell	پله ها
stake	سهام
stakeout	لگد زدن
stale	بیات
stalemate	استالامات
stalk	ساقه
stalker	ستارگان
stall	غرفه
stallion	شاهزاده
stalls	اصطبل ها
stalwart	استالوارت
stamina	استقامت
stamp	مهر
stampede	مهر زدن
stance	حالت
stand	ایستادن
standard	استاندارد
standardize	استاندارد کردن
standardized	استاندارد شده
standby	آماده باش
standing	ایستاده
standoff	سرنوشت
standpoint	نقطه نظر
standstill	متوقف کردن
standup	ایستاده
stanza	stanza
staph	استاف
staple	اساسی
stapler	منگنه
star	ستاره
star fruit	میوه ستاره
starboard	سمت راست
starch	نشاسته
stardom	ستارگان
stardust	ستاره دار
stare	خیره شدن
starfish	ستاره دریایی
stargazing	ستاره دار
staring	خیره شدن
stark	قشنگ
starlet	ستاره
starlight	ستاره ای
starling	ستاره دار
starry	ستاره دار
stars	ستاره ها
starship	فضانورد
start	شروع کن
starter	شروع کننده
startle	وحشت زده شدن
startled	مبهوت
startling	هیجان انگیز
starvation	گرسنگی
starve	گرسنگی
starved	گرسنگی
starving	گرسنگی
stash	ذخیره کردن
stat	آمار
state	حالت
stately	با شکوه
statement	بیانیه
stateroom	اتاقی
stateside	ایالات متحده
statesman	دولتمرد
static	استاتیک
staticky	NO TRANSLATION
statics	استاتیک
station	ایستگاه
stationary	ایستاده
stationery	لوازم التحرير
statistic	آمار
statistical	آماری
statistician	آمارشناس
stator	استاتور
statuary	مجسمه
statue	مجسمه
statuette	مجسمه
stature	قد بلند
status	وضعیت
statute	مقررات
statutory	قانونی
staunch	استدلال
stave	استوار
stay	اقامت کردن
stayaway	NO TRANSLATION
stayed	ماند
stays	باقی می ماند
stead	به جای
steadfast	پایدار
steady	ثابت
steak	استیک
steakhouse	steakhouse
steal	سرقت کن
stealing	سرقت
stealth	خفاش
stealthily	مخفیانه
stealthy	مخفی
steam	بخار
steamboat	کشتی بخار
steamer	بخار پز
steaming	بخار
steamroller	بخار چرخ
steamship	کشتی بخار
steamy	بخار
steel	فولاد
steep	شیب تند
steeple	steeple
steer	هدایت کن
steering	فرمان
stellar	ستاره ای
stem	ساقه
stench	اصغر
stencil	شابلون
stenographer	سونوگرافی
step	گام
stepdaughter	پدربزرگ
stepfather	پدر خوانده
stepmother	مادر خوانده
steppe	استپ
steps	مراحل
stepson	پسر خوانده
stereo	استریو
stereoscopic	استریوسکوپی
stereotype	کلیشه
stereotyped	کلیشه ای
sterile	استریل
sterility	بی روح بودن
sterilize	استریل کردن
sterling	استرلینگ
stern	سفت
sternum	گلو درد
steroid	استروئید
stethoscope	گوشی پزشکی
stew	خورشت
steward	استوارت
stewardess	مهماندار هواپیما
stewardship	نگهداری
stfu	stfu
stick	چوب
sticker	استیکر
sticking	چسبیده
stickler	stickler
stickup	بسته شدن
sticky	چسبنده
stiff	سفت
stiffen	سفت و سخت
stiffness	سفتی، سختی
stifle	خفه شو
stifled	خفه شد
stifling	خفه شو
stigma	شرم آور
stile	NO TRANSLATION
stiletto	دندانه دار
stillbirth	تولد نوزاد
stillborn	مرده
stillness	سکوت
stillwaiting	NO TRANSLATION
stilts	راهپله ها
stimulant	محرک
stimulate	تحریک
stimulating	تحریک کننده
stimulation	تحریک
stimulus	محرک
sting	نیش
stinger	راننده
stinging	گوسفند
stingy	خجالتی
stink	صبر کن
stinker	ستمک
stinking	خشمگین
stinky	گیج کننده
stint	استنتاج
stipend	مصارف
stipulate	تصریح کرد
stipulation	مقررات
stir	هم بزنید
stirring	تکان دادن
stitch	کوک
stitching	دوختن
stock	موجودی
stockade	انبار
stockbroker	سهامدار
stockholder	سهامدار
stocking	جوراب زنانه ساقه بلند
stockings	جوراب ساق بلند
stockpile	ذخیره سازی
stockroom	صندلی
stocks	سهام
stoic	سکته مغزی
stole	دزدیده شد
stolen	به سرقت رفته
stomach	معده
stomachache	درد شکم
stomp	stomp
stomped	افتاده
stone	سنگ
stoned	سنگسار
stonewall	دیوار سنگی
stoneware	سنگ قیمتی
stony	سنگی
stooge	دروغگو
stool	مدفوع
stools	مدفوع
stoop	خم شدن
stoopid	stoopid
stop	متوقف کردن
stopover	متوقف کردن
stoppage	متوقف کردن
stopper	پروب
stopping	متوقف کردن
stopwatch	کرونومتر
storage	ذخیره سازی
store	فروشگاه
storefront	ویترین
storehouse	انبار
storeroom	انبار
storing	ذخیره سازی
storm	طوفان
storming	طوفان
stormy	طوفانی
story	داستان
storybook	کتاب داستان
storyteller	داستانپرداز
storytelling	داستان سرایی
stound	خفه شو
stout	چاق و چله
stove	اجاق گاز
stow	جای خالی
stowaway	بی رحم
straddle	ستاره
straight	سر راست
straighten	صاف کن
straightforward	ساده
straightway	بلافاصله
strain	نژاد
strained	تنش
strait	تنگ
straitjacket	جادوگر
straits	تنگه
strand	رشته
stranded	رشته
strange	عجیب
stranger	غریبه
strangle	خفه شدن
strangulation	خفه شدن
strap	بند
strapless	بی کفن
strapping	تسمه
strata	اقشار
strategic	استراتژیک
strategist	استراتژیست
strategy	استراتژی
stratification	طبقه بندی
stratosphere	استراتوسفر
stratum	stratum
stratus	استراتوس
straw	کاه
strawberry	توت فرنگی
stray	منحرف شدن
streak	خط
streaked	رگه دار
stream	جریان
streamer	جریان
streaming	جریان
streamline	ساده
street	خیابان
streetcar	ترافیک
streetlight	روشنایی خیابان
strength	استحکام
strengthen	تقویت
strengthening	تقویت
strenuous	شدید
strep	strep
stress	فشار
stressed	تاکید کرد
stresses	تنش ها
stressfree	NO TRANSLATION
stressful	پر استرس
stressin	NO TRANSLATION
stressing	با استرس
stressrelief	NO TRANSLATION
stretch	کش آمدن
stretcher	روگرفت
stricken	آسیب دیده
strict	سخت گیرانه
stride	گام های بلند برداشتن
strife	نزاع
strike	ضربه
strikeout	رد کردن
striker	مهاجم
striking	قابل توجه، برجسته، موثر
strikingly	به شدت
string	رشته
strings	رشته های
stringy	رشته ای
strip	نوار
stripe	نوار
striped	راه راه
stripped	خرد شده
stripper	از بین بردن
striptease	استریپت
strive	تلاش کن
strobe	بارق
stroke	سکته مغزی
stroll	قدم زدن
stroller	کالسکه
strolling	قدم زدن
strong	قوی
stronghold	قلعه
strongly	به شدت
structural	ساختاری
structure	ساختار
strudel	استرولد
struggle	تقلا
strut	ستاره
stub	خرد
stubbed	خرد شده
stubble	ستون
stubborn	یک دنده
stubbornness	استبداد
stubby	خشخاش
stucco	گچ
stuck	گیر
stuckup	NO TRANSLATION
stud	گل میخ
studded	خیش
student	دانشجو
studied	مورد مطالعه قرار گرفت
studio	استودیو
study	مطالعه
stuff	چیز
stuffed animal	حیوان شکم پر
stuffing	چاشنی
stuffy	گرفتار
stumble	تلو تلو خوردن
stump	پاره شدن
stumped	سقوط کرد
stun	عصبانی
stunned	خسته شدم
stunner	stunner
stunning	خیره کننده
stunt	شیرین کاری
stunted	مانده است
stuntman	عضو قاچاقچی
stupefaction	غم و اندوه
stupefy	stupefy
stupendous	عجیب و غریب
stupid	احمق
stupidity	حماقت
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	استوپ
sturdy	محکم
sturgeon	ماهیان خاویاری
stutter	لکنت
sty	استیو
style	سبک
styling	یک ظاهر طراحی شده
stylish	خوش استیل
stylist	سبک
suave	کثیف
sub	زیر
subatomic	زیر اتمی
subcommittee	کمیته فرعی
subconscious	ناخودآگاه
subcutaneous	زیر جلدی
subdivide	تقسیم کردن
subdivision	زير مجموعه
subduction	فرانسوی
subdue	زیر پا گذاشتن
subdued	ضعیف
subdural	زیردورال
subito	NO TRANSLATION
subject	موضوع
subjected	تحت تعقیب
subjection	تحت تعقیب
subjective	ذهنی
subjugation	زیر پا گذاشتن
sublet	اجاره
sublevel	زیر سطح
sublimation	تعبیر
sublime	سعادتمند
subliminal	زیرزمینی
submarine	زیردریایی
submerge	غرق شدن
submerged	غرق شده
submersible	شناور
submission	ارسال
submissive	مطیع
submit	ارسال
submitting	ارسال
subordinate	تابع
subordination	وابستگی
subplot	subplot
subpoena	احضار
subscribe	اشتراک در
subscriber	مشترک
subscription	اشتراک، ابونمان
subsequence	متعاقب آن
subsequent	متعاقب
subsequently	متعاقبا
subservient	زیرمجموعه
subset	زیرمجموعه
subside	سقوط می کند
subsidence	فرو بردن
subsidiary	شرکت تابعه
subsidize	یارانه نقدی
subsidy	یارانه
subsist	زیرمجموعه
subsistence	معیشت
subsoil	زیر خاک
subspace	زیرمجموعه
substance	مواد
substandard	ناقص
substantial	قابل توجه است
substantially	اساسا
substantiate	اثبات
substantive	مادی
substation	ایستگاه
substitute	جایگزین
substituted	جایگزین شد
substitution	جایگزینی
substructure	زیر ساختار
subterranean	زیرزمینی
subtext	زیرنویس
subtitle	عنوان فرعی
subtle	نامحسوس
