Word	lv
traps	slazdi
trash	atkritumi
trashy	netīrs
trauma	trauma
traumatic	traumatiska
travail	NO TRANSLATION
travel	ceļot
traveler	ceļotājs
traveling	ceļojot
traverse	šķērsot
travesty	travestība
trawl	tralis
trawler	tralis
tray	paplāte
treacherous	nodevīgs
treachery	nodevība
tread	protektors
treadmill	skrejceļš
treason	nodevība
treasure	dārgums
treasured	vērtīgs
treasurer	mantzinis
treasures	dārgumi
treasury	kases
treat	ārstēt
treatable	ārstējams
treatise	traktāts
treatment	ārstēšana
treaty	līgums
treble	treble
tree	koks
trees	koki
trek	ceļojums
trellis	režģis
tremble	drebēt
trembling	trīce
tremendous	milzīgs
tremendously	ārkārtīgi
tremor	trīce
trench	tranšeja
trend	tendence
trending	trending
trendy	moderns
trepidation	satraukums
trespass	cietsirdīgs
triad	triāde
triage	šķirošana
trial	izmēģinājums
triangle	trīsstūris
triangular	trīsstūrveida
triangulate	triangulāts
triathlon	triatlons
tribal	cilts
tribe	cilts
tribulation	ciešanas
tribunal	tribunāls
tribune	tribīne
tributary	pietece
tribute	cieņu
trick	triks
trickery	viltu
trickle	sūkties
trickster	trickster
tricky	viltīgs
tricycle	tricikls
trident	trident
trifle	sīkums
trifling	niecīgs
trig	trig
trigger	sprūda
trigonometry	trigonometrija
trillion	triljons
trilogy	trilogija
trim	apdare
trimester	trimestris
trimmer	trimmeris
trimming	apgriešana
trine	trine
trinity	trinity
trinket	drēbnieks
trio	trio
trip	ceļojums
tripartite	trīspusējs
tripe	trīce
triple	trīs reizes
triplet	triplets
triplicate	trīs eksemplāros
tripod	statīvs
tripping	atslēgšanās
trite	tukšs
tritium	tritijs
triumph	triumfs
triumphant	triumfējošs
trivia	nieki
trivial	triviāls
troll	trolejs
trolley	ratiņš
trombone	trombons
troop	karaspēks
trooper	trooper
troops	karaspēks
trophy	trofeja
tropic	tropisks
tropical	tropisks
tropics	tropi
trot	riet
trouble	nepatikšanas
troubled	satraukums
troublemaker	traucējošs
troubles	nepatikšanas
troublesome	traucējošs
trough	sile
troupe	trupa
trousers	bikses
trout	forele
trowel	ķelle
truce	pamieru
truck	smagā mašīna
trucker	autovadītājs
truckload	kravas krava
truculent	truculents
true	TRUE
truelove	īsta mīlestība
truffle	trifele
truism	truisms
trump	trumpis
trumpet	trompete
trumpeter	trompetists
truncate	saīsināt
truncated	saīsināts
trundle	virzīties
trunk	bagāžnieks
truss	kapenes
trust	uzticība
trustee	pilnvarotais
trusting	uzticoties
trustworthy	uzticama
trusty	uzticams
truth	patiesība
truthful	patiesa
truthfulness	patiesība
try	mēģiniet
tryout	izmēģini
tryouts	izmēģinājums
tsunami	cunami
tub	kubls
tuba	istaba
tubby	tubby
tube	caurule
tuberculosis	tuberkuloze
tubing	caurules
tubular	cauruļveida
tubule	caurulītes
tuck	iešūt
tucker	tucker
tuesday	otrdiena
tufted	kušķis
tug	velkonis
tugboat	vilcējs
tuition	mācība
tulip	tulpju
tumble	veļas mašīna
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	vēders
tumor	audzējs
tumour	audzējs
tumult	drūms
tumultuous	satraucošs
tun	NO TRANSLATION
tuna	tunzivis
tunable	uztverams
tune	melodija
tunic	tunika
tuning	tūnings
tunnel	tunelis
turban	turban
turbidity	duļķainība
turbine	turbīna
turbo	turbo
turbulence	turbulence
turbulent	nemierīgs
turd	turd
turf	kūdra
turkey	Turcija
turmeric	kurkuma
turmoil	nestabilitāte
turn	pagriezties
turnaround	apgrozījums
turned	pagriezies
turning	pagrieziens
turnip	rāceņa
turnkey	pabeigts
turnoff	NO TRANSLATION
turnout	vēlētāju aktivitāte
turnover	apgrozījums
turnpike	finierbraucējs
turntable	rotējošais galds
turpentine	terpentīns
turquoise	tirkīza
turret	tornītis
turtle	bruņurupucis
turtleneck	zeķbikses
tussle	pietrūkst
tutelage	aizbildnība
tutor	pasniedzējs
tutoring	apmācību
tutu	tutu
tux	Tux
tuxedo	smokings
tv	tv
twain	twain
twat	twat
twats	twats
tweak	kniebiens
tweed	tvīds
tweet	čivināt
tweezers	pincetes
twelfth	divpadsmitais
twelve	divpadsmit
twentieth	divdesmitais
twenty	divdesmit
twerp	twerp
twig	zars
twilight	krēslā
twill	sarža pinuma
twin	dvīņu
twine	auklas
twinge	dūriens
twinkle	mirgot
twins	Dvīņi
twirl	pavirpties
twist	vērpjot
twisted	savīti
twister	twister
twit	twit
twitch	sapināt
twitching	raustīšanās
twitchy	drebīgs
two	divi
two step	divi soļi
twofaced	NO TRANSLATION
twofold	divkārtīgi
twosome	divas vietas
tycoon	magnāts
tyke	tuksnesis
type	tips
typewriter	rakstāmmašīna
typhoid	vēdertīfs
typhoon	taifūns
typical	tipisks
typically	parasti
typist	mašīnrakstītāja
typo	drukas kļūda
typography	tipogrāfija
tyrannical	tirānisks
tyranny	tirānija
tyrant	tirāns
tyre	riepa
ubiquitous	visuresošs
ubiquity	Visuresamība
ugliness	neglīts
ugly	neglīts
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	čūla
ulterior	galējā
ultimate	galīgais
ultimately	galu galā
ultimatum	ultimāts
ultimo	NO TRANSLATION
ultrasound	ultraskaņa
ultraviolet	ultravioletais starojums
umbilical	nabassaites
umbra	umbra
umbrella	jumta
umpire	tiesnesis
umpteen	umpteen
unabashed	neapbruņots
unabated	nepabeidz
unable	nespēj
unacceptable	nepieņemami
unaccompanied	nepiederošs
unaccountable	neatsaucams
unaccounted	nekonstatēts
unacknowledged	neatklāta
unadulterated	nepiedalījusies
unaffected	neietekmēts
unafraid	bezbailīgs
unaided	bez palīdzības
unaltered	nemainīgs
unambiguous	nepārprotams
unanimity	vienprātība
unanimous	vienbalsīgi
unanimously	vienbalsīgi
unannounced	nepaziņota
unanswered	neatbildēts
unanticipated	neparedzēts
unappreciated	nenovērtēts
unapproved	neapstiprināts
unarmed	neapbruņota
unassisted	bez palīdzības
unassuming	nenozīmīgs
unattached	nepiesaista
unattainable	nepieejams
unattended	bez uzraudzības
unattractive	nepievilcīga
unauthorized	nesankcionēta
unavailable	nav pieejams
unavoidable	neizbēgams
unaware	nezināt
unbalanced	nesabalansēts
unbearable	nepanesams
unbeatable	nepārspējams
unbeaten	nepārspēts
unbecoming	nepieejams
unbelief	neticība
unbelievable	neticami
unbiased	objektīvs
unborn	nedzimuša
unbound	nav saistību
unbounded	neierobežots
unbreakable	Nesalaužams
unbridled	nekonkurēts
unbroken	nepārtraukts
unbutton	atspiest
uncalled	nepieprasīts
uncanny	nekonkurētspējīgs
uncaring	uncaring
uncensured	NO TRANSLATION
uncertain	neskaidra
uncertainty	nenoteiktība
unchallenged	neapstrīdams
unchangeable	nemainīgs
unchanged	nemainīgs
uncharted	neapzīmēts
uncherished	NO TRANSLATION
uncivilized	necivilizēta
unclaimed	nepieprasīts
uncle	tēvocis
unclean	netīrs
unclear	neskaidra
uncomfortable	neērti
uncommon	retāk
uncommonly	retāk
uncomplicated	nekomplicēta
uncompromising	bezkompromisa
unconcerned	neuztraucies
unconditional	bez nosacījumiem
unconfirmed	neapstiprināts
unconnected	nesaistīts
unconscionable	nesodāmi
unconscious	bezsamaņā
unconsciousness	bezsamaņa
unconstitutional	neatbilstoši
unconstrained	neierobežots
uncontested	neapstrīdams
uncontrollable	nekontrolējama
uncontrolled	nekontrolēta
unconventional	netradicionāls
unconvinced	nav pārliecināts
unconvincing	nepārliecinošs
uncooked	termiski neapstrādāts
uncooperative	nekooperatīvs
uncorrelated	nekorelēta
uncouth	uncouth
uncover	atklāt
uncritical	neticīgs
uncut	nesagriezts
undead	undead
undecided	nav izlemts
undefeated	neapšaubāms
undefined	nenoteikts
undeniable	nenoliedzams
underage	nepilngadīgie
underbelly	apakšbikses
undercover	slepena
undercurrent	zemūdens
underdog	nepietiekami
underestimate	novērtēt par zemu
undergo	iziet
undergraduate	bakalaura studiju programma
underground	pazemē
underhanded	nepietiekami
underlay	pamatne
underlie	pamatā
underline	uzsvērt
underlying	pamatā esošie
undermine	apdraudēt
undermined	sagrauta
underneath	zem tā
underpaid	zemu atalgojumu
underpants	apakšbikses
underprivileged	maznodrošinātajiem
underrated	Nenovērtēts
underscore	pasvītrojums
undersea	zemūdens zeme
undersecretary	apakšsekretārs
undersized	zems izmērs
understaffed	nepietiekams darbinieku skaits
understand	saprast
understandable	saprotams
understanding	saprašana
understatement	nepietiekams novērtējums
understood	saprasts
understudy	saplūst
undertake	apņemties
undertaker	apbedīšanas uzņēmums
undertaking	uzņēmums
undertow	undertow
underwear	apakšveļa
underwood	zem koka
underworld	pasaule
underwrite	parakstīt
underwriter	apdrošinātājs
undeserved	nepietiekams
undesirable	nevēlams
undesired	nevēlams
undetectable	nenosakāms
undetected	neatklāta
undetermined	nenoteikts
undeveloped	neattīstīta
undignified	necienīgs
undirected	nevirzītas
undisclosed	neizpaužams
undiscovered	neatklātas
undisputed	neapstrīdams
undisturbed	neskarts
undivided	nedalīts
undo	atsaukt
undoing	atsaukt
undoubted	neapšaubāms
undress	izģērbties
undressed	izģērbies
undue	nepamatoti
undying	nemierīgs
unearned	neapstrādāts
unearth	atraisīt
uneasiness	nemierība
uneasy	nemierīgs
uneducated	neizglītots
unemployed	bezdarbnieki
unemployment	bezdarbs
unencumbered	neierobežots
unending	nebeidzams
unequal	nevienlīdzīgs
unequalled	nepārspēts
unequivocal	nepārprotams
unequivocally	nepārprotami
unethical	neētisks
uneven	nevienmērīgs
uneventful	neveiksmīgs
unexpected	negaidīti
unexpectedly	negaidīti
unexplainable	neizskaidrojams
unexplained	neizskaidrojams
unexplored	neizpētīts
unfailing	nebeidzams
unfair	negodīgi
unfairness	negodīgums
unfaithful	neticīgs
unfamiliar	nepazīstama
unfavorable	nelabvēlīgs
unfeeling	nejūtīgs
unfettered	neierobežots
unfinished	nepabeigti
unfit	nederīgs
unflinching	nenogurstošs
unfold	izvērsties
unfollow	neizlasīt
unforeseen	neparedzēts
unforgettable	neaizmirstams
unforgivable	nepiedāvājams
unforgiving	nepagodinošs
unfortunate	diemžēl
unfortunately	diemžēl
unfounded	nepamatots
unfreeze	atsaldējiet
unfriendly	nedraudzīgs
unfulfilled	nepiepildīts
unfurnished	bez mēbelēm
unglued	neredzēts
ungodly	nedprātīgs
ungrateful	nepateicīgs
unguarded	neapsargāts
unhand	NO TRANSLATION
unhappiness	nelaime
unhappy	nelaimīgs
unharmed	neskarts
unhealthy	neveselīgs
unheard	nedzirdēts
unhelpful	nelietderīgs
unhindered	netraucēti
unholy	neticīgs
unhook	atlaist
unicorn	vienradzis
unidentified	nenoteikts
unification	apvienošana
unified	vienota
uniform	vienota
uniformed	uniforma
uniformity	viendabība
uniformly	vienmērīgi
unimaginable	neiedomājams
unimpeachable	vienaldzīgs
unimpeached	bezpeļņas
unimportant	nav svarīgi
unimpressed	neaizmirstams
unimproved	neuzlabota
uninfected	neinficēts
uninformed	neinformēts
uninhabited	neapdzīvots
uninitiated	nepiedalījās
uninspired	neaizsargāts
unintelligible	nesaprotams
unintended	neparedzēts
unintentional	netīša
unintentionally	netīšām
uninterested	neinteresants
uninteresting	neinteresanti
uninterrupted	nepārtraukts
uninvited	neaicināts
union	savienība
unique	unikāls
unisex	unisex
unison	unison
unit	vienība
unitary	vienota
unite	apvienoties
united	vienota
unity	vienotība
universal	universāls
universality	universālums
universe	visums
university	universitāte
unjust	netaisna
unjustifiable	nepamatots
unjustified	nepamatots
unkind	nepatīkams
unknowable	nesaprotams
unknown	nezināms
unlawful	nelikumīgs
unleash	atlaist
unlicensed	nelicencēta
unlike	atšķirībā no
unlikely	maz ticams
unlimited	neierobežots
unlisted	nav iekļauts sarakstā
unload	izkraut
unloaded	izkrauts
unlock	atslēgt
unlucky	nelaimīgs
unmanageable	nepārvaldāms
unmanned	bez apkalpes
unmarked	bez marķējuma
unmarried	neprecējies
unmask	atmaskot
unmatched	nepārspējams
unmistakable	nepārprotams
unmitigated	nemitīgs
unmoved	nemainīgs
unnamed	bez nosaukuma
unnatural	nedabisks
unnecessary	nevajadzīgs
unneeded	nevajadzīgs
unnoticed	nepamanīta
unnumbered	nav numurēts
unobserved	nepārbaudīts
unobstructed	netraucēta
unobtrusive	neuzbāzīgs
unoccupied	neaizņemts
unofficial	neoficiāls
unopened	neatvērts
unopposed	neatbildēts
unordered	nevaldīts
unorganised	neorganizēts
unorganized	neorganizēts
unorthodox	neparastu
unpack	izpakot
unpaid	neapmaksāts
unparalleled	nepārspējams
unpleasant	nepatīkams
unpleasantness	nepatīkams
unplug	atvienojiet
unplugged	atvienots
unpopular	nepopulārs
unprecedented	bezprecedenta
unpredictable	neparedzams
unprepared	nesagatavota
unpretentious	nepretenciozs
unproductive	neproduktīvs
unprofessional	neprofesionāla
unprofitable	nerentabls
unprotected	neaizsargāts
unproven	nepārbaudīts
unprovoked	neprovocēts
unpublished	nepublicēts
unpunished	nesoda
unqualified	nekvalificēts
unquestionable	neapšaubāms
unquestionably	neapšaubāmi
unquestioned	neapšaubāms
unquote	komentēt
unravel	izjaukt
unreachable	nav sasniedzams
unread	nelasīti
unreal	nereāls
unrealistic	nereāli
unreasonable	nepamatots
unrecorded	nereģistrēts
unregistered	nereģistrēts
unregulated	neregulēts
unrelated	nesaistīts
unrelenting	nenogurstošs
unreliable	neuzticams
unremarkable	neiezīmams
unrepentant	neatlaidīgs
unrequited	neatbildēts
unresolved	neatrisināts
unresponsive	nereaģē
unrest	nemieri
unrestrained	neierobežots
unrestricted	neierobežots
unromantic	neomantisks
unruly	nepaklausīgs
unsafe	nedrošs
unsanitary	antisanitāri
unsatisfactory	neapmierinoša
unsatisfied	neapmierināts
unsavory	nepatīkams
unscathed	neskarta
unscheduled	neplānots
unscientific	nezinātnisks
unscrew	atskrūvēt
unscrupulous	negodīgi
unseat	atslēgt
unseen	neredzēts
unselfish	nesavtīgs
unsettled	nestabils
unsightly	neizskatīgs
unsolicited	nevēlamu
unsolved	neatrisināts
unsophisticated	neizsīkstošs
unsound	nepareizi
unspeakable	neizsakāms
unspecified	nenoteikts
unspoken	neskaidrots
unstable	nestabils
unsteady	nestabils
unstoppable	neapturams
unsuccessful	neveiksmīgs
unsuitable	nepiemērots
unsung	nesens
unsupervised	bez uzraudzības
unsupported	neatbalstīts
unsure	nezinu
unsurpassed	nepārspējams
unsuspecting	nenojauš
unsustainable	nav ilgtspējīga
unsweetened	nesaldināts
unsympathetic	nedemokrātisks
untamed	nepatīkams
untenable	nepārliecinošs
untested	nepārbaudīts
unthinkable	neiedomājams
untidy	netīrs
untie	atvienojiet
untimely	nelaikā
untitled	bez nosaukuma
untold	neraksturīgs
untouchable	neaizskarams
untouched	neskarta
untoward	nevēlas
untraceable	nav atrodams
untrained	neapmācīts
untranslated	netiks tulkots
untroubled	neuztraucies
untrue	nepatiesa
untrustworthy	neuzticams
unturned	neapgriezts
unused	neizmantots
unusual	neparasts
unusually	neparasti
unutterable	neizprotama
unveil	atklāt
unveiling	atklāšana
unverified	nepārbaudīts
unwanted	nevēlama
unwarranted	nepamatots
unwary	neuzticīgs
unwashed	nemazgāts
unwavering	nestabila
unwed	neapbruņots
unwelcome	nevēlamu
unwell	slikti
unwilling	nevēlas
unwillingly	nevēlas
unwillingness	nevēlēšanās
unwind	atslābināties
unwise	negudri
unwitting	neticams
unwittingly	negribot
unworthy	necienīgs
unwrap	atlaist
unwritten	nerakstīts
unyielding	nepārvarams
unzip	unzip
upbeat	labsirdīgs
upbringing	audzināšana
upcoming	gaidāmais
update	Atjaunināt
upgrade	uzlabot
upheaval	aplaupīšana
uphill	kalnā
uphold	atbalstīt
upholstery	salona apdare
upkeep	uzturēšana
upland	kalnā
uplands	uplandes
uplift	pacelšana
uplifting	pacelšana
uplink	augšupielāde
upload	augšupielādēt
upper	augšējais
uppercut	augšējā cilnē
uppity	uppity
upright	vertikāli
uprising	sacelšanās
uproar	dusmas
upscale	upscale
upset	nomākts
upshot	rezultāts
upstairs	augšstāvā
upstanding	izturīgs
upstart	uz augšu
uptight	augšupvērsts
upward	uz augšu
upwards	uz augšu
uranium	urāns
urban	pilsētu
urchin	ezis
urge	mudināt
urgency	steidzamība
urgent	steidzams
urinal	pisuāra
urinalysis	urīna analīze
urinate	urinēt
urination	urinēšana
urine	urīns
urn	urn
usable	lietojams
usage	izmantošana
use	izmantot
used	izmantots
useful	noderīga
usefully	lietderīgi
usefulness	noderīgums
useless	bezjēdzīgi
user	lietotājs
usher	ievilinātājs
usual	parasti
usurp	usurp
usurped	uzurpēts
usury	nauda
utensil	trauks
uterus	dzemde
utilitarian	utilitārais
utility	lietderība
utilization	izmantošana
utilize	izmantot
utmost	viss
utopian	utopisks
utter	izteikt
utterance	izteikums
utterly	pilnīgi
vacancy	vakance
vacant	brīvs
vacate	atbrīvoties
vacation	brīvdienas
vaccination	vakcinācija
vaccine	vakcīna
vacuolar	vacuolar
vacuole	vacuole
vacuous	brīvs
vacuum	vakuums
vagabond	vagabond
vagina	maksts
vaginal	maksts
vagrancy	vagrancy
vagrant	bargs
vague	neskaidrs
vagueness	neskaidrība
vainly	veltīgi
valance	valance
vale	vale
valedictorian	valediktorian
valentine	valentine
valet	valet
valiant	gudrs
valid	derīgs
validate	apstiprināt
validation	apstiprināšana
validity	derīguma termiņš
valium	valium
valley	ieleja
valor	NO TRANSLATION
valuable	vērtīgs
valuables	vērtslietas
valuation	vērtēšana
value	vērtība
valve	vārsts
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampīrs
van	NO TRANSLATION
vandal	vandālisms
vandalism	vandālisms
vane	lāpstiņa
vanguard	avangards
vanilla	vaniļa
vanish	pazudīs
vanished	pazuda
vanishing	izzušana
vanity	iedomība
vanquish	uzvarēt
vanquished	uzvarēts
vanquishing	uzveikt
vantage	priekšrocība
vapor	tvaiki
vara	NO TRANSLATION
variable	mainīgais
variance	dispersija
variation	variācija
variations	variācijas
varicella	vējbakas
varicose	varikozi
varied	daudzveidīgs
variegated	daudzveidīgs
variety	šķirne
various	dažādi
varmint	vārtnieks
varnish	laka
varsity	varsity
vary	mainīties
varying	mainās
vascular	asinsvadu sistēma
vase	vāze
vasectomy	vasektomija
vassal	vasals
vast	plašs
vat	vat
vaudeville	vaudeville
vault	velvēt
vaulted	velvēts
vaulting	vaulting
veal	teļa gaļa
vector	vektors
veer	veer
vega	vega
vegan	vegāns
vegetable	dārzeņu
vegetarian	veģetārietis
vegetarianism	veģetārisms
vegetation	veģetācija
vegetative	veģetatīvā
veggie	veggie
vehement	vieglums
vehicle	transportlīdzeklis
veil	plīvurs
veiled	aizsegts
vein	vēnas
veined	veined
vellum	vellum
velocity	ātrums
velour	velūrs
velvet	samts
velvety	samtaina
vena	vena
vendetta	vendetta
vending	pārdošana
vendor	pārdevējs
veneer	finiera
venerable	cienījams
veneration	godbijība
venereal	venerisks
venetian	venetian
vengeance	atriebība
vengeful	atriebīgs
venison	elkss
venom	inde
venomous	indīgs
venous	venozais
vent	ventilācija
ventilation	ventilācija
ventilator	ventilators
venting	ventilācija
ventricle	ventrikuls
ventricular	ventrikula
ventriloquist	ventriloquist
