Word	cy
shuffleboard	shuffleboard
shuffling	chwalu
shun	shun
shunned	shunned
shunt	shunt
shut	cau
shutdown	cau
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	caead
shuttle	gwennol
shutup	NO TRANSLATION
shy	swil
shyness	lleithder
shyster	shyster
sib	NO TRANSLATION
sibling	brawd neu chwaer
sic	sic
sick	yn sâl
sickbay	bae salwch
sicken	salwch
sickening	yn sâl
sickle	sickle
sickly	yn sâl
sickness	salwch
side	ochr
sidearm	sidearm
sidebar	bar ochr
sideboard	ochr
sideburns	llongau llawr
sidecar	carchar ochr
sidekick	sgwâr
sideline	sideline
sideshow	taith ochr
sidestep	sidestep
sidewalk	olwyn
sideways	ochr
sidewinder	sidewinder
siege	gwarchae
siesta	siesta
sieve	cribl
sift	sifft
sifting	chwythu
sigh	sigh
sight	golwg
sighting	gweld
sightseeing	golygfeydd
sigma	sigma
sign	arwydd
signal	signal
signature	llofnod
significance	arwyddocâd
significant	arwyddocaol
signification	arwyddocâd
signify	arwydd
signpost	arwyddbost
silence	tawelwch
silencer	tawelwr
silent	yn dawel
silently	yn dawel
silhouette	silwét
silicon	silicon
silicone	silicon
silk	sidan
silken	sidan
silky	sidan
sill	sill
silliness	silliness
silly	gwirion
silo	silo
silt	silt
silver	arian
silverware	llestri arian
silvery	arianog
similar	tebyg
similarity	tebygrwydd
simile	NO TRANSLATION
simmer	mwydwi
simmering	cyffwrdd
simple	syml
simples	NO TRANSLATION
simpleton	syml
simplicity	symlrwydd
simplify	symleiddio
simplistic	syml
simply	yn syml
simulate	efelychu
simulated	efelychu
simulating	efelychu
simulation	efelychiad
simulator	efelychydd
simultaneous	ar yr un pryd
simultaneously	ar yr un pryd
sin	NO TRANSLATION
sincere	yn ddidwyll
sincerity	didwylledd
sinful	pechadurus
sing	canu
singer	canwr
singing	canu
single	sengl
singly	yn unigol
singular	unigol
singularity	unigolrwydd
singularly	yn unigol
sinister	sinistr
sink	sinc
sinker	sinker
sinking	suddo
sinner	pechadur
sinning	pechu
sinus	sinws
sip	sip
siphon	siphon
sipping	sipio
sir	syr
sire	sire
siren	siren
sirloin	sirloin
sissy	sissy
sister	chwaer
sisterhood	chwaeriaeth
sit	eistedd
sitcom	sitcom
site	safle
sith	sith
sitter	eisteddwr
sitting	eistedd
situate	lleoli
situated	wedi'i leoli
situation	sefyllfa
six	chwech
sixpence	chwe sgin
sixteen	un ar bymtheg
sixth	chweched
sixty	chwe deg
sizable	sizable
size	maint
sizzle	sizzle
ska	NO TRANSLATION
skate	sglefrio
skateboard	sglefrfyrddio
skater	sglefrwr
skating	sglefrio
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	sgerbydol
skeleton	sgerbwd
skeptic	yn amheus
skeptical	yn amheus
skepticism	amheuaeth
sketch	braslun
sketching	braslunio
sketchy	yn fraslyd
skewed	wedi'i guddio
skewer	sgwrc
ski	sgïo
skid	sgid
skier	sgïwr
skiff	sgiff
skiing	sgïo
skijump	NO TRANSLATION
skill	sgil
skilled	medrus
skillet	skillet
skillful	yn fedrus
skim	sgim
skimpy	sgimpiog
skin	croen
skinny	sgîn
skip	sgip
skipper	skipper
skirmish	ysgubor
skirt	sgert
skirting	sgertio
skirts	sgertiau
skit	sgit
skittish	gwall
skull	penglog
skunk	skunk
sky	awyr
skylight	skylight
skyline	amlinellu
skyscraper	skyscraper
slab	slab
slack	lladd
slag	slag
slam	slam
slammer	tynnu moch
slander	cywilydd
slanderous	slanderous
slang	slang
slant	slant
slap	slap
slash	slash
slashes	slashes
slate	llechi
slates	llechi
slaughter	lladd
slaughterhouse	lladd-dy
slaughtering	lladd
slave	caethweision
slavery	caethwasiaeth
slay	marw
slayer	slayer
sleaze	llais
sleazy	gwallus
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sledgehammer
sleek	sleek
sleep	cysgu
sleeper	cysgu
sleeping	cysgu
sleepless	heb ddysgu
sleeplessness	di-gysgu
sleepover	sleepover
sleepy	cysgu
sleepyhead	cysgu
sleet	sleet
sleeve	llewys
sleeveless	sleeveless
sleigh	sleigh
sleight	sleight
slender	cawl
sleuth	sleuth
slice	slice
slick	slic
slicker	slicer
slide	sleid
slider	llithrydd
sliding	llithro
slight	bach
slight anticipation	ychydig o ragweld
slight disgust	ychydig o warth
slight surprise	ychydig o syndod
slight trust	ychydig o ymddiriedaeth
slightly	ychydig
slightly negative	ychydig yn negyddol
slightly positive	ychydig yn gadarnhaol
slim	slim
slime	slime
slimy	slimy
sling	sling
slingshot	slingshot
slink	slink
slinky	slinky
slip	slip
slipper	slipper
slippers	llithrwyr
slippery	llithrig
slit	slit
sliver	sliver
slob	slob
slobber	slobber
slogan	slogan
sloop	sloop
slop	NO TRANSLATION
slope	llethr
sloppy	llonydd
slot	slot
sloth	sloth
slouch	slouch
slough	slough
slow	araf
slowly	yn araf
slowness	tawelwch
sludge	llaid
slug	slug
slugger	slugger
sluggish	yn ysgafn
sluice	sluice
slum	slum
slumber	slumber
slump	ysgwyd
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	glod
smack	smacio
small	bach
smaller	llai
smallest	lleiaf
smallpox	brech fach
smart	smart
smartass	smartass
smarten	smarten
smarty	smarty
smash	smash
smashed	wedi'i ysgwyd
smattering	ysmygu
smear	smear
smell	arogl
smelling	arogli
smelly	smelly
smelt	smelt
smidgen	smidgen
smile	gwên
smiled	gwenu
smiles	gwenu
smiley	smiley
smiling	yn gwenu
smirk	smirk
smite	smite
smith	smith
smithereens	smithereens
smitten	smitten
smock	smoc
smog	smog
smoke	mwg
smoker	ysmygwr
smokey	yn ysmygu
smoking	ysmygu
smoky	yn ysmygu
smoldering	smoldering
smooch	smooch
smooth	llyfn
smoothie	smoothie
smoothly	yn llyfn
smoothness	llyfndeb
smother	twyllo
smudge	smudge
smug	smyg
smuggle	smyglo
smuggler	smygwr
smuggling	smyglo
smut	smut
snack	byrbryd
snacks	byrbrydau
snafu	snafu
snag	snag
snags	snags
snail	malwod
snake	neidr
snakes	nadroedd
snakeskin	snakeskin
snap	snap
snapper	snapper
snappy	snappy
snapshot	ciplun
snare	llawr
snarl	snarl
snarling	snarling
snatch	snatch
snatcher	snatcher
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	sneaking
sneaky	sneaky
sneer	sneer
sneeze	Tisian
sneezing	tisian
snicker	sniciwr
snide	snide
sniff	sniff
snip	snip
snipe	snipe
sniper	sniper
snippet	pibell
snippy	snippy
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopi
snooty	snooty
snooze	snooze
snore	snore
snorkel	snorkel
snort	snortio
snot	snot
snotty	snotty
snout	snout
snow	eira
snowball	pêl eira
snowboard	snowboard
snowboarder	snowboarder
snowday	dydd yr eira
snowfall	eira
snowflake	clawdd eira
snowing	yn eira
snowmageddon	moch eira
snowman	dyn eira
snowplow	gwen eira
snowstorm	stormydd eira
snowy	eira
snub	snub
snubbed	snubbed
snuff	snuff
snug	snug
snuggle	snuggle
snuggled	wedi ei fagu
snuggles	snuggles
snuggling	snuggling
soak	ewch ati
soaked	wedi ysgwyd
soaking	yn blino
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sebon
soapbox	soapbox
soapy	sebon
soar	clwydo
soaring	yn codi
sob	NO TRANSLATION
sober	sobr
soblessed	NO TRANSLATION
sobriety	sobrrwydd
soc	soc
soccer	pêl-droed
sociable	cymdeithasol
social	cymdeithasol
socialanxiety	NO TRANSLATION
socialism	sosialaeth
socialist	sosialaidd
socialite	cymdeithasu
socialize	cymdeithasu
society	cymdeithas
sociology	cymdeithaseg
sociopath	sociopath
sock	sock
socket	soced
sod	swyd
soda	soda
soda/pop	soda / pop
sodding	sodding
sodium	sodiwm
sofa	soffa
soft	meddal
softball	pêl feddal
soften	meddalu
softener	meddalydd
softening	meddalu
softly	yn feddal
softness	meddal
software	meddalwedd
soggy	soggy
sohappy	mor hapus
soil	pridd
soiled	wedi difetha
soiree	soiree
sojourn	aros
solace	llonydd
solar	solar
solarium	solariwm
solder	sodrwr
soldering	sodro
soldier	milwr
sole	unig
solemn	yn ddifrifol
solicit	yn ceisio
solicitation	cyfreithlondeb
solicitor	cyfreithiwr
solid	solet
solidarity	undod
solidification	cadarnhau
solidified	cadarnhau
solidify	solidify
solidity	sicrwydd
solitaire	solitaire
solitary	unig
solitude	unigedd
solo	unig
solubility	hydoddedd
soluble	hydoddadwy
solucky	NO TRANSLATION
solution	ateb
solve	datrys
solvency	solfedd
solvent	toddydd
somad	NO TRANSLATION
somatic	somatig
somber	somber
some anticipation	rhywfaint o ragweld
some disgust	rhywfaint o warth
some surprise	rhywfaint o syndod
some trust	rhywfaint o ymddiriedaeth
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	braidd yn negyddol
somewhat positive	braidd yn gadarnhaol
somuchtodo	NO TRANSLATION
son	mab
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	cân
songwriter	ysgrifennwr cân
sonic	sonig
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	yn swnllyd
soot	huddygl
soothe	sownd
soothing	lliniaru
sophisticated	soffistigedig
sophistication	soffistigedigaeth
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	chwiliwr
sorcery	chwilfrydedd
sordid	sordid
sore	galar
soready	soready
sorely	sorely
soreness	dolur
sorghum	sorghum
sorority	sorordeb
sorrow	tristwch
sorrowful	yn dristus
sorry	Mae'n ddrwg gennyf
sort	didoli
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	didoli
sos	NO TRANSLATION
soscared	yn soscared
soscary	sboscari
soslow	soslow
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	enaid
soulful	enaid
soulless	anaml
soulmate	enaid
sound	sain
sounding	swnio
soundness	cadernid
soundproof	di-dor
soundtrack	trac sain
soup	cawl
sour	sur
source	ffynhonnell
sourpuss	sourpuss
south	i'r de
southbound	i'r de
southeast	ddwyrain
southern	deheuol
southpaw	southpaw
southwest	i'r de-orllewin
souvenir	cofroddion
sovereign	sofran
sovereignty	sofraniaeth
soviet	soviet
sow	hau
soy	soi
soy sauce	saws soî
soybean	ffa soia
spa	sba
space	gofod
spacecraft	llong ofod
spaceman	llewyrydd
spaceship	llong ofod
spacing	gofod
spacious	eang
spade	paw
spaghetti	sbageti
spam	sbam
spammers	sbamwyr
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	rhychwantu
spar	spar
spare	sbâr
spareribs	spareribs
sparingly	anaml iawn
spark	chwistrell
sparkle	sgleinio
sparkling	ysgubol
sparkly	yn ysgubol
sparring	yn rhuthro
sparrow	geifr
sparse	yn fras
spasm	spasm
spastic	spastic
spat	ysbwriel
spatial	gofodol
spatter	ysbwriel
spatula	sbatwla
spawn	seinio
spaz	spaz
speak	siaradwch
speakeasy	speakeasy
speaker	siaradwr
speakerphone	ffôn siaradwr
speaking	siarad
spear	ysgwydd
spec	spec
special	arbennig
specialist	arbenigol
speciality	arbenigedd
specialize	NO TRANSLATION
specially	yn arbennig
specialty	arbenigedd
specie	NO TRANSLATION
species	rhywogaeth
specific	yn benodol
specification	fanyleb
specify	nodwch
specimen	sbesimen
speck	darn
speckled	darn
specs	specs
spectacle	sbectol
spectacles	sbectol
spectacular	ysblennydd
spectator	gwyliwr
specter	sbectrwm
spectral	sbectol
spectrometer	sbectromedr
spectrophotometer	sbectroffotomedr
spectroscopy	sbectrosgopeg
spectrum	sbectrwm
speculate	dyfalu
speculation	dyfalu
speculative	hapfasnachol
speculum	sbeswl
speech	lleferydd
speechless	heb siarad
speed	cyflymder
speedboat	cwch cyflym
speedily	yn gyflym
speeding	cyflymu
speedometer	cyflymder
speedway	cyflymder
speedy	yn gyflym
spell	sillafu
spellbound	sillafu
spelling	sillafu
spencer	spencer
spend	gwario
spender	gwarantwr
spending	gwario
spent	gwario
sperm	sberm
spew	ysbwriel
sphere	sffer
spherical	sfferig
sphincter	sffincter
sphinx	sffinx
spic	spic
spice	sbeis
spicy	sbeislyd
spider	pry cop
spiders	pryfed cop
spiffy	spiffy
spigot	spigot
spike	spike
spiked	ysbeidiol
spiky	spiky
spill	gollwng
spillin	NO TRANSLATION
spin	sbin
spinach	sbigoglys
spinal	asgwrn cefn
spindle	rindyn
spine	asgwrn cefn
spineless	di-dor
spinner	ysbwriel
spinning	nyddu
spinster	spinster
spiny	spiny
spiral	troellog
spire	ysbwriel
spirit	ysbryd
spirited	ysbrydol
spirits	ysbrydion
spiritual	ysbrydol
spirituality	ysbrydolrwydd
spit	ysbwriel
spite	er gwaethaf
spiteful	yn ofnadwy
spitfire	spitfire
spittoon	spittoon
splash	sblash
splat	splat
splatter	ysbwriel
spleen	gwenyn
splendid	yn wych
splendor	ysblander
splice	splice
spline	spline
splint	splint
splinter	ysbwriel
split	rhaniad
splitting	rhannu
splurge	ysbwriel
spoil	difetha
spoiler	spoiler
spoiling	difetha
spoils	difetha
spoke	siarad
spoken	siarad
spokesman	llefarydd
spokesperson	llefarydd
sponge	sbwng
spongy	sboniog
sponsor	noddwr
sponsorship	nawdd
spontaneity	ddigymelldeb
spontaneous	yn ddigymell
spoof	llawr
spook	ysbryd
spooky	arswydus
spool	ysbwriel
spoon	llwy
spoonful	llwybro
sporadic	yn ysbeidiol
spore	spore
sport	chwaraeon
sporting	chwaraeon
sports	chwaraeon
sports car	car chwaraeon
sportsman	chwaraeonwr
sportsmanship	chwaraeon chwaraeon
sportswriter	ysgrifennwr chwaraeon
sporty	chwaraeon
spot	spot
spotless	ddi-fwg
spotlight	goleuadau
spotted	gweld
spotter	gwarchodwr
spotty	ysbrydol
spousal	ysbwriel
spouse	priod
spout	brithyll
sprain	ysbwriel
sprawl	ysgythru
spray	chwistrell
spread	lledaenu
spreader	lledr
spree	ysbwriel
spring	gwanwyn
springtime	gwanwyn
sprinkle	chwistrellu
sprinkler	chwistrellu
sprinkling	chwistrellu
sprint	sbrint
sprite	ffynhonnell
sprout	ffynhonnell
spruce	sbriws
spud	sbwd
spunk	spunk
spunky	spunky
spur	ysbwriel
spurious	ysbrydol
spurred	ysbeidiol
spurt	ysbwriel
spy	ysbïwr
squabble	sgwbl
squad	sgwad
squadron	sgwadron
squall	sgwâr
squamous	squamous
squander	chwiliwch
square	sgwâr
squash	sboncen
squat	sgwatio
squatter	sgwatiwr
squaw	sgwâr
squawk	sgwisg
squeak	gwasgu
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	gwasgu
squeezing	gwasgu
squelch	sgwrsio
squid	sgwid
squint	sgwban
squire	sgwâr
squirm	sgwrsio
squirrel	wiwer
squirt	squirt
squish	sgwisg
squishy	yn ysgubol
stab	stab
stabbed	stabbed
stability	sefydlogrwydd
stabilize	sefydlogi
stabilizer	sefydlogwr
stable	sefydlog
staccato	staccato
stack	stack
stadium	stadiwm
staff	staff
stag	stag
stage	cam
stagecoach	stagecoach
stagehand	stephand
stagger	stagger
staggering	yn syfrdanol
stagnant	stagnant
stagnation	marwolaeth
staid	sefyllfa
stain	staen
stained	wedi'i staenio
stainless	di-staen
stair	grisiau
staircase	grisiau
stairs	grisiau
stairway	grisiau
stairwell	grisiau
stake	rhan
stakeout	rhagarweiniol
stale	stale
stalemate	annisgwyl
stalk	stalk
stalker	stalker
stall	stondin
stallion	stondin
stalls	stondinau
stalwart	stalwart
stamina	stamina
stamp	stamp
stampede	stampio
stance	safiad
stand	sefyll
standard	safonol
standardize	safoni
standardized	wedi'i safoni
standby	wrth gefn
standing	sefyll
standoff	sefyll
standpoint	safbwynt
standstill	standstill
standup	sefyll i fyny
stanza	cyfnod
staph	staph
staple	staple
stapler	stapler
star	seren
star fruit	ffrwyth seren
starboard	serenfwrdd
starch	starts
stardom	stardom
stardust	stardust
stare	sefyll
starfish	seren môr
stargazing	stargazing
staring	yn syfrdanu
stark	stark
starlet	seren
starlight	golau seren
starling	starling
starry	serennog
stars	sêr
starship	sêr
start	dechrau
starter	dechrau
startle	brysur
startled	yn synnu
startling	syfrdanol
starvation	ynfyd
starve	llyfn
starved	wedi llofruddio
starving	halogi
stash	stash
stat	stat
state	wladwriaeth
stately	yn ddirgel
statement	datganiad
stateroom	stateroom
stateside	wladwriaeth
statesman	dynodwr
static	statig
staticky	NO TRANSLATION
statics	ystadegau
station	gorsaf
stationary	stondin
stationery	deunydd ysgrifennu
statistic	ystadegyn
statistical	ystadegol
statistician	ystadegydd
stator	stator
statuary	statwari
statue	cerflun
statuette	ystadegol
stature	statws
status	statws
statute	statud
statutory	statudol
staunch	yn syfrdanol
stave	stave
stay	aros
stayaway	NO TRANSLATION
stayed	arhosodd
stays	yn aros
stead	cyson
steadfast	yn gadarn
steady	cyson
steak	stêc
steakhouse	stacdy
steal	dwyn
stealing	dwyn
stealth	llym
stealthily	yn llym
stealthy	yn llym
steam	stêm
steamboat	steamat
steamer	stêm
steaming	stemio
steamroller	steamroller
steamship	stamio
steamy	steamy
steel	dur
steep	serth
steeple	steeple
steer	llywio
steering	llywio
stellar	stellar
stem	cas
stench	stench
stencil	stensil
stenographer	genenograffydd
step	cam
stepdaughter	merch ferch
stepfather	llys-tad
stepmother	llysfedd
steppe	steppe
steps	camau
stepson	stepson
stereo	stereo
stereoscopic	stereosgopig
stereotype	stereoteip
stereotyped	stereoteipio
sterile	anffafriol
sterility	anhwylderau
sterilize	sterileiddio
sterling	sterling
stern	braidd
sternum	sternum
steroid	steroid
stethoscope	stethosgop
stew	stew
steward	stiward
stewardess	stiwardes
stewardship	stiwardiaeth
stfu	stfu
stick	ffoniwch
sticker	sticer
sticking	glynu
stickler	sticer
stickup	gludiog
sticky	gludiog
stiff	stiff
stiffen	stiffen
stiffness	stiffrwydd
stifle	stifle
stifled	stifled
stifling	stifling
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	marw-enedigaeth
stillborn	marw-anedig
stillness	parhad
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	symbylydd
stimulate	ysgogi
stimulating	ysgogol
stimulation	ysgogiad
stimulus	ysgogiad
sting	plymio
stinger	stinger
stinging	plymio
stingy	stingy
stink	stink
stinker	stinker
stinking	ysgubol
stinky	stinky
stint	amseroedd
stipend	stipend
stipulate	yn nodi
stipulation	pennu
stir	droi
stirring	yn troi
stitch	pwyth
stitching	pwytho
stock	stoc
stockade	stocfa
stockbroker	brocer stoc
stockholder	deiliad stoc
stocking	stocio
stockings	stociau
stockpile	stoc stoc
stockroom	ystafell stoc
stocks	stociau
stoic	dwyn
stole	dwyn
stolen	wedi'i ddwyn
stomach	stumog
stomachache	stomachache
stomp	stomp
stomped	stomped
stone	carreg
stoned	golchi
stonewall	Stonewall
stoneware	cerrig
stony	yn wyllt
stooge	stooge
stool	stôl
stools	carthion
stoop	pwyso
stoopid	stoopid
stop	stopio
stopover	cwympo
stoppage	stopio
stopper	stopiwr
stopping	stopio
stopwatch	stopwatch
storage	storio
store	storio
storefront	storfa
storehouse	storfa
storeroom	storfa
storing	storio
storm	storm
storming	yn rhyfeddu
stormy	stormog
story	stori
storybook	llyfr stori
storyteller	storïwr
storytelling	adrodd straeon
stound	NO TRANSLATION
stout	stout
stove	stôf
stow	stow
stowaway	stowaway
straddle	straddle
straight	yn syth
straighten	sythwch
straightforward	syml
straightway	ar unwaith
strain	straen
strained	strained
strait	caeth
straitjacket	haenen
straits	straits
strand	llinyn
stranded	llinyn
strange	rhyfedd
stranger	dieithryn
strangle	strangle
strangulation	anghyffredin
strap	strap
strapless	strapless
strapping	strapping
strata	strata
strategic	strategol
strategist	strategydd
strategy	strategaeth
stratification	haeniad
stratosphere	stratosffer
stratum	haen
stratus	stratus
straw	gwellt
strawberry	mefus
stray	crwydro
streak	streak
streaked	streaked
stream	nant
streamer	ffrydio
streaming	ffrydio
streamline	symleiddio
street	stryd
streetcar	car stryd
streetlight	golau stryd
strength	cryfder
strengthen	cryfhau
strengthening	cryfhau
strenuous	egnïol
strep	strep
stress	straen
stressed	pwysleisiwyd
stresses	pwysau
stressfree	NO TRANSLATION
stressful	straen
stressin	NO TRANSLATION
stressing	gan bwysleisio
stressrelief	NO TRANSLATION
stretch	ymestyn
stretcher	ymestynwr
stricken	stricken
strict	llym
stride	streic
strife	ymladd
strike	streic
strikeout	drawout
striker	ymosodwr
striking	trawiadol
strikingly	yn drawiadol
string	llinyn
strings	llinynnau
stringy	llym
strip	stribed
stripe	strip
striped	stribed
stripped	wedi'i dynnu allan
stripper	stripper
striptease	stribednod
strive	ymdrechu
strobe	strôc
stroke	strôc
stroll	daith
stroller	stroller
strolling	cerdded
strong	cryf
stronghold	cadarnle
strongly	yn gryf
structural	strwythurol
structure	strwythur
strudel	strudel
struggle	anodd
strut	strut
stub	stub
stubbed	stubbed
stubble	stribwl
stubborn	styfnig
stubbornness	ystyfnigrwydd
stubby	stubby
stucco	stwco
stuck	yn sownd
stuckup	NO TRANSLATION
stud	stud
studded	yn llawn
student	myfyriwr
studied	astudiwyd
studio	stiwdio
study	astudio
stuff	pethau
stuffed animal	anifeiliaid wedi'u stwffio
stuffing	stwffio
stuffy	stwffl
stumble	baglu
stump	stump
stumped	stumio
stun	stun
stunned	syfrdanol
stunner	stunner
stunning	syfrdanol
stunt	stunt
stunted	stunted
stuntman	stuntman
stupefaction	stupefaction
stupefy	yn syfrdanol
stupendous	yn rhyfeddol
stupid	dwp
stupidity	stupidrwydd
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	cadarn
sturgeon	sturwn
stutter	stutter
sty	sty
style	arddull
styling	arddull
stylish	stylish
stylist	steilydd
suave	suave
sub	is
subatomic	subatomig
subcommittee	is-bwyllgor
subconscious	yn isymwybod
subcutaneous	subcutaneous
subdivide	is-rannol
subdivision	isrannu
subduction	is-gipio
subdue	dilynwch
subdued	wedi'i dynnu
subdural	subdural
subito	NO TRANSLATION
subject	pwnc
subjected	pwnc
subjection	gwrthwynebiad
subjective	goddrychol
subjugation	subjugation
sublet	isdeitl
sublevel	sublevel
sublimation	sublimation
sublime	sublime
subliminal	subliminal
submarine	llong danfor
submerge	tyfu
submerged	wedi'i foddi
submersible	yn agored
submission	cyflwyno
submissive	yn dderbyniol
submit	cyflwyno
submitting	cyflwyno
subordinate	israddedig
subordination	is-drefnu
subplot	isaf
subpoena	subpoena
subscribe	tanysgrifio
subscriber	tanysgrifiwr
subscription	tanysgrifiad
subsequence	canlyniad
subsequent	dilynol
subsequently	wedi hynny
subservient	cynhwysfawr
subset	is-set
subside	tanysgrifio
