Word	sw
subsidiary	tanzu
subsidize	ruzuku
subsidy	ruzuku
subsist	endelea
subsistence	ustawi
subsoil	subsoil
subspace	kiunga
substance	Dutu
substandard	kizingiti
substantial	kikubwa
substantially	kikubwa
substantiate	thibitisha
substantive	kipengele
substation	substation
substitute	mbadala
substituted	kubadilishwa
substitution	badala
substructure	uundaji
subterranean	subterranean
subtext	subtext
subtitle	kichwa
subtle	hila
subtlety	hila
subtract	Futa
subtraction	kuondoa
subtype	subtype
suburb	kitongoji
suburban	miji
suburbia	suburbia
suburbs	malisho
subversion	upungufu
subversive	kupinga
subvert	pindua
subway	barabara kuu
succeed	kufanikiwa
succeeding	kufanikiwa
success	mafanikio
successful	imefanikiwa
succession	mfululizo
successive	mfululizo
successor	mrithi
succinct	succinct
succubus	sucubus
succulent	mzuri
succumb	kushinda
suck	Suck
sucker	sucker
sucking	kunyonya
suckling	mchanga
sucks	inakuja
suction	kupendeza
sudden	ghafla
suddenly	ghafla
suds	sud
sue	sua
suede	suede
suffer	kuteseka
sufferer	mgonjwa
suffering	mateso
suffice	inatosha
sufficiency	kutosha
sufficient	kutosha
sufficiently	kwa kutosha
suffix	suala
suffocate	subira
suffocating	kutosha
suffocation	kutosha
sugar	sukari
suggest	inashauri
suggestion	maoni
suggestive	kupendeza
suicidal	kujiua
suicide	kujiua
suicidebombing	NO TRANSLATION
suit	suti
suitable	yanafaa
suitcase	suti
suite	Suite
suitor	mgeni
sulfate	sulfate
sulfur	sulfuri
sulk	sulk
sullen	tamaa
sully	sully
sulphur	sulfuri
sultan	sultan
sultry	sultry
sum	jumla
summarily	kwa kiasi kikubwa
summarize	muhtasari
summary	muhtasari
summation	ufupishaji
summer	majira ya joto
summerhouse	summerhouse
summertime	majira ya joto
summit	mkutano
summon	piga
summons	kuomba
sumo	sumo
sump	sump
sumptuous	mno
sun	jua
sunbeam	sunbeam
sunburn	kuungua kwa jua
sundae	sundae
sunday	jua
sundial	sundial
sundown	jua
sundry	sundry
sunflower	alizeti
sunglass	kioo
sunglasses	miwani ya miwani
sunk	imekwisha
sunken	jua
sunless	haipatikani
sunlight	jua
sunny	jua
sunrise	jua
sunroof	jua
sunscreen	jua la jua
sunset	jua
sunshine	jua
suntan	jua
sunup	jua
sup	sup
super	super
superannuation	superannuation
superb	superb
superficial	superficial
superfluous	superfluous
superhero	superhero
superhuman	superhuman
superimposed	imesimama
superintendent	msimamizi
superior	mkuu
superiority	ubora
superlative	superlative
superman	superman
supermarket	maduka makubwa
supermodel	supermodel
supernatant	supernatant
supernatural	isiyo ya kawaida
supernova	supernova
superposition	superposition
superpower	superpower
supersede	kushinda
superstar	nyota
superstition	ushirikina
superstitious	ushirikina
superstore	superstore
supervise	simamia
supervision	usimamizi
supervisor	msimamizi
supper	chakula cha jioni
suppertime	chakula cha jioni
supplant	kusambaza
supple	tamaa
supplement	kuongeza
supplemental	ziada
supplementary	ziada
supplication	maombi
supplier	muuzaji
supplies	vifaa
supply	usambazaji
support	msaada
supported	imesaidiwa
supporter	msaidizi
supporters	wafuasi
supporting	kusaidia
supportive	kuunga mkono
suppose	tuseme
supposed	walidhani
supposing	kudhani
supposition	dhana
suppress	kukandamiza
suppression	kukandamiza
supremacy	ukuu
supreme	mkuu
supremely	zaidi
surcharge	upasuaji
sure	hakika
surety	uhakikisho
surf	surf
surface	uso
surfboard	surfboard
surfer	surfer
surge	kuongezeka
surgeon	upasuaji
surgery	upasuaji
surgical	upasuaji
surly	surly
surmise	kupigia
surname	jina la jina
surpassing	kupita
surplus	ziada
surprise	mshangao
surprised	kushangaa
surprises	mshangao
surprising	ajabu
surprisingly	ajabu
surreal	surreal
surrender	kujisalimisha
surrendering	kujisalimisha
surrogate	upendeleo
surround	piga
surrounding	jirani
surroundings	mazingira
surveillance	ufuatiliaji
survey	utafiti
surveying	kupima
surveyor	mtazamaji
survival	kuishi
survive	kuishi
surviving	kuishi
survivor	mtumishi
susceptibility	kukubalika
susceptible	kuambukizwa
sushi	Sushi
suspect	mtuhumiwa
suspected	watuhumiwa
suspend	kusitisha
suspended	imesimamishwa
suspenders	suspenders
suspense	mashaka
suspension	kusimamishwa
suspicion	tuhuma
suspicions	tuhuma
suspicious	tuhuma
sustain	endelea
sustained	endelevu
sustenance	chakula
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swabu
swag	madoido
swagger	piga
swallow	kumeza
swami	swami
swamp	swamp
swamped	imeingia
swampy	swampy
swan	Swan
swank	swank
swap	Badilisha
swarm	swarm
swarming	kupungua
swastika	swastika
swat	swat
sway	sway
swear	japo
swearing	kuapa
sweat	jasho
sweater	jasho
sweating	jasho
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	taya
sweeper	sweeper
sweeping	kuenea
sweet	tamu
sweeten	tamu
sweetened	tamu
sweetener	sweetener
sweetest	tamu
sweetheart	mpenzi
sweetie	sweetie
sweetness	uzuri
sweets	pipi
swell	tamaa
swelling	uvimbe
sweltering	kupungua
swerve	swerve
swift	mwepesi
swiftly	haraka
swig	swig
swill	swill
swim	kuogelea
swimmer	kuogelea
swimming	kuogelea
swimsuit	swimsuit
swindle	piga
swindler	mpangaji
swine	nguruwe
swing	swing
swinger	swinger
swinging	kugeuka
swipe	swipe
swirl	swirl
swish	swish
switch	kubadili
switchblade	kubadili
switchboard	switchboard
swivel	inaonekana
swollen	kuvimba
swoon	swoon
swoop	swoop
sword	upanga
swordfish	swordfish
swordplay	swordplay
swordsman	swordsman
sycamore	sycamore
syllable	silaha
syllabus	mtaala
symbiotic	usaidizi
symbol	ishara
symbolic	mfano
symbolically	mfano
symbolism	mfano
symbolize	ishara
symmetric	ulinganifu
symmetrical	ulinganifu
symmetry	ulinganifu
sympathetic	huruma
sympathize	huruma
sympathy	huruma
symphonic	sauti
symphony	symphony
symposium	kikao
symptom	dalili
symptomatic	dalili
synagogue	sinagogi
synapse	synapse
synaptic	synaptic
sync	kusawazisha
synchronize	onanisha
synchronous	synchronous
syncope	syncope
syndicate	muungano
syndrome	syndrome
synergistic	ushirikiano
synergy	synergy
synod	synod
synonym	sawa
synonymous	sawa
synopsis	kielelezo
synoptic	synoptic
syntax	syntax
synthesis	awali
synthesizer	synthesizer
synthetic	synthetic
syphilis	syphilis
syringe	sindano
syrup	syrup
system	mfumo
systematic	utaratibu
systematically	kwa utaratibu
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	hema
table	meza
tableau	NO TRANSLATION
tablecloth	kitambaa
tablespoon	kijiko
tablet	kibao
tableware	tableware
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	tabulate
tabulation	tabulation
tachometer	tachometer
tacit	tacit
tack	tack
tackle	kukabiliana
tackled	imefungwa
tackling	kukabiliana
tacky	tacky
taco	taco
tact	ujasiri
tactful	ujasiri
tactic	mbinu
tactical	tactical
tactics	mbinu
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	mkia
tailed	tailed
tailgate	tailgate
tailings	tailings
taillight	taillight
tailor	taa
tailoring	kusambaza
tailpipe	mkia
taint	taint
take	kuchukua
takeoff	ondoka
takeout	kidokezo
takeover	kuchukua
taker	taker
talcum	Talcum
tale	hadithi
talent	talanta
talented	wenye vipaji
talisman	talisman
talk	majadiliano
talkative	kuongea
talker	msemaji
tall	mrefu
tallies	tallies
tallow	tallow
tally	tally
talon	taloni
talons	NO TRANSLATION
tambourine	ngoma
tame	NO TRANSLATION
tamer	tamer
taming	kupiga
tamper	tamper
tampon	tampon
tan	tani
tandem	tandem
tang	tang
tangent	tangent
tangerine	tangerine
tangible	inayoonekana
tangle	tangle
tangled	tangled
tango	tango
tank	tank
tank top	tank juu
tanker	tanker
tanned	tanned
tantalizing	tantalizing
tantamount	sawa
tantrum	tamaa
taoism	taoism
tap	bomba
tape	mkanda
tape measure	tape kipimo
taper	taper
tapering	kupiga
tapestry	tapestry
tapeworm	vidole
tapioca	tapioca
taps	bomba
tar	tar
tarantula	tarantula
tardiness	muda mrefu
tardy	tardy
target	lengo
targeted	walengwa
targeting	kulenga
tariff	ushuru
tarmac	silaha
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tamaa
tart	tart
tartan	tartani
tartar	tartar
task	kazi
tassel	tassel
taste	ladha
tasteful	ladha
tasteless	haifai
tasting	kulainisha
tasty	kitamu
tat	tanga
tattler	tattler
tattletale	tamaa
tattoo	tattoo
taught	alifundishwa
taunt	kumtukana
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	Kodi
taxed	zilizopakiwa
taxi	teksi
taxicab	teksi
taxonomy	utawala
taxpayer	walipa kodi
tea	chai
teach	kufundisha
teacher	mwalimu
teaching	kufundisha
teacup	teacup
teahouse	chai
teal	teal
team	timu
teamjesus	NO TRANSLATION
teammate	wenzake
teamwork	kazi ya timu
teapot	teapot
tear	tamaa
tearful	machozi
tearsofjoy	NO TRANSLATION
teary	teary
tease	tease
teaser	teaser
teasing	kupiga
teaspoon	kijiko
teat	teat
teatime	teatime
tech	tech
technical	kiufundi
technicality	kiufundi
technician	fundi
technique	mbinu
techno	techno
technological	teknolojia
technology	teknolojia
ted	ted
teddy bear	teddy bear
tedious	kuvutia
tedium	tedium
tee	tee
teeming	kupungua
teen	kijana
teenage	vijana
teenager	kijana
teens	vijana
teensy	vijana
teeny	teeny
teeth	meno
teething	mvuto
teflon	teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	simu
telescope	darubini
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	televisheni
television	televisheni
tell	sema
teller	mwambiaji
telling	kuwaambia
telltale	kusema
temp	temp
temper	hasira
tempera	tempera
temperament	temperament
temperamental	hasira
temperance	ujasiri
temperate	hasira
temperature	joto
tempered	hasira
tempest	msimu
template	template
temple	hekalu
tempo	NO TRANSLATION
temporal	muda
temporarily	kwa muda
temporary	muda mfupi
tempt	jaribu
temptation	majaribu
tempting	kujaribu
temptress	mshambuliaji
ten	kumi
tenable	inawezekana
tenacious	wanastahili
tenacity	ujasiri
tenancy	ustawi
tenant	mpangaji
tend	tamaa
tendency	tabia
tender	zabuni
tenderfoot	zabuni
tenderness	huruma
tending	kutetea
tendon	tendon
tenement	tenement
tenet	tenet
tenets	vitendo
tenfold	mara kumi
tennis	tennis
tenor	tamaa
tense	wakati
tensile	tamaa
tension	mvutano
tent	hema
tentacle	kambi
tentative	tamaa
tenth	kumi
tenths	ya kumi
tenuous	tenuous
tenure	umiliki
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	muda
terminal	terminal
terminate	kusitisha
termination	kukomesha
terminator	terminator
terminology	taaluma
terminus	terminus
termite	muda mrefu
terms	maneno
tern	tern
ternary	ternary
terrace	mtaro
terrain	ardhi ya eneo
terrestrial	duniani
terrible	mbaya
terribly	sana
terrier	terrier
terrific	kali
terrified	hofu
terrifies	inatisha
terrify	hofu
terrifying	kutisha
territorial	eneo
territory	eneo
terror	hofu
terrorism	ugaidi
terrorist	kigaidi
terrorists	magaidi
terrorize	kutisha
terse	tamaa
tertiary	ya juu
test	mtihani
testament	agano
testicle	kitambulisho
testicular	ushahidi
testify	kushuhudia
testimonial	ushuhuda
testimony	ushuhuda
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanasi
tether	tether
tethered	hutumiwa
tetrahedral	tetrahedral
text	maandishi
textbook	Kitabu cha maandishi
textile	nguo
textural	maandishi
texture	texture
tgif	tgif
thank	asante
thankful	shukrani
thankgod	Asante Mungu
thanking	kushukuru
thankless	bila shukrani
thanks	shukrani
thanksalot	NO TRANSLATION
thanksgiving	Shukrani
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	tochi
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	tamaa
theater	sinema
theatrical	maonyesho
theatrics	maonyesho
thebest	Bora
theft	wizi
theism	theism
theistic	theistic
thelife	thelife
thelittlethings	NO TRANSLATION
theme	mandhari
theocracy	theocracy
theocratic	kitheokrasi
theologian	mtaalamu
theological	teolojia
theology	Theolojia
theorem	theorem
theoretical	kinadharia
theory	nadharia
therapeutic	matibabu
therapeutics	matibabu
therapist	mtaalamu
therapy	tiba
thereabouts	huko
thereof	yake
therewith	na hayo
thermal	joto
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	thermometer
thermos	thermos
thermostat	thermostat
thesaurus	thesaurus
thesis	thesis
thick	nene
thicken	piga
thickening	kuenea
thicket	mfupa
thickness	unene
thief	mwizi
thigh	pua
thimble	thimble
thin	nyembamba
thing	kitu
things	vitu
thingy	kitu
think	fikiria
thinker	mtaalamu
thinking	kufikiri
third	cha tatu
thirds	theluthi
thirst	kiu
thirsty	kiu
thirteen	kumi na tatu
thirteenth	kumi na tatu
thirty	thelathini
thistle	shaba
thither	huko
thong	thong
thorn	mwiba
thorny	miiba
thorough	vizuri
thoroughbred	kabisa
thoroughfare	thoroughfare
thought	mawazo
thoughtful	kuzingatia
thoughtfulness	kufikiri
thoughtless	wasio na mawazo
thoughts	mawazo
thousand	elfu
thrash	tamaa
thread	thread
threat	tishio
threaten	tishia
threatened	kutishiwa
threatening	kutishia
three	tatu
threefold	mara tatu
threesome	tamaa
thresh	fanya
threshold	kizingiti
thrice	tatu
thrift	tamaa
thrifty	tamaa
thrill	furaha
thrilled	furaha
thriller	kusisimua
thrilling	kusisimua
thrive	kustawi
thriving	kustawi
throat	koo
throb	koa
throbbing	kupiga
throes	koo
throne	kiti cha enzi
throng	umati
throttle	pigo
throw	kutupa
throwback	kutupa
thrower	thrower
thrown	kutupwa
thrush	thrush
thrust	fanya
thruster	thruster
thud	thud
thug	mhuni
thumb	kidole
thumbprint	thumbprint
thump	thump
thumper	thumper
thumping	kupiga
thunder	ngurumo
thunderbolt	umeme
thunderclap	sauti
thundering	umeme
thunderstorm	mvua
thunderstruck	radi
thwart	tamaa
thx	Asante
thyme	thyme
thyroid	tezi
tiara	tiara
tibia	tibia
tic	tic
tick	Jiza
ticked	ticked
ticker	ticker
ticket	tiketi
tickle	tamaa
tickled	kukumbwa
ticklish	ticklish
tidal	tidal
tidal wave	mawimbi ya bahari
tidbit	tidbit
tide	wimbi
tidings	habari
tidy	tidy
tie	tamaa
tier	tier
tiff	tiff
tiger	tiger
tighten	kaza
tightness	tightness
tightrope	tightrope
tights	tights
tilde	tilde
tile	tile
tiling	kupiga
till	NO TRANSLATION
tillage	kupitisha
tiller	tiller
tilt	tilt
tilting	kuchochea
timber	mbao
timberland	timberland
timbre	timbre
time	wakati
timeless	bila wakati
timeliness	ufanisi
timely	wakati
timeout	muda umeisha
timepiece	kipande cha muda
timer	timer
times	nyakati
timetable	ratiba
timewasters	NO TRANSLATION
timid	wasiwasi
timidity	aibu
timing	muda
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	takfoil
tinge	tinge
tingle	tundu
tingling	kusonga
tinker	tinker
tinkering	kuchochea
tinkle	NO TRANSLATION
tinkling	kupiga
tinnitus	tinnitus
tinsel	batili
tint	tint
tiny	vidogo
tip	ncha
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	tairi
tired	amechoka
tiredness	uchovu
tiredofit	NO TRANSLATION
tireless	bila kujali
tiresome	tete
tiring	Kuchosha
tissue	tishu
tistheseason	NO TRANSLATION
tit	t
titan	titan
titanic	titanic
titanium	titani
tithe	ya kumi
title	cheo
titled	yenye jina
titty	titty
titular	NO TRANSLATION
toad	kitambaa
toast	toast
toaster	toaster
toasty	toasty
tobacco	tumbaku
toby	toby
tod	tod
today	leo
toddler	mtoto mdogo
toe	toe
toenail	toenail
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	pamoja
togetherness	ushirikiano
toil	kazi
toilet	choo
toils	misumari
token	ishara
tolerable	kustahiki
tolerance	uvumilivu
tolerant	kuvumilia
tolerate	kuvumilia
toleration	uvumilivu
toll	toll
tomahawk	tomahawk
tomato	nyanya
tomatoes	nyanya
tomb	kaburi
tombstone	jiwe la kaburi
tomcat	tomcat
tome	kwangu
tomorrow	kesho
ton	NO TRANSLATION
tone	toni
toner	toner
tong	NO TRANSLATION
tongs	viboko
tongue	ulimi
tonic	tonic
tonnage	tonnage
tonsils	tonsils
toocold	NO TRANSLATION
tool	chombo
toolbox	chombo cha zana
tooling	zana
toomuchtodo	NO TRANSLATION
toot	toot
tooth	jino
toothache	maumivu ya meno
toothbrush	shayiri ya meno
toothed	toothed
toothless	wasio na hatia
toothpaste	dawa ya meno
toothpick	toothpick
toots	toots
top	juu
topaz	Topazi
topic	mada
topical	topical
topless	bila juu
topographic	topographic
topographical	kijiografia
topography	uharibifu wa ramani
topple	toa
topside	juu
tor	tor
torch	tochi
torment	mateso
tormented	kuteswa
torn	kupasuka
tornado	kimbunga
torpedo	torpedo
torque	wakati
torrent	torrent
torrid	torrid
torsion	torsion
torso	torso
tort	tort
tortious	mateso
tortoise	kamba
tortuous	mateso
torture	mateso
tortured	kuteswa
toss	toa
tot	NO TRANSLATION
total	jumla
totality	jumla
totally	kabisa
tote	tote
totem	totem
touch	kugusa
touchdown	touchdown
touched	kuguswa
touching	kugusa
touchy	kugusa
tough	ngumu
toughen	ngumu
toughness	ugumu
toupee	toupee
tour	ziara
tourism	utalii
tourist	utalii
tourmaline	tourmaline
tournament	mashindano
tourniquet	tourniquet
tout	NO TRANSLATION
tow	tow
towel	kitambaa
tower	mnara
towering	kubwa
town	mji
townhouse	townhouse
township	mji
townspeople	watu wa mji
toxic	sumu
toxicity	sumu
toxicology	toxicology
toxin	sumu
toy	toy
toymaker	toymaker
trace	tazama
traceable	traceable
tracer	mchezaji
traces	athari
trachea	trachea
tracing	kufuatilia
track	kufuatilia
tracker	tracker
tract	njia
tractable	yenyewe
traction	traction
tractor	trekta
trade	biashara
trademark	alama ya biashara
trader	mfanyabiashara
tradesman	mfanyabiashara
trading	Biashara
tradition	mila
traditional	jadi
traffic	trafiki
traffic light	taa ya trafiki
trafficking	biashara
tragedies	majanga
tragedy	janga
tragic	jambo baya
trail	uchaguzi
trailer	trailer
train	treni
train set	kuweka mafunzo
trained	wamefundishwa
trainee	mwanafunzi
trainer	mkufunzi
training	mafunzo
trait	tabia
traitor	msaliti
traitorous	wahalifu
trajectory	trajectory
tram	tram
tramp	tamaa
trample	kuponda
trampoline	trampoline
tramway	tramway
trance	trance
tranquil	utulivu
tranquility	utulivu
tranquilizer	tranquilizer
transact	tumia
transaction	shughuli
transatlantic	transatlantic
transceiver	transceiver
transcend	kupitisha
transcendence	uhaba
transcendent	zaidi
transcendental	transcendental
transcribe	kuandika
transcriber	transcriber
transcript	nakala
transcription	transcription
transfer	uhamisho
transference	uhamisho
transferred	kuhamishwa
transfixed	imetafsiriwa
transform	kubadilisha
transformation	mabadiliko
transformer	transformer
transfusion	uhamisho
transgression	makosa
transient	muda mfupi
transistor	transistor
transit	usafiri
transition	mpito
transitional	mpito
transitive	transitive
transitory	transitory
translate	kutafsiri
translation	tafsiri
translator	mtatafsiri
translocation	uhamisho
translucent	translucent
transmission	maambukizi
transmit	tuma
transmitter	transmitter
transmutation	transmutation
transom	transom
transparency	uwazi
transparent	uwazi
transplant	kupandikiza
transplantation	kupandikiza
transponder	transponder
transport	usafiri
transportation	usafiri
transporter	muuzaji
transpose	transpose
transposition	usambazaji
transsexual	transsexual
transverse	transverse
transvestite	transvestite
trap	mtego
trapdoor	trapdoor
trapeze	kikapu
trapped	imefungwa
trapper	mshambuliaji
trapping	kuteka
trappings	mizigo
traps	mitego
trash	takataka
trashy	trashy
trauma	maumivu
traumatic	mshtuko
travail	NO TRANSLATION
travel	kusafiri
traveler	msafiri
traveling	Safiri
traverse	kuvuka
travesty	uvunjaji
trawl	trawl
trawler	trawler
tray	tray
treacherous	waaminifu
treachery	uongo
tread	tembea
treadmill	treadmill
treason	upatanisho
treasure	hazina
treasured	hazina
treasurer	mweka hazina
treasures	hazina
treasury	hazina
treat	kutibu
treatable	yanaweza kuambukizwa
treatise	kutimiza
treatment	matibabu
treaty	mkataba
treble	treble
tree	mti
trees	miti
trek	safari
trellis	trellis
tremble	tetetemeka
trembling	kutetemeka
tremendous	kubwa
tremendously	kwa kiasi kikubwa
tremor	tetemeko
trench	mtaro
trend	mwenendo
trending	inaendelea
trendy	trendy
trepidation	hofu
trespass	kosa
triad	triad
triage	triage
trial	jaribio
triangle	pembetatu
triangular	triangular
triangulate	triangulate
triathlon	triathlon
tribal	kikabila
tribe	kabila
tribulation	dhiki
tribunal	mahakama
tribune	jeshi
tributary	tributary
tribute	kodi
trick	hila
trickery	udanganyifu
trickle	piga
trickster	mchezaji
tricky	tricky
tricycle	tricycle
trident	trident
trifle	piga
trifling	kupiga
