Word	sl
stinker	smrdljiv
stinking	smrdljiv
stinky	Smrdljiv
stint	stint
stipend	štipendija
stipulate	določiti
stipulation	določila
stir	Mešajte
stirring	mešati
stitch	šiv
stitching	šivanje
stock	zaloga
stockade	stockade
stockbroker	borzni posrednik
stockholder	delničar
stocking	skladiščenje
stockings	nogavice
stockpile	zaloga
stockroom	zaloga
stocks	zaloge
stoic	stoic
stole	ukradel
stolen	ukraden
stomach	želodec
stomachache	bolečina v trebuhu
stomp	Stomp
stomped	stomped
stone	kamen
stoned	Kamen
stonewall	kamnita stena
stoneware	kamnita
stony	kamnato
stooge	stooge
stool	blato
stools	blato
stoop	strmina
stoopid	strmoglavljen
stop	ustavi
stopover	postanek
stoppage	ustavitev
stopper	Zamašek
stopping	ustavi
stopwatch	štoparica
storage	shranjevanje
store	shranite
storefront	trgovina
storehouse	skladišče
storeroom	shramba
storing	shranjevanje
storm	nevihta
storming	nevihte
stormy	nevihta
story	zgodba
storybook	zgodba
storyteller	pripovedovalec
storytelling	pripovedovanje zgodbe
stound	mrtvi
stout	Stout
stove	peč
stow	spraviti
stowaway	stowaway
straddle	straddle
straight	naravnost
straighten	poravnati
straightforward	preprosto
straightway	takoj
strain	obremenitev
strained	napeta
strait	ožine
straitjacket	straitjacket
straits	ožina
strand	strand
stranded	strnjen
strange	čudno
stranger	tujec
strangle	zadaviti
strangulation	zadavljenje
strap	pas
strapless	brez rokavov
strapping	trakovi
strata	strata
strategic	strateško
strategist	strateg
strategy	strategijo
stratification	stratifikacija
stratosphere	stratosfera
stratum	stratum
stratus	stratus
straw	slama
strawberry	jagoda
stray	zalezovalec
streak	trak
streaked	prekleto
stream	tok
streamer	pretočni
streaming	pretakanje
streamline	racionalizirati
street	ulica
streetcar	tramvaj
streetlight	ulična svetilka
strength	moč
strengthen	okrepiti
strengthening	krepitev
strenuous	naporno
strep	strep
stress	stres
stressed	poudaril
stresses	poudarja
stressfree	NO TRANSLATION
stressful	stresno
stressin	NO TRANSLATION
stressing	poudarjanje
stressrelief	NO TRANSLATION
stretch	stretch
stretcher	nosila
stricken	prizadeti
strict	strogo
stride	korak
strife	spori
strike	stavka
strikeout	prečrtati
striker	napadalec
striking	presenetljivo
strikingly	presenetljivo
string	niz
strings	strune
stringy	strnjen
strip	trak
stripe	črto
striped	črtasto
stripped	odlepil
stripper	stripper
striptease	striptiz
strive	stremiti
strobe	strobe
stroke	kap
stroll	sprehodi
stroller	voziček
strolling	Šetanje
strong	močno
stronghold	trdnjava
strongly	močno
structural	strukturno
structure	strukturo
strudel	strudel
struggle	boj
strut	strut
stub	škrbina
stubbed	Stubbed
stubble	strnišča
stubborn	trmast
stubbornness	trmastost
stubby	Stubby
stucco	štukature
stuck	zaljubljen
stuckup	NO TRANSLATION
stud	št
studded	stegnjen
student	študent
studied	študiral
studio	studio
study	študija
stuff	stvari
stuffed animal	plišasta žival
stuffing	polnjenje
stuffy	Zamegljen
stumble	posrnuti
stump	panj
stumped	Stumped
stun	omamljanje
stunned	omamljen
stunner	omamen
stunning	omamljanje
stunt	stunt
stunted	zastajal
stuntman	kaskader
stupefaction	neumnost
stupefy	zapleten
stupendous	Nenavadno
stupid	neumno
stupidity	neumnost
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	trmast
sturgeon	jesetra
stutter	stutter
sty	šopek
style	slog
styling	styling
stylish	eleganten
stylist	stilistka
suave	Dušan
sub	sub
subatomic	subatomsko
subcommittee	pododbora
subconscious	podzavest
subcutaneous	subkutano
subdivide	razdeli
subdivision	pododdelek
subduction	subduction
subdue	podrediti
subdued	umirjen
subdural	subdural
subito	NO TRANSLATION
subject	predmet
subjected	izpostavljen
subjection	podreditev
subjective	subjektivno
subjugation	podrejanje
sublet	sublet
sublevel	podrazred
sublimation	sublimacija
sublime	sublimno
subliminal	subliminalno
submarine	podmornica
submerge	potopite
submerged	potopljen
submersible	potopno
submission	predložitev
submissive	podložni
submit	predloži
submitting	predložiti
subordinate	podrejeni
subordination	podrejenost
subplot	podplot
subpoena	sodni poziv
subscribe	naročite se
subscriber	naročnik
subscription	naročnina
subsequence	podsektor
subsequent	kasneje
subsequently	pozneje
subservient	podreden
subset	podmnožica
subside	prestopi
subsidence	pogrezanje
subsidiary	odvisno podjetje
subsidize	subvencionirati
subsidy	subvencije
subsist	preživi
subsistence	preživljanje
subsoil	podzemlje
subspace	podprostor
substance	snovi
substandard	podstandardno
substantial	bistveno
substantially	bistveno
substantiate	utemeljiti
substantive	vsebinsko
substation	postaja
substitute	nadomestek
substituted	substituiran
substitution	nadomestitev
substructure	podstruktura
subterranean	podzemeljski
subtext	podstavek
subtitle	podnaslov
subtle	subtilno
subtlety	subtilnost
subtract	odštej
subtraction	odštevanje
subtype	podtip
suburb	predmestje
suburban	primestni
suburbia	predmestja
suburbs	predmestja
subversion	subversion
subversive	subverzivno
subvert	pretrgati
subway	podzemna
succeed	uspe
succeeding	uspe
success	uspeh
successful	uspešno
succession	nasledstvo
successive	zaporedno
successor	naslednik
succinct	jedrnat
succubus	sukcubus
succulent	Sočan
succumb	podlegel
suck	sesajte
sucker	sesalec
sucking	sesanje
suckling	sesanje
sucks	zanič je
suction	sesanje
sudden	nenadoma
suddenly	nenadoma
suds	suds
sue	tožiti
suede	suede
suffer	trpeti
sufferer	trpijo
suffering	trpljenje
suffice	dovolj
sufficiency	zadostnost
sufficient	dovolj
sufficiently	dovolj
suffix	pripono
suffocate	zaduši
suffocating	zaduši
suffocation	zadušitev
sugar	sladkor
suggest	predlagajte
suggestion	predlog
suggestive	sugestivno
suicidal	samomoril
suicide	samomor
suicidebombing	NO TRANSLATION
suit	obleko
suitable	primerno
suitcase	kovček
suite	suite
suitor	suitor
sulfate	sulfat
sulfur	žveplo
sulk	sulk
sullen	mrtev
sully	sully
sulphur	žveplo
sultan	sultana
sultry	sultry
sum	vsota
summarily	na kratko
summarize	povzamemo
summary	povzetek
summation	seštevanje
summer	poletje
summerhouse	Poletna hiša
summertime	poletni čas
summit	vrh
summon	priklicati
summons	pozive
sumo	sumo
sump	Sump
sumptuous	razkošno
sun	sonce
sunbeam	sončni žarki
sunburn	sončne opekline
sundae	sundae
sunday	nedelja
sundial	sončna ura
sundown	sončni zahod
sundry	Razen
sunflower	sončnica
sunglass	sončna očala
sunglasses	sončna očala
sunk	potopljen
sunken	potopljen
sunless	brez sonca
sunlight	sončna svetloba
sunny	sončno
sunrise	sončni vzhod
sunroof	sončna streha
sunscreen	zaščita pred soncem
sunset	sončni zahod
sunshine	sonce
suntan	sončenje
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	odlično
superficial	površni
superfluous	odveč
superhero	superhero
superhuman	nadčloveško
superimposed	nadgrajen
superintendent	nadzornik
superior	boljši
superiority	superiornost
superlative	superlativ
superman	Superman
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	nadnaravno
supernova	supernova
superposition	superpozicija
superpower	superpower
supersede	nadomešča
superstar	superzvezda
superstition	vraževerje
superstitious	sujeverno
superstore	superstore
supervise	nadzorovati
supervision	nadzor
supervisor	nadzornik
supper	večerja
suppertime	večerja
supplant	zamenjava
supple	voljno
supplement	dopolnilo
supplemental	dodaten
supplementary	dopolnilno
supplication	molitev
supplier	dobavitelj
supplies	dobave
supply	dobavo
support	podporo
supported	podprto
supporter	podpornik
supporters	podporniki
supporting	podporo
supportive	Podpora
suppose	domnevam
supposed	domnevno
supposing	domneva
supposition	predpostavka
suppress	zatreti
suppression	zatiranje
supremacy	prevlado
supreme	vrhovni
supremely	nadvse
surcharge	doplačilo
sure	prepričan sem
surety	poroka
surf	surf
surface	površina
surfboard	surfboard
surfer	surfer
surge	val
surgeon	kirurg
surgery	operacija
surgical	kirurški
surly	preveč
surmise	domišljijo
surname	priimek
surpassing	presegajo
surplus	presežek
surprise	presenečenje
surprised	presenečen
surprises	presenečenj
surprising	presenetljivo
surprisingly	presenetljivo
surreal	nadrealistično
surrender	predajo
surrendering	predaja
surrogate	nadomestek
surround	obkrožiti
surrounding	okolico
surroundings	okolje
surveillance	nadzor
survey	raziskava
surveying	raziskovanje
surveyor	nadzornik
survival	preživetje
survive	preživeti
surviving	preživeli
survivor	preživeli
susceptibility	občutljivost
susceptible	dovzetne
sushi	suši
suspect	sumite
suspected	sumljivo
suspend	začasno prekiniti
suspended	začasno prekinjeno
suspenders	naramnice
suspense	napetost
suspension	suspenzija
suspicion	sum
suspicions	sum
suspicious	sumljivo
sustain	vzdrževati
sustained	trajno
sustenance	preživljanje
suture	šivanje
suv	suv
sux	NO TRANSLATION
swab	brisače
swag	stil
swagger	gugalnica
swallow	pogoltniti
swami	swami
swamp	močvirje
swamped	preplavljen
swampy	močviren
swan	labod
swank	zmaga
swap	swap
swarm	roj
swarming	nabijanje
swastika	swastika
swat	swat
sway	potisni
swear	Preklinjati
swearing	prisežem
sweat	pot
sweater	pulover
sweating	znojenje
sweatshirt	jopica
sweatshop	puloverja
sweaty	prepoten
sweep	pometanje
sweeper	pometač
sweeping	pometanje
sweet	sladko
sweeten	sladka
sweetened	sladkano
sweetener	sladilo
sweetest	najsladje
sweetheart	ljubica
sweetie	Ljubica
sweetness	sladkost
sweets	sladkarije
swell	nabreknejo
swelling	oteklina
sweltering	spuščanje
swerve	prekleto
swift	hitro
swiftly	hitro
swig	swig
swill	spiralo
swim	plavati
swimmer	plavalec
swimming	plavanje
swimsuit	kopalke
swindle	goljufija
swindler	Uničevalec
swine	svinja
swing	swing
swinger	svinjar
swinging	nihanje
swipe	potegnite
swirl	vrtinec
swish	swish
switch	stikalo
switchblade	stikalo
switchboard	stikalna plošča
swivel	vrti
swollen	oteklina
swoon	Swoon
swoop	swoop
sword	meč
swordfish	mečarica
swordplay	mečev
swordsman	mečar
sycamore	sycamore
syllable	zlog
syllabus	Učni načrt
symbiotic	simbiozno
symbol	simbol
symbolic	simbolično
symbolically	simbolično
symbolism	simbolika
symbolize	simbolizirati
symmetric	simetrično
symmetrical	simetrična
symmetry	simetrija
sympathetic	simpatično
sympathize	sočutje
sympathy	simpatije
symphonic	simfonična
symphony	simfonija
symposium	simpozij
symptom	simptom
symptomatic	simptomatično
synagogue	sinagoga
synapse	sinapse
synaptic	sinaptični
sync	sinhronizacijo
synchronize	sinhronizirati
synchronous	sinhrono
syncope	sinkopa
syndicate	sindikat
syndrome	sindroma
synergistic	sinergističen
synergy	sinergija
synod	sinod
synonym	sinonim
synonymous	sinonim
synopsis	Povzetek
synoptic	sinoptični
syntax	sintaksa
synthesis	sinteza
synthesizer	sintetizator
synthetic	sintetični
syphilis	sifilis
syringe	brizga
syrup	sirup
system	sistem
systematic	sistematično
systematically	sistematično
t-shirt	majica
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	šotor
table	mizo
tableau	NO TRANSLATION
tablecloth	prt
tablespoon	žlica
tablet	tableta
tableware	namizni pribor
tabloid	tabloid
taboo	tabu
tabular	tabular
tabulate	tabela
tabulation	tabela
tachometer	tahometer
tacit	tiho
tack	Tack
tackle	reševanje
tackled	reševati
tackling	reševanje
tacky	lepljivo
taco	taco
tact	takt
tactful	taktično
tactic	taktika
tactical	taktično
tactics	taktike
tactile	otipljiv
tad	NO TRANSLATION
tadpole	Tadpole
taffeta	taffeta
taffy	Taffy
tag	oznaka
tail	rep
tailed	tailed
tailgate	prtljažnik
tailings	jalovina
taillight	Zadnja luč
tailor	po meri
tailoring	krojenje
tailpipe	izpušna cev
taint	taint
take	vzemi
takeoff	vzlet
takeout	vzemite ven
takeover	prevzeti
taker	sprejemnik
talcum	smrkec
tale	zgodba
talent	talent
talented	nadarjen
talisman	talisman
talk	pogovor
talkative	zgovoren
talker	govornik
tall	visok
tallies	tale
tallow	loj
tally	Tally
talon	talon
talons	NO TRANSLATION
tambourine	tamburin
tame	NO TRANSLATION
tamer	tamer
taming	prikrivanje
tamper	poseganje
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangenta
tangerine	mandarina
tangible	oprijemljivo
tangle	zapleten
tangled	zapletena
tango	tango
tank	rezervoar
tank top	rezervoar za gorivo
tanker	tanker
tanned	strojen
tantalizing	tantalizing
tantamount	enako
tantrum	Dijalog
taoism	taoizem
tap	tapnite
tape	trak
tape measure	trak ukrep
taper	konus
tapering	zmanjšanje
tapestry	tapiserija
tapeworm	tapeworm
tapioca	tapioka
taps	pipe
tar	katran
tarantula	tarantula
tardiness	žalost
tardy	Slabo
target	cilj
targeted	usmerjeni
targeting	Ciljanje
tariff	tarifa
tarmac	Tarmac
tarnish	Tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	Počakajte
tart	tart
tartan	tartan
tartar	tartar
task	naloga
tassel	tassel
taste	okus
tasteful	okusno
tasteless	brez okusa
tasting	degustacije
tasty	okusno
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tetovaža
taught	učil
taunt	uniči
taupe	taupe
taut	napet
tavern	gostilna
tawdry	Tawdry
tawny	Tawny
tax	davek
taxed	obdavčeni
taxi	taksi
taxicab	taxicab
taxonomy	taksonomija
taxpayer	davkoplačevalec
tea	čaj
teach	učiti
teacher	učitelj
teaching	poučevanje
teacup	teacup
teahouse	teahouse
teal	zelenomodra
team	ekipa
teamjesus	NO TRANSLATION
teammate	sodelavec
teamwork	skupinsko delo
teapot	čajnik
tear	trgati
tearful	plakati
tearsofjoy	NO TRANSLATION
teary	sramotno
tease	tease
teaser	teaser
teasing	dražiti
teaspoon	čajna žlička
teat	sesati
teatime	Čas za čaj
tech	tech
technical	tehnično
technicality	tehničnost
technician	tehnik
technique	tehnika
techno	techno
technological	tehnološki
technology	tehnologijo
ted	ted
teddy bear	plišasti medvedek
tedious	dolgočasno
tedium	tedium
tee	tee
teeming	teeming
teen	teen
teenage	najstnica
teenager	najstnik
teens	teens
teensy	teensy
teeny	teeny
teeth	zobje
teething	zamašitev
teflon	teflon
telegram	telegram
telegraph	telegraf
telekinesis	telekineza
telemetry	telemetrija
telepathic	telepatska
telepathy	telepatija
telephone	telefon
telescope	teleskop
telescopic	teleskopski
telethon	telethon
teletype	teletype
televised	televizijski
television	televizija
tell	povej
teller	pisec
telling	povedal
telltale	povedal
temp	temp
temper	temper
tempera	tempera
temperament	temperament
temperamental	temperamentna
temperance	zmernost
temperate	zmerno
temperature	temperatura
tempered	kaljen
tempest	nevihta
template	predlogo
temple	tempelj
tempo	NO TRANSLATION
temporal	časovno
temporarily	začasno
temporary	začasno
tempt	skušnjava
temptation	skušnjavo
tempting	mamljivo
temptress	skušnjava
ten	deset
tenable	vzdržljiv
tenacious	Trden
tenacity	vztrajnost
tenancy	najem
tenant	najemnik
tend	nagibati se
tendency	težnja
tender	ponudba
tenderfoot	razglednica
tenderness	nežnost
tending	težava
tendon	tetiva
tenement	stanovanje
tenet	načelo
tenets	načela
tenfold	desetkrat
tennis	tenis
tenor	tenor
tense	napeto
tensile	natezna
tension	napetost
tent	šotor
tentacle	Popek
tentative	pogojno
tenth	deseta
tenths	desetine
tenuous	nejasen
tenure	lastništvo
tepee	Tepee
tepid	mlačen
tequila	tekila
teriyaki	teriyaki
term	dolgoročno
terminal	terminal
terminate	prenehati
termination	prekinitev
terminator	terminator
terminology	terminologija
terminus	terminus
termite	termit
terms	pogoji
tern	Tern
ternary	ternary
terrace	terasa
terrain	teren
terrestrial	zemeljsko
terrible	grozno
terribly	strašno
terrier	terierja
terrific	grozen
terrified	prestrašen
terrifies	prestraši
terrify	prestraši
terrifying	zastrašujoče
territorial	ozemeljsko
territory	ozemlju
terror	teror
terrorism	terorizem
terrorist	terorista
terrorists	teroristi
terrorize	terorizem
terse	tresen
tertiary	terciarno
test	test
testament	testament
testicle	testis
testicular	testis
testify	pričajte
testimonial	pričevanje
testimony	pričevanje
testosterone	testosteron
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	Privezan
tetrahedral	tetraeder
text	besedilo
textbook	učbenik
textile	tekstil
textural	teksturalna
texture	tekstura
tgif	tgif
thank	hvala
thankful	hvaležen
thankgod	Hvala bogu
thanking	zahvaljujem se
thankless	nehvaležen
thanks	hvala
thanksalot	NO TRANSLATION
thanksgiving	Zahvaljevanje
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	toch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgija
thaw	odmrznitev
theater	gledališče
theatrical	gledališče
theatrics	gledališče
thebest	najboljši
theft	kraje
theism	teizem
theistic	teistično
thelife	življenje
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teokracija
theocratic	teokratski
theologian	teolog
theological	teološki
theology	teologija
theorem	izrek
theoretical	teoretično
theory	teorija
therapeutic	terapevtski
therapeutics	terapija
therapist	terapevt
therapy	terapija
thereabouts	tam
thereof	od tega
therewith	s tem
thermal	toplotno
thermocouple	termoelement
thermodynamics	termodinamika
thermometer	termometer
thermos	termo
thermostat	termostat
thesaurus	tezavri
thesis	teza
thick	debel
thicken	zgostiti
thickening	zgostitev
thicket	grmičevje
thickness	debelina
thief	tat
thigh	tesno
thimble	škarje
thin	tanek
thing	stvar
things	stvari
thingy	stvar
think	mislim
thinker	mislec
thinking	razmišljanje
third	tretjino
thirds	tretjino
thirst	žeja
thirsty	Žejni
thirteen	trinajst
thirteenth	trinajstega
thirty	trideset
thistle	trst
thither	tam
thong	tong
thorn	trn
thorny	trnit
thorough	temeljito
thoroughbred	čistokrvni
thoroughfare	vozišče
thought	misli
thoughtful	premišljen
thoughtfulness	premišljen
thoughtless	brez pomislekov
thoughts	misli
thousand	tisoč
thrash	trh
thread	nit
threat	grožnja
threaten	grozi
threatened	ogroženo
threatening	grozi
three	tri
threefold	trikrat
threesome	trojka
thresh	thresh
threshold	prag
thrice	trikrat
thrift	varčevanje
thrifty	varčen
thrill	vznemirjenje
thrilled	navdušeni
thriller	triler
thrilling	vznemirljivo
thrive	uspevajo
thriving	uspešno
throat	grlo
throb	trbo
throbbing	utripanje
throes	trne
throne	prestol
throng	mlin
throttle	dušilka
throw	metati
throwback	Pogled nazaj
thrower	met
thrown	vržen
thrush	drgnjenje
thrust	potisk
thruster	potniški motor
thud	Tud
thug	mrtev
thumb	palec
thumbprint	odtis
thump	udarec
thumper	Tumper
thumping	trčenje
thunder	grmenje
thunderbolt	grozljivka
thunderclap	grom
thundering	grmenje
thunderstorm	nevihta
thunderstruck	grom
thwart	pomiri
thx	Hvala
thyme	timijan
thyroid	ščitnica
tiara	tiara
tibia	golenice
tic	tic
tick	kljukico
ticked	označili
ticker	ticker
ticket	vozovnico
tickle	žgečkati
tickled	Golica
ticklish	Slikan
tidal	plimovanje
tidal wave	plima
tidbit	tadbit
tide	plima
tidings	pogovori
tidy	urejeno
tie	kravata
tier	Raven
tiff	Tiff
tiger	tiger
tighten	zategnite
tightness	tesnost
tightrope	vrvica
tights	nogavice
tilde	tilda
tile	ploščice
tiling	polaganje ploščic
till	NO TRANSLATION
tillage	Obdelava tal
tiller	rudar
