Word	st
scorer	mohlaseli
scores	lintlha tse ngata
scorn	nyeliso
scorned	ho nyelisoa
scornful	e nyelisang
scorpion	scorpion
scotch	sekhetho
scoundrel	scoundrel
scour	ho senya
scourge	lefu la seoa
scout	hlahloba
scowl	scowl
scrabble	ho kheloha
scram	scram
scramble	moferefere
scrambled	ho phatloha
scrambler	ho senya
scrambling	ho senya
scrap	marata
scrapbook	scrapbook
scrape	scrape
scrapie	scrapie
scraping	ho senya
scrappy	ho senya
scratch	qala
scratchy	e makatsang
scrawny	scrawny
scream	hoeletsa
screamer	hoeletsa
screaming	ho hoeletsa
screech	screech
screen	skrine
screening	ho hlahloba
screenplay	screenplay
screenwriter	moqapi oa litšoantšo
screw	phunya
screwball	screwball
screwdriver	screwdriver
screwed	e hlasetsoeng
screwy	e makatsang
screwyou	NO TRANSLATION
scribble	ho ngoloa
scribe	mongoli
scrimmage	melaetsa
scrip	sesebelisoa
script	script
scriptural	ka Mangolo
scripture	lengolo
scroll	moqolo
scrotum	sekhahla
scrounge	phunye
scrounger	mohlahlobi
scrub	hlakola
scruffy	scruffy
scrumptious	scrumptious
scrupulous	e hlokolosi
scrutinize	hlahlobisisa
scrutiny	ho hlahlojoa
scuba	scuba
scuff	scuff
scuffle	tsuba
scullery	scullery
sculptor	setšoantšo sa litšoantšo
sculpture	setšoantšo
sculptured	e betliloeng
scum	sekoti
scumbag	scumbag
scurry	ho potlaka
scurvy	scurvy
scuttle	ho hlasela
sea	leoatle
seaboard	seaboard
seafood	lijo tsa tlhapi
seagull	sekeletsi
seal	tiiso
seals	lipontšo
seam	seam
seaman	sekepe sa leoatle
seamless	e sa sisinyehe
seamstress	mochini oa sekepe
seaport	sekepe sa leoatle
sear	phenyekolla
search	batla
searching	ho batlisisa
searchlight	lebone la ho batla
seared	ho nyelisoa
seashore	lebōpo la leoatle
seasick	seasick
seaside	leoatle
season	nako
seasonal	ka linako tse ling
seasoned	e nonnete
seasoning	tlhahiso ea lijo
seat	setulo
seatbelt	lebanta la pholoho
seating	lutse
seawater	metsi a leoatle
seaweed	likepe tsa leoatle
sec	sephiri
secession	secession
secluded	e khutsitseng
seclusion	ho ba teng
second	sa bobeli
second cousin	motsoala oa bobeli
secondary	sekolo sa bobeli
secondhand	e sebelitseng
secrecy	sephiri
secret	sephiri
secretariat	sengoli
secretary	mongoli
secrete	secrete
secretion	bolotsana
secretive	sephiring
secretly	ka sekhukhu
sect	lequloana
sectarian	lihlotšoana tsa bokhelohi
section	karolo
sectional	karoloana
sector	sekhahla
secular	tsa lefatše
secularism	bolotsana
secure	sireletsehile
securities	matšeliso
security	tšireletso
sedan	NO TRANSLATION
sedate	sedate
sedation	sedation
sedative	sedative
sedentary	ho lula fatše
sedge	sedge
sediment	sediment
sedimentary	sedimentary
sedition	bofetoheli
seduce	ho eka
seducer	mothetsi
seducing	ho khelosa
seduction	ho eka
seductive	e hohela
see	bona
seed	peo
seedling	semela
seeds	peo
seedy	seedy
seek	batla
seeker	ea batlang
seem	ho bonahala
seemingly	ho bonahala eka
seer	seboni
seesaw	seesaw
seething	seething
segment	karolo
segregate	arola
segregated	arotsoe
segregation	khethollo
seismic	seismic
seize	tšoara
seizure	ho tšoaroa
seldom	hangata
select	khetha
selection	khetho
selective	khetha
selectman	khetho
selenium	selenium
self	boithati
selfharm	NO TRANSLATION
selfish	boithati
selfishness	boithati
selfless	ho hloka boithati
selflove	NO TRANSLATION
selfworth	NO TRANSLATION
sell	rekisa
seller	morekisi
sellout	ho rekisa
seltzer	seltzer
semantics	semantics
semaphore	semaphore
semblance	ho tšoana
semen	semen
semester	semester
semi	halofo
semiautomatic	NO TRANSLATION
semicolon	semicolon
seminal	seminal
seminar	seminare
seminary	seminari
semiotics	li-semiotics
senate	Senate
senator	Senator
send	romela
sender	moemeli
senescence	senescence
senile	senile
senior	ba baholo
seniority	botsofali
senor	Senor
senorita	Senorita
sensation	maikutlo
sensational	ho utloahala
sense	kelello
senseless	e se nang kelello
senses	boikutlo
sensibility	boikutlo
sensible	e na le kelello
sensibly	ka mokhoa o hlokang kelello
sensitive	ho utloahala
sensitivity	kutloisiso
sensor	senamo
sensory	sensory
sensual	'mele
sensuality	boikutlo ba boikutlo
sensuous	sensuous
sentence	polelo
sentencing	ho ahloloa
sentient	maikutlo
sentiment	maikutlo
sentimental	maikutlo
sentimentality	maikutlo
sentinel	Sentinel
sentry	moemeli
separable	ho arohana
separate	arohile
separately	ka thoko
separation	ho arohana
separatist	ho arohana
sepia	sepia
sepsis	sepsis
sept	tse supileng
septic	septic
septum	septum
sequel	sequel
sequence	ho latellana
sequent	e hlahella
sequestered	sequestered
sequestration	ho koetlisa
serenade	serenade
serendipity	serendipity
serene	serene
serenity	khutso
sergeant	sergeant
serial	serial
serialize	serialize
series	letoto
serif	serif
serious	e tebileng
seriousness	ho teba
sermon	thuto
serpent	noha
serpentine	serpentine
serrated	e koahetsoe
serum	serum
servant	mohlanka
serve	sebeletsa
server	seva
service	tšebeletso
serviceable	e sebetsang
servile	servile
servitude	bokhoba
sesame	sesame
sess	NO TRANSLATION
session	lenaneo
sessions	liboka
set	beha
setback	ho fokotseha
sett	NO TRANSLATION
setter	setter
settle	rarolla
settled	a lula
settlement	ho rarolla
settler	mohlahlobi
settlor	ho laola
setup	tlhophiso
seven	Supa
seventeen	ba leshome le metso e supileng
seventh	bosupa
seventy	mashome a supileng
sever	khaotsa
severable	e kheloha
severally	ka sekhetho
severance	ho khetholla
severe	e matla
severely	ka matla
severity	ho tiea
sew	ho roka
sewage	likhoerekhoere
sewer	sekepe
sewerage	likhoerekhoere
sewing	ho roka
sex	thobalano
sexist	ho kopanela liphate
sexual	thobalano
sexuality	ho kopanela liphate
sexy	sexy
shabby	shabby
shack	shack
shackle	shackle
shade	moriti
shades	shades
shading	shading
shadow	moriti
shadowy	shadowy
shady	e tsitsitseng
shaft	shaft
shag	shag
shaggy	shaggy
shake	sisinya
shakedown	shakedown
shaken	ho sisinyeha
shaker	shaker
shaking	ho sisinya
shaky	e tsielehile
shall	e tla
shallow	e sa tebang
shallows	shallows
sham	sham
shaman	shaman
shambles	marang-rang
shame	lihlong
shamed	lihlong
shameful	lihlong
shameless	ho hlajoa ke lihlong
shampoo	shampoo
shanghai	shanghai
shank	shank
shanty	shanty
shape	sebōpeho
shapely	shapely
shard	shard
share	arolelana
shareholder	mohoebi
sharing	ho arolelana
shark	shaka
sharp	e bohale
sharpen	sharpen
sharpened	e otlolohile
sharpener	sharpener
sharpness	bohale
sharpshooter	sethopo sa marang-rang
shatter	shatter
shattered	shattered
shattering	ho senya
shave	beola
shaver	shaver
shaving	ho kuta
shawl	shawl
sheaf	sesebe
shear	shear
shears	li-shears
sheath	sheath
sheathing	sheathing
shed	e tšolotsoeng
sheen	sheen
sheep	linku
sheepdog	setho sa linku
sheepish	sheepish
sheer	ho feta
sheet	letlapa
sheik	moeta-pele
shelf	shelf
shell	shell
shellfish	shellfish
shelling	ho khabisa
shelter	bolulo
sheltered	e sireletsehile
shelters	matlong a bolulo
shelved	e sirelelitsoeng
shepherd	molisa
sherbet	sherbet
sheriff	sheriff
sherry	sherry
shield	thebe
shift	fetoha
shifting	ho fetoha
shifty	khafty
shilling	shilling
shimmer	tsitsa
shimmering	ho khanya
shimmy	shimmy
shin	shin
shindig	shindig
shine	khanyetsa
shiner	ho senya
shingle	shingle
shining	khanya
shiny	e khanyang
ship	sekepe
shipment	ho romelloa
shipping	Ho tsamaisa ka sekepe
shipshape	sekepe sa thepa
shipwreck	sekepe se soahlamana
shipyard	sekepe sa likepe
shire	shire
shirt	shirt
shit	shit
shitday	NO TRANSLATION
shitfaced	e tsitsitsoe
shithead	shithead
shitless	e se nang thuso
shitload	shitload
shittest	NO TRANSLATION
shitty	e tsitsitseng
shiver	qhaqha
shivering	ho thothomela
shoals	shoals
shock	tšoha
shocked	tšoha
shocker	shocker
shocking	ho tšosa
shockingly	ho makatsa
shoddy	shoddy
shoe	seeta
shoelace	shoelace
shoemaker	shoemaker
shoes	lieta
shoeshine	shoeshine
shook	ho sisinyeha
shoot	thunya
shooter	shooter
shooting	ho thunngoa
shootout	ho thunya
shop	mabenkeleng
shopkeeper	morekisi
shoplifter	mofoli oa mabenkele
shoplifting	ho etsa mabenkeleng
shopper	shopper
shopping	ho reka
shore	lebōpo
shoreline	shoreline
shorn	ho lla
short	khutšoanyane
short story	pale e khutšoanyane
shortage	khaello
shortcake	khutsoanyane
shortcoming	ho haella
shortcut	tsela e khutšoanyane
shorten	khutsufatsa
shortening	khutsufatsa
shorthand	shorthand
shortly	nakoana
shortness	ho fokola
shorts	shorts
shortstop	nako e khutšoanyane
shortwave	khutsuanyane
shot	ho thunngoa
shotgun	sethunya
shoulder	mahetla
shout	hoeletsa
shove	tsuba
shovel	kharafu
shoveling	shoveling
show	bonts'a
showbiz	showbiz
showboat	showboat
showcase	bonts'a
showdown	pontšo
shower	hlapa
showgirl	showgirl
showing	ho bontša
showoff	thotlolo
showroom	holo ea ho bontša
showy	showy
shrapnel	shrapnel
shred	ho silafatsoa
shrew	sesepa
shrewd	le masene
shriek	shriek
shrill	ho phatloha
shrimp	shrimp
shrine	tempele
shrink	fokotseha
shrinking	ho theoha
shrivel	shrivel
shroud	khaled
shrub	shrub
shrubbery	shrubbery
shrug	shrug
shrunk	e senyehile
shrunken	shrunken
shudder	ho thothomela
shuddering	ho thothomela
shuffle	tsuba
shuffleboard	sesebelisoa sa shuffleboard
shuffling	ho tsuba
shun	qoba
shunned	e hanngoe
shunt	shunt
shut	koala
shutdown	koala
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	shuttle
shutup	NO TRANSLATION
shy	lihlong
shyness	lihlong
shyster	shyster
sib	NO TRANSLATION
sibling	ngoan'eso
sic	sic
sick	ba kulang
sickbay	sickbay
sicken	ho kula
sickening	e kulang
sickle	sekele
sickly	ho kula
sickness	ho kula
side	lehlakore
sidearm	lehlakoreng le leng
sidebar	karolong e ka thōko
sideboard	karolong e ka thōko
sideburns	sideburns
sidecar	mongoli
sidekick	lehlakoreng le leng
sideline	sideline
sideshow	sideshow
sidestep	sidestep
sidewalk	marang-rang
sideways	ka thōko
sidewinder	ka morao
siege	ho thibeloa
siesta	siesta
sieve	sieve
sift	senya
sifting	ho senya
sigh	feheloa
sight	ho bona
sighting	ho bona
sightseeing	ho bona libaka
sigma	sigma
sign	letšoao
signal	letšoao
signature	ho saena
significance	bohlokoa
significant	bohlokoa
signification	bohlokoa
signify	bolela
signpost	mongolo o ngollang
silence	khutsa
silencer	silencer
silent	khutsa
silently	khutsitse
silhouette	setšoantšo
silicon	silicone
silicone	silicone
silk	silika
silken	silika
silky	siea
sill	sill
silliness	ho teneha
silly	e le leshano
silo	silo
silt	silt
silver	silevera
silverware	silevera
silvery	silvery
similar	e tšoanang
similarity	ho tšoana
simile	NO TRANSLATION
simmer	simmer
simmering	ho lla
simple	e bonolo
simples	NO TRANSLATION
simpleton	bonolo
simplicity	bonolo
simplify	e nolofatsa
simplistic	bonolo
simply	feela
simulate	etsisa
simulated	e simolohile
simulating	simulating
simulation	ho bapisa
simulator	simulator
simultaneous	hang-hang
simultaneously	ka nako e le 'ngoe
sin	NO TRANSLATION
sincere	e le kannete
sincerity	botšepehi
sinful	sebe
sing	bina
singer	sebini
singing	ho bina
single	e masoha
singly	bonyane
singular	e le 'ngoe
singularity	bonyane
singularly	ka bonngoe
sinister	sebe
sink	teba
sinker	sinker
sinking	ho teba
sinner	moetsalibe
sinning	ho etsa sebe
sinus	sinus
sip	sip
siphon	siphon
sipping	sipping
sir	mohlomphehi
sire	sire
siren	siren
sirloin	sirloin
sissy	sissy
sister	morali'abo rōna
sisterhood	botsoalle
sit	lula
sitcom	sitcom
site	sebaka
sith	sith
sitter	sitter
sitting	lutse
situate	boemo
situated	e teng
situation	boemo
six	tse tšeletseng
sixpence	sixpence
sixteen	lilemo tse leshome
sixth	oa botšelela
sixty	mashome a tšeletseng
sizable	e kholo
size	boholo
sizzle	sizzle
ska	NO TRANSLATION
skate	sekeiti
skateboard	skateboard
skater	skater
skating	ho sesa
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	skeletal
skeleton	skeleton
skeptic	ho belaela
skeptical	ba belaela
skepticism	ho belaela
sketch	setšoantšo sa setšoantšo
sketching	ho betla
sketchy	papiso ea litšoantšo
skewed	ho ts'oaroa
skewer	skewer
ski	ski
skid	skid
skier	skier
skiff	skiff
skiing	skiing
skijump	NO TRANSLATION
skill	tsebo
skilled	tsebo
skillet	skillet
skillful	tsebo
skim	skim
skimpy	e tsoetseng pele
skin	letlalo
skinny	letlalo
skip	tlōla
skipper	skipper
skirmish	skirmish
skirt	skirt
skirting	ho pata
skirts	lirapa
skit	skit
skittish	skittish
skull	lehata
skunk	skunk
sky	leholimo
skylight	skylight
skyline	skyline
skyscraper	skyscraper
slab	slab
slack	lieha
slag	slag
slam	slam
slammer	slammer
slander	ho etselletsa
slanderous	ho etselletsa
slang	slang
slant	slant
slap	hlaba
slash	senya
slashes	e senya
slate	slate
slates	li-slate
slaughter	polao
slaughterhouse	holo ea polao
slaughtering	ho hlajoa
slave	lekhoba
slavery	bokhoba
slay	bolaea
slayer	'molai
sleaze	hlakola
sleazy	sleazy
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sledgehammer
sleek	sleek
sleep	robala
sleeper	ea robetseng
sleeping	ho robala
sleepless	ho se robale
sleeplessness	ho hloka boroko
sleepover	sleepover
sleepy	ho robala
sleepyhead	ho robala
sleet	sleet
sleeve	sleeve
sleeveless	e se nang matsoho
sleigh	ho robala
sleight	ho robala
slender	e nyenyane
sleuth	felluth
slice	selae
slick	e tsitsitseng
slicker	sekhahla
slide	slide
slider	slide
sliding	ho senya
slight	hanyenyane
slight anticipation	ho lebella ho fokolang
slight disgust	hanyenyane
slight surprise	hanyenyane ho makala
slight trust	tšepo e fokolang
slightly	hanyenyane
slightly negative	e mpe hampe
slightly positive	hanyenyane hantle
slim	e nyenyane
slime	sesebelisoa
slimy	slimy
sling	sling
slingshot	slingshot
slink	slink
slinky	slinky
slip	slip
slipper	slide
slippers	li-slippers
slippery	e thellang
slit	slit
sliver	slide
slob	slob
slobber	slobber
slogan	puo ea matsoho
sloop	sloop
slop	NO TRANSLATION
slope	marapo
sloppy	e tsitsitse
slot	slot
sloth	sloth
slouch	slouch
slough	slough
slow	lieha
slowly	butle-butle
slowness	ho lieha
sludge	sludge
slug	slug
slugger	slugger
sluggish	ea senyehileng
sluice	sluice
slum	slum
slumber	ho robala
slump	slump
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	sly
smack	tsuba
small	tse nyane
smaller	e nyenyane
smallest	nyenyane haholo
smallpox	sekholopane
smart	bohlale
smartass	tsebanyane
smarten	bohlale
smarty	bohlale
smash	tsuba
smashed	e senyehile
smattering	ho senya
smear	smear
smell	monko
smelling	ho nkha
smelly	e nkhang hamonate
smelt	smelt
smidgen	smidgen
smile	bososela
smiled	ke bososela
smiles	oa bososela
smiley	smiley
smiling	ho bososela
smirk	smirk
smite	otla
smith	smith
smithereens	smithereens
smitten	e otloa
smock	smock
smog	smog
smoke	tsuba
smoker	tsuba
smokey	smokey
smoking	ho tsuba
smoky	tsuba
smoldering	ho phunya
smooch	smooch
smooth	bonolo
smoothie	smoothie
smoothly	hantle
smoothness	bonolo
smother	tsuba
smudge	tsuba
smug	smug
smuggle	mokoloko
smuggler	smuggler
smuggling	ho senya
smut	smut
snack	bohobe bo bobebe
snacks	ho ja lijo
snafu	snafu
snag	khaba
snags	li-snags
snail	snail
snake	noha
snakes	linoha
snakeskin	snakeskin
snap	khaba
snapper	khafetsa
snappy	e tsoetseng pele
snapshot	sekhetho
snare	leraba
snarl	ho ruruha
snarling	ho lata
snatch	khaola
snatcher	motlatsi oa litlhapi
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	sneakers
sneaking	ho sneaking
sneaky	sneaky
sneer	sneer
sneeze	sneeze
sneezing	ho sneezing
snicker	moqapi
snide	sesebe
sniff	ho heletsa
snip	snip
snipe	khaola
sniper	sniper
snippet	snippet
snippy	ho tsuba
snitch	khaola
snob	snob
snoop	snoop
snoopy	e tsitsitseng
snooty	snooty
snooze	snooze
snore	ho tsuba
snorkel	snorkel
snort	khaola
snot	snot
snotty	snotty
snout	ho phunya
snow	lehloa
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	lehloa la lehloa
snowfall	ho oela ha lehloa
snowflake	lehloa la lehloa
snowing	lehloa
snowmageddon	snowmageddon
snowman	lehloa la lehloa
snowplow	lehloa la lehloa
snowstorm	sefefo sa lehloa
snowy	lehloa
snub	snub
snubbed	ho phunyeletsoa
snuff	bohobe
snug	snug
snuggle	snuggle
snuggled	e tletse
snuggles	e fofa
snuggling	ho fofa
soak	soak
soaked	soaked
soaking	ho kena
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sesepa
soapbox	lebokose la sesepa
soapy	sesepa
soar	soar
soaring	ho phahama
sob	NO TRANSLATION
sober	e tsotehe
soblessed	NO TRANSLATION
sobriety	ho hloka botsitso
soc	soc
soccer	bolo ea maoto
sociable	ho thaba
social	sechabeng
socialanxiety	NO TRANSLATION
socialism	socialism
socialist	setsebi
socialite	sechabeng
socialize	tloaelana
society	sechaba
sociology	litsebi tsa bophelo
sociopath	sociopath
sock	sock
socket	sekoti
sod	sod
soda	soda le soda
soda/pop	soda le / pop
sodding	ho sodding
sodium	sodium
sofa	sofa
soft	bonolo
softball	softball
soften	theola
softener	motlakase
softening	ho fokotsa
softly	ka bonolo
softness	bonolo
software	software
soggy	soggy
sohappy	ke thabile
soil	mobu
soiled	soiled
soiree	soiree
sojourn	mojaki
solace	matšeliso
solar	letsatsi
solarium	solarium
solder	solder
soldering	soldering
soldier	lesole
sole	serethe
solemn	e tiileng
solicit	kopa
solicitation	ho kopa
solicitor	nyeoe
solid	e tiile
solidarity	bonngoe
solidification	ho tiisa
solidified	e tiile
solidify	tiisa
solidity	botsitso
solitaire	solitaire
solitary	e le mong
solitude	ho ba mong
solo	solo
solubility	ho iketsetsa metsi
soluble	ho qhibiliha
solucky	solucky
solution	tharollo
solve	rarolla
solvency	solvency
solvent	solvent
somad	NO TRANSLATION
somatic	somatic
somber	ho tšoenya
some anticipation	tebello e itseng
some disgust	ba bang ba nyonya
some surprise	tse ling li maketse
some trust	tšepo e itseng
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	ho fosahetse
somewhat positive	ho na le boikutlo bo nepahetseng
somuchtodo	NO TRANSLATION
son	mora
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	pina
songwriter	sengoli sa lipina
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	soot
soothe	khatholla
soothing	e thobang
sophisticated	e rarahaneng
sophistication	sophistication
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	moloi
sorcery	boloi
sordid	ho hlaphoheloa
sore	bohloko
soready	soready
sorely	hampe
soreness	ho sithabela
sorghum	lifate
sorority	bolotsana
sorrow	masoabi
sorrowful	bohloko
sorry	masoabi
sort	hlophisa
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	ho hlophisa
sos	NO TRANSLATION
soscared	ho khelosoa
soscary	soscary
soslow	soslow
sostressed	NO TRANSLATION
sosweet	tsoekere hoo
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	moea
soulful	soulful
soulless	ho sa tsotellehe
soulmate	soulmate
sound	ho utloahala
sounding	ho utloahala
soundness	ho hlaphoheloa
soundproof	soundproof
soundtrack	soundtrack
soup	sopho
sour	bolila
source	mohloli
sourpuss	mongobo o monate
south	ka boroa
southbound	ka boroa
southeast	ka boroa bochabela
southern	ka boroa
southpaw	southpaw
southwest	ka boroa bophirimela
souvenir	sehopotso
sovereign	morena
sovereignty	bobusi
soviet	soviet
sow	jala
soy	soya
soy sauce	soy sauce
soybean	soya
spa	spa
space	sebaka
spacecraft	likoloi tsa sefofane
spaceman	molekane
spaceship	sepakapaka
spacing	ho fapana
spacious	e kholo
spade	ho qeta
spaghetti	spaghetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	ho tsuba
spanking	ho hlasela
spar	u seke
spare	spare
spareribs	li-spareribs
sparingly	ka mokhoa o fokolang
spark	spark
sparkle	ea phatsimang
sparkling	e phatsimang
sparkly	e nyenyane
sparring	ho arohana
sparrow	serobele
sparse	e fokolang
spasm	spasm
spastic	ho fapana
spat	spat
spatial	sebaka sa sebaka
spatter	spatter
spatula	spatula
spawn	spawn
spaz	spaz
speak	bua
speakeasy	kelello
speaker	sebui
