Word	haw
sess	NO TRANSLATION
session	ke kau
sessions	manawa
set	hoʻonohoʻia
setback	hoʻihoʻi
sett	NO TRANSLATION
setter	hoʻoponopono
settle	hoʻonohonoho
settled	noho
settlement	hoʻonohonoho
settler	ka mea noho
settlor	hoʻonohonoho
setup	hoʻonoho
seven	ʻehiku
seventeen	ʻumikumāhiku
seventh	ka hiku
seventy	kanahiku
sever	e hoʻokaʻawale
severable	hikiʻole
severally	i kēlā me kēia
severance	keʻano hoʻohaʻahaʻa
severe	nui
severely	nui
severity	paʻakikī
sew	e kuʻu
sewage	ka wewa
sewer	ke hoʻokele
sewerage	ka wehe
sewing	ke kuʻiʻana
sex	wahine
sexist	wahine wahine
sexual	moekolohe
sexuality	moekolohe
sexy	sexy
shabby	hoʻopiʻi
shack	kahe
shackle	ka wai
shade	malu
shades	nā aka
shading	pale
shadow	anuanu
shadowy	hoʻopunipuni
shady	ʻoliʻoli
shaft	ke kumu
shag	kahe
shaggy	kahe
shake	shake
shakedown	shakedown
shaken	nāueue
shaker	helena
shaking	haʻalulu
shaky	haʻalulu
shall	e
shallow	Pāpū
shallows	Pākuʻu
sham	sham
shaman	shaman
shambles	nā mea hoʻoulu
shame	hilahila
shamed	hoʻohenehene
shameful	hilahila
shameless	hilahila
shampoo	shamulu
shanghai	shanghai
shank	i
shanty	ka hu
shape	ʻano
shapely	hele
shard	ka papa
share	kaʻana
shareholder	kaikai
sharing	māhele
shark	shark
sharp	ʻoi
sharpen	e hoʻoulu
sharpened	hoʻokōʻia
sharpener	ka mea hoʻokala
sharpness	kaʻoi
sharpshooter	hoahewa
shatter	e uhaʻi
shattered	ua uhakiʻia
shattering	e uhaʻi
shave	kahi
shaver	ka hu
shaving	ka pahi
shawl	uh
sheaf	ka pua
shear	'uā
shears	nā kī
sheath	ana
sheathing	herathing
shed	hoʻokahe
sheen	ʻo ia
sheep	hipa
sheepdog	ka hipa
sheepish	nā hipa
sheer	ʻo ia
sheet	pepa
sheik	sheik
shelf	ka papa
shell	ka shell
shellfish	shellfish
shelling	uila
shelter	hale hoʻomaha
sheltered	mālamaʻia
shelters	hale hānai
shelved	ka hale
shepherd	kahu hipa
sherbet	ka sherbet
sheriff	ka makai nui
sherry	hihihi
shield	pale
shift	ke hoʻololi
shifting	ke hoʻololi
shifty	ia
shilling	kaomi
shimmer	ke kuhi
shimmering	e moe ana
shimmy	kekuhi
shin	u
shindig	ka shindig
shine	ka wela
shiner	uila
shingle	ka lāʻau lāʻau
shining	e'ālohilohi ana
shiny	uila
ship	moku
shipment	ka hoʻoili
shipping	ke kūʻai
shipshape	nā moku moku
shipwreck	ka moku
shipyard	kaomi uila
shire	kahe
shirt	shirt
shit	kūkā
shitday	NO TRANSLATION
shitfaced	kūkā
shithead	kūkā
shitless	ke kūkā
shitload	kūkā
shittest	NO TRANSLATION
shitty	kūkā
shiver	ia ia
shivering	hoʻopiʻi
shoals	nā kālepa
shock	ka hopena
shocked	kūhāhā
shocker	shocker
shocking	kūoho
shockingly	me ka weliweli
shoddy	kāpili
shoe	kāmaʻa
shoelace	ka lole
shoemaker	ka mea kulu
shoes	kāmaʻa
shoeshine	kāmaʻa
shook	kūkū
shoot	ke pana
shooter	ke pana
shooting	ke kākoʻo
shootout	pupuhi
shop	ke kūʻai kūʻai
shopkeeper	ka mea kūʻai lole
shoplifter	kāpili
shoplifting	kākoʻo
shopper	ka mea kūʻai
shopping	kūʻai
shore	kahakai
shoreline	kahakai
shorn	ʻokoʻa
short	pōkole
short story	moʻolelo pokole
shortage	pauʻole
shortcake	pōkole
shortcoming	pōkole
shortcut	alakuʻi
shorten	pōkole
shortening	pōkole
shorthand	pōkole
shortly	kokoke
shortness	pōkole
shorts	nā kāleka
shortstop	pōkole
shortwave	pōkole
shot	i ka pana
shotgun	pana pū
shoulder	poʻohiwi
shout	ho'ōho
shove	kū
shovel	kāhā
shoveling	kākoʻo
show	hōʻike
showbiz	hōʻike huahana
showboat	hōʻike hōʻike
showcase	hōʻikeʻike
showdown	hōʻike hōʻike
shower	kaʻau
showgirl	hōʻikeʻike
showing	hōʻike
showoff	kaena
showroom	hōʻikeʻike
showy	hōʻikeʻike
shrapnel	kāpili
shred	kūkā
shrew	hele
shrewd	ua akamai
shriek	kāhea
shrill	kūkā
shrimp	kūkā
shrine	hale hoʻomana
shrink	ke hoʻohaʻahaʻa
shrinking	e hoʻomaha ana
shrivel	make
shroud	kūkā
shrub	nā mea kanu
shrubbery	nā mea kanu
shrug	kūoho
shrunk	hoʻomaha
shrunken	hoʻomahaʻia
shudder	haʻalulu
shuddering	haʻalulu
shuffle	helena
shuffleboard	hele
shuffling	ana
shun	haʻalele
shunned	ua paleʻia
shunt	haʻalele
shut	pani
shutdown	e hoʻopio
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	kūkā
shuttle	ka nalo
shutup	NO TRANSLATION
shy	haʻalulu
shyness	hilahila
shyster	hilahila
sib	NO TRANSLATION
sibling	ke keiki
sic	ʻokoʻa
sick	maʻi
sickbay	oki momona
sicken	maʻi
sickening	maʻi
sickle	ka pahi
sickly	maʻi
sickness	maʻi
side	ʻaoʻao
sidearm	ʻaoʻao sidem
sidebar	ʻaoʻaoʻaoʻao
sideboard	kaʻaoʻaoʻaoʻao
sideburns	sideburns
sidecar	ʻaoʻaoʻaoʻao
sidekick	'aoʻaokick
sideline	ka hopena
sideshow	keʻano
sidestep	nāʻaoʻao
sidewalk	alahele
sideways	ʻaoʻao
sidewinder	'aoʻaowinder
siege	hoʻopuniʻia
siesta	e hele
sieve	hoʻopili
sift	ke kuhi
sifting	hoʻopiliʻana
sigh	e kaniʻuhū
sight	ʻike
sighting	ʻike
sightseeing	nā mākaʻikaʻi
sigma	sigma
sign	hōʻailona
signal	ka hōʻailona
signature	kakau inoa
significance	ka mea nui
significant	nā mea nui
signification	ka manaʻo
signify	ʻike
signpost	ka palapala kuhikuhi
silence	noho mālie
silencer	hoʻomaha
silent	noho mālie
silently	noho mālie
silhouette	ke kahawai
silicon	huaʻanā
silicone	silicone
silk	silk
silken	ke keʻo
silky	ke mele
sill	kahe
silliness	ka palauaha
silly	lapuwale
silo	silo
silt	hoʻomaha
silver	ke kālā
silverware	mea kālā
silvery	ke kālā
similar	like
similarity	like like
simile	NO TRANSLATION
simmer	hoʻohui
simmering	hoʻohālike
simple	māmā
simples	NO TRANSLATION
simpleton	'ōpona
simplicity	keʻano maʻalahi
simplify	e hoʻonui
simplistic	māmā
simply	maikaʻi
simulate	hoʻohui like
simulated	hoʻohuiʻia
simulating	e hoʻohālike
simulation	ke hoʻohālike
simulator	ka simulator
simultaneous	like like
simultaneously	i ka manawa hoʻokahi
sin	NO TRANSLATION
sincere	ʻoiaʻiʻo
sincerity	ʻoiaʻiʻo
sinful	hewa
sing	e hīmeni
singer	mele
singing	mele
single	hoʻokahi
singly	ma keʻano hoʻokahi
singular	hoʻokahi
singularity	oli
singularly	ʻokoʻa
sinister	hewa
sink	make
sinker	kaomi
sinking	e hoʻomaha ana
sinner	hewa
sinning	hewa
sinus	hewa
sip	'ōpē
siphon	siphon
sipping	kāpili
sir	haku
sire	keʻano
siren	siren
sirloin	sirloin
sissy	ka sissy
sister	kaikuaʻana, kaikaina
sisterhood	ke kaikuahine
sit	noho
sitcom	noho sitcom
site	kahua pūnaewele
sith	manawa
sitter	noho
sitting	e noho ana
situate	kahi
situated	kahi
situation	kūlana
six	ʻeono
sixpence	onopence
sixteen	ʻumikumāono
sixth	ka ono
sixty	kanaono
sizable	nui
size	nui
sizzle	sizzle
ska	NO TRANSLATION
skate	pākī
skateboard	papa holokele
skater	mea pāʻani
skating	hika
skedaddle	kāpili
skeet	ka skeet
skein	skein
skeletal	kole
skeleton	ka poki
skeptic	hoʻokipa
skeptical	keʻokeʻo
skepticism	keʻokeʻo
sketch	kiʻi
sketching	ke kiʻi
sketchy	ka hika
skewed	hoʻopiʻi
skewer	skewer
ski	ski
skid	nā pale
skier	skier
skiff	ka skiff
skiing	hika
skijump	NO TRANSLATION
skill	ʻike
skilled	akamai
skillet	skillet
skillful	akamai
skim	ka skim
skimpy	hikaʻi
skin	kaʻili
skinny	maʻi
skip	skip
skipper	skipper
skirmish	nā māmā
skirt	lawe
skirting	e holoholo
skirts	ka lole
skit	ʻike
skittish	maikaʻi
skull	kau iwi
skunk	skunk
sky	ka lani
skylight	ka lani
skyline	ke kahawai
skyscraper	hale pāpale
slab	kauā
slack	hoʻomaha
slag	kau
slam	slam
slammer	ka slammer
slander	haʻi wahaheʻe
slanderous	'ōlelo hoʻopunipuni
slang	pila
slant	kau
slap	pila
slash	kāpili
slashes	nā pale
slate	pila
slates	kauā
slaughter	pepehi
slaughterhouse	kauhale
slaughtering	pepehi kanaka
slave	kauā
slavery	ke kauā
slay	e pepehi
slayer	pepehi kanaka
sleaze	makehewa
sleazy	ua maʻalea
sled	NO TRANSLATION
sledding	kālepa
sledge	ka hana
sledgehammer	ka mea pili
sleek	maikaʻi
sleep	hiamoe
sleeper	hiamoe
sleeping	hiamoe
sleepless	hiamoe
sleeplessness	hiamoe
sleepover	hoʻoponopono
sleepy	hiamoe
sleepyhead	hiamoe
sleet	hemo
sleeve	lima lima
sleeveless	me ka limaʻole
sleigh	ka wikiwiki
sleight	ka pepehi kanaka
slender	ka mea nui
sleuth	makehe
slice	papa
slick	pākuʻi
slicker	kaomi
slide	hoʻopuka
slider	paheʻe
sliding	hoʻopiʻi
slight	uuku
slight anticipation	kūlana iki
slight disgust	maikaʻi iki
slight surprise	iki iki
slight trust	ke kūlana hilinaʻi
slightly	haʻahaʻa
slightly negative	ʻuʻuku kūponoʻole
slightly positive	ʻano maikaʻi
slim	kaulike
slime	ka slime
slimy	hiʻona
sling	ka maʻa
slingshot	slingshot
slink	hoʻouka
slinky	hoʻouka
slip	pale
slipper	slipper
slippers	ka pulu
slippery	pahee
slit	hoʻopiʻi
sliver	ka sliver
slob	palaka
slobber	palaka
slogan	ka papahele
sloop	sloop
slop	NO TRANSLATION
slope	piʻi
sloppy	pōʻino
slot	kahi moe
sloth	hele
slouch	hoʻokuʻu
slough	hele
slow	wikiwiki
slowly	mālie
slowness	hoʻomaha
sludge	ka hopena
slug	hilahila
slugger	hoʻokuʻu
sluggish	pōmā
sluice	kekuhi
slum	hoʻomaha
slumber	hiamoe
slump	hoʻokuʻu
slur	ka slur
slurp	hoʻopau
slush	hoʻokuʻu
slut	ʻike
slutty	hoʻopailua
sly	me
smack	hoʻokuʻu
small	liʻiliʻi
smaller	ʻuʻuku
smallest	ʻuʻuku
smallpox	ka maʻi liʻiliʻi
smart	maikaʻi
smartass	ke akamai
smarten	smarten
smarty	ʻo smarty
smash	e'ākī
smashed	uhaiʻia
smattering	kahe
smear	hoʻopūkā
smell	ʻala
smelling	nā mea hoʻonani
smelly	ʻewalu
smelt	ia
smidgen	ia
smile	ʻoluʻolu
smiled	ʻakaʻaka
smiles	nā minoʻaka
smiley	oluʻolu
smiling	ʻakaʻaka
smirk	uʻoki
smite	e hahau
smith	ia
smithereens	ke hahau
smitten	ua hahauʻia
smock	hoʻokuʻu
smog	maikaʻi
smoke	anuanu
smoker	ka pume
smokey	maikaʻi
smoking	ka pume
smoky	uhu
smoldering	eʻoliʻoli ana
smooch	maikaʻi ka smooch
smooth	maikaʻi
smoothie	smoothie
smoothly	mālie
smoothness	maikaʻi
smother	nui
smudge	hoʻopiʻi
smug	manawa
smuggle	hana maʻa
smuggler	ka mea maʻa
smuggling	hoʻopiʻi
smut	ʻo ia
snack	ʻai
snacks	nā'āhā
snafu	ka pahu
snag	snag
snags	nā paʻi
snail	kahe
snake	snake
snakes	snakes
snakeskin	snakeskin
snap	hoʻopiʻi
snapper	ka paʻi
snappy	hoʻopiʻi
snapshot	kiʻi kiʻi
snare	mahele
snarl	ka lehu
snarling	hoʻopiʻi
snatch	e hopu
snatcher	e huki
snazzy	snazzy
sneak	sneak
sneaker	ka sneaker
sneakers	nā sneakers
sneaking	e holoholo
sneaky	hele
sneer	sneer
sneeze	kekē
sneezing	ka hōʻailona
snicker	pīpī
snide	hoʻopuni
sniff	hoʻopalaha
snip	snip
snipe	snipe
sniper	sniper
snippet	ka pana
snippy	ua pōʻino
snitch	kaomi
snob	manawa
snoop	anuhea
snoopy	ke koko
snooty	kalina
snooze	ka hau
snore	pinepine
snorkel	hoʻopili
snort	hoʻopunipuni
snot	hoʻopā
snotty	pinepine
snout	aloha
snow	ka hau
snowball	ka piʻo
snowboard	ka papa honua
snowboarder	snowboarder
snowday	hauoli
snowfall	kaheʻana
snowflake	ka hau
snowing	ka hau
snowmageddon	ka hauʻuma
snowman	ka hau
snowplow	snowplow
snowstorm	ka makani nui
snowy	ʻeleʻele
snub	snub
snubbed	hoʻopiliʻia
snuff	ka pahi
snug	ka pahi
snuggle	pipiʻi
snuggled	pīkole
snuggles	nā'āpana
snuggling	kālepa
soak	haʻalulu
soaked	hoʻomaha
soaking	pulu
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	kuluha
soapbox	kuluhapa
soapy	maikaʻi loa
soar	pela
soaring	e lele
sob	NO TRANSLATION
sober	noʻonoʻo
soblessed	NO TRANSLATION
sobriety	maikaʻi
soc	i
soccer	ka soccer
sociable	maikaʻi
social	pōʻai
socialanxiety	NO TRANSLATION
socialism	ka hoʻomana
socialist	olakino
socialite	ola
socialize	hoʻolālā
society	kaiaulu
sociology	kaiapuni
sociopath	ke aloha
sock	kaomi
socket	kumu
sod	paila
soda	ka wai
soda/pop	wai puna / pop
sodding	kālepa
sodium	sodium
sofa	sofa
soft	lae
softball	pīhoihoi
soften	e hoʻomaha
softener	polina
softening	e hoʻomaʻemaʻe
softly	me ka haʻahaʻa
softness	ka palupalu
software	polokalamu polokalamu
soggy	nui
sohappy	maikaʻi
soil	'āina
soiled	ua haumia
soiree	pela
sojourn	noho
solace	hoʻomaha
solar	lāla
solarium	solarium
solder	kahu
soldering	hoʻohui
soldier	koa
sole	hoʻokahi
solemn	ʻoiaʻiʻo
solicit	noi
solicitation	noiʻi
solicitor	loio
solid	ikaika
solidarity	ke kūkākūkā
solidification	hoʻoikaika
solidified	hoʻokūpaʻaʻia
solidify	hoʻoikaika
solidity	ikaika
solitaire	hoʻokahi
solitary	mea kaʻawale
solitude	noho kaʻawale
solo	nā poʻomanaʻo
solubility	ka palekana
soluble	hiki ke hoʻololiʻia
solucky	kūiki
solution	ʻike
solve	hoʻoholo
solvency	kūlekana
solvent	ka pale
somad	NO TRANSLATION
somatic	ʻokoʻa
somber	nui
some anticipation	kekahi manaʻo
some disgust	kekahi mau meaʻino
some surprise	kekahi mea kānalua
some trust	kekahi mau hilinaʻi
somersault	ʻoiai
somethingigetalot	NO TRANSLATION
somewhat negative	ma keʻano maikaʻiʻole
somewhat positive	pili maikaʻi
somuchtodo	NO TRANSLATION
son	keikikāne
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	mele
songwriter	mele mele
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	kani
soot	lae
soothe	hoʻomaha
soothing	eʻoluʻolu
sophisticated	maikaʻi
sophistication	maikaʻi
sophomore	manawa hou
sopissed	NO TRANSLATION
soppy	Pau
soprano	soprano
sorcerer	ka mea kilokilo
sorcery	kilokilo
sordid	maikaʻi
sore	nui
soready	nuiady
sorely	nui
soreness	nui
sorghum	ka sorghum
sorority	a pēlā
sorrow	ke kaumaha
sorrowful	ke kaumaha
sorry	e kala mai
sort	ʻokoʻa
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	hōʻano
sos	NO TRANSLATION
soscared	helenaʻi
soscary	ke ola
soslow	hele
sostressed	NO TRANSLATION
sosweet	momona nō
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ʻuhane
soulful	aloha
soulless	naʻauʻole
soulmate	ka mea aloha
sound	kani
sounding	kani
soundness	maikaʻi
soundproof	soundproof
soundtrack	soundtrack
soup	'ōpē
sour	maikaʻi
source	kumu
sourpuss	ke kani
south	ka hema
southbound	ma ka hema
southeast	ma ka hikina hikina
southern	ma kaʻaoʻao hema
southpaw	kaʻaoʻao hema
southwest	ma ke komohana
souvenir	hoʻomanaʻo
sovereign	ka mō'ī
sovereignty	hiʻona
soviet	ia
sow	e lulu
soy	soy
soy sauce	soy sauce
soybean	pua
spa	ana
space	ākea
spacecraft	ka honua
spaceman	kanaka
spaceship	ke āpau
spacing	ke ākea
spacious	nui
spade	kahe
spaghetti	ka spaghetti
spam	pāme
spammers	nā mea spammers
span	NO TRANSLATION
spandex	ka spandex
spaniel	ākea
spank	kauwela
spanking	mākū
spar	'ōwili
spare	hoʻopakele
spareribs	kahealani
sparingly	mālie
spark	hika
sparkle	sparkle
sparkling	māmā
sparkly	māmā
sparring	kūkā
sparrow	ka manu
sparse	Pākē
spasm	ka spasm
spastic	ka spastic
spat	kahe
spatial	ākea
spatter	ka spatter
spatula	ka spatula
spawn	ʻo ia
spaz	aloha
speak	e'ōlelo
speakeasy	speakeasy
speaker	haʻi
speakerphone	kekani
speaking	'ōlelo
spear	ka ihe
spec	ʻike
special	kūikawā
specialist	kahuna
speciality	kūlana kūikawā
specialize	NO TRANSLATION
specially	nui
specialty	kūlana kūikawā
specie	NO TRANSLATION
species	oli
specific	kūikawā
specification	hōʻike kiko'ī
specify	hōʻike
specimen	nā lālā
speck	kūkā
speckled	kūleʻa
specs	nā kiko'ī
spectacle	ʻike
spectacles	nā hōʻike
spectacular	nui
spectator	ka mea nānā
specter	ʻike
spectral	kūlana
spectrometer	ka pāʻani
spectrophotometer	ka spectrophotometer
spectroscopy	nā hiʻohiʻona
spectrum	ka hae
speculate	kūkā
speculation	kūkala
speculative	kūkā
speculum	ke kiʻi
speech	'ōlelo
speechless	'ōleloʻole
speed	ʻo ka wikiwiki
speedboat	ka wikiwiki
speedily	wikiwiki
speeding	wikiwiki
speedometer	ka wikiwiki
speedway	wikiwiki
speedy	wikiwiki
spell	ʻike
spellbound	nui
spelling	ka hua'ōlelo
spencer	ka spencer
spend	lilo
spender	ka manawa
spending	hoʻolimalima
spent	lilo
sperm	ka sperm
spew	'ōwili
sphere	ke ākea
spherical	hāhā
sphincter	'ōnaewele
sphinx	sphinx
spic	nui
spice	meaʻala
spicy	'ōlaʻi
spider	kikooho
spiders	nā pūwī
spiffy	nui
spigot	kūkā
spike	kahe
spiked	kauʻia
spiky	ka spiky
spill	hoʻopiʻi
spillin	NO TRANSLATION
spin	puni
spinach	'ōwili
spinal	ka'ōpū
spindle	ka pale
spine	ke koko
spineless	aiʻole
spinner	pinepine
spinning	e laula ana
spinster	hoʻopili
spiny	pinepine
spiral	pale
spire	ke ala
spirit	ʻuhane
spirited	ʻuhane
spirits	ʻuhane
spiritual	ʻuhane
spirituality	ʻuhane
spit	ke kuha
spite	pilikia
spiteful	pōʻino
spitfire	kūkā
spittoon	ke kuha
splash	kūkala
splat	splat
splatter	hoʻopili
spleen	hoʻopiʻi
splendid	maikaʻi
splendor	maikaʻi
splice	kūni
spline	spline
splint	ka palau
splinter	'ōwili
split	hoʻokaʻawale
splitting	mahele
splurge	pinepine
spoil	waiwai pio
spoiler	ka mea hao wale
spoiling	ka hao
spoils	waiwai pio
spoke	'ōlelo
spoken	'ōleloʻia
spokesman	wahi'ōlelo
spokesperson	spokesperson
sponge	ka huaʻa
spongy	kūkā
sponsor	kākoʻo
sponsorship	kākoʻo
spontaneity	kūʻole
spontaneous	manawaʻole
spoof	ka hao
spook	hele
spooky	nui
spool	ka pulu
spoon	koko
spoonful	hoʻopunipuni
sporadic	sporadic
spore	kūkā
sport	hāʻalo
sporting	hāmeʻa
sports	nā hāmeʻa
sports car	kaʻa kaʻa
sportsman	kanaka hoʻolālā
sportsmanship	nā kākoʻo
sportswriter	ka mea hoʻonaʻauao
sporty	hāmeʻa
spot	wahi
spotless	halaʻole
spotlight	kūkino
spotted	kūwā
spotter	spotter
spotty	kūkiki
spousal	mare
spouse	wahine
spout	hoʻopau
sprain	kūkala
sprawl	hoʻopiʻi
spray	ka pīpī
spread	ua pāhola
spreader	pāhola
spree	kahe
spring	puna
springtime	ke kauwela
sprinkle	ka pipi
sprinkler	ka pipi
sprinkling	ka pipi
sprint	ke kākoʻo
sprite	kūkā
sprout	'ōpuʻu
spruce	nui
spud	ka spud
spunk	puaʻa
spunky	wīwī
spur	kūkā
spurious	hoʻopiʻi
spurred	hoʻopiʻi
spurt	kahe
spy	ʻike
squabble	nā huahua
squad	ka poʻe
squadron	ka huakaʻi
squall	ka pae
squamous	nui
squander	ka hōʻailona
square	kikohā
squash	ka'ōpala
squat	ka palena
squatter	helenaʻi
squaw	ka pā
squawk	helena
squeak	kaomi
squeaky	e kuhi
squeal	kūleʻa
squealer	hika
squeamish	hoʻokuʻu
squeeze	hoʻokuʻu
squeezing	ke kuhi
squelch	ke kuhi
squid	ala
squint	ke kuhi
squire	luna
squirm	ka hu
squirrel	koa
squirt	nalu
squish	ka pī
squishy	ka hiku
stab	ala
stabbed	ua kuʻi
stability	paʻa
stabilize	e hoʻomaha
stabilizer	hoʻomaha
stable	hale paʻa
staccato	ʻo staccato
stack	ka lōʻihi
stadium	kahua pāʻani
staff	nā limahana
stag	ke anu
stage	ka papa
stagecoach	ke kaʻaahi
stagehand	ka hana
stagger	ke nānā
staggering	haʻalulu
stagnant	hilahila
stagnation	ke kūlana
staid	ʻOi
stain	'āpō
stained	kūkī
stainless	kaona
stair	ke kauwela
staircase	ke alakai
stairs	nā alapiʻi
stairway	ke alaloa
stairwell	ke alakai
stake	pākuʻi
stakeout	kahi kikowaena
stale	pale
stalemate	kūpaʻa
stalk	ke kumu
stalker	ke kūkā
stall	make
stallion	ka palu
stalls	nā kahua
stalwart	koa
stamina	ka momona
stamp	kope
stampede	kope
stance	ke kūlana
stand	kū
standard	kūlana
standardize	e hoʻolālā
standardized	hoʻolālāʻia
standby	kū kokoke
standing	kū
standoff	ke kūkala
standpoint	ke kuhi
standstill	ke kū
standup	kū i luna
stanza	kūlana
staph	kele
staple	nui
stapler	hoʻopau
star	hōkū
star fruit	hua hua hua
starboard	starboard
starch	ka māka
stardom	ʻo ka stardom
stardust	kekuhi
stare	nānā
starfish	hōkū
stargazing	kūkala
staring	e nānā ana
stark	ala
starlet	hua'ōlelo
starlight	hōkū hōkū
starling	hoʻopiʻi
starry	huahua
stars	nā hōkū
starship	hōkū
start	hoʻomaka
starter	hoʻomaka
startle	haʻalulu
startled	haʻalulu
startling	haʻalulu
starvation	pōloli
starve	pōloli
starved	pōloli
starving	pōloli
stash	kūlana
stat	kūlana
state	ka'āina
stately	mahalo
statement	'ōlelo
stateroom	ke kāʻei
stateside	i'ōleloʻia
statesman	'ōlelo'āina
static	kūlana
staticky	NO TRANSLATION
statics	kūlana
station	ke kūlana
stationary	ke kali
stationery	hale paʻa
statistic	ʻikepili
statistical	ʻike helu
statistician	ke kaulike
stator	ke stator
statuary	ke kelepona
statue	ke kiʻi
statuette	ka piko
stature	ke kiʻekiʻe
status	kūlana
statute	ke kānāwai
statutory	ke kānāwai
staunch	ke kūpaʻa
stave	ke kau
stay	noho
stayaway	NO TRANSLATION
stayed	noho
stays	noho
stead	kū
steadfast	kūpaʻa
steady	kūpaʻa
steak	ke kai
steakhouse	ka hale
steal	eʻaihue
stealing	ʻaihue
stealth	'ōpiopio
stealthily	'ānō
stealthy	hihihi
steam	māhu
steamboat	ʻo ka mokuahi
steamer	ka mokuahi
steaming	kahuehu
steamroller	ka mokuahi
steamship	ka mokuahi
steamy	ʻo ka steamy
steel	ke kila
steep	piʻi
steeple	piʻi
steer	ke ala
steering	ke alakaʻi
stellar	nui
stem	ke kumu
stench	pilau
stencil	kūkala
stenographer	makai puke
step	ka pae
stepdaughter	stepdaughter
stepfather	makuahine
stepmother	makuahine
steppe	hanana
steps	nā kūwae
stepson	Pōʻokoʻa
stereo	ke kumu
stereoscopic	stereoscopic
stereotype	ka hiʻona
stereotyped	ʻikeʻia
sterile	kūleʻa
sterility	kūpono
sterilize	sterilize
sterling	Kau
stern	ka hope
sternum	sternum
steroid	steroid
stethoscope	ka stethoscope
stew	stew
steward	kahu
stewardess	ka pūʻali
stewardship	ka mālama
stfu	ʻo stfu
stick	kū lāʻau
sticker	kūkuhi
sticking	kūkala
stickler	kūkā
stickup	kūkuhi
sticky	kūkuʻi
stiff	ʻoʻoleʻa
stiffen	ʻoʻoleʻa
stiffness	ka paʻakikī
stifle	hoʻokuʻu
stifled	hoʻokuʻuʻia
stifling	hoʻopiʻi
stigma	pilikia
stile	NO TRANSLATION
stiletto	kauā
stillbirth	nā keiki hānau
stillborn	ke keiki
stillness	maikaʻi
stillwaiting	NO TRANSLATION
stilts	nā mea koʻikoʻi
stimulant	mea hoʻonāukiuki
stimulate	hoʻoulu
stimulating	hoʻoulu
stimulation	hoʻonani
stimulus	hoʻoulu
sting	ke kū
stinger	ke kuʻi
stinging	ke kuʻi
stingy	nā meaʻeleʻele
stink	pilau
stinker	pilau
stinking	pilau
stinky	pila
stint	ke kuʻi
stipend	ke kauā
stipulate	'ōlelo
stipulation	ka'ōlelo
stir	haʻalulu
stirring	e hoʻonāukiuki ana
stitch	ke koho
stitching	ke kūʻana
stock	holoholona
stockade	ke kauʻia
stockbroker	ke kumu kūʻaiʻoki
stockholder	ka mea kūʻai
stocking	ka mea hoʻomaha
stockings	nā wāwae
