Word	af
troubles	probleme
troublesome	lastige
trough	trog
troupe	geselskap
trousers	broek
trout	forel
trowel	troffel
truce	skietstilstand
truck	vragmotor
trucker	Trucker
truckload	vrag
truculent	militant
true	WAAR
truelove	ware liefde
truffle	truffel
truism	truisme
trump	troef
trumpet	trompet
trumpeter	trompetspeler
truncate	afgestomp
truncated	afgekapte
trundle	rolwagen
trunk	stam
truss	stut
trust	vertroue
trustee	trustee
trusting	vertrou
trustworthy	betroubaar
trusty	betroubare
truth	waarheid
truthful	eerlik
truthfulness	waarheid
try	probeer
tryout	probeer
tryouts	oefen wedstryde
tsunami	tsunami
tub	bad
tuba	tuba
tubby	Tubby
tube	buis
tuberculosis	tuberkulose
tubing	tubing
tubular	buisvormige
tubule	buisie
tuck	snoepie
tucker	Tucker
tuesday	Dinsdag
tufted	tufted
tug	sleepboot
tugboat	sleepboot
tuition	onderrig
tulip	tulp
tumble	tuimel
tumbler	NO TRANSLATION
tumbleweed	TUMBLEWEED
tummy	maag
tumor	tumor
tumour	tumor
tumult	rumoer
tumultuous	onstuimige
tun	NO TRANSLATION
tuna	tuna
tunable	verstelbare
tune	deuntjie
tunic	tuniek
tuning	tuning
tunnel	tonnel
turban	tulband
turbidity	troebelheid
turbine	turbine
turbo	turbo
turbulence	onstuimigheid
turbulent	onstuimige
turd	drol
turf	turf
turkey	Turkye
turmeric	borrie
turmoil	onrus
turn	draai
turnaround	draai om
turned	draai
turning	draai
turnip	raap
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	opkoms
turnover	omset
turnpike	tolhek
turntable	draaitafel
turpentine	terpentyn
turquoise	turkoois
turret	rewolwer
turtle	skilpad
turtleneck	coltrui
tussle	worsteling
tutelage	toesig
tutor	tutor
tutoring	tutoring
tutu	Tutu
tux	tux
tuxedo	tuxedo
tv	TV
twain	Twain
twat	TWAT
twats	twats
tweak	tweak
tweed	tweed
tweet	tweet
tweezers	tweezers
twelfth	twaalfde
twelve	twaalf
twentieth	twintigste
twenty	twintig
twerp	lomperd
twig	Takkie
twilight	skemer
twill	keper
twin	tweeling
twine	tou
twinge	steek
twinkle	vonkel
twins	tweeling
twirl	rond draai
twist	draai
twisted	gedraai
twister	draaier
twit	twit
twitch	twitch
twitching	teer
twitchy	zenuwachtig
two	twee
two step	twee stap
twofaced	NO TRANSLATION
twofold	tweeledig
twosome	duo
tycoon	magnaat
tyke	Tyke
type	tipe
typewriter	tikmasjien
typhoid	tifus
typhoon	tifoon
typical	tipiese
typically	tipies
typist	tikster
typo	tikfout
typography	tipografie
tyrannical	tiranniese
tyranny	tirannie
tyrant	tiran
tyre	band
ubiquitous	alomteenwoordige
ubiquity	alom
ugliness	lelike
ugly	lelike
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulkus
ulterior	versteekte
ultimate	uiteindelike
ultimately	uiteindelik
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultraklank
ultraviolet	ultraviolet
umbilical	naelstring
umbra	umbra
umbrella	sambreel
umpire	skeidsregter
umpteen	umpteen
unabashed	die veld geslaan
unabated	onverpoos
unable	nie in staat
unacceptable	onaanvaarbaar
unaccompanied	onbegeleide
unaccountable	onverklaarbaar
unaccounted	onverklaarbaar
unacknowledged	erkende
unadulterated	suiwer
unaffected	ongeaffekteer
unafraid	bang
unaided	blote
unaltered	onveranderd
unambiguous	ondubbelsinnige
unanimity	eenstemmigheid
unanimous	eenparige
unanimously	eenparig
unannounced	onaangekondigde
unanswered	onbeantwoord
unanticipated	onverwagte
unappreciated	gewaardeërd
unapproved	goedgekeurde
unarmed	ongewapende
unassisted	sonder hulp
unassuming	beskeie
unattached	onverbonde
unattainable	onbereikbaar
unattended	sonder toesig
unattractive	onaantreklike
unauthorized	ongemagtigde
unavailable	nie beskikbaar nie
unavoidable	onvermydelike
unaware	onbewus
unbalanced	ongebalanseerde
unbearable	ondraaglik
unbeatable	onverbeterlike
unbeaten	onoorwonne
unbecoming	onbetaamlike
unbelief	ongeloof
unbelievable	ongelooflike
unbiased	onbevooroordeelde
unborn	ongebore
unbound	ongebonde
unbounded	ongeleide
unbreakable	onbreekbare
unbridled	ongebreidelde
unbroken	ononderbroke
unbutton	ontknopen
uncalled	ongevraagd
uncanny	ongelooflike
uncaring	ongevoelig
uncensured	NO TRANSLATION
uncertain	onseker
uncertainty	onsekerheid
unchallenged	onbetwiste
unchangeable	onveranderlike
unchanged	onveranderd
uncharted	onbekende
uncherished	NO TRANSLATION
uncivilized	onbeskaafde
unclaimed	onopgeëiste
uncle	oom
unclean	onrein
unclear	onduidelik
uncomfortable	ongemaklik
uncommon	ongewoon
uncommonly	buitengewoon
uncomplicated	ongekompliseerde
uncompromising	onwrikbare
unconcerned	onbekommerd
unconditional	onvoorwaardelike
unconfirmed	onbevestigde
unconnected	onsamehangende
unconscionable	gewetenloos
unconscious	bewusteloos
unconsciousness	bewusteloosheid
unconstitutional	ongrondwetlik
unconstrained	onbeperkte
uncontested	onbetwiste
uncontrollable	onbeheerbare
uncontrolled	onbeheerde
unconventional	onkonvensionele
unconvinced	oortuig
unconvincing	onoortuigende
uncooked	rou
uncooperative	saamwerk nie
uncorrelated	ongekorreleerd
uncouth	onbeskofte
uncover	ontbloot
uncritical	onkritiese
uncut	ongeslypte
undead	dooies
undecided	onvoorspelbaar
undefeated	onoorwonne
undefined	ongedefinieerde
undeniable	onmiskenbaar
underage	minderjarige
underbelly	onderbuik
undercover	undercover
undercurrent	ondertoon
underdog	buiteperd
underestimate	onderskat
undergo	ondergaan
undergraduate	voorgraadse
underground	ondergronds
underhanded	onderduimse
underlay	onderlaag
underlie	onderlê
underline	onderstreep
underlying	onderliggende
undermine	ondermyn
undermined	ondermyn
underneath	onder
underpaid	onderbetaal
underpants	onderbroek
underprivileged	minderbevoorregte
underrated	onderskatte
underscore	onderstreep
undersea	ondersese
undersecretary	onder sekretaris
undersized	ondermaatse
understaffed	onderbeman
understand	verstaan
understandable	verstaanbaar
understanding	begrip
understatement	understatement
understood	verstaan
understudy	adjudant
undertake	onderneem
undertaker	begrafnisondernemer
undertaking	onderneming
undertow	onderstroom
underwear	onderklere
underwood	Underwood
underworld	onderwêreld
underwrite	onderskryf
underwriter	onderskrywer
undeserved	onverdiende
undesirable	ongewenste
undesired	ongewenste
undetectable	onopspoorbaar
undetected	ongemerk
undetermined	onbepaalde
undeveloped	onontwikkelde
undignified	onwaardige
undirected	ongerigte
undisclosed	onbekende
undiscovered	onontdekte
undisputed	onbetwiste
undisturbed	ongestoord
undivided	onverdeelde
undo	ongedaan te maak
undoing	ondergang
undoubted	ongetwyfeld
undress	uittrek
undressed	dan afsny nie
undue	onbehoorlike
undying	ewig
unearned	onverdiende
unearth	opschommelen
uneasiness	ongemak
uneasy	ongemaklike
uneducated	onopgevoede
unemployed	werkloos
unemployment	werkloosheid
unencumbered	onbeswaarde
unending	oneindige
unequal	ongelyke
unequalled	ongeëwenaarde
unequivocal	ondubbelsinnige
unequivocally	onomwonde
unethical	onetiese
uneven	ongelyke
uneventful	rustig
unexpected	onverwagte
unexpectedly	onverwags
unexplainable	onverklaarbare
unexplained	onverklaarbare
unexplored	onverkende
unfailing	onfeilbare
unfair	onregverdige
unfairness	onregverdigheid
unfaithful	ontrou
unfamiliar	onbekende
unfavorable	ongunstige
unfeeling	gevoelloos
unfettered	onbelemmerde
unfinished	onvoltooide
unfit	ongeskik
unflinching	onwrikbaar
unfold	ontvou
unfollow	Ontvolg
unforeseen	onvoorsiene
unforgettable	onvergeetlike
unforgivable	onvergeeflik
unforgiving	onversoenlik
unfortunate	ongelukkige
unfortunately	Ongelukkig
unfounded	ongegrond
unfreeze	unfreeze
unfriendly	onvriendelike
unfulfilled	onvervulde
unfurnished	ongemeubileerd
unglued	unglued
ungodly	goddelose
ungrateful	ondankbare
unguarded	onbewaakte
unhand	NO TRANSLATION
unhappiness	ongelukkigheid
unhappy	ongelukkig
unharmed	ongedeerd
unhealthy	ongesonde
unheard	ongehoord
unhelpful	help nie
unhindered	ongehinderd
unholy	onheilige
unhook	afhaak
unicorn	eenhoring
unidentified	ongeïdentifiseerde
unification	eenwording
unified	verenigde
uniform	uniform
uniformed	uniform
uniformity	eenvormigheid
uniformly	eenvormig
unimaginable	ondenkbare
unimpeachable	onberispelik
unimpeached	unimpeached
unimportant	onbelangrik
unimpressed	beïndruk
unimproved	onverbeterde
uninfected	onbesmette
uninformed	oningeligte
uninhabited	onbewoonde
uninitiated	oningewydes
uninspired	inspirasie
unintelligible	onverstaanbaar
unintended	onbedoelde
unintentional	onbedoelde
unintentionally	onbewustelik
uninterested	geïnteresseerd
uninteresting	oninteressant
uninterrupted	ononderbroke
uninvited	ongenooide
union	unie
unique	unieke
unisex	unisex
unison	harmonie
unit	eenheid
unitary	unitêre
unite	verenig
united	Verenigde
unity	eenheid
universal	universele
universality	universaliteit
universe	heelal
university	universiteit
unjust	onregverdige
unjustifiable	onregverdigbare
unjustified	ongegrond
unkind	onvriendelike
unknowable	onkenbare
unknown	onbekend
unlawful	onregmatige
unleash	loslaat
unlicensed	ongelisensieerde
unlike	In teenstelling met
unlikely	onwaarskynlik
unlimited	onbeperkte
unlisted	ongenoteerde
unload	los
unloaded	af te laai
unlock	ontsluit
unlucky	ongelukkig
unmanageable	onbeheerbaar
unmanned	onbemande
unmarked	ongemerkte
unmarried	ongetroud
unmask	ontmasker
unmatched	ongeëwenaard
unmistakable	onmiskenbaar
unmitigated	ondeurdagte
unmoved	onbewoë
unnamed	naamlose
unnatural	onnatuurlike
unnecessary	onnodige
unneeded	onnodige
unnoticed	ongesiens
unnumbered	ongenommerde
unobserved	ongemerk
unobstructed	onbelemmerde
unobtrusive	onopvallende
unoccupied	onbewoon
unofficial	nie-amptelike
unopened	onoopgemaakte
unopposed	onbestrede
unordered	ongeordende
unorganised	ongeorganiseerd
unorganized	ongeorganiseerd
unorthodox	onortodokse
unpack	Pak
unpaid	onbetaalde
unparalleled	ongekende
unpleasant	onaangename
unpleasantness	onaangenaam
unplug	koppel
unplugged	unplugged
unpopular	ongewild
unprecedented	ongekende
unpredictable	onvoorspelbare
unprepared	onvoorbereid
unpretentious	pretensieloos
unproductive	onproduktiewe
unprofessional	onprofessionele
unprofitable	nuttelose
unprotected	onbeskermde
unproven	onbewese
unprovoked	moedswillige
unpublished	ongepubliseerde
unpunished	ongestraf
unqualified	ongekwalifiseerde
unquestionable	onbetwisbaar
unquestionably	ongetwyfeld
unquestioned	onbevraagtekende
unquote	unquote
unravel	ontrafel
unreachable	onbereikbaar
unread	ongelees
unreal	onwerklik
unrealistic	onrealistiese
unreasonable	onbillik
unrecorded	onaangetekende
unregistered	ongeregistreerde
unregulated	ongereguleerde
unrelated	onverwante
unrelenting	onverbiddelik
unreliable	onbetroubaar
unremarkable	alledaags
unrepentant	onbekeerlike
unrequited	onbeantwoorde
unresolved	onopgeloste
unresponsive	reageer
unrest	onrus
unrestrained	ongebreidelde
unrestricted	onbeperkte
unromantic	onromantiese
unruly	oproerige
unsafe	onveilige
unsanitary	onhigiëniese
unsatisfactory	onbevredigende
unsatisfied	ontevrede
unsavory	onsmaaklike
unscathed	ongedeerd
unscheduled	ongeskeduleerde
unscientific	onwetenskaplik
unscrew	skroef
unscrupulous	gewetenlose
unseat	ontsetel
unseen	onsigbare
unselfish	onselfsugtige
unsettled	onafgehandelde
unsightly	onooglike
unsolicited	ongevraagde
unsolved	onopgeloste
unsophisticated	ongesofistikeerde
unsound	ongesonde
unspeakable	onuitspreeklike
unspecified	ongespesifiseerde
unspoken	onuitgesproke
unstable	onstabiele
unsteady	onvas
unstoppable	onstuitbaar
unsuccessful	onsuksesvol
unsuitable	ongeskik
unsung	onbesonge
unsupervised	sonder toesig
unsupported	-ondersteunde
unsure	onseker
unsurpassed	onoortreflike
unsuspecting	niksvermoedende
unsustainable	onvolhoubare
unsweetened	onversoete
unsympathetic	onsimpatieke
untamed	ongetemde
untenable	onhoudbaar
untested	ongetoets
unthinkable	ondenkbaar
untidy	slordig
untie	los te maak
untimely	ontydige
untitled	untitled
untold	ongekende
untouchable	onaantasbaar
untouched	onaangeraak
untoward	verkeerde
untraceable	onopspoorbaar
untrained	onopgeleide
untranslated	onvertaalde
untroubled	ongestoord
untrue	onwaar
untrustworthy	onbetroubaar
unturned	onaangeroer
unused	ongebruikte
unusual	ongewone
unusually	ongewoon
unutterable	onuitspreeklike
unveil	onthul
unveiling	onthulling
unverified	geverifieerde
unwanted	ongewenste
unwarranted	ongegrond
unwary	onbehoedzaam
unwashed	ongewaste
unwavering	onwrikbare
unwed	ongehude
unwelcome	onwelkome
unwell	ongesteld
unwilling	onwillig
unwillingly	onwillig
unwillingness	onwilligheid
unwind	ontspan
unwise	onverstandig
unwitting	onbewuste
unwittingly	onwetend
unworthy	onwaardig
unwrap	oop maak
unwritten	ongeskrewe
unyielding	onwrikbare
unzip	unzip
upbeat	optimisties
upbringing	opvoeding
upcoming	komende
update	Opdateer
upgrade	opgradering
upheaval	omwenteling
uphill	opdraande
uphold	handhaaf
upholstery	stoffering
upkeep	instandhouding
upland	UPLAND
uplands	Uplands
uplift	hef
uplifting	opbouende
uplink	uplink
upload	oplaai
upper	boonste
uppercut	Uppercut
uppity	aanmatigend
upright	regop
uprising	opstand
uproar	oproer
upscale	upscale
upset	omgekrap
upshot	resultante
upstairs	boontoe
upstanding	trotse
upstart	parvenu
uptight	uptight
upward	opwaartse
upwards	opwaarts
uranium	uraan
urban	stedelike
urchin	urchin
urge	doen 'n beroep
urgency	dringendheid
urgent	dringende
urinal	urinaal
urinalysis	urinalysis
urinate	urineer
urination	urinering
urine	urine
urn	urn
usable	bruikbare
usage	gebruik
use	gebruik
used	gebruik
useful	nuttige
usefully	nuttig
usefulness	nut
useless	nutteloos
user	gebruiker
usher	Usher
usual	gewone
usurp	heers
usurped	geüsurpeerde
usury	rente
utensil	werktuig
uterus	baarmoeder
utilitarian	gebruikswaarde
utility	nut
utilization	benutting
utilize	gebruik
utmost	uiterste
utopian	utopiese
utter	uiterste
utterance	woord
utterly	geheel en al
vacancy	vakature
vacant	vakante
vacate	ontruim
vacation	vakansie
vaccination	inenting
vaccine	entstof
vacuolar	vacuolair
vacuole	vakuool
vacuous	nutteloos
vacuum	vakuum
vagabond	rondloper
vagina	die vagina
vaginal	vaginale
vagrancy	rondlopery
vagrant	swerwer
vague	vae
vagueness	vaagheid
vainly	vergeefs
valance	valance
vale	vale
valedictorian	Valedictorian
valentine	Valentine
valet	valet
valiant	dapper
valid	geldig
validate	bekragtig
validation	bekragtiging
validity	geldigheid
valium	valium
valley	vallei
valor	NO TRANSLATION
valuable	waardevolle
valuables	waardevolle artikels
valuation	waardasie
value	waarde
valve	klep
vamoose	NO TRANSLATION
vamp	skoen
vampire	vampier
van	NO TRANSLATION
vandal	vandalisme
vandalism	vandalisme
vane	wiek
vanguard	voorhoede
vanilla	vanielje
vanish	verdwyn
vanished	verdwyn
vanishing	verdwyn
vanity	nietigheid
vanquish	oorwin
vanquished	oorwin
vanquishing	vanquishing
vantage	uitkykpunte
vapor	damp
vara	NO TRANSLATION
variable	veranderlike
variance	variansie
variation	variasie
variations	variasies
varicella	varicella
varicose	spatare
varied	gevarieerde
variegated	bont
variety	verskeidenheid
various	verskeie
varmint	misdadiger
varnish	vernis
varsity	Varsity
vary	wissel
varying	wisselende
vascular	vaskulêre
vase	vaas
vasectomy	vasektomie
vassal	vasal
vast	groot
vat	BTW
vaudeville	vaudeville
vault	kluis
vaulted	gewelfde
vaulting	spring
veal	kalfsvleis
vector	vektor
veer	Veer
vega	vega
vegan	vegan
vegetable	groente
vegetarian	vegetariese
vegetarianism	vegetarisme
vegetation	plantegroei
vegetative	vegetatiewe
veggie	veggie
vehement	heftige
vehicle	voertuig
veil	sluier
veiled	bedekte
vein	aar
veined	beaarde
vellum	vellum
velocity	snelheid
velour	veloer
velvet	fluweel
velvety	fluweelagtige
vena	vena
vendetta	vendetta
vending	vending
vendor	verkoper
veneer	fineer
venerable	eerbiedwaardige
veneration	verering
venereal	veneriese
venetian	venetian
vengeance	wraak
vengeful	wraaksugtige
venison	wildsvleis
venom	gif
venomous	giftige
venous	veneuse
vent	vent
ventilation	ventilasie
ventilator	ventilator
venting	ventilatievlamdovers
ventricle	ventrikel
ventricular	ventrikulêre
ventriloquist	buikspreker
venture	onderneming
venue	lokaal
veracity	waarheid
veranda	stoep
verb	werkwoord
verbal	verbale
verbatim	woordeliks
verbiage	breedsprakigheid
verbose	verbose
verbosity	breedsprakigheid
verdant	groen
verdict	uitspraak
verge	rand
verification	verifikasie
verified	geverifieer
verify	verifieer
verily	voorwaar
veritable	ware
vermin	ongediertes
vermouth	vermoet
vernacular	Volks-taal
vernal	vernal
veronica	Veronica
versatile	veelsydige
versatility	veelsydigheid
verse	vers
version	weergawe
versus	versus
vert	vert
vertebra	werwel
vertebral	vertebrale
vertex	hoekpunt
vertical	vertikale
vertically	vertikaal
vertigo	vertigo
verve	sappig
very negative	baie negatief
very positive	baie positief
veryangry	NO TRANSLATION
vesicle	vesikel
vesicular	vesikulêre
vessel	vaartuig
vest	frokkie
vested	gevestigde
vestibule	voorportaal
vestige	oorblyfsel
vet	veearts
veteran	veteraan
veterinarian	veearts
veterinary	veeartsenykundige
veto	veto
vexed	netelige
viability	lewensvatbaarheid
viable	lewensvatbare
viaduct	viaduct
vial	skaal
vibe	vibe
vibes	vibes
vibrant	lewendige
vibrate	vibreer
vibration	vibrasie
vibrator	vibrator
vibratory	tril
vicar	predikant
vicarious	middellike
vice	vise
viceroy	onderkoning
vicinity	omgewing
vicious	bose
victim	slagoffer
victimized	geviktimiseer
victor	Victor
victoria	Victoria
victorious	seëvierende
victory	oorwinning
video	video
video game	video speletjie
videotape	videoband
vie	NO TRANSLATION
view	beskou
viewer	kyker
viewing	besigtiging
viewpoint	oogpunt
vigil	nagwaak
vigilance	waaksaamheid
vigilant	waaksaam
vigilante	vigilante
vignette	vignette
vigor	krag
vigorous	lewenskragtige
viking	Viking
vile	veragtelike
villa	villa
village	dorpie
villager	dorpenaar
villain	skurk
villainous	gemeen
vinaigrette	vinaigrette
vindicate	verdedig
vindicated	geregverdig
vindication	regverdiging
vindictive	wraaksugtige
vine	wingerdstok
vinegar	asyn
vineyard	wingerd
vintage	vintage
vinyl	vinyl
viola	altviool
violate	oortree
violation	skending
violence	geweld
violent	gewelddadige
violently	geweld
violet	violet
violin	viool
violinist	violis
viper	slang
viral	virale
virgin	maagd
virginal	maagdelike
virginity	maagdelikheid
virility	viriliteit
virology	virologie
virtual	virtuele
virtually	amper
virtue	uit hoofde
virtuoso	virtuose
virtuous	deugsame
virulence	virulensie
virus	virus
visa	visum
visage	NO TRANSLATION
viscosity	viskositeit
viscous	viskeuse
vise	NO TRANSLATION
visibility	sigbaarheid
