Word	mg
squeamish	squeamish
squeeze	famihinana
squeezing	voafehy
squelch	squelch
squid	kalamara
squint	fijerin'ny
squire	Squire
squirm	squirm
squirrel	squirrel
squirt	squirt
squish	squish
squishy	squishy
stab	manindrona
stabbed	antsy
stability	fahamarinan-toerana
stabilize	Mampitombina
stabilizer	stabilizer
stable	miovaova
staccato	staccato
stack	stack
stadium	kianja
staff	staff
stag	diera
stage	sehatra
stagecoach	stagecoach
stagehand	stagehand
stagger	mivembena
staggering	mampiraikiraiky
stagnant	mihandrona
stagnation	stagnation
staid	staid
stain	tasy
stained	voapentimpentin'ny
stainless	Stainless
stair	stair
staircase	tohatra
stairs	tohatra
stairway	tohatra
stairwell	tohatra
stake	tsatòka
stakeout	stakeout
stale	stale
stalemate	stalemate
stalk	tahony
stalker	Stalker
stall	am
stallion	stallion
stalls	tsoavaly
stalwart	nivadika,
stamina	matanjaka
stamp	hajia
stampede	fifanosehana
stance	fihetsika
stand	mitsangana
standard	Malagasy
standardize	Atao manara-penitra
standardized	manara-penitra
standby	miato
standing	mitsangana
standoff	fifanandrinana miantana
standpoint	fomba fijery
standstill	standstill
standup	Mitsangàna
stanza	stanza
staph	staph
staple	foto
stapler	stapler
star	kintana
star fruit	voankazo kintana
starboard	starboard
starch	hydroéthylamidon
stardom	stardom
stardust	stardust
stare	mibanjina
starfish	starfish
stargazing	raha hijery kintana
staring	mibanjina
stark	Hafa
starlet	starlet
starlight	hazavan'ny kintana
starling	Starling
starry	feno kintana
stars	kintana
starship	starship
start	fanombohana
starter	starterDouble
startle	hanaitra
startled	Taitra
startling	nanaitra
starvation	hanoanana
starve	mosarena
starved	mosary
starving	mosarena
stash	stash
stat	stat
state	fanjakana
stately	marevaka
statement	fanambarana
stateroom	stateroom
stateside	stateside
statesman	fanjakana
static	voasakantsakan'ny
staticky	NO TRANSLATION
statics	statics
station	peo
stationary	amin'ny toerana
stationery	avoaky
statistic	antontan'isa
statistical	antontan'isa
statistician	statistician
stator	stator
statuary	statuary
statue	sarivongana
statuette	Sarivongan'i
stature	lava tsanganana
status	sata
statute	lalàna
statutory	didy amam-pitsipika
staunch	nafana fo
stave	hisorohana
stay	mijanona
stayaway	NO TRANSLATION
stayed	nijanona
stays	fitehenan-tanana
stead	hisolo
steadfast	tsy miovaova
steady	tapaka
steak	steak
steakhouse	manao steak
steal	hangalatra
stealing	nangalatra
stealth	voromby
stealthily	mangina
stealthy	tselika
steam	etona
steamboat	Steamboat
steamer	sambo mandeha amin'ny
steaming	steaming
steamroller	steamroller
steamship	tsambo
steamy	mafanan'ny
steel	vy
steep	hantsana
steeple	steeple
steer	Halaviriko
steering	mamily
stellar	kintana
stem	SAMPA
stench	fofona
stencil	Stencil
stenographer	stenographer
step	dingana
stepdaughter	stepdaughter
stepfather	raikeliko
stepmother	renikeliny
steppe	lemaka
steps	dingana
stepson	stepson
stereo	Stereo
stereoscopic	stereoscopic
stereotype	stereotype
stereotyped	stereotyped
sterile	tsy mamokatra
sterility	sterility
sterilize	sterilize
sterling	Sterling
stern	hentitra
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	hanina
steward	mpitandrin-draharaha
stewardess	stewardess
stewardship	fitantanan-draharaha
stfu	stfu
stick	tehina
sticker	taratasy mandraikitena
sticking	mifikira
stickler	stickler
stickup	stickup
sticky	dity
stiff	henjana
stiffen	stiffen
stiffness	stiffness
stifle	hisakana
stifled	tafita
stifling	fanotofana
stigma	henatra
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	stillbirth
stillborn	stillborn
stillness	mangina
stillwaiting	NO TRANSLATION
stilts	misy tongony
stimulant	manaitaitra
stimulate	mandrisika
stimulating	mandrisika
stimulation	tairina
stimulus	handrisika
sting	fanindronana
stinger	stinger
stinging	manindrona
stingy	kahihitra
stink	maimbo
stinker	stinker
stinking	maimbo
stinky	maimbo be
stint	fandalovany
stipend	stipend
stipulate	voalaza
stipulation	stipulation
stir	sahotaka
stirring	nampientam-po
stitch	stitch
stitching	hanjairana
stock	tahiry
stockade	stockade
stockbroker	stockbroker
stockholder	mpametrabola
stocking	nanangona
stockings	stockings
stockpile	hieritreretantsika
stockroom	stockroom
stocks	boloky hazo
stoic	stôika
stole	nangalatra
stolen	nangalarina
stomach	vavony
stomachache	aretim-bavony
stomp	stomp
stomped	stomped
stone	vato
stoned	notoraham-bato
stonewall	stonewall
stoneware	stoneware
stony	marivo ambony vatolampy
stooge	stooge
stool	seza
stools	fipetrahany
stoop	dia mitanondrika
stoopid	stoopid
stop	Mijanòna
stopover	nijanona vetivety
stoppage	fahataperan'ny fanapahana fianarana
stopper	stopper
stopping	nijanona
stopwatch	fanisan'ora
storage	fitehirizana
store	fivarotana
storefront	storefront
storehouse	trano firaketana
storeroom	storeroom
storing	mitahiry
storm	tafio-drivotra
storming	famelezana
stormy	tafio-drivotra
story	Tantara
storybook	storybook
storyteller	mpilaza tantara
storytelling	fitantarana
stound	stound
stout	mahery
stove	fatana
stow	Stow
stowaway	stowaway
straddle	straddle
straight	Mahitsy
straighten	hanitsy
straightforward	mivantana
straightway	niaraka
strain	aretina
strained	sarotra dia sarotra
strait	ety
straitjacket	rojo vy
straits	-pahoriana
strand	kofehy
stranded	tafahitsoka
strange	hafahafa
stranger	vahiny
strangle	hahasempotra
strangulation	strangulation
strap	andilany
strapless	strapless
strapping	strapping
strata	strata
strategic	stratejika
strategist	tetikady
strategy	tetika
stratification	stratification
stratosphere	stratosphere
stratum	sosona
stratus	stratus
straw	mololo
strawberry	frezy
stray	nania
streak	Streak
streaked	sadika
stream	Stream
streamer	streamer
streaming	mivantana
streamline	streamline
street	eny an-dalana
streetcar	lalamby
streetlight	streetlight
strength	hery
strengthen	hanamafy orina
strengthening	fanamafisana orina
strenuous	mafy
strep	strep
stress	stress
stressed	nanindry
stresses	fahorian-tsaina
stressfree	NO TRANSLATION
stressful	saina
stressin	NO TRANSLATION
stressing	nanindry mafy
stressrelief	NO TRANSLATION
stretch	mihinjitra
stretcher	filanjana
stricken	mahareraka ny
strict	hentitra
stride	ezaka
strife	fifandirana
strike	fitokonana
strikeout	strikeout
striker	mpikapoka
striking	manaitra
strikingly	manaitra
string	tady
strings	tady
stringy	stringy
strip	esory
stripe	mivatra
striped	sadika
stripped	nesoriny ny akanjony
stripper	stripper
striptease	striptease
strive	hiezaka
strobe	Anie
stroke	tapaka lalan-dra
stroll	Fitsangatsanganana
stroller	stroller
strolling	Nitsangantsangana
strong	mahery
stronghold	fiarovana mafy ho
strongly	mafy
structural	ara-drafitra
structure	structure
strudel	strudel
struggle	tolona
strut	strut
stub	ary tokony hofenoina
stubbed	stubbed
stubble	vodivary
stubborn	mafy loha
stubbornness	ditry
stubby	stubby
stucco	stucco
stuck	niraikitra
stuckup	NO TRANSLATION
stud	Stud
studded	studded
student	mpianatra
studied	nianatra
studio	Studio
study	fianarana
stuff	zavatra
stuffed animal	animal stuffed
stuffing	Hala-
stuffy	stuffy
stumble	tafintohina
stump	fotony
stumped	stumped
stun	finaritra
stunned	Gaga
stunner	stunner
stunning	mahatalanjona
stunt	stunt
stunted	mitombo
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	mahatalanjona
stupid	adala
stupidity	fahadalana
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	domelina
sturdy	matanjaka
sturgeon	Sturgeon
stutter	tsy fahaizany miteny
sty	sty
style	fomba
styling	styling
stylish	stylish
stylist	stylist
suave	suave
sub	zana
subatomic	subatomic
subcommittee	subcommittee
subconscious	nohaniny
subcutaneous	subcutaneous
subdivide	subdivide
subdivision	subdivision
subduction	subduction
subdue	Anjakao ny
subdued	tsotra
subdural	subdural
subito	NO TRANSLATION
subject	foto-kevitra
subjected	nampanaiky
subjection	hanaiky
subjective	subjective
subjugation	fahababoana
sublet	sublet
sublevel	sublevel
sublimation	sublimation
sublime	ambony dia ambony
subliminal	subliminal
submarine	sambo mpisitrika
submerge	hisitrihana
submerged	anaty rano
submersible	submersible
submission	manaiky
submissive	manaiky
submit	manaiky
submitting	manaiky
subordinate	ambany
subordination	subordination
subplot	subplot
subpoena	subpoena
subscribe	famandrihana
subscriber	famandrihana
subscription	famandrihana
subsequence	subsequence
subsequent	manaraka
subsequently	taty aoriana
subservient	subservient
subset	subset
subside	nihena
subsidence	subsidence
subsidiary	fanampiny
subsidize	hamatsy vola
subsidy	fanampiana
subsist	haharitra
subsistence	ivelombelomana
subsoil	subsoil
subspace	subspace
substance	fananana
substandard	substandard
substantial	Mitana
substantially	betsaka
substantiate	hanamarina ny
substantive	substantive
substation	substation
substitute	mpisolo toerana
substituted	soloin '
substitution	fanoloana
substructure	substructure
subterranean	subterranean
subtext	subtext
subtitle	Zana-dohateny
subtle	saro-takarina
subtlety	fitaka
subtract	analana
subtraction	subtraction
subtype	subtype
suburb	manamorona
suburban	suburban
suburbia	suburbia
suburbs	tany manodidina azy
subversion	mitady hanongam-panjakana
subversive	manakorontana
subvert	famadihana
subway	metro
succeed	mahomby
succeeding	mahomby
success	fahombiazana
successful	mahomby
succession	fifandimbiasana
successive	nifandimby
successor	mpandimby
succinct	fohy
succubus	succubus
succulent	matsiro
succumb	resin'ny fakam-panahy
suck	mitaiza kely
sucker	sucker
sucking	mitsetsitra
suckling	ny zaza minono
sucks	sucks
suction	suction
sudden	tampoka
suddenly	tampoka
suds	suds
sue	Sue
suede	Suède
suffer	mijaly
sufferer	marary
suffering	mijaly
suffice	ampy
sufficiency	ampy
sufficient	ampy
sufficiently	ampy
suffix	tovana
suffocate	suffocate
suffocating	manempotra
suffocation	fahasemporana
sugar	siramamy
suggest	soso-kevitra
suggestion	soso-kevitra
suggestive	manome hevitra
suicidal	hamono tena
suicide	famonoan-tena
suicidebombing	NO TRANSLATION
suit	fitoriana
suitable	mety
suitcase	valizy
suite	tariny
suitor	suitor
sulfate	sulfate
sulfur	solifara
sulk	manjoretra
sullen	sady sosotra
sully	Sully
sulphur	solifara
sultan	Sultan
sultry	sultry
sum	vola
summarily	summarily
summarize	mamintina
summary	famintinana
summation	summation
summer	fahavaratra
summerhouse	summerhouse
summertime	fahavaratra
summit	fihaonana an-tampony
summon	ampanalao
summons	fiantsoana
sumo	Sumo
sump	sump
sumptuous	Tondraka
sun	masoandro
sunbeam	Miramirana
sunburn	sunburn
sundae	sundae
sunday	Alahady
sundial	sundial
sundown	filentehan'ny masoandro
sundry	samihafa
sunflower	voana tanamasoandro eran'ny
sunglass	sunglass
sunglasses	Sunglasses
sunk	nilentika
sunken	sunken
sunless	sunless
sunlight	tara-masoandro
sunny	talaky masoandro
sunrise	Fiposahan'ny masoandro
sunroof	sunroof
sunscreen	sunscreen
sunset	masoandro mody
sunshine	masoandro
suntan	suntan
sunup	sunup
sup	hiara-misakafo
super	Super
superannuation	superannuation
superb	mahafinaritra
superficial	endrika ivelany fotsiny
superfluous	tsy ilaina
superhero	olo-mahery
superhuman	mahery noho ny olombelona
superimposed	superimposed
superintendent	mpitantana
superior	ambony
superiority	ambony
superlative	indrindra
superman	Superman
supermarket	sipermarse
supermodel	Supermodel
supernatant	supernatant
supernatural	mihoatra ny natoraly
supernova	Mipoaka
superposition	superposition
superpower	superpower
supersede	supersede
superstar	superstar
superstition	finoanoam-poana
superstitious	finoanoam-poana
superstore	superstore
supervise	hanara-maso
supervision	fanaraha-maso
supervisor	mpanara-maso
supper	sakafo hariva
suppertime	sakafo hariva
supplant	mamingana
supple	supple
supplement	fanampin
supplemental	fanampiny
supplementary	fanampiny
supplication	fangatahana
supplier	mpamatsy
supplies	vatsy
supply	famatsiana
support	fanohanana
supported	nanohana
supporter	mpanohana
supporters	mpanohana
supporting	manohana
supportive	mpanohana
suppose	aoka hatao
supposed	noheverina
supposing	satria nataony
supposition	vinavina
suppress	hanafoanana
suppression	fanafoanana
supremacy	fara tampony
supreme	ambony indrindra
supremely	feno
surcharge	surcharge
sure	azo antoka
surety	hiantoka
surf	Surf
surface	surface
surfboard	surfboard
surfer	surfer
surge	misamboaravoara
surgeon	mpandidy
surgery	fandidiana
surgical	fandidiana
surly	miavona ny mpiasan'ny
surmise	lazaintsika
surname	atao hoe koa
surpassing	haben'ny
surplus	ambim-bavany
surprise	tsy nampoizina
surprised	gaga
surprises	tsy ampoizina
surprising	mahagaga
surprisingly	mahagaga
surreal	mampino
surrender	fileferana
surrendering	milefitra amin '
surrogate	surrogate
surround	Nanodidina
surrounding	manodidina
surroundings	manodidina azy
surveillance	fanaraha-maso
survey	fanadihadiana
surveying	fandrefesana
surveyor	surveyor
survival	velona
survive	velona
surviving	tafita velona
survivor	sisa velona
susceptibility	loza mitatao
susceptible	mora
sushi	sushi
suspect	ahiahiana
suspected	ahiana
suspend	mampiato
suspended	naato
suspenders	suspenders
suspense	fitaintainana
suspension	fampiatoana
suspicion	ahiahy
suspicions	ahiahy
suspicious	mampiahiahy
sustain	manohana
sustained	nanampy
sustenance	sakafo
suture	suture
suv	SUV
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	mitelina
swami	swami
swamp	swamp
swamped	saron'ny rano
swampy	heniheny
swan	swan
swank	swank
swap	swap
swarm	nivangongo
swarming	nohanin'ny
swastika	swastika
swat	swat
sway	fitaizana
swear	mianiana
swearing	fianianana
sweat	hatsembohana
sweater	akanjo ba
sweating	tsemboka
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	Fafao
sweeper	sweeper
sweeping	namafa
sweet	mamy
sweeten	mamy
sweetened	mamy
sweetener	sweetener
sweetest	mamy indrindra
sweetheart	malalany
sweetie	sweetie
sweetness	mamy
sweets	zava-mamy
swell	nivonto
swelling	mamontsina
sweltering	sweltering
swerve	ihemorana
swift	haingam-pandeha
swiftly	haingana
swig	swig
swill	swill
swim	milomano
swimmer	mpilomano
swimming	lomano
swimsuit	swimsuit
swindle	fisolokiana
swindler	swindler
swine	kisoa
swing	savily
swinger	swinger
swinging	swinging
swipe	swipe
swirl	mikoropadropaka anatin'ny
swish	swish
switch	jiro
switchblade	switchblade
switchboard	switchboard
swivel	swivel
swollen	nivonto
swoon	swoon
swoop	swoop
sword	sabatra
swordfish	espadon
swordplay	swordplay
swordsman	swordsman
sycamore	aviavy
syllable	hiraina
syllabus	fandaharam-pianarana
symbiotic	symbiotic
symbol	famantarana
symbolic	an'ohatra
symbolically	an'ohatra
symbolism	an'ohatra
symbolize	Manondro
symmetric	symmetric
symmetrical	symmetrical
symmetry	symmetry
sympathetic	mangoraka
sympathize	hangoraka
sympathy	fiaraha-miory
symphonic	symphonic
symphony	symphonie
symposium	fitohitohizan-dahateny
symptom	famantarana
symptomatic	symptomatic
synagogue	synagoga
synapse	synapse
synaptic	synaptic
sync	fampitahana matetika
synchronize	synchronize
synchronous	synchronous
syncope	syncope
syndicate	sendika
syndrome	aretina
synergistic	synergistic
synergy	ivo
synod	Synoda
synonym	dika
synonymous	mitovy dika
synopsis	synopsis
synoptic	synoptic
syntax	Syntaxe
synthesis	voafintina
synthesizer	synthesizer
synthetic	synthetic
syphilis	tety
syringe	syringe
syrup	syrup
system	rafitra
systematic	mitohy
systematically	amin'ny fomba
t-shirt	T-shirt
tab	vakizoro
tabasco	Tabasco
tabby	tabby
tabernacle	tabernakely
table	table
tableau	NO TRANSLATION
tablecloth	lamban-databatra
tablespoon	tablespoon
tablet	takelaka
tableware	tableware
tabloid	tabloid
taboo	fady
tabular	tabular
tabulate	tabulate
tabulation	tabulation
tachometer	tachometer
tacit	-kolaka
tack	Tack
tackle	hiatrehana
tackled	resahana
tackling	misimisy
tacky	tacky
taco	taco
tact	mahay mandanjalanja
tactful	mandanjalanja
tactic	tetika
tactical	Tactical
tactics	tetikady
tactile	azo tsapai-tanana
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tenifototra
tail	rambo
tailed	vorompano
tailgate	tailgate
tailings	fetr'andro
taillight	taillight
tailor	Tailor
tailoring	fanjairana
tailpipe	tailpipe
taint	handova
take	mandray
takeoff	Esory
takeout	mamoaka
takeover	maka
taker	mpamono olona
talcum	talcum
tale	angano
talent	talenta
talented	manan-talenta
talisman	ody atao fiaro
talk	lahateny
talkative	be resaka
talker	talker
tall	lava
tallies	tallies
tallow	tallow
tally	Tally
talon	talon
talons	NO TRANSLATION
tambourine	ny ampongatapaka
tame	NO TRANSLATION
tamer	Tamer
taming	taming
tamper	hanova
tampon	tampon
tan	Tan
tandem	tandem
tang	Tang
tangent	tangent
tangerine	mandarina
tangible	azo tsapain-tanana
tangle	tangle
tangled	Feno tahotra
tango	Tango
tank	tanky
tank top	tank top
tanker	sambo lehibe
tanned	tanned
tantalizing	tantalizing
tantamount	olona.
tantrum	fipoahan'ny hatezerana
taoism	Taoisma
tap	paompy
tape	scotch
tape measure	Tape measure
taper	taper
tapering	tapering
tapestry	tapestry
tapeworm	tapeworm
tapioca	tapioca
taps	taps
tar	tara
tarantula	tarantula
tardiness	fahataran'i
tardy	tara
target	lasibatra
targeted	lasibatra
targeting	lasibatra
tariff	tariff
tarmac	Lalantara
tarnish	manimba
tarot	tarot
tarp	NO TRANSLATION
tarry	mitoera eto amiko,
tart	tarta
tartan	an'i Tartana
tartar	tartar
task	asa
tassel	tassel
taste	tsiro
tasteful	mitory aza
tasteless	matsatso
tasting	nanandrana
tasty	matsiro
tat	faty loatra
tattler	tattler
tattletale	tattletale
tattoo	tombokavatsa
taught	nampianatra
taunt	fanesoana
taupe	taupe
taut	Taut
tavern	Fiovana farany
tawdry	tawdry
tawny	lisy
tax	hetra
taxed	hetra
taxi	Taxi
taxicab	taxicab
taxonomy	panasokajiana
taxpayer	mpandoa hetra
tea	dite
teach	mampianatra
teacher	mpampianatra
teaching	fampianarana
teacup	teacup
teahouse	teahouse
teal	teal
team	ekipa
teamjesus	NO TRANSLATION
teammate	mpiara milalao aminy
teamwork	Aza Tia Tena
teapot	teapot
tear	hamiravira
tearful	nitomany
tearsofjoy	NO TRANSLATION
teary	no latsa-dranomaso
tease	mpandrangitra
teaser	teaser
teasing	ny hanihany
teaspoon	sotrokely
teat	teat
teatime	fotoana fisotroana dite
tech	Tech
technical	ara-teknika
technicality	Ara-teknika
technician	teknisianina
technique	teknika
techno	TECHNO
technological	teknolojia
technology	teknolojia
ted	Ted
teddy bear	nonorisa
tedious	mandreraka
tedium	tedium
tee	Tee
teeming	mikisaka
teen	tanora
teenage	tanora
teenager	zatovo
teens	ankizy adolantsento
teensy	teensy
teeny	teeny
teeth	nify
teething	teething
teflon	teflon
telegram	telegrama
telegraph	Telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	telephone
telescope	teleskaopy
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	fahitalavitra
television	fahitalavitra
tell	milaza
teller	Teller
telling	milaza
telltale	telltale
temp	Temp
temper	tezitra
tempera	tempera
temperament	toetra
temperamental	saro-po
temperance	fahononam-po
temperate	mahonon-tena
temperature	hafanana
tempered	malemy fanahy
tempest	tafio-drivotra
template	môdely
temple	tempoly
tempo	NO TRANSLATION
temporal	ara-nofo
temporarily	vonjimaika
temporary	vonjimaika
tempt	maka fanahy
temptation	fakam-panahy
tempting	naka fanahy
temptress	temptress
ten	folo
tenable	tenable
tenacious	tenacious
tenacity	fikirizana
tenancy	tenancy
tenant	mpanofa
tend	Matetika
tendency	fironana
tender	fanahy
tenderfoot	tenderfoot
tenderness	fitiavana
tending	niandry
tendon	tendon
tenement	tenement
