Word	ca
supper	sopar
suppertime	sopar
supplant	suplantar
supple	flexible
supplement	suplement
supplemental	suplementari
supplementary	suplementari
supplication	súplica
supplier	proveïdor
supplies	subministraments
supply	subministrament
support	suport
supported	recolzat
supporter	partidari
supporters	seguidors
supporting	suport
supportive	solidari
suppose	suposo
supposed	suposat
supposing	suposant
supposition	suposició
suppress	suprimir
suppression	supressió
supremacy	supremacia
supreme	suprem
supremely	de manera suprema
surcharge	recàrrec
sure	segur
surety	garantia
surf	navegar
surface	superfície
surfboard	taula de surf
surfer	surfista
surge	augment
surgeon	cirurgià
surgery	cirurgia
surgical	cirurgia
surly	sorollosa
surmise	suposar
surname	cognom
surpassing	superant
surplus	excedent
surprise	sorpresa
surprised	sorprès
surprises	sorpreses
surprising	sorprenent
surprisingly	sorprenentment
surreal	surrealista
surrender	rendició
surrendering	rendint-se
surrogate	substitut
surround	envoltant
surrounding	voltants
surroundings	entorn
surveillance	vigilància
survey	enquesta
surveying	topografia
surveyor	agrimensor
survival	supervivència
survive	sobreviure
surviving	sobreviure
survivor	supervivent
susceptibility	susceptibilitat
susceptible	susceptible
sushi	sushi
suspect	sospitós
suspected	sospitós
suspend	suspèn
suspended	suspès
suspenders	tirants
suspense	suspens
suspension	suspensió
suspicion	sospita
suspicions	sospites
suspicious	sospitós
sustain	sostenir
sustained	sostingut
sustenance	sustento
suture	sutura
suv	Suv
sux	Sux
swab	hisop
swag	swag
swagger	swagger
swallow	empassar
swami	Swami
swamp	pantà
swamped	inundat
swampy	pantà
swan	cigne
swank	swank
swap	intercanviar
swarm	eixam
swarming	swarming
swastika	esvàstica
swat	batre
sway	influència
swear	jura
swearing	jurant
sweat	suor
sweater	suèter
sweating	suar
sweatshirt	dessuadora
sweatshop	sweatshop
sweaty	suat
sweep	escombrar
sweeper	barredora
sweeping	escombrant
sweet	dolç
sweeten	endolceix
sweetened	edulcorat
sweetener	edulcorant
sweetest	més dolç
sweetheart	amor
sweetie	carinyo
sweetness	dolçor
sweets	dolços
swell	inflar
swelling	inflor
sweltering	sufocant
swerve	desviar
swift	ràpid
swiftly	ràpidament
swig	swig
swill	swill
swim	nedar
swimmer	nedador
swimming	nedar
swimsuit	vestit de bany
swindle	estafa
swindler	estafador
swine	porc
swing	gronxador
swinger	swinger
swinging	oscil·lant
swipe	fes lliscar
swirl	remolí
swish	swish
switch	interruptor
switchblade	switchblade
switchboard	centraleta
swivel	giratori
swollen	inflat
swoon	desmaiar
swoop	saltar
sword	espasa
swordfish	pez espada
swordplay	espadachines
swordsman	espadachín
sycamore	sicómor
syllable	síl·laba
syllabus	pla d'estudis
symbiotic	simbiòtic
symbol	símbol
symbolic	simbòlic
symbolically	simbòlicament
symbolism	simbolisme
symbolize	simbolitzar
symmetric	simètric
symmetrical	simètric
symmetry	simetria
sympathetic	simpàtic
sympathize	simpatitzar
sympathy	simpatia
symphonic	simfònica
symphony	simfonia
symposium	simposi
symptom	símptoma
symptomatic	sintomàtic
synagogue	sinagoga
synapse	sinapsis
synaptic	sináptica
sync	sincronitzar
synchronize	sincronitzar
synchronous	sincronitzat
syncope	síncope
syndicate	sindicat
syndrome	síndrome
synergistic	sinèrgic
synergy	sinergia
synod	sínode
synonym	sinònim
synonymous	sinònim
synopsis	sinopsi
synoptic	sinòptic
syntax	sintaxi
synthesis	síntesi
synthesizer	sintetitzador
synthetic	sintètic
syphilis	sífilis
syringe	xeringa
syrup	xarop
system	sistema
systematic	sistemàtic
systematically	sistemàticament
t-shirt	samarreta
tab	pestaña
tabasco	Tabasco
tabby	tabby
tabernacle	tabernacle
table	taula
tableau	NO TRANSLATION
tablecloth	estovalles
tablespoon	cullerada
tablet	tauleta
tableware	vaixella
tabloid	tabloide
taboo	tabú
tabular	tabular
tabulate	tabular
tabulation	tabulació
tachometer	tacòmetre
tacit	tàcit
tack	pegat
tackle	abordar
tackled	abordat
tackling	abordar
tacky	enganxós
taco	taco
tact	tacte
tactful	tactiu
tactic	tàctica
tactical	tàctic
tactics	tàctiques
tactile	tàctil
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	etiqueta
tail	cua
tailed	cua
tailgate	porta posterior
tailings	relaves
taillight	llum de la cua
tailor	sastre
tailoring	costura
tailpipe	tub d'escapament
taint	taca
take	prendre
takeoff	treure
takeout	per emportar
takeover	encarregar-se'n
taker	prenedor
talcum	talc
tale	conte
talent	talent
talented	talentós
talisman	talismà
talk	parlar
talkative	xerraire
talker	parlador
tall	alt
tallies	estats
tallow	sèu
tally	recompte
talon	taló
talons	NO TRANSLATION
tambourine	pandereta
tame	NO TRANSLATION
tamer	domador
taming	domesticació
tamper	manipulador
tampon	tampó
tan	bronzejat
tandem	tàndem
tang	tang
tangent	tangent
tangerine	mandarina
tangible	tangible
tangle	enredar
tangled	Enredat
tango	tango
tank	tanc
tank top	tanc top
tanker	camió cisterna
tanned	bronzejat
tantalizing	Tastant
tantamount	igual
tantrum	birra
taoism	taoisme
tap	aixeta
tape	cinta
tape measure	cinta mètrica
taper	cònic
tapering	afinant
tapestry	tapisseria
tapeworm	tenia
tapioca	tapioca
taps	aixetes
tar	tar
tarantula	Tarantula
tardiness	tardança
tardy	tard
target	objectiu
targeted	orientat
targeting	segmentació
tariff	tarifa
tarmac	asfaltat
tarnish	manchar
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	taronja
tartan	tartan
tartar	tàrtar
task	tasca
tassel	borla
taste	gust
tasteful	de bon gust
tasteless	sense sabor
tasting	degustació
tasty	saborós
tat	tat
tattler	Tattler
tattletale	tattletale
tattoo	tatuatge
taught	ensenyat
taunt	taunt
taupe	taupe
taut	tens
tavern	taverna
tawdry	taca
tawny	tawny
tax	impost
taxed	gravats
taxi	taxi
taxicab	taxi
taxonomy	taxonomia
taxpayer	contribuent
tea	te
teach	ensenyar
teacher	professor
teaching	ensenyament
teacup	tassa de te
teahouse	casa de te
teal	trineu
team	equip
teamjesus	NO TRANSLATION
teammate	company d'equip
teamwork	treball en equip
teapot	tetera
tear	llàgrima
tearful	llàgrima
tearsofjoy	NO TRANSLATION
teary	llàgrima
tease	burlar
teaser	teaser
teasing	burlar
teaspoon	culleradeta
teat	tetina
teatime	l'hora del te
tech	tech
technical	tècnic
technicality	tecnicisme
technician	tècnic
technique	tècnica
techno	techno
technological	tecnològic
technology	tecnologia
ted	Ted
teddy bear	osset de peluix
tedious	tediós
tedium	tedi
tee	tee
teeming	estrenyent
teen	adolescent
teenage	adolescent
teenager	adolescent
teens	joves
teensy	teensy
teeny	teeny
teeth	dents
teething	dentició
teflon	tefló
telegram	telegrama
telegraph	telègraf
telekinesis	telekinesis
telemetry	telemetria
telepathic	telepàtic
telepathy	telepatia
telephone	telèfon
telescope	telescopi
telescopic	telescòpic
telethon	teletón
teletype	teletipo
televised	televisat
television	televisió
tell	dir
teller	caixer
telling	dient
telltale	telltale
temp	temp
temper	temperament
tempera	tempera
temperament	temperament
temperamental	temperamental
temperance	temperança
temperate	temperat
temperature	temperatura
tempered	temperat
tempest	Tempesta
template	plantilla
temple	temple
tempo	NO TRANSLATION
temporal	temporal
temporarily	temporalment
temporary	temporal
tempt	tempteu
temptation	temptació
tempting	temptadora
temptress	temptadora
ten	deu
tenable	Tenable
tenacious	tenaç
tenacity	tenacitat
tenancy	arrendament
tenant	arrendatari
tend	tendeix
tendency	tendència
tender	tendre
tenderfoot	tenderfoot
tenderness	tendresa
tending	tendència
tendon	tendó
tenement	habitatge
tenet	principi
tenets	principis
tenfold	deu vegades
tennis	tennis
tenor	tenor
tense	tens
tensile	tensió
tension	tensió
tent	carpa
tentacle	tentacle
tentative	temptatiu
tenth	desè
tenths	desenes
tenuous	tènue
tenure	tenure
tepee	Tepee
tepid	tebi
tequila	tequila
teriyaki	teriyaki
term	terme
terminal	terminal
terminate	acabar
termination	terminació
terminator	terminador
terminology	terminologia
terminus	terminus
termite	termite
terms	termes
tern	Tern
ternary	ternari
terrace	terrassa
terrain	terreny
terrestrial	terrestre
terrible	terrible
terribly	terriblement
terrier	terrier
terrific	excel · lent
terrified	aterrit
terrifies	aterroriza
terrify	aterrorizante
terrifying	aterrador
territorial	territorial
territory	territori
terror	terror
terrorism	terrorisme
terrorist	terrorista
terrorists	terroristes
terrorize	aterrorizar
terse	terse
tertiary	terciari
test	prova
testament	testament
testicle	testicle
testicular	testicular
testify	testificar
testimonial	testimonial
testimony	testimoniatge
testosterone	testosterona
testy	NO TRANSLATION
tetanus	tètanus
tether	tether
tethered	enganxat
tetrahedral	tetraèdric
text	text
textbook	llibre de text
textile	tèxtil
textural	textural
texture	textura
tgif	tgif
thank	gràcies
thankful	agraït
thankgod	gràcies a Déu
thanking	agraint
thankless	agraït
thanks	gràcies
thanksalot	NO TRANSLATION
thanksgiving	acció de gràcies
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	palla
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	descongelar
theater	teatre
theatrical	teatral
theatrics	teatrals
thebest	el millor
theft	robatori
theism	el teisme
theistic	teístics
thelife	la vida
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teocràcia
theocratic	teocràtic
theologian	teòleg
theological	teològic
theology	teologia
theorem	teorema
theoretical	teòric
theory	teoria
therapeutic	terapèutic
therapeutics	terapèutica
therapist	terapeuta
therapy	teràpia
thereabouts	allà
thereof	del mateix
therewith	amb això
thermal	tèrmic
thermocouple	termoparell
thermodynamics	termodinàmica
thermometer	termòmetre
thermos	termes
thermostat	termostat
thesaurus	diccionari de sinònims
thesis	tesi
thick	espés
thicken	espessir
thickening	engrosamiento
thicket	matoll
thickness	gruix
thief	lladre
thigh	cuixa
thimble	dexal
thin	prim
thing	cosa
things	coses
thingy	cosa
think	pensar
thinker	pensador
thinking	pensant
third	tercer
thirds	tercers
thirst	set
thirsty	set
thirteen	tretze
thirteenth	tretzena
thirty	trenta
thistle	card
thither	allà
thong	tanga
thorn	espina
thorny	espinós
thorough	a fons
thoroughbred	pura sang
thoroughfare	via pública
thought	pensament
thoughtful	pensatiu
thoughtfulness	reflexió
thoughtless	sense pensar
thoughts	pensaments
thousand	milers
thrash	thrash
thread	fil
threat	amenaça
threaten	amenaça
threatened	amenaçat
threatening	amenaçant
three	tres
threefold	triple
threesome	trío
thresh	trilla
threshold	llindar
thrice	tres vegades
thrift	bestiar
thrifty	estalviador
thrill	emoció
thrilled	emocionat
thriller	suspens
thrilling	emocionant
thrive	prosperar
thriving	prosperant
throat	gola
throb	lladre
throbbing	palpitant
throes	gols
throne	tron
throng	multitud
throttle	accelerador
throw	llançar
throwback	retrocés
thrower	llançador
thrown	llançat
thrush	tord
thrust	empenta
thruster	propulsor
thud	Trist
thug	brètol
thumb	polze
thumbprint	empremta digital
thump	batec
thumper	aixafonador
thumping	golpear
thunder	trum
thunderbolt	raig
thunderclap	trueno
thundering	fulminant
thunderstorm	tempesta elèctrica
thunderstruck	trillada
thwart	frustrar
thx	gràcies
thyme	farigola
thyroid	tiroide
tiara	tiara
tibia	tibia
tic	tic
tick	tick
ticked	marcada
ticker	ticker
ticket	bitllet
tickle	pessigolles
tickled	pessigolles
ticklish	pessigolleig
tidal	marea
tidal wave	ona de marea
tidbit	picant
tide	marea
tidings	notícies
tidy	ordenat
tie	corbata
tier	nivell
tiff	tiff
tiger	tigre
tighten	estrenyi
tightness	estrenyiment
tightrope	corda fluixa
tights	mitges
tilde	tilde
tile	rajola
tiling	enrajolats
till	NO TRANSLATION
tillage	labranza
tiller	Tiller
tilt	inclinació
tilting	inclinació
timber	fusta
timberland	Timberland
timbre	timbre
time	temps
timeless	atemporal
timeliness	puntualitat
timely	oportuna
timeout	temps d'espera
timepiece	rellotge
timer	temporitzador
times	temps
timetable	horari
timewasters	NO TRANSLATION
timid	tímid
timidity	timidesa
timing	temps
tin	NO TRANSLATION
tincture	tintura
tine	NO TRANSLATION
tinfoil	paper d'alumini
tinge	tinge
tingle	formiguejar
tingling	formigueig
tinker	jugar
tinkering	joc
tinkle	NO TRANSLATION
tinkling	sonar
tinnitus	tinnitus
tinsel	oripell
tint	tints
tiny	petit
tip	punta
tipper	volcà
tipster	tipster
tipsy	consells
tiptoe	punta de punta
tirade	tirade
tire	pneumàtic
tired	cansat
tiredness	cansament
tiredofit	NO TRANSLATION
tireless	incansable
tiresome	cansat
tiring	cansador
tissue	teixit
tistheseason	NO TRANSLATION
tit	tit
titan	Titan
titanic	Titanic
titanium	titani
tithe	diezmos
title	títol
titled	titulat
titty	titty
titular	NO TRANSLATION
toad	gripau
toast	torrades
toaster	torradora
toasty	toasty
tobacco	tabac
toby	toby
tod	Tod
today	avui
toddler	nen petit
toe	dit del peu
toenail	ungla del peu
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	junts
togetherness	unió
toil	treball
toilet	WC
toils	treballs
token	token
tolerable	tolerable
tolerance	tolerància
tolerant	tolerant
tolerate	tolerar
toleration	tolerància
toll	peatge
tomahawk	tomahawk
tomato	tomàquet
tomatoes	tomàquets
tomb	tomba
tombstone	làpida
tomcat	Tomcat
tome	tom
tomorrow	demà
ton	NO TRANSLATION
tone	to
toner	tòner
tong	NO TRANSLATION
tongs	pinces
tongue	llengua
tonic	tònic
tonnage	tonatge
tonsils	amigdales
toocold	NO TRANSLATION
tool	eina
toolbox	caixa d'eines
tooling	eines
toomuchtodo	NO TRANSLATION
toot	toot
tooth	dent
toothache	mal de queixal
toothbrush	raspall de dents
toothed	dentat
toothless	sense dents
toothpaste	pasta de dents
toothpick	escuradents
toots	toots
top	superior
topaz	topacio
topic	tema
topical	tòpic
topless	topless
topographic	topogràfic
topographical	topogràfic
topography	topografia
topple	abaixar
topside	topside
tor	tor
torch	torxa
torment	turment
tormented	atormentat
torn	trencat
tornado	tornado
torpedo	torpede
torque	parell motor
torrent	torrent
torrid	torrid
torsion	torsió
torso	tors
tort	tort
tortious	tortuós
tortoise	tortuga
tortuous	tortuós
torture	tortura
tortured	torturat
toss	tirar
tot	NO TRANSLATION
total	total
totality	totalitat
totally	totalment
tote	tote
totem	tòtem
touch	tocar
touchdown	touchdown
touched	tocat
touching	tocant
touchy	tàctil
tough	dur
toughen	endurir
toughness	duresa
toupee	toupee
tour	gira
tourism	turisme
tourist	turista
tourmaline	Turmalina
tournament	torneig
tourniquet	torniquet
tout	NO TRANSLATION
tow	remolc
towel	tovallola
tower	torre
towering	elevat
town	ciutat
townhouse	casa de poble
township	municipi
townspeople	ciutadans
toxic	tòxic
toxicity	toxicitat
toxicology	toxicologia
toxin	toxina
toy	joguina
toymaker	toymaker
trace	rastrejar
traceable	traçable
tracer	traçador
traces	rastres
trachea	tràquea
tracing	rastreig
track	seguiment
tracker	rastrejador
tract	tracte
tractable	tractable
traction	tracció
tractor	tractor
trade	comerç
trademark	marca comercial
trader	comerciant
tradesman	comerciant
trading	negociació
tradition	tradició
traditional	tradicional
traffic	trànsit
traffic light	semàfor
trafficking	tràfic
tragedies	tragèdies
tragedy	tragèdia
tragic	tràgic
trail	rastre
trailer	remolc
train	tren
train set	conjunt de trens
trained	entrenat
trainee	aprenent
trainer	entrenador
training	entrenament
trait	tret
traitor	traïdor
traitorous	traïdor
trajectory	trajectòria
tram	Tramvia
tramp	vagabund
trample	trepitjar
trampoline	trampolí
tramway	tramvia
trance	trànsit
tranquil	tranquil
tranquility	tranquilitat
tranquilizer	tranquilizante
transact	transacció
transaction	transacció
transatlantic	transatlàntic
transceiver	transceptor
transcend	transcendeix
transcendence	transcendència
transcendent	transcendent
transcendental	transcendental
transcribe	transcriure
transcriber	transcriptor
transcript	transcripció
transcription	transcripció
transfer	transferència
transference	transferència
transferred	transferit
transfixed	transfixed
transform	transformar
transformation	transformació
transformer	transformador
transfusion	transfusió
transgression	transgressió
transient	transitori
transistor	transistor
transit	trànsit
transition	transició
transitional	transicional
transitive	transitiu
transitory	transitori
translate	traduir
translation	traducció
translator	traductor
translocation	translocació
translucent	translúcid
transmission	transmissió
transmit	transmetre
transmitter	transmissor
transmutation	transmutació
transom	transom
transparency	transparència
transparent	transparent
transplant	trasplantament
transplantation	trasplantament
transponder	transponder
transport	transport
transportation	transport
transporter	transportador
transpose	transposar
transposition	transposició
transsexual	transsexual
transverse	transversal
transvestite	travesti
trap	trampa
trapdoor	trampa
trapeze	trapezi
trapped	atrapat
trapper	trampa
trapping	captura
trappings	adorns
traps	trampes
trash	escombraries
trashy	trashy
trauma	trauma
traumatic	traumàtic
travail	NO TRANSLATION
travel	viatjar
traveler	viatger
traveling	viatjant
traverse	travessar
travesty	travesty
trawl	arrossegament
trawler	arrossegador
tray	safata
treacherous	traïdor
