Word	sm
sunflower	la
sunglass	mata tioata
sunglasses	mata tioata
sunk	sulu
sunken	na susulu
sunless	leai se la
sunlight	susulu o le la
sunny	la
sunrise	oso aʻe o le lā
sunroof	sunroof
sunscreen	sunscreen
sunset	goto le la
sunshine	la susulu
suntan	suntan
sunup	oso i luga
sup	sup
super	sili
superannuation	supaaneueta
superb	sili atu
superficial	papaʻu
superfluous	matua le lelei
superhero	superhero
superhuman	superhuman
superimposed	sili atu
superintendent	pule sili
superior	sili
superiority	maualuga
superlative	silisili
superman	alii sili
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	mea ofoofogia
supernova	supernova
superposition	puleaina
superpower	pule malosi
supersede	sili atu
superstar	sili atu
superstition	talitonuga faanuupo
superstitious	taufaasese
superstore	fale faʻapitoa
supervise	vaavaaia
supervision	vaavaaiga
supervisor	supavaisa
supper	talisuaga
suppertime	taimi talisuaga
supplant	sui
supple	supple
supplement	faʻaopoopoga
supplemental	faʻaopoopoga
supplementary	faaopoopo
supplication	talosaga
supplier	tagata faʻatau
supplies	sapalai
supply	sapalai
support	lagolago
supported	lagolagoina
supporter	lagolago
supporters	lagolago
supporting	lagolago
supportive	lagolago
suppose	manatu
supposed	manatu
supposing	manatu
supposition	manatu
suppress	taofia
suppression	tapunia
supremacy	supavaisa
supreme	sili
supremely	sili atu
surcharge	tau faaopoopo
sure	mautinoa
surety	faʻamaoni
surf	galulolo
surface	luga
surfboard	laupapa
surfer	togi
surge	vaʻaia
surgeon	fomai tipitipi
surgery	taotoga
surgical	taotoga
surly	luga
surmise	masini
surname	igoa ole igoa
surpassing	sili atu
surplus	tupe faasili
surprise	faateia
surprised	ofo
surprises	mea faateʻia
surprising	ofo
surprisingly	ofo
surreal	luga
surrender	toe faafoi
surrendering	tuʻuina atu
surrogate	togi
surround	siosiomia
surrounding	siosiomia
surroundings	siosiomaga
surveillance	mataʻituina
survey	suʻesuʻega
surveying	siaki
surveyor	fuafanua
survival	ola
survive	ola
surviving	ola pea
survivor	tagata ola
susceptibility	faʻafitauli
susceptible	faʻafitauli
sushi	sushi
suspect	masalosalo
suspected	masalomia
suspend	taofi le tumau
suspended	taofia lē tumau
suspenders	tagata faʻapitoa
suspense	masalosalo
suspension	faʻamalolo
suspicion	masalosalo
suspicions	masalosaloga
suspicious	masalosalo
sustain	lagolagoina
sustained	lagolagoina
sustenance	meaʻai
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	foloina
swami	swami
swamp	aau
swamped	fafati
swampy	aau
swan	swan
swank	swank
swap	swap
swarm	sosolo
swarming	sosolo
swastika	swastika
swat	fesuiaʻi
sway	sisi
swear	tauto
swearing	tauto
sweat	afu
sweater	ofu mafanafana
sweating	sosolo
sweatshirt	suti
sweatshop	uila
sweaty	afu
sweep	salu
sweeper	salu
sweeping	salu
sweet	suamalie
sweeten	suamalie
sweetened	suamalie
sweetener	suamalie
sweetest	sili ona manaia
sweetheart	manamea
sweetie	suamalie
sweetness	suamalie
sweets	sweets
swell	fuga
swelling	fulafula
sweltering	sweltering
swerve	sui
swift	vave
swiftly	vave
swig	fuga
swill	telefoni
swim	aau
swimmer	aau aau
swimming	aau
swimsuit	aau
swindle	faasee
swindler	fesuiaʻi
swine	puaa
swing	fesuiaʻi
swinger	swinger
swinging	faasee
swipe	swipe
swirl	faʻanoanoa
swish	swish
switch	fesuiaiga
switchblade	fesuiaiga
switchboard	laupapa
swivel	soʻo
swollen	fufula
swoon	sopo
swoop	supa
sword	pelu
swordfish	pelu
swordplay	pelu
swordsman	tagata faʻatau
sycamore	sycamore
syllable	syllable
syllabus	syllabus
symbiotic	faailoga
symbol	faailoga
symbolic	faatusa
symbolically	faatusa
symbolism	faailoga
symbolize	faatusa
symmetric	foliga tutusa
symmetrical	tutusa
symmetry	foliga tutusa
sympathetic	alofagia
sympathize	alofagia
sympathy	lagona alofa
symphonic	symphonic
symphony	faʻalogo
symposium	faʻasalalauga
symptom	uiga
symptomatic	faailoga
synagogue	sunako
synapse	synapse
synaptic	synaptic
sync	sync
synchronize	faʻafetaui
synchronous	felagolagomaʻi
syncope	syncope
syndicate	faʻatasi
syndrome	maʻi
synergistic	synergistic
synergy	synergy
synod	synod
synonym	synonym
synonymous	tutusa
synopsis	otootoga
synoptic	synoptic
syntax	syntax
synthesis	sifi
synthesizer	synthesizer
synthetic	gaosia
syphilis	syphilis
syringe	tui
syrup	syrup
system	faiga
systematic	faʻatulagaina
systematically	faʻapitoa
t-shirt	t-mitiafu
tab	tab
tabasco	tabasco
tabby	mautinoa
tabernacle	tapeneko
table	laulau
tableau	NO TRANSLATION
tablecloth	ie laulau
tablespoon	sipuni tele
tablet	papa
tableware	laulau
tabloid	tabloid
taboo	taboo
tabular	faʻamau
tabulate	faʻamaonia
tabulation	faʻamatalaga
tachometer	tachometer
tacit	tacit
tack	tack
tackle	toso
tackled	osofaia
tackling	osofaia
tacky	tacky
taco	taco
tact	togafiti
tactful	atamai
tactic	togafiti
tactical	maaleale
tactics	auala
tactile	mataʻutia
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	siʻuʻu
tailed	faʻatonutonuina
tailgate	laina
tailings	tosoina
taillight	faʻalelei
tailor	faʻatonutonu
tailoring	faʻatatau
tailpipe	tailpipe
taint	taʻavale
take	ave
takeoff	aveese mai
takeout	ave ese
takeover	sui tulaga
taker	taʻavale
talcum	taleni
tale	tala
talent	taleni
talented	taleni
talisman	talisman
talk	talanoa
talkative	talanoa
talker	tagata tautala
tall	umi
tallies	umi
tallow	taliga
tally	Tally
talon	tolo
talons	NO TRANSLATION
tambourine	toluse
tame	NO TRANSLATION
tamer	tamamea
taming	faʻamalosi
tamper	faʻamalolo
tampon	tampon
tan	tan
tandem	aogā
tang	tang
tangent	tanu
tangerine	tangerine
tangible	tino
tangle	tafaʻi
tangled	faanatinati
tango	tango
tank	tane
tank top	fagu luga
tanker	vaʻavaʻa
tanned	tanned
tantalizing	faʻamaonia
tantamount	tutusa
tantrum	ita
taoism	taoʻaga
tap	tap
tape	lipine
tape measure	lipine fua
taper	taper
tapering	tapering
tapestry	tapuni
tapeworm	lipine mata
tapioca	tapioca
taps	taps
tar	ta
tarantula	tarantula
tardiness	tuai
tardy	tuai
target	taulaʻi
targeted	tulimatai
targeting	tulimatai
tariff	faasologa o tiute
tarmac	tarmac
tarnish	tarnish
tarot	talotiti
tarp	NO TRANSLATION
tarry	tuai
tart	tart
tartan	tartan
tartar	tartar
task	galuega
tassel	au
taste	tofo
tasteful	tofo
tasteless	leai se mea
tasting	tofo
tasty	fiafia
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	peʻa
taught	aoao atu
taunt	taufaaleaga
taupe	taupe
taut	tautua
tavern	tavern
tawdry	toso
tawny	tawny
tax	lafoga
taxed	lafoga
taxi	taxi
taxicab	lafoga
taxonomy	lafoga
taxpayer	tagata fai lafoga
tea	lauti
teach	aʻoaʻo
teacher	faiaoga
teaching	aʻoaʻoga
teacup	teacup
teahouse	tea
teal	leal
team	au
teamjesus	NO TRANSLATION
teammate	au uo
teamwork	galulue faatasi
teapot	taapot
tear	loimata
tearful	loimata
tearsofjoy	NO TRANSLATION
teary	teary
tease	tamaʻitaʻi
teaser	teaser
teasing	taufaalili
teaspoon	teaspoon
teat	leat
teatime	taatime
tech	tekinolosi
technical	tekinolosi
technicality	tomai
technician	tekinisia
technique	metotia
techno	tekinolosi
technological	tekinolosi
technology	tekonolosi
ted	Ted
teddy bear	teli pea
tedious	mataʻutia
tedium	tedium
tee	tee
teeming	teu
teen	talavou
teenage	talavou
teenager	talavou
teens	talavou
teensy	talavou
teeny	talavou
teeth	nifo
teething	leething
teflon	Teflon
telegram	telefoni
telegraph	telefoni
telekinesis	telefoni
telemetry	telefoni
telepathic	Telepathic
telepathy	telepathy
telephone	telefoni
telescope	telescope
telescopic	telescopic
telethon	teleton
teletype	teletupe
televised	televised
television	televise
tell	taʻu
teller	au
telling	tala
telltale	tala
temp	temp
temper	ita
tempera	fua
temperament	uiga masani
temperamental	uiga masani
temperance	le gaoia
temperate	taugofie
temperature	vevela
tempered	faʻafefe
tempest	afā
template	ata
temple	malumalu
tempo	NO TRANSLATION
temporal	faaletino
temporarily	mo sina taimi
temporary	lē tumau
tempt	faaosooso
temptation	faaosoosoga
tempting	faaosooso
temptress	faaosooso
ten	sefulu
tenable	faʻamalosi
tenacious	faʻamalosi
tenacity	faʻamalosi
tenancy	nofoia
tenant	tagata nofoia
tend	taugofie
tendency	naunauga
tender	vaivai
tenderfoot	uila
tenderness	agavaivai
tending	tausiga
tendon	tendon
tenement	tenement
tenet	tenet
tenets	pepa
tenfold	faasefulu
tennis	tenisi
tenor	tenor
tense	tens
tensile	faletupe
tension	popolega
tent	faleʻie
tentacle	faʻailoga
tentative	taumafaiga
tenth	tulaga sefulu
tenths	sefulu vae
tenuous	mataga
tenure	nofo
tepee	lepela
tepid	lepid
tequila	Tequila
teriyaki	teriyaki
term	taimi
terminal	faʻaiʻuga
terminate	muta
termination	faʻaiʻuga
terminator	tagata faʻamavae
terminology	faaupuga
terminus	ua maeʻa
termite	vaitaimi
terms	fuaitau
tern	tern
ternary	ternary
terrace	terrace
terrain	fanua
terrestrial	terrestrial
terrible	mataʻutia
terribly	tele
terrier	terrier
terrific	mataʻutia
terrified	fefe
terrifies	fefefe
terrify	fefefe
terrifying	mataʻu
territorial	teritori
territory	teritori
terror	fefe
terrorism	faiga faatupu faalavelave
terrorist	tagata faatupu faalavelave
terrorists	tagata faatupu faalavelave
terrorize	fefefe
terse	tala
tertiary	aoga maualuga
test	suega
testament	molimau
testicle	suʻesuʻega
testicular	testicular
testify	molimau
testimonial	molimau
testimony	molimau
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tosoina
tetrahedral	tetrahedral
text	tusiga
textbook	tusi aoga
textile	textile
textural	textural
texture	ituaiga
tgif	tgif
thank	faafetai
thankful	faafetai
thankgod	faafetai
thanking	faʻafetai
thankless	faafetai
thanks	fa'afetai
thanksalot	NO TRANSLATION
thanksgiving	faafetai
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	lena
thatmoment	NO TRANSLATION
thaumaturgy	talatala
thaw	malulu
theater	fale faafiafia
theatrical	tafaoga
theatrics	mataitusi
thebest	o le sili lava
theft	gaoi
theism	talitonuga
theistic	Theist
thelife	le ola
thelittlethings	NO TRANSLATION
theme	autu
theocracy	leocracy
theocratic	aʻoga
theologian	leologian
theological	aʻoaʻoga faʻalelotu
theology	aʻoaʻoga
theorem	aʻoaʻoga
theoretical	faʻamatalaga
theory	aʻoaʻoga
therapeutic	togafiti
therapeutics	togafitiga
therapist	fomaʻi
therapy	togafitiga
thereabouts	o loʻo i ai
thereof	o ia mea
therewith	i ai
thermal	vevela
thermocouple	thermocouple
thermodynamics	faʻamafanafana
thermometer	thermometer
thermos	vevela
thermostat	telefoni
thesaurus	lesaurus
thesis	suʻesuʻega
thick	mafiafia
thicken	mafiafia
thickening	mafiafia
thicket	vao
thickness	mafiafia
thief	gaoi
thigh	ogavae
thimble	tala faʻatatau
thin	mimiti
thing	mea
things	mea
thingy	mea mea
think	mafaufau
thinker	mafaufau
thinking	mafaufau
third	tulaga tolu
thirds	lona tolu
thirst	fiainu
thirsty	fiainu
thirteen	sefulu ma le tolu
thirteenth	tulaga sefulu ma le tolu
thirty	tolu sefulu
thistle	vao tuitui
thither	iina
thong	laina
thorn	talatala
thorny	tuitui
thorough	maeʻa
thoroughbred	lapisi
thoroughfare	auala lautele
thought	manatu
thoughtful	mafaufau loloto
thoughtfulness	mafaufauga
thoughtless	leai se mafaufau
thoughts	mafaufauga
thousand	afe
thrash	tuʻituʻi
thread	filo
threat	taufaamatau
threaten	taufaamatau
threatened	faamataʻuina
threatening	taufaamatau
three	tolu
threefold	tolu
threesome	tolu
thresh	solo
threshold	paepae
thrice	tolu
thrift	taugofie
thrifty	taugofie
thrill	fiafia
thrilled	fiafia
thriller	tagata faʻatau
thrilling	fiafia
thrive	manuia
thriving	ola manuia
throat	gutu
throb	togi
throbbing	togi
throes	togi
throne	nofoalii
throng	toatele
throttle	togi
throw	togi
throwback	togi
thrower	toso
thrown	lafo
thrush	vevela
thrust	lafo
thruster	gaogao
thud	tolu
thug	uʻu
thumb	limamatua
thumbprint	limamatua
thump	solo
thumper	gaugau
thumping	osofaʻi
thunder	faititili
thunderbolt	faititili
thunderclap	faititili
thundering	faititili
thunderstorm	faititili o le faititili
thunderstruck	faititili
thwart	faʻailoga
thx	f
thyme	laume
thyroid	uila
tiara	tiara
tibia	tibia
tic	tic
tick	siaki
ticked	tisa
ticker	togi
ticket	tiketi
tickle	logoleleia
tickled	siaki
ticklish	faʻailoa
tidal	faʻafefe
tidal wave	galulolo
tidbit	tidbit
tide	tide
tidings	tala
tidy	faʻamaʻa
tie	fusiua
tier	tolu
tiff	tiff
tiger	tiger
tighten	faʻamalosi
tightness	faʻamalosi
tightrope	fufusi
tights	tights
tilde	tilde
tile	tile
tiling	tala
till	NO TRANSLATION
tillage	gaosi
tiller	tagata faʻatau
tilt	faʻasolo
tilting	sulu
timber	laupapa
timberland	timberland
timbre	timimi
time	taimi
timeless	leai se taimi
timeliness	taimi
timely	taimi talafeagai
timeout	uma le taimi
timepiece	taimi mataʻutia
timer	taimi
times	taimi
timetable	taimi faatulagaina
timewasters	NO TRANSLATION
timid	fefe
timidity	valea
timing	taimi
tin	NO TRANSLATION
tincture	tinomi
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinisitus
tinsel	tinsel
tint	lanu
tiny	itiiti
tip	tipiga
tipper	toso
tipster	fofo
tipsy	fautuaga
tiptoe	tipotee
tirade	taimi
tire	paʻu
tired	vaivai
tiredness	vaivai
tiredofit	NO TRANSLATION
tireless	vaivai
tiresome	faʻamalosi
tiring	vaivai
tissue	tisino
tistheseason	NO TRANSLATION
tit	titene
titan	titan
titanic	titanic
titanium	apa
tithe	sefuluai
title	suafa
titled	faaulutalaina
titty	titty
titular	NO TRANSLATION
toad	toad
toast	toso
toaster	faoa mea
toasty	toga
tobacco	tapaa
toby	toby
tod	tol
today	i aso nei
toddler	tamaititi
toe	toevae
toenail	toilalo
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	faatasi
togetherness	faʻatasi
toil	galue
toilet	faletaele
toils	aʻafiaga
token	faailoga
tolerable	avanoa
tolerance	faapalepale
tolerant	faapalepale
tolerate	faapalepale
toleration	faapalepale
toll	aʻafiaga
tomahawk	tomahawk
tomato	tamato
tomatoes	tamato
tomb	tuugamau
tombstone	tuugamau
tomcat	tomcat
tome	mo a'u
tomorrow	taeao
ton	NO TRANSLATION
tone	leo
toner	toner
tong	NO TRANSLATION
tongs	kopa
tongue	gagana
tonic	tonic
tonnage	tone
tonsils	tonesils
toocold	NO TRANSLATION
tool	meafaigaluega
toolbox	meafaigaluega
tooling	meafaigaluega
toomuchtodo	NO TRANSLATION
toot	matua
tooth	nifo
toothache	tootai
toothbrush	pulumu fulunifo
toothed	toothed
toothless	toʻamea
toothpaste	toothpaste
toothpick	toothpick
toots	toots
top	luga
topaz	topaz
topic	autu
topical	autu
topless	pito i luga
topographic	topography
topographical	topographical
topography	topography
topple	toso
topside	pito i luga
tor	f
torch	sulu
torment	mafatiaga
tormented	mafatia
torn	solo
tornado	asiosio
torpedo	toso
torque	faʻailoga
torrent	vaitafe
torrid	faasee
torsion	sosolo
torso	sulu
tort	leaga
tortious	leaga
tortoise	laumei
tortuous	leaga
torture	faʻaleagaina
tortured	faʻasalaga
toss	togi
tot	NO TRANSLATION
total	aofaʻi
totality	atoa
totally	atoatoa
tote	tote
totem	totem
touch	paʻi
touchdown	paʻu
touched	paʻia
touching	paʻi
touchy	afaina
tough	faigata
toughen	toso
toughness	faigata
toupee	tapee
tour	tafaoga
tourism	tagata tafafao
tourist	tagata tafafao maimoa
tourmaline	tourmaline
tournament	tauvaga
tourniquet	tafaoga
tout	NO TRANSLATION
tow	toso
towel	solo
tower	olo
towering	maualuga
town	taulaga
townhouse	faletalimalo
township	faletalimalo
townspeople	aai
toxic	toʻila
toxicity	toʻilalo
toxicology	toxicology
toxin	toxin
toy	meataalo
toymaker	tagata tumaʻi
trace	faʻasologa
traceable	siakiina
tracer	faʻailoa
traces	auala
trachea	faʻailoga
tracing	siaki
track	auala
tracker	tracker
tract	tufuga
tractable	tufuga
traction	toso
tractor	taʻavale
trade	fefaatauaiga
trademark	faailoga faʻatau
trader	faioloa
tradesman	tagata faʻatau oloa
trading	fefaatauaiga
tradition	tu masani
traditional	tu masani
traffic	feoaiga
traffic light	fefaatauaiga
trafficking	fefaatauaiga
tragedies	mala
tragedy	mala
tragic	mala
trail	auala
trailer	taʻavale
train	nofoaafi
train set	nofoaafi seti
trained	toleni
trainee	tagata aʻoʻoga
trainer	faiaoga
training	aʻoaʻoga
trait	uiga
traitor	tagata faʻatau
traitorous	faʻamaʻi
trajectory	ala
tram	tram
tramp	taʻavale
trample	solia
trampoline	taʻavale
tramway	tramway
trance	tifaga
tranquil	filemu
tranquility	filemu
tranquilizer	toʻafilemu
transact	fefaʻatauaʻi
transaction	fefaʻatauaiga
transatlantic	transatlantic
transceiver	faʻasalalauga
transcend	agai i luga
transcendence	maualuga
transcendent	sili atu
transcendental	suauu
transcribe	tusitusi
transcriber	tagata faʻasalalau
transcript	tusitusiga
transcription	tusitusiga
transfer	fesiitaiga
transference	felauaiga
transferred	fesiitai
transfixed	faʻasolosolo
transform	suiga
transformation	suiga
transformer	faila
transfusion	felauaiga
transgression	solitulafono
transient	lē tumau
transistor	sopo
transit	felauaiga
transition	suiga
transitional	suiga
transitive	faʻaliliuga
transitory	femalagaaʻi
translate	faaliliu
translation	faaliliuga
translator	faaliliuupu
translocation	felauaiga
translucent	sulufaʻi
transmission	faasalalauga
transmit	faasalalau
transmitter	transmitter
transmutation	faaliliuga
transom	transom
transparency	manino
transparent	manino
transplant	totoina
transplantation	totoina
transponder	transponder
transport	felauaiga
transportation	felauaiga
transporter	felauaiga
transpose	faasee
transposition	transposition
transsexual	feusuaʻiga
transverse	feaveaʻi
transvestite	fesuiaʻiga
trap	mailei
trapdoor	lapisi
trapeze	faʻasolosolo
trapped	afaina
trapper	faʻatau
trapping	faʻasologa
trappings	ata
traps	mailei
trash	lapisi
trashy	lapisi
trauma	tiga
traumatic	faʻalavelave
travail	NO TRANSLATION
travel	malaga
traveler	tagata malaga
traveling	faimalaga
traverse	feʻaveaʻi
travesty	taufaasese
trawl	lapisi
trawler	taʻavale
tray	fata
treacherous	taufaaleaga
treachery	fouvale
tread	savali
treadmill	lapisi
treason	fouvale
treasure	oa
treasured	peleina
treasurer	teutupe
treasures	oa
treasury	fale teu oloa
treat	togafiti
treatable	mafai ona mafai
treatise	fefaʻatauaʻiga
treatment	togafitiga
treaty	feagaiga
treble	taʻavale
tree	laau
trees	laau
trek	malaga
trellis	taʻavale
tremble	gatete
trembling	gatete
tremendous	tele
tremendously	tele
tremor	gatete
trench	fao
trend	masani
trending	faʻaauau
trendy	teuteu
trepidation	tigā
trespass	solitulafono
triad	tolu
triage	talo
trial	faamasinoga
triangle	tafatolu
triangular	tafatolu
triangulate	tafatafa
triathlon	tolu
tribal	ituaiga
tribe	ituaiga
tribulation	puapuaga
tribunal	faamasinoga
tribune	togi
tributary	faʻaaloalo
tribute	faʻaaloalo
trick	togafiti
trickery	togafiti
trickle	toso
trickster	taufaasese
tricky	taufaasese
tricycle	tricycle
trident	taʻavale
trifle	le faʻatauvaʻa
trifling	taufaaleaga
trig	faʻavae
trigger	faʻaosoina
trigonometry	pisapisao
trillion	tailua
trilogy	trilogy
trim	lapisi
trimester	tolu tausaga
trimmer	trimmer
trimming	teuteu
trine	siaki
trinity	tolutasi
trinket	trinket
trio	tolu
trip	malaga
tripartite	tripartite
tripe	trip
triple	tolu tolu
triplet	triplet
triplicate	tolu
tripod	malaga
tripping	osofaʻi
trite	mea taua
tritium	tritium
triumph	manumalo
triumphant	manumalo
trivia	toʻilalo
trivial	leai se taua
troll	toso
trolley	uila
trombone	trombone
troop	fitafita
trooper	osofaʻi
troops	fitafita
trophy	togi
tropic	tropic
tropical	vevela
tropics	vailaʻau
trot	toso
trouble	faafitauli
troubled	popole
troublemaker	faalavelave
troubles	faafitauli
troublesome	faʻalavelave
trough	lapisi
troupe	auupega
trousers	pusa
trout	toso
trowel	trowel
truce	moni
truck	loli
trucker	loli
truckload	loli uta
truculent	loli
true	TRUE
truelove	alofa moni
truffle	loli
truism	moni
trump	pu
trumpet	pu
trumpeter	leo pu
truncate	tulu
truncated	faʻamaonia
trundle	faʻailoga
trunk	ogalaau
truss	faʻailoga
trust	faʻalagolago
trustee	tausi mavaega
trusting	talitonuina
trustworthy	faatuatuaina
trusty	talitonuina
truth	upu moni
truthful	moni
truthfulness	moni
try	taumafai
tryout	totogi
tryouts	tryouts
tsunami	tsunami
tub	afu
tuba	salamo
tubby	faʻailoga
tube	gaʻo
tuberculosis	tuberculosis
tubing	tui
tubular	pulupulu
tubule	tui
tuck	tu
tucker	tucker
tuesday	Aso Lua
tufted	tufuga
tug	tug
tugboat	vaʻavaʻa
tuition	aʻoga
tulip	tulip
tumble	pa'ū
tumbler	NO TRANSLATION
tumbleweed	ua pa'ū
tummy	tumutumu
tumor	tumo
tumour	tumo
tumult	vevesi
tumultuous	vevesi
tun	NO TRANSLATION
tuna	tuna
tunable	faʻailoa
tune	pese
tunic	pese
tuning	faʻalogo
tunnel	alavai
turban	pulou
turbidity	turbidity
turbine	uila
turbo	turbo
turbulence	faʻalavelave
turbulent	vevesi
