Word	uz
spooky	qo'rqinchli
spool	spool
spoon	qoshiq
spoonful	qoshiq
sporadic	sporadik
spore	sport
sport	sport
sporting	sport
sports	sport turlari
sports car	sport mashinasi
sportsman	sportchi
sportsmanship	sportshunoslik
sportswriter	sportchi
sporty	sportchi
spot	spot
spotless	beg'ubor
spotlight	diqqatga sazovor joy
spotted	ko'rindi
spotter	spotter
spotty	sersuv
spousal	turmush o'rtog'i
spouse	turmush o'rtog'i
spout	otishma
sprain	suyuqlik
sprawl	sprawl
spray	buzadigan amallar
spread	tarqaladi
spreader	tarqatuvchi
spree	chivin
spring	bahor
springtime	bahor
sprinkle	seping
sprinkler	sprinkler
sprinkling	sug'orish
sprint	sprint
sprite	sprite
sprout	o'simliklar
spruce	qoraqarag'ay
spud	spud
spunk	jim
spunky	spunky
spur	kuchlanish
spurious	yolg'onchi
spurred	harakat qildi
spurt	siqilish
spy	josuslik
squabble	g'azablangan
squad	jamoa
squadron	josus
squall	chig'anoq
squamous	skuamoz
squander	siqilish
square	kvadrat
squash	qovoq
squat	chig'anoq
squatter	soqchilar
squaw	chig'anoq
squawk	qochib ketish
squeak	jiqqa
squeaky	jiqqa
squeal	siqilish
squealer	squealer
squeamish	siqilish
squeeze	siqish
squeezing	siqish
squelch	chig'anoq
squid	Kalmar
squint	qarama-qarshilik
squire	kvadrat
squirm	qisqartirish
squirrel	sincap
squirt	chig'anoq
squish	squish
squishy	murakkab
stab	stab
stabbed	bıçakladılar
stability	barqarorlik
stabilize	stabillashadi
stabilizer	stabilizator
stable	barqaror
staccato	staccato
stack	suyakka
stadium	stadion
staff	xodimlar
stag	stag
stage	bosqichda
stagecoach	stagecoach
stagehand	sahna
stagger	o'ynash
staggering	hayratlanarli
stagnant	turg'un
stagnation	turg'unlik
staid	suyuq
stain	bo'yoq
stained	bo'yalgan
stainless	zanglamaydigan
stair	narvon
staircase	narvon
stairs	narvonlarini
stairway	narvon
stairwell	zinapoyalarga
stake	ishtirok etish
stakeout	payvandlash
stale	eskirgan
stalemate	tiqilib qoladi
stalk	dastani
stalker	stalker
stall	to'xtash joyi
stallion	ayvon
stalls	do'konlari
stalwart	yugurish
stamina	qattiqqo'llik
stamp	muhri
stampede	muhrlangan
stance	nuqtai
stand	turish
standard	standarti
standardize	standartlashtirish
standardized	standartlashtirilgan
standby	kuting
standing	tik turgan
standoff	qarama-qarshiliklar
standpoint	nuqtai nazar
standstill	to'xtovsiz
standup	turmoq
stanza	stanza
staph	staf
staple	shtapel
stapler	zichlagich
star	Yulduz
star fruit	yulduz mevalari
starboard	slans
starch	kraxmal
stardom	qattiqqo'l
stardust	stardust
stare	qarash
starfish	dengiz yulduzi
stargazing	g'azablanish
staring	qarash
stark	qattiq
starlet	yulduzcha
starlight	yulduzli yorug'lik
starling	shang'illadi
starry	yulduzlar
stars	yulduzlar
starship	starship
start	boshlang
starter	boshlang'ich
startle	hayron bo'lish
startled	hayron qoldim
startling	hayratda qoldiradi
starvation	ochlik
starve	ochlik
starved	och qolishdi
starving	ochlik
stash	saqlash
stat	stat
state	davlat
stately	ajoyib
statement	bayonot
stateroom	stateroom
stateside	davlatlar
statesman	davlat arbobi
static	statik
staticky	NO TRANSLATION
statics	statik ma'lumotlar
station	stantsiya
stationary	statsionar
stationery	ish yuritish
statistic	statistikasi
statistical	statistik
statistician	statistik
stator	stator
statuary	maqbarasi
statue	haykal
statuette	haykalcha
stature	bo'yi
status	holat
statute	qonun
statutory	qonuniy
staunch	sog'lom
stave	stave
stay	qolish
stayaway	NO TRANSLATION
stayed	qoldi
stays	qoladi
stead	o'rnini egallash
steadfast	sabr qiling
steady	barqaror
steak	biftek
steakhouse	steakhouse
steal	o'g'irlash
stealing	o'g'irlik
stealth	yashirin
stealthily	yashirincha
stealthy	yashirincha
steam	Bug '
steamboat	bug 'qobig'i
steamer	bug'lash idishi
steaming	Bug'da tayyorlash
steamroller	bug 'beruvchisi
steamship	qaynoq suv
steamy	buharlıdır
steel	po'latdir
steep	tik
steeple	g'ovak
steer	boshqaring
steering	Rulda boshqarish
stellar	yulduzlar
stem	ildiz
stench	hidlash
stencil	stencil
stenographer	stenograf
step	qadam
stepdaughter	o'spirin
stepfather	o'gay ota
stepmother	o'gay onasi
steppe	cho'l
steps	qadamlar
stepson	o'gay o'g'il
stereo	stereo
stereoscopic	stereoskopik
stereotype	stereotip
stereotyped	stereotiplar
sterile	steril
sterility	sterillik
sterilize	sterilizatsiya qilish
sterling	sterling
stern	qattiq
sternum	sternum
steroid	Ukol
stethoscope	stetoskop
stew	go'sht
steward	boshqaruvchi
stewardess	styuardessa
stewardship	boshqaruvchi
stfu	stfu
stick	tayoq
sticker	stiker
sticking	yopishqoqlik
stickler	stickler
stickup	tayoq
sticky	yopishqoq
stiff	qattiq
stiffen	qotib qolish
stiffness	qattiqlik
stifle	qotib qolish
stifled	baqirdi
stifling	baqirish
stigma	siqilish
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	o'lik tug'ilish
stillborn	o'lik tug'ilgan
stillness	tinchlik
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	ogohlantiruvchi
stimulate	rag'batlantirish
stimulating	ogohlantiruvchi
stimulation	rag'batlantirish
stimulus	ogohlantiruvchi
sting	sting
stinger	stinger
stinging	qichqiradi
stingy	jirkanch
stink	qoqilib
stinker	stinker
stinking	shubhasiz
stinky	xushbo'y
stint	joylashtirmang
stipend	stipendiya
stipulate	nazarda tutilsin
stipulation	shartnoma
stir	aralashtiramiz
stirring	aralashtirish
stitch	tikuv
stitching	tikish
stock	Aksiya
stockade	shkaf
stockbroker	birja bozori
stockholder	aktsioner
stocking	stoklama
stockings	choyshablar
stockpile	zaxiraga ega
stockroom	stokta
stocks	qimmatli qog'ozlar
stoic	stoik
stole	o'g'irlik qildi
stolen	o'g'irlangan
stomach	oshqozon
stomachache	qorin og'riqi
stomp	stomp
stomped	stomped
stone	tosh
stoned	toshbo'ron qilingan
stonewall	stonewall
stoneware	tosh buyumlari
stony	toshli
stooge	stooge
stool	axlat
stools	axlat
stoop	stoop
stoopid	stoopid
stop	To'xta
stopover	oromgohda
stoppage	to'xtash
stopper	to'xtatuvchidir
stopping	to'xtatish
stopwatch	soniya hisoblagichi
storage	saqlash
store	saqlash
storefront	do'koni
storehouse	omborxona
storeroom	omborxona
storing	saqlash
storm	bo'ron
storming	bo'ron
stormy	bo'ronli
story	hikoya
storybook	hikoya kitobi
storyteller	hikoya qiluvchi
storytelling	hikoya qilish
stound	NO TRANSLATION
stout	qattiq
stove	pechka
stow	stow
stowaway	qochish
straddle	straddle
straight	To'g'riga
straighten	tekislang
straightforward	to'g'ri
straightway	darhol
strain	suyuqlik
strained	chigallashdi
strait	bochka
straitjacket	qattiqqo'l
straits	boğazlar
strand	shamchiroq
stranded	qochib ketgan
strange	g'alati
stranger	begona
strangle	bo'g'ilib qoladi
strangulation	strangulyatsiya
strap	tasma
strapless	strapless
strapping	chimchilash
strata	qatlamlar
strategic	strategik
strategist	strategist
strategy	strategiya
stratification	tabakalanishi
stratosphere	stratosfera
stratum	qatlami
stratus	stratus
straw	somon
strawberry	qulupnay
stray	soxta
streak	chiziq
streaked	chizilgan
stream	oqim
streamer	oqim
streaming	oqim
streamline	tartibga solish
street	ko'cha
streetcar	tramvay
streetlight	ko'cha chiroqlari
strength	kuch-quvvat
strengthen	mustahkamlash
strengthening	kuchaytirish
strenuous	jozibali
strep	strep
stress	stress
stressed	ta'kidladi
stresses	stresslar
stressfree	NO TRANSLATION
stressful	stressli
stressin	NO TRANSLATION
stressing	ta'kidlash
stressrelief	NO TRANSLATION
stretch	cho'zish
stretcher	nosilkada
stricken	shikastlangan
strict	qattiq
stride	qadam
strife	janjal
strike	qoralash
strikeout	qoralash
striker	hujumchi
striking	ajoyib
strikingly	ajoyib tarzda
string	string
strings	satrlar
stringy	mag'rur
strip	Ip
stripe	Ip
striped	chiziqli
stripped	yo'qolgan
stripper	stripper
striptease	striptiz
strive	harakat qiling
strobe	strobe
stroke	qon tomirlari
stroll	yurish
stroller	yurish moslamasi
strolling	yurish
strong	kuchli
stronghold	qal'a
strongly	kuchli
structural	tizimli
structure	tuzilishi
strudel	strudel
struggle	kurash
strut	strut
stub	stub
stubbed	qoqilgan
stubble	xashak
stubborn	o'jar
stubbornness	o'jarlik
stubby	o'jar
stucco	qabariq
stuck	xususda
stuckup	NO TRANSLATION
stud	studiya
studded	tarbiya topgan
student	talaba
studied	o'rgangan
studio	studiya
study	o'rganish
stuff	narsalar
stuffed animal	to'ldirilgan hayvon
stuffing	to'lg'azish
stuffy	xavotirli
stumble	qoqin
stump	g'ovak
stumped	qochib ketgan
stun	ajoyib
stunned	hayron qoldik
stunner	hayratlanarli
stunning	ajoyib
stunt	dublör
stunted	baqirib
stuntman	dublör
stupefaction	zo'ravonlik
stupefy	sharmandalik
stupendous	ulkan
stupid	ahmoq
stupidity	ahmoqlik
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	zo'ravonlik
sturdy	mustahkam
sturgeon	moxov
stutter	kekik
sty	sty
style	uslubi
styling	uslublar
stylish	zamonaviy
stylist	stilist
suave	suave
sub	sub
subatomic	subatomik
subcommittee	kichik qo'mitasi
subconscious	bilinki
subcutaneous	teri ostidan
subdivide	subdivide
subdivision	subdivision
subduction	subduktsiya
subdue	bo'ysundirish
subdued	bo'ysundirdi
subdural	subdural
subito	NO TRANSLATION
subject	Mavzu
subjected	tobe etildi
subjection	itoat qilish
subjective	sub'ektiv
subjugation	bo'ysundirish
sublet	sublet
sublevel	sublevel
sublimation	sublimatsiya
sublime	ulug'vor
subliminal	subliminal
submarine	dengiz osti kemasi
submerge	pastga tushish
submerged	suv ostida qoladi
submersible	suv ostida
submission	topshirish
submissive	itoatkor
submit	yuboring
submitting	yuborish
subordinate	bo'ysundiruvchi
subordination	bo'ysunish
subplot	pastki plyus
subpoena	sudga chaqirish
subscribe	obuna bo'lish
subscriber	abonent
subscription	obuna
subsequence	keyinchalik
subsequent	keyin
subsequently	keyinchalik
subservient	itoatkorlik
subset	kichik guruhlar
subside	pastga tushadi
subsidence	tushishi
subsidiary	filiali
subsidize	subsidiyalash
subsidy	subsidiya
subsist	hayot kechirish
subsistence	yashash uchun
subsoil	er osti boyliklari
subspace	pastki bo'sh joy
substance	moddasi
substandard	standart bo'lmagan
substantial	muhim ahamiyatga ega
substantially	muhim ahamiyatga ega
substantiate	asoslangan
substantive	asosli
substation	kichik stansiya
substitute	almashtirish
substituted	o'zgartirilgan
substitution	almashtirish
substructure	pastki tuzilishi
subterranean	er osti suvlari
subtext	subtext
subtitle	subtitr
subtle	nozik
subtlety	nozik
subtract	chiqaring
subtraction	olib tashlash
subtype	pastki turi
suburb	shahar atrofi
suburban	shahar atrofi
suburbia	suburbaniya
suburbs	chetlari
subversion	Subversion
subversive	dovdiratuvchi
subvert	subvert qilish
subway	metro
succeed	muvaffaqiyatli
succeeding	muvaffaqiyatli
success	muvaffaqiyat
successful	omadli
succession	ketma-ketlik
successive	ketma-ketlikda
successor	o'rinbosari
succinct	qisqasi
succubus	sukubuz
succulent	suyuq
succumb	sukut
suck	suck
sucker	sucker
sucking	emish
suckling	emish
sucks	sukut
suction	assimilyatsiya qilish
sudden	kutilmaganda
suddenly	kutilmaganda
suds	sudarlar
sue	sud
suede	soatda
suffer	azoblanish
sufferer	kasal
suffering	azob
suffice	etarli
sufficiency	etarli
sufficient	etarli
sufficiently	etarlicha
suffix	sux
suffocate	cho'ktirish
suffocating	nafas olish
suffocation	cho'kish
sugar	shakar
suggest	tavsiya qilamiz
suggestion	taklif
suggestive	ogohlantiruvchi
suicidal	o'z joniga qasd qilish
suicide	o'z joniga qasd qilish
suicidebombing	NO TRANSLATION
suit	kostyum
suitable	muvofiq
suitcase	chamadon
suite	suite
suitor	suiqasdchi
sulfate	sulfat
sulfur	oltingugurt
sulk	sulk
sullen	xiralashgan
sully	sully
sulphur	oltingugurt
sultan	sulton
sultry	qudratli
sum	jami
summarily	umuman olganda
summarize	umumlashtiradi
summary	Xulosa
summation	summasi
summer	yoz
summerhouse	yozgi uy
summertime	yoz mavsumi
summit	sammit
summon	chaqiring
summons	chaqiruv
sumo	sumo
sump	qabariq
sumptuous	ajoyib
sun	quyosh
sunbeam	quyosh nuri
sunburn	quyosh yonishi
sundae	sundae
sunday	yakshanba
sundial	quyoshli
sundown	quyosh botishi
sundry	har xil
sunflower	ayçiçeği
sunglass	Quyosh ko'zoynagi
sunglasses	Quyosh ko'zoynaklari
sunk	botib ketgan
sunken	qaqragan
sunless	quyoshsiz
sunlight	quyosh nuri
sunny	quyoshli
sunrise	quyosh chiqishi
sunroof	sunroof
sunscreen	quyosh kremi
sunset	quyosh botishi
sunshine	quyoshli
suntan	quyoshdan
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	ajoyib
superficial	yuzaki
superfluous	ortiqcha
superhero	super qahramon
superhuman	ajoyib inson
superimposed	qo'shib qo'yilgan
superintendent	boshliq
superior	ustun
superiority	ustunlik
superlative	juda yaxshi
superman	superman
supermarket	Supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	g'ayritabiiydir
supernova	supernova
superposition	superpozitsiya
superpower	super kuch
supersede	o'rnini bosadi
superstar	yulduz
superstition	xurofot
superstitious	bid'atchilik
superstore	superstore
supervise	nazorat qilish
supervision	nazorat qilish
supervisor	maslahatchisi
supper	kechki ovqat
suppertime	kutish vaqti
supplant	takrorlash
supple	egiluvchan
supplement	qo'shimcha
supplemental	qo'shimcha
supplementary	qo'shimcha
supplication	duo qilish
supplier	yetkazib beruvchi
supplies	ta'minot materiallari
supply	ta'minot
support	qo'llab-quvvatlash
supported	quvvatlanadi
supporter	tarafdorlari
supporters	tarafdorlari
supporting	qo'llab-quvvatlaydi
supportive	qo'llab-quvvatlovchi
suppose	deyman
supposed	taxmin qildi
supposing	deb o'ylayman
supposition	taxmin qilish
suppress	bostirish
suppression	bosim
supremacy	ustunlik
supreme	oliy
supremely	ustun
surcharge	qo'shimcha haq
sure	albatta
surety	kafillik
surf	bemaqsad
surface	yuzasi
surfboard	surfboard
surfer	surfer
surge	kuchayishi
surgeon	jarroh
surgery	jarrohlik
surgical	jarrohlik
surly	surly
surmise	surmish
surname	familiya
surpassing	oshib ketdi
surplus	ortiqcha
surprise	ajablanib
surprised	hayron qoldim
surprises	kutilmagan hodisalar
surprising	ajablanarli
surprisingly	ajablanarli
surreal	surreal
surrender	taslim bo'lish
surrendering	taslim bo'lish
surrogate	surrogat
surround	atrof-muhit
surrounding	atrofida
surroundings	atrofi
surveillance	nazorat
survey	tadqiqot
surveying	tadqiqot
surveyor	sörveyör
survival	omon qolish
survive	omon qolish
surviving	omon qolgan
survivor	omon qolgan
susceptibility	sezuvchanlik
susceptible	sezgir
sushi	Susum
suspect	shubhali
suspected	shubhali
suspend	to'xtatib turish
suspended	to'xtatildi
suspenders	to'xtatuvchilari
suspense	to'xtovsiz
suspension	to'xtatib turish
suspicion	shubha
suspicions	shubha
suspicious	shubhali
sustain	davom eting
sustained	barqaror
sustenance	oziq-ovqat
suture	sutur
suv	suv
sux	NO TRANSLATION
swab	qovoq
swag	o'lja
swagger	buzish
swallow	yutish
swami	swami
swamp	batamom
swamped	batamom
swampy	botqoqlik
swan	qushi
swank	suyuqlik
swap	almashtirish
swarm	to'ng'iz
swarming	suzish
swastika	swastika
swat	suyuqlik
sway	tirnoq
swear	qasamyod etaman
swearing	qasam ichish
sweat	terlash
sweater	kozok
sweating	terlash
sweatshirt	kozok
sweatshop	qozon
sweaty	terli
sweep	tozalash
sweeper	tozalash vositasi
sweeping	supurish
sweet	shirin
sweeten	shirin qilish
sweetened	shirinlangan
sweetener	tatlandırıcı
sweetest	shirin
sweetheart	Jonginam
sweetie	shirinlik
sweetness	shirinligi
sweets	shirinliklar
swell	shishib ketish
swelling	shish
sweltering	shivirlash
swerve	shovqin
swift	tezkor
swiftly	tezda
swig	suzish
swill	qochish
swim	suzish
swimmer	suzuvchi
swimming	suzish
swimsuit	mayo
swindle	olov
swindler	aldovchi
swine	cho'chqa
swing	tebranish
swinger	swinger
swinging	suzish
swipe	surish
swirl	qichqiriq
swish	suzish
switch	switch
switchblade	to'siq plashi
switchboard	kassetali
swivel	aylantirish
swollen	shishgan
swoon	shishib ketish
swoop	qochib ketish
sword	qilich
swordfish	qilich-baliq
swordplay	qilichboz
swordsman	qilichboz
sycamore	shikamor
syllable	hece
syllabus	o'quv rejasi
symbiotic	symbiyotik
symbol	belgisi
symbolic	ramziy
symbolically	ramziy ravishda
symbolism	sembolizm
symbolize	ramziy ma'noga ega
symmetric	nosimmetrik
symmetrical	nosimmetrik
symmetry	simmetriya
sympathetic	samimiy
sympathize	sempatizan
sympathy	xushyoqishni
symphonic	simfonik
symphony	simfoniya
symposium	simpozium
symptom	belgisi
symptomatic	semptomatik
synagogue	sinagoga
synapse	sinaps
synaptic	sinaptik
sync	sinxronlash
synchronize	sinxronlash
synchronous	sinxronlashtiriladi
syncope	senkop
syndicate	sindikat
syndrome	sindromi
synergistic	sinerjistik
synergy	sinergiya
synod	sinod
synonym	sinonim
synonymous	Shu bilan birga
synopsis	ma'ruza
synoptic	sinoptik
syntax	sintaksisi
synthesis	sintez
synthesizer	sintezator
synthetic	sintetik
syphilis	sifiliz
syringe	shprits
syrup	sirop
system	tizimi
systematic	muntazam ravishda
systematically	muntazam ravishda
t-shirt	futbolkasi
tab	yorlig'ini bosing
tabasco	tabasko
tabby	tabby
tabernacle	chodir
table	jadval
tableau	NO TRANSLATION
tablecloth	stol Ro'mol
tablespoon	osh qoshiq
tablet	planshet
tableware	dasturxon
tabloid	tabloid
taboo	tabu
tabular	jadvallar
tabulate	tabulatasiz
tabulation	jadvallar
tachometer	takometr
tacit	tacit
tack	tiqish
tackle	kurashish
tackled	kurashdi
tackling	kurashish
tacky	yopishqoq
taco	taco
tact	xushmuomalalik
tactful	xushmuomala
tactic	taktikasi
tactical	taktik
tactics	taktikalar
tactile	sensorli
tad	NO TRANSLATION
tadpole	go'sht
taffeta	tafta
taffy	taffy
tag	yorlig'i
tail	quyruq
tailed	kuyishdi
tailgate	bagaj qopqog'i
tailings	chiqindilar
taillight	orqa yoritgich
tailor	terzi
tailoring	tikish
tailpipe	quyruq trubasi
taint	buzish
take	olish
takeoff	yechmoq
takeout	Olib ketish
takeover	qabul qilmoq; yutib olmoq
taker	taker
talcum	talk
tale	hikoya
talent	iste'dod
talented	iste'dodli
talisman	talisman
talk	gapirish
talkative	suhbatdosh
talker	suhbatdosh
tall	balandligi
tallies	tallies
tallow	dandir
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	dafn qiling
tame	NO TRANSLATION
tamer	Tamer
taming	tamagirlik
tamper	buzish
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	chiziqli
tangerine	mandarin
tangible	sezilarli
tangle	tangle
tangled	shang'illadi
tango	tango
tank	tank
tank top	tanklar tepasi
tanker	tanker
tanned	quritilgan
tantalizing	tantal qilish
tantamount	tenglik
tantrum	tantrum
taoism	taoizm
tap	ni bosing
tape	tarmoqli
tape measure	tarmoqli o'lchovi
taper	konusning
tapering	konvertatsiya qilish
tapestry	goblenlar
tapeworm	toshbaqa
tapioca	NO TRANSLATION
taps	musluklar
tar	NO TRANSLATION
tarantula	tarantula
tardiness	kechqurunlik
tardy	vaqtinchalik
target	maqsad
targeted	maqsadli
targeting	nishonlash
tariff	tariflari
tarmac	tarmac
tarnish	xiralashish
tarot	Tarot
tarp	NO TRANSLATION
tarry	qoldik
tart	tort
tartan	tartan
tartar	tortar
task	vazifa
tassel	tassel
taste	ta'mi
tasteful	qiziqarli
tasteless	noaniq
tasting	tatib ko'ring
tasty	mazali
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	zarb
taught	o'rgatgan
taunt	sharmandalik
taupe	taupe
taut	to'ntarish
tavern	lokali
tawdry	tawdry
tawny	tawny
tax	soliq
taxed	soliqqa tortilgan
taxi	taksi
taxicab	taksichab
taxonomy	taksonomiya
taxpayer	soliq to'lovchi
tea	choy
teach	o'rgat
teacher	o'qituvchi
teaching	ta'lim berish
teacup	choy ichish
teahouse	choyxona
teal	teal
team	jamoa
teamjesus	NO TRANSLATION
teammate	jamoa do'sti
teamwork	jamoaviy ish
teapot	choynak
tear	ko'z yoshi
tearful	ko'z yoshlari
tearsofjoy	NO TRANSLATION
teary	teary
tease	tease
teaser	teaser
teasing	zerikish
teaspoon	choy qoshiq
teat	so'rg'ich
teatime	teatime
tech	texnologiya
technical	texnik
technicality	texniklik
technician	texnik xodim
technique	texnikasi
techno	texno
technological	texnologik
technology	texnologiya
ted	davolash
teddy bear	Teddy ayiqcha
tedious	zerikarli
tedium	moyillik
tee	tee
teeming	tebranish
teen	yosh
teenage	yoshlar
teenager	o'smir
teens	o'smirlar
teensy	teensy
teeny	o'lik
teeth	tishlar
teething	tishlash
teflon	teflon
telegram	telegramma
telegraph	telegraf
telekinesis	telekinesis
telemetry	telemetriya
telepathic	telepatik
telepathy	telepati
telephone	telefon
telescope	teleskop
telescopic	teleskopik
telethon	teleton
teletype	teletype
televised	televidenie orqali
television	televizor
tell	aytib bering
teller	teller
telling	aytmoq
telltale	tushuntirish
temp	temp
temper	xiralik
tempera	temperatura
temperament	temperament
temperamental	temperaturali
temperance	chidamlilik
temperate	mo''tadil
temperature	harorati
tempered	chidamli
tempest	bo'ron
template	shablonni
temple	ma'bad
tempo	NO TRANSLATION
temporal	vaqtinchalik
temporarily	vaqtinchalik
temporary	vaqtinchalik
tempt	vasvasaga solish
temptation	vasvasa
tempting	jozibali
temptress	siqilish
ten	o'nta
tenable	mumkin
tenacious	shafqatsiz
tenacity	mustahkamlik
tenancy	ijarasi
tenant	ijarachi
tend	qarshi
tendency	tendentsiya
tender	tender
tenderfoot	chigirtkalar
tenderness	noziklik
tending	qarash
tendon	tendon
tenement	turar joy
tenet	tenet
tenets	qoidalar
tenfold	o'n barobar ko'p
tennis	tennis
tenor	tenor
tense	zo'riqish
tensile	tortishish
tension	taranglik
tent	chodir
tentacle	tentacle
tentative	noma'lum
tenth	o'ninchi
tenths	o'ndan biri
tenuous	shafqatsiz
