Word	ms
tome	kepada saya
tomorrow	esok
ton	NO TRANSLATION
tone	nada
toner	toner
tong	NO TRANSLATION
tongs	tong
tongue	lidah
tonic	tonik
tonnage	tonnes
tonsils	tonsil
toocold	NO TRANSLATION
tool	alat
toolbox	kotak alat
tooling	perkakas
toomuchtodo	NO TRANSLATION
toot	toot
tooth	gigi
toothache	sakit gigi
toothbrush	berus gigi
toothed	bergigi
toothless	tanpa gigi
toothpaste	ubat gigi
toothpick	tusuk gigi
toots	toots
top	atas
topaz	topaz
topic	topik
topical	topikal
topless	topless
topographic	topografi
topographical	topografi
topography	topografi
topple	menggulingkan
topside	bahagian atas
tor	tor
torch	obor
torment	azab
tormented	diseksa
torn	koyak
tornado	puting beliung
torpedo	torpedo
torque	tork
torrent	torrent
torrid	torrid
torsion	kilasan
torso	batang tubuh
tort	tort
tortious	tortious
tortoise	Kura-Kura
tortuous	menyeberang
torture	penyeksaan
tortured	diseksa
toss	lambung
tot	NO TRANSLATION
total	jumlahnya
totality	keseluruhannya
totally	sama sekali
tote	tote
totem	totem
touch	sentuh
touchdown	touchdown
touched	menyentuh
touching	menyentuh
touchy	sentuhan
tough	sukar
toughen	toughen
toughness	kekuatan
toupee	toupee
tour	pelancongan
tourism	pelancongan
tourist	pelancong
tourmaline	turmalin
tournament	kejohanan
tourniquet	tourniquet
tout	NO TRANSLATION
tow	tunda
towel	tuala
tower	menara
towering	menjulang tinggi
town	bandar
townhouse	rumah bandar
township	perbandaran
townspeople	penduduk bandar
toxic	toksik
toxicity	ketoksikan
toxicology	toksikologi
toxin	toksin
toy	mainan
toymaker	toymaker
trace	jejak
traceable	boleh dikesan
tracer	pengesan
traces	jejak
trachea	trakea
tracing	mengesan
track	trek
tracker	tracker
tract	saluran
tractable	boleh dikendalikan
traction	daya tarikan
tractor	traktor
trade	perdagangan
trademark	tanda dagangan
trader	pedagang
tradesman	pedagang
trading	perdagangan
tradition	tradisi
traditional	tradisional
traffic	lalu lintas
traffic light	lampu isyarat
trafficking	pemerdagangan
tragedies	tragedi
tragedy	tragedi
tragic	tragik
trail	jejak
trailer	treler
train	kereta api
train set	set kereta api
trained	terlatih
trainee	pelatih
trainer	jurulatih
training	latihan
trait	sifatnya
traitor	pengkhianat
traitorous	peniaga
trajectory	trajektori
tram	trem
tramp	tramp
trample	menginjak-injak
trampoline	trampolin
tramway	trem
trance	berkhayal
tranquil	tenang
tranquility	ketenangan
tranquilizer	penenang
transact	berurus niaga
transaction	transaksi
transatlantic	transatlantik
transceiver	transceiver
transcend	melampaui batas
transcendence	transendensi
transcendent	transenden
transcendental	transendental
transcribe	transkripsi
transcriber	transcriber
transcript	transkrip
transcription	transkripsi
transfer	pemindahan
transference	pemindahan
transferred	dipindahkan
transfixed	diubah suai
transform	ubah
transformation	transformasi
transformer	pengubah
transfusion	transfusi
transgression	pelanggaran
transient	sementara
transistor	transistor
transit	transit
transition	peralihan
transitional	peralihan
transitive	transitif
transitory	sementara
translate	menterjemah
translation	terjemahan
translator	penterjemah
translocation	translocation
translucent	lut
transmission	penghantaran
transmit	menghantar
transmitter	pemancar
transmutation	transmutasi
transom	transom
transparency	ketelusan
transparent	telus
transplant	pemindahan
transplantation	pemindahan
transponder	transponder
transport	pengangkutan
transportation	pengangkutan
transporter	pengangkut
transpose	transpose
transposition	transposisi
transsexual	transeksual
transverse	melintang
transvestite	melayari
trap	perangkap
trapdoor	pintu perangkap
trapeze	trapeze
trapped	terperangkap
trapper	penangkap
trapping	memerangkap
trappings	perangkap
traps	perangkap
trash	sampah
trashy	sampah
trauma	trauma
traumatic	traumatik
travail	NO TRANSLATION
travel	perjalanan
traveler	pengembara
traveling	perjalanan
traverse	melintasi
travesty	travesty
trawl	trawl
trawler	trawler
tray	dulang
treacherous	khianat
treachery	pengkhianatan
tread	bunga
treadmill	treadmill
treason	pengkhianatan
treasure	harta karun
treasured	dihargai
treasurer	bendahari
treasures	khazanah
treasury	perbendaharaan
treat	merawat
treatable	boleh dirawat
treatise	risalah
treatment	rawatan
treaty	perjanjian
treble	treble
tree	pokok
trees	pokok
trek	trek
trellis	trellis
tremble	menggeletar
trembling	menggeletar
tremendous	sangat hebat
tremendously	sangat hebat
tremor	gegaran
trench	parit
trend	trend
trending	trend
trendy	bergaya
trepidation	gentar
trespass	perceraian
triad	triad
triage	triase
trial	percubaan
triangle	segi tiga
triangular	segi tiga
triangulate	triangulasi
triathlon	triatlon
tribal	puak
tribe	suku
tribulation	kesusahan
tribunal	tribunal
tribune	tribun
tributary	anak sungai
tribute	penghormatan
trick	helah
trickery	penipuan
trickle	menetes
trickster	penipu
tricky	sukar
tricycle	tricycle
trident	trident
trifle	sedikit sekali
trifling	tidak semestinya
trig	trig
trigger	pencetus
trigonometry	trigonometri
trillion	trilion
trilogy	trilogi
trim	trim
trimester	trimester
trimmer	pemangkas
trimming	memotong
trine	trine
trinity	triniti
trinket	perhiasan
trio	trio
trip	perjalanan
tripartite	tripartit
tripe	tripe
triple	triple
triplet	triplet
triplicate	tiga kali ganda
tripod	tripod
tripping	tersadung
trite	trite
tritium	tritium
triumph	kemenangan
triumphant	kejayaan
trivia	trivia
trivial	remeh
troll	troll
trolley	troli
trombone	trombon
troop	tentera
trooper	pengawal
troops	tentera
trophy	trofi
tropic	tropika
tropical	tropika
tropics	kawasan tropika
trot	trot
trouble	masalah
troubled	bermasalah
troublemaker	pembuat masalah
troubles	masalah
troublesome	menyusahkan
trough	palung
troupe	rombongan
trousers	Seluar panjang
trout	trout
trowel	trowel
truce	gencatan senjata
truck	trak
trucker	trucker
truckload	trak
truculent	pucuk
true	BENAR
truelove	cinta sejati
truffle	truffle
truism	truism
trump	trump
trumpet	sangkakala
trumpeter	trumpeter
truncate	truncate
truncated	dipenggal
trundle	trundle
trunk	batang
truss	kekuda
trust	amanah
trustee	pemegang amanah
trusting	mempercayai
trustworthy	boleh dipercayai
trusty	amanah
truth	kebenaran
truthful	jujur
truthfulness	kebenaran
try	cuba
tryout	cubaan
tryouts	cubaan
tsunami	tsunami
tub	tab mandi
tuba	tuba
tubby	tabby
tube	tiub
tuberculosis	batuk kering
tubing	tiub
tubular	tiub
tubule	tubule
tuck	tuck
tucker	tucker
tuesday	masanya
tufted	berumbai
tug	tug
tugboat	kapal tunda
tuition	tuisyen
tulip	tulip
tumble	jatuh
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	perut
tumor	tumor
tumour	tumor
tumult	kegelisahan
tumultuous	tergesa-gesa
tun	NO TRANSLATION
tuna	tuna
tunable	merdu
tune	tune
tunic	jubah
tuning	penalaan
tunnel	terowong
turban	serban
turbidity	kekeruhan
turbine	turbin
turbo	turbo
turbulence	pergolakan
turbulent	bergolak
turd	turd
turf	turf
turkey	ayam belanda
turmeric	kunyit
turmoil	kekacauan
turn	berpaling
turnaround	pusing
turned	berpaling
turning	berpaling
turnip	lobak
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	muncul sebagai
turnover	perolehan
turnpike	tolakan
turntable	turntable
turpentine	turpentin
turquoise	biru
turret	menara
turtle	penyu
turtleneck	turtleneck
tussle	perebutan
tutelage	tunjuk ajar
tutor	tutor
tutoring	tutor
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	dua
twat	twat
twats	twats
tweak	tweak
tweed	tweed
tweet	tweet
tweezers	pinset
twelfth	kedua belas
twelve	dua belas
twentieth	dua puluh
twenty	dua puluh
twerp	twerp
twig	ranting
twilight	senja
twill	twill
twin	kembar
twine	twine
twinge	twinge
twinkle	twinkle
twins	kembar
twirl	berputar
twist	twist
twisted	berpintal
twister	twister
twit	twit
twitch	berkedut
twitching	berkeringat
twitchy	twitchy
two	dua
two step	dua langkah
twofaced	NO TRANSLATION
twofold	dua lipatan
twosome	dua orang
tycoon	hartawan
tyke	tyke
type	jenis
typewriter	mesin taip
typhoid	kepialu
typhoon	taufan
typical	tipikal
typically	biasanya
typist	pelapis
typo	kesilapan menaip
typography	tipografi
tyrannical	kejam
tyranny	kezaliman
tyrant	tiran
tyre	tayar
ubiquitous	di mana-mana sahaja
ubiquity	di mana-mana
ugliness	kehodohan
ugly	hodoh
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulser
ulterior	lisan
ultimate	muktamad
ultimately	akhirnya
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrasound
ultraviolet	ultraviolet
umbilical	umbilical
umbra	umbra
umbrella	payung
umpire	pengadil
umpteen	lagi
unabashed	tidak terkecuali
unabated	tanpa henti
unable	tidak dapat
unacceptable	tidak boleh diterima
unaccompanied	tidak disertakan
unaccountable	tidak dapat dipertanggungjawabkan
unaccounted	tidak dapat dipertimbangkan
unacknowledged	tidak diketahui
unadulterated	tidak berwarna
unaffected	tidak terjejas
unafraid	tidak takut
unaided	tanpa bantuan
unaltered	tidak berubah
unambiguous	tidak jelas
unanimity	kesepakatan
unanimous	sebulat suara
unanimously	sebulat suara
unannounced	tidak diumumkan
unanswered	tidak dijawab
unanticipated	tidak dijangka
unappreciated	tidak dihargai
unapproved	tidak diluluskan
unarmed	tidak bersenjata
unassisted	tidak dibantu
unassuming	sederhana
unattached	tidak terikat
unattainable	tidak dapat dicapai
unattended	tanpa pengawasan
unattractive	tidak menarik
unauthorized	tanpa kebenaran
unavailable	tidak ada
unavoidable	tidak dapat dielakkan
unaware	tidak menyedari
unbalanced	tidak seimbang
unbearable	tidak tertanggung
unbeatable	tak terkalahkan
unbeaten	tak terkalahkan
unbecoming	tidak sepatutnya
unbelief	ketidakpercayaan
unbelievable	sukar dipercayai
unbiased	tidak berat sebelah
unborn	tidak lahir
unbound	tidak terkawal
unbounded	tidak terkawal
unbreakable	tidak dapat dipecahkan
unbridled	tidak terkawal
unbroken	tidak terputus
unbutton	unbutton
uncalled	tidak dijawab
uncanny	luar biasa
uncaring	tidak peduli
uncensured	NO TRANSLATION
uncertain	tidak pasti
uncertainty	ketidakpastian
unchallenged	tidak dicela
unchangeable	tidak berubah
unchanged	tidak berubah
uncharted	belum dipetakan
uncherished	NO TRANSLATION
uncivilized	tidak bertamadun
unclaimed	tidak dituntut
uncle	bapa saudara
unclean	haram
unclear	tidak jelas
uncomfortable	tidak selesa
uncommon	tidak biasa
uncommonly	tidak biasa
uncomplicated	tidak rumit
uncompromising	tanpa kompromi
unconcerned	tidak peduli
unconditional	tanpa syarat
unconfirmed	belum disahkan
unconnected	tidak berkaitan
unconscionable	tidak dapat disangkal
unconscious	tidak sedarkan diri
unconsciousness	tidak sedarkan diri
unconstitutional	tidak berperlembagaan
unconstrained	tidak terkawal
uncontested	tidak bertanding
uncontrollable	tidak terkawal
uncontrolled	tidak terkawal
unconventional	tidak konvensional
unconvinced	tidak yakin
unconvincing	tidak menentu
uncooked	tidak matang
uncooperative	tidak berkerjasama
uncorrelated	tidak kisah
uncouth	uncouth
uncover	mendedahkan
uncritical	tidak kritikal
uncut	tidak dipotong
undead	undead
undecided	belum pasti
undefeated	undefeated
undefined	undefined
undeniable	tidak dapat dinafikan
underage	di bawah umur
underbelly	underbelly
undercover	menyamar
undercurrent	undercurrent
underdog	underdog
underestimate	meremehkan
undergo	menjalani
undergraduate	sarjana muda
underground	bawah tanah
underhanded	terperangkap
underlay	asas
underlie	mendahului
underline	garis bawah
underlying	asasnya
undermine	melemahkan
undermined	melemahkan
underneath	di bawah
underpaid	underpaid
underpants	seluar dalam
underprivileged	kurang bernasib baik
underrated	direndahkan
underscore	menggariskan
undersea	bawah laut
undersecretary	di bawah Setiausaha
undersized	berukuran kecil
understaffed	kekurangan
understand	faham
understandable	difahami
understanding	pemahaman
understatement	merosot
understood	faham
understudy	understudy
undertake	mengusahakan
undertaker	pengusaha
undertaking	akujanji
undertow	berniaga
underwear	seluar dalam
underwood	underwood
underworld	bawah tanah
underwrite	underwrite
underwriter	penaja jamin
undeserved	tidak layak
undesirable	tidak diingini
undesired	yang tidak diingini
undetectable	tidak dapat dikesan
undetected	tidak dapat dikesan
undetermined	tidak dapat ditentukan
undeveloped	tidak berkembang
undignified	tidak bermaruah
undirected	tidak diarahkan
undisclosed	tidak didedahkan
undiscovered	belum ditemui
undisputed	tidak dipertikaikan
undisturbed	tidak terganggu
undivided	tidak berbelah bahagi
undo	undo
undoing	undoing
undoubted	tidak diragui
undress	baju bulu
undressed	dilepaskan bajunya
undue	tidak wajar
undying	tidak berkesudahan
unearned	tidak diperolehi
unearth	menggali
uneasiness	kesakitan
uneasy	tidak selesa
uneducated	tidak berpendidikan
unemployed	menganggur
unemployment	pengangguran
unencumbered	tiada halangan
unending	tidak berkesudahan
unequal	tidak sama
unequalled	tidak berdaya
unequivocal	tegas
unequivocally	tegas
unethical	tidak beretika
uneven	tidak sekata
uneventful	tidak teratur
unexpected	tidak dijangka
unexpectedly	tidak disangka-sangka
unexplainable	tidak dapat dijelaskan
unexplained	tidak dapat dijelaskan
unexplored	belum dijelajahi
unfailing	tidak berkesudahan
unfair	tidak adil
unfairness	ketidakadilan
unfaithful	tidak setia
unfamiliar	tidak dikenali
unfavorable	tidak menguntungkan
unfeeling	tidak berperasaan
unfettered	tidak terkawal
unfinished	belum selesai
unfit	tidak layak
unflinching	tidak berkesudahan
unfold	terungkap
unfollow	unfollow
unforeseen	tidak dijangka
unforgettable	tidak dapat dilupakan
unforgivable	tidak boleh dimaafkan
unforgiving	tidak bertanggungjawab
unfortunate	malang
unfortunately	malangnya
unfounded	tidak berasas
unfreeze	unfreeze
unfriendly	tidak mesra
unfulfilled	tidak dipenuhi
unfurnished	tidak dipenuhi
unglued	unglued
ungodly	tidak bermoral
ungrateful	tidak bersyukur
unguarded	tidak dibalas
unhand	NO TRANSLATION
unhappiness	tidak senang
unhappy	tidak berpuas hati
unharmed	tidak selamat
unhealthy	tidak sihat
unheard	tidak pernah terdengar
unhelpful	tidak membantu
unhindered	tidak terhalang
unholy	tidak suci
unhook	melepaskan diri
unicorn	unicorn
unidentified	tidak dikenali
unification	penyatuan
unified	bersatu
uniform	pakaian seragam
uniformed	berseragam
uniformity	keseragaman
uniformly	seragam
unimaginable	tidak dapat dibayangkan
unimpeachable	tidak dapat dijelaskan
unimpeached	tidak terkeluar
unimportant	tidak penting
unimpressed	tidak terkesan
unimproved	tidak terbukti
uninfected	tidak dijangkiti
uninformed	tidak diketahui
uninhabited	tidak berpenghuni
uninitiated	tiada permulaan
uninspired	tidak bersemangat
unintelligible	tidak dapat difahami
unintended	tidak diingini
unintentional	tidak sengaja
unintentionally	tidak sengaja
uninterested	tidak berminat
uninteresting	tidak menarik
uninterrupted	tidak terganggu
uninvited	tidak diundang
union	kesatuan
unique	unik
unisex	unisex
unison	serentak
unit	unit
unitary	kesatuan
unite	Bersatu
united	bersatu
unity	perpaduan
universal	sejagat
universality	universiti
universe	Alam semesta
university	universiti
unjust	tidak adil
unjustifiable	tidak boleh dibenarkan
unjustified	tidak wajar
unkind	tidak baik
unknowable	tidak dapat diketahui
unknown	tidak diketahui
unlawful	menyalahi undang-undang
unleash	melepaskan
unlicensed	tidak berlesen
unlike	tidak seperti
unlikely	tidak mungkin
unlimited	tidak terhad
unlisted	tidak tersenarai
unload	memunggah
unloaded	dibongkar
unlock	buka kunci
unlucky	malang
unmanageable	tidak terurus
unmanned	tanpa pemandu
unmarked	tidak ditandakan
unmarried	belum berkahwin
unmask	buka baju
unmatched	tidak dapat ditandingi
unmistakable	tidak dapat disangkal
unmitigated	tidak dibenarkan
unmoved	tidak tercabar
unnamed	tidak dinamakan
unnatural	tidak semestinya
unnecessary	tidak perlu
unneeded	tidak diperlukan
unnoticed	tanpa disedari
unnumbered	tidak bernombor
unobserved	tidak dirahsiakan
unobstructed	tidak terhalang
unobtrusive	tidak mengganggu
unoccupied	tiada tempat tinggal
unofficial	tidak rasmi
unopened	tidak dibuka
unopposed	tidak bertanding
unordered	tanpa had
unorganised	tidak teratur
unorganized	tidak teratur
unorthodox	tidak sengaja
unpack	membongkar
unpaid	tidak dibayar
unparalleled	tak tertandingi
unpleasant	tidak menyenangkan
unpleasantness	tidak menyenangkan
unplug	cabut plag
unplugged	dicabut
unpopular	tidak popular
unprecedented	belum pernah terjadi sebelumnya
unpredictable	tidak dapat diramalkan
unprepared	tidak bersedia
unpretentious	bersahaja
unproductive	tidak produktif
unprofessional	tidak profesional
unprofitable	tidak menguntungkan
unprotected	tidak dilindungi
unproven	tidak terbukti
unprovoked	tidak dipersetujui
unpublished	tidak diterbitkan
unpunished	tidak dihukum
unqualified	tidak layak
unquestionable	tidak boleh dipersoalkan
unquestionably	tidak dapat disangkal lagi
unquestioned	tidak dipersoalkan
unquote	unquote
unravel	membongkar
unreachable	tidak dapat dicapai
unread	belum dibaca
unreal	tidak betul
unrealistic	tidak realistik
unreasonable	tidak munasabah
unrecorded	tidak direkodkan
unregistered	tidak berdaftar
unregulated	tidak terkawal
unrelated	tidak berkaitan
unrelenting	tak henti-henti
unreliable	tidak boleh dipercayai
unremarkable	biasa-biasa saja
unrepentant	tidak bersuara
unrequited	Tidak berbalas
unresolved	tidak dapat diselesaikan
unresponsive	tidak bertindak balas
unrest	pergolakan
unrestrained	tidak terkawal
unrestricted	tidak terkawal
unromantic	unromantic
unruly	tidak teratur
unsafe	tidak selamat
unsanitary	tidak bersih
unsatisfactory	tidak memuaskan
unsatisfied	tidak puas hati
unsavory	tidak baik
unscathed	tidak terjejas
unscheduled	tidak berjadual
unscientific	tidak saintifik
unscrew	buka tutup
unscrupulous	tidak bertanggungjawab
unseat	kejatuhan
unseen	tidak kelihatan
unselfish	tidak mementingkan diri sendiri
unsettled	tidak selesai
unsightly	tidak sedap
unsolicited	tidak diminta
unsolved	tidak dapat diselesaikan
unsophisticated	tidak canggih
unsound	tidak sihat
unspeakable	tidak terkata
unspecified	tidak ditentukan
unspoken	tidak bercakap
unstable	tidak stabil
unsteady	tidak stabil
unstoppable	tidak dapat dihentikan
unsuccessful	tidak berjaya
unsuitable	tidak sesuai
unsung	tidak langsung
unsupervised	tanpa pengawasan
unsupported	tidak disokong
unsure	tidak pasti
unsurpassed	tak tertandingi
unsuspecting	tidak curiga
unsustainable	tidak lestari
unsweetened	tanpa gula
unsympathetic	tidak simpatik
untamed	untamed
untenable	tidak dapat dipertahankan
untested	tidak teruji
unthinkable	tidak dapat difikirkan
