Word	sr
supernatural	натприродно
supernova	супернова
superposition	суперпозиција
superpower	суперповер
supersede	суперседе
superstar	супер Звезда
superstition	сујеверје
superstitious	сујеверно
superstore	суперстор
supervise	надгледати
supervision	надзор
supervisor	надзорник
supper	вечера
suppertime	вечера
supplant	заменити
supple	суптилно
supplement	додатак
supplemental	допунски
supplementary	допунски
supplication	молитву
supplier	добављач
supplies	залихе
supply	снабдевање
support	подршка
supported	подржан
supporter	суппортер
supporters	присталице
supporting	подршка
supportive	подршка
suppose	Претпоставимо
supposed	претпостављено
supposing	претпостављам
supposition	претпоставка
suppress	потисни
suppression	супресија
supremacy	супремаци
supreme	Врховни
supremely	надмоћно
surcharge	доплата
sure	сигурно
surety	сигурност
surf	сурф
surface	површина
surfboard	сурфбоард
surfer	сурфер
surge	сурге
surgeon	хирург
surgery	операција
surgical	хируршки
surly	сурли
surmise	сурмисе
surname	презиме
surpassing	надмашује
surplus	вишак
surprise	изненађење
surprised	изненађени
surprises	изненађења
surprising	изненађујуће
surprisingly	изненађујуће
surreal	сурреал
surrender	предаја
surrendering	предаја
surrogate	сурогат
surround	окрузити
surrounding	који окружује
surroundings	околина
surveillance	надзор
survey	анкета
surveying	геодезија
surveyor	геодет
survival	опстанак
survive	преживети
surviving	преживели
survivor	преживели
susceptibility	подложност
susceptible	осетљив
sushi	суши
suspect	осумњичени
suspected	сумњиво
suspend	суспендовати
suspended	суспендован
suspenders	нараменице
suspense	неизвесност
suspension	суспензија
suspicion	сумња
suspicions	сумње
suspicious	сумњив
sustain	одржи
sustained	непрекидан
sustenance	храну
suture	сутуре
suv	сув
sux	NO TRANSLATION
swab	сваб
swag	колебање
swagger	сваггер
swallow	прогутати
swami	свами
swamp	мочвара
swamped	преплављен
swampy	мокар
swan	лабуд
swank	сванк
swap	свап
swarm	рој
swarming	рог
swastika	свастика
swat	сват
sway	потез
swear	заклети се
swearing	псовање
sweat	зној
sweater	џемпер
sweating	знојење
sweatshirt	дуксерица
sweatshop	свеатсхоп
sweaty	знојење
sweep	пометање
sweeper	чистач
sweeping	пометање
sweet	слатко
sweeten	слатко
sweetened	заслађена
sweetener	заслађивач
sweetest	најслађе
sweetheart	Душица
sweetie	Слатки
sweetness	сладакост
sweets	слаткиши
swell	набрекните
swelling	Оток
sweltering	свелтеринг
swerve	сврати
swift	брзо
swiftly	брзо
swig	свиг
swill	свилл
swim	пливај
swimmer	пливач
swimming	пливање
swimsuit	купаћи костим
swindle	превара
swindler	свиндлер
swine	свиња
swing	Свинг
swinger	свингер
swinging	свингинг
swipe	превуците
swirl	врти
swish	звиждук
switch	прекидач
switchblade	свитцхбладе
switchboard	свитцхбоард
swivel	окретати
swollen	отечено
swoon	несвест
swoop	свооп
sword	мач
swordfish	мечарица
swordplay	свордплаи
swordsman	мачевалац
sycamore	сицаморе
syllable	слог
syllabus	Наставни план
symbiotic	симбиотички
symbol	симбол
symbolic	симболично
symbolically	симболично
symbolism	симболизам
symbolize	симболизовати
symmetric	симетрична
symmetrical	симетрична
symmetry	симетрија
sympathetic	симпатичан
sympathize	саосећати
sympathy	симпатија
symphonic	симфонични
symphony	симфонија
symposium	симпозијум
symptom	симптом
symptomatic	симптоматски
synagogue	синагога
synapse	синапсе
synaptic	синаптички
sync	синхронизовати
synchronize	синхронизовати
synchronous	синхрони
syncope	синкопа
syndicate	синдикат
syndrome	синдром
synergistic	синергистички
synergy	Синергија
synod	синод
synonym	синоним
synonymous	синоним
synopsis	синопсис
synoptic	синоптик
syntax	синтакса
synthesis	синтеза
synthesizer	синтисајзер
synthetic	синтетички
syphilis	сифилис
syringe	шприц
syrup	сируп
system	систем
systematic	систематично
systematically	систематски
t-shirt	мајица
tab	таб
tabasco	табасцо
tabby	табби
tabernacle	табернацле
table	сто
tableau	NO TRANSLATION
tablecloth	столњак
tablespoon	кашика
tablet	таблета
tableware	посуђе
tabloid	таблоид
taboo	табу
tabular	табуларно
tabulate	табулирати
tabulation	табулација
tachometer	тахометар
tacit	прећутно
tack	тацк
tackle	тацкле
tackled	ријешено
tackling	тацклинг
tacky	кичасто
taco	тацо
tact	такт
tactful	тактички
tactic	тактика
tactical	тактички
tactics	тактика
tactile	тактилни
tad	NO TRANSLATION
tadpole	тадполе
taffeta	таффета
taffy	таффи
tag	таг
tail	Реп
tailed	таилед
tailgate	пртљажник
tailings	јаловина
taillight	Задње светло
tailor	кројач
tailoring	кројење
tailpipe	издувни гас
taint	таинт
take	узми
takeoff	скинути
takeout	извадити
takeover	Преузети
taker	такер
talcum	талцум
tale	прича
talent	таленат
talented	талентован
talisman	талисман
talk	причати
talkative	Талкативе
talker	говорилац
tall	висок
tallies	таллиес
tallow	лољ
tally	Талли
talon	талон
talons	NO TRANSLATION
tambourine	тамбурин
tame	NO TRANSLATION
tamer	тамер
taming	таминг
tamper	тампер
tampon	тампон
tan	тан
tandem	тандем
tang	танг
tangent	тангент
tangerine	мандарина
tangible	опипљиво
tangle	тангле
tangled	замршен
tango	танго
tank	резервоар
