Word	sn
unanswered	isina kupindurwa
unanticipated	kusatarisira
unappreciated	isinganzwisisiki
unapproved	unapproved
unarmed	vasina kusarudzwa
unassisted	unassisted
unassuming	kunyadzisa
unattached	unattached
unattainable	hazvigoneki
unattended	unattended
unattractive	kusateerera
unauthorized	asingabvumirwi
unavailable	hazviwaniki
unavoidable	zvisingadziviriki
unaware	asingazivi
unbalanced	unbalanced
unbearable	asingakanganwiki
unbeatable	unbeatable
unbeaten	unbeaten
unbecoming	kusateerera
unbelief	kusatenda
unbelievable	asingatendi
unbiased	unbiased
unborn	asina kuberekwa
unbound	unbound
unbounded	asina kukwana
unbreakable	kusakanganisika
unbridled	asina kukodzera
unbroken	unbroken
unbutton	unbutton
uncalled	isina kumira
uncanny	chimiro
uncaring	asingatarisiri
uncensured	NO TRANSLATION
uncertain	asina chokwadi
uncertainty	kusava nechokwadi
unchallenged	unchallenged
unchangeable	asingashanduki
unchanged	kushanduka
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	unvilivilized
unclaimed	zvisina kudzivirirwa
uncle	babamunini
unclean	haana kuchena
unclear	zvakajeka
uncomfortable	kusanzwisisika
uncommon	kazhinji
uncommonly	kazhinji
uncomplicated	kusagadzikana
uncompromising	kusingapindirani
unconcerned	asina hanya
unconditional	kusagadziriswa
unconfirmed	isina kusimbiswa
unconnected	unconnected
unconscionable	zvisingazivikanwi
unconscious	kusaziva
unconsciousness	kusaziva
unconstitutional	kusagadzikana kwepamutemo
unconstrained	unconstrained
uncontested	kusagumburwa
uncontrollable	kusadzora
uncontrolled	kusazvidzora
unconventional	kusagadzikana
unconvinced	unconvinced
unconvincing	kusagumbusa
uncooked	uncooked
uncooperative	kusawirirana
uncorrelated	kusagadzikana
uncouth	uncouth
uncover	vhura
uncritical	uncritical
uncut	uncut
undead	undead
undecided	zvisina kufanira
undefeated	undefeated
undefined	zvisina kufanira
undeniable	asingatenderwi
underage	zvishoma
underbelly	underbelly
undercover	undercover
undercurrent	undercurrent
underdog	underdog
underestimate	kusaremekedza
undergo	undergo
undergraduate	undergraduate
underground	pasi pevhu
underhanded	underhanded
underlay	underlay
underlie	underlie
underline	kunyorera
underlying	pasi
undermine	kuderedza
undermined	kukanganiswa
underneath	pasi
underpaid	pasipaidhi
underpants	underpants
underprivileged	varombo
underrated	underrated
underscore	anotsanangura
undersea	undersea
undersecretary	undersecretary
undersized	undersized
understaffed	understaffed
understand	kunzwisisa
understandable	kunonzwisisika
understanding	kunzwisisa
understatement	pasi
understood	kunzwisisa
understudy	understudy
undertake	ita
undertaker	undertaker
undertaking	basa
undertow	ita
underwear	zvidzitiro
underwood	underwood
underworld	pasi
underwrite	underwrite
underwriter	underwriter
undeserved	zvisina kufanirwa
undesirable	asingadi
undesired	vasina kuda
undetectable	asingaoneki
undetected	zvisingabvumirwi
undetermined	kusagadziriswa
undeveloped	isina kusimbiswa
undignified	asingakanganisi
undirected	unodzidzisa
undisclosed	zvisina kufanirwa
undiscovered	undiscovered
undisputed	kusanzwisisika
undisturbed	asingagadzikani
undivided	zvakasiyana
undo	rongedza
undoing	kugadzirisa
undoubted	undoubted
undress	kunyaradza
undressed	asina kukanganiswa
undue	zvisina kukodzera
undying	undying
unearned	unarned
unearth	unarth
uneasiness	unasiness
uneasy	unasy
uneducated	asina kudzidza
unemployed	kushanda
unemployment	kusakwanisa basa
unencumbered	unencumbered
unending	unending
unequal	kusaenzana
unequalled	unqualed
unequivocal	unquivocal
unequivocally	zvisina kufanira
unethical	kusagadzikana
uneven	zvisina kukwana
uneventful	unventful
unexpected	unexpected
unexpectedly	zvisingatarisirwi
unexplainable	unxplainable
unexplained	unxplained
unexplored	unxplored
unfailing	kusingagumi
unfair	kusaruramisira
unfairness	kusaruramisira
unfaithful	vasina kutendeka
unfamiliar	asingazivi
unfavorable	zvisina kunaka
unfeeling	kusina tsitsi
unfettered	unfettered
unfinished	unfinished
unfit	zvisina kufanira
unflinching	unflinching
unfold	kubudiswa
unfollow	unfollow
unforeseen	zvisingafanoonekwi
unforgettable	isingakanganwiki
unforgivable	asingakanganwirwi
unforgiving	kusakanganwira
unfortunate	kusuruvara
unfortunately	nhamo
unfounded	isina chikonzero
unfreeze	unfreeze
unfriendly	kushamwaridzana
unfulfilled	kusina kuzadzika
unfurnished	unfurnished
unglued	unglued
ungodly	vasingadi Mwari
ungrateful	vasingatendi
unguarded	kusachengetedzwa
unhand	NO TRANSLATION
unhappiness	kusuwa
unhappy	kusuwa
unharmed	kusakanganiswa
unhealthy	unhealthy
unheard	unonzwa
unhelpful	unofpful
unhindered	kusakundikana
unholy	unholy
unhook	unhook
unicorn	unicorn
unidentified	unidentified
unification	kubatana
unified	kubatana
uniform	yunifomu
uniformed	junifomu
uniformity	kufanana
uniformly	zvakafanana
unimaginable	zvisingafungidziriki
unimpeachable	unimpeachable
unimpeached	unimpeached
unimportant	risingakoshi
unimpressed	unimpressed
unimproved	unimproved
uninfected	uninfected
uninformed	uninformed
uninhabited	asina vagari
uninitiated	uninitiated
uninspired	uninspired
unintelligible	kusanzwisisika
unintended	zvisingadiwi
unintentional	asingazviiti
unintentionally	asingazivi
uninterested	asina kufarira
uninteresting	unofadza
uninterrupted	kusinganzwisisiki
uninvited	asina kubvumidzwa
union	kubatana
unique	rakasiyana
unisex	unisex
unison	unity
unit	unit
unitary	unitary
unite	unite
united	united
unity	kubatana
universal	pasi rose
universality	universal
universe	zvose
university	yunivhesiti
unjust	kusaruramisira
unjustifiable	zvisina kukodzera
unjustified	zvisina kukodzera
unkind	unkind
unknowable	zvisingazivikanwi
unknown	hazvizivikanwe
unlawful	zvisiri pamutemo
unleash	unleash
unlicensed	unlicensed
unlike	zvakasiyana
unlikely	zvisingaiti
unlimited	unlimited
unlisted	unlisted
unload	ununura
unloaded	kununura
unlock	kuvhura
unlucky	unlucky
unmanageable	asingatarisirwi
unmanned	unmanned
unmarked	unmarked
unmarried	asina kuroorwa
unmask	unmask
unmatched	asingatauriki
unmistakable	unmistakable
unmitigated	unmitigated
unmoved	unmoved
unnamed	asina zita
unnatural	zvisizvo
unnecessary	zvisina kufanira
unneeded	unneeded
unnoticed	asingazivi
unnumbered	ununered
unobserved	unobserved
unobstructed	isina kukwana
unobtrusive	unobtrusive
unoccupied	kusagadzikana
unofficial	zvisina kufanira
unopened	unopened
unopposed	unopposed
unordered	unordered
unorganised	unorganized
unorganized	unorganized
unorthodox	unorthodox
unpack	unpack
unpaid	zvisina kubhadharwa
unparalleled	zvisina kufanana
unpleasant	zvisina kunaka
unpleasantness	unofadza
unplug	unplug
unplugged	unplugged
unpopular	asingafariri
unprecedented	zvisati zvaitika
unpredictable	hazvizivikanwi
unprepared	asina kugadzirira
unpretentious	kuzvidzora
unproductive	risingabereki
unprofessional	unprofessional
unprofitable	hazvibatsiri
unprotected	kusachengetedzwa
unproven	unproven
unprovoked	kusagadziriswa
unpublished	isina kunyorwa
unpunished	asina kurangwa
unqualified	isina kukodzera
unquestionable	kusanzwisisika
unquestionably	pasina mubvunzo
unquestioned	kusanzwisisika
unquote	unquote
unravel	unravel
unreachable	zvisingagoneki
unread	isina kuverengwa
unreal	risingabviri
unrealistic	hazvina musoro
unreasonable	hazvina musoro
unrecorded	hazvibvumirwi
unregistered	unregistered
unregulated	zvisina kutenderwa
unrelated	asingabatanidzi
unrelenting	asingagumi
unreliable	kusavimbika
unremarkable	unremarkable
unrepentant	asingapfidzi
unrequited	kusagutsikana
unresolved	isina kugadziriswa
unresponsive	kusateerera
unrest	mhirizhonga
unrestrained	kusazvidzora
unrestricted	kusadziviswa
unromantic	unromantic
unruly	asingateereri
unsafe	kusachengeteka
unsanitary	isina unhu
unsatisfactory	kusagutsikana
unsatisfied	asina kugutsikana
unsavory	chisina kunaka
unscathed	asina kusungwa
unscheduled	isina kukwana
unscientific	kwete nesayenzi
unscrew	unscrew
unscrupulous	asinganyengeri
unseat	unseat
unseen	zvisingaoneki
unselfish	kusina udyire
unsettled	kusagadzikana
unsightly	unsightly
unsolicited	asina kukumbira
unsolved	isina kuiswa
unsophisticated	zvisinganzwisisiki
unsound	zvisizvo
unspeakable	isina kuoneka
unspecified	zvisingazivikanwi
unspoken	unspoken
unstable	kusagadzikana
unsteady	isina kusimba
unstoppable	isingachinji
unsuccessful	haana kubudirira
unsuitable	zvisina kukodzera
unsung	unsung
unsupervised	isina kutaridzika
unsupported	isina kutsigirwa
unsure	asina chokwadi
unsurpassed	isina kukwana
unsuspecting	vasingatarisiri
unsustainable	zvisingagoneki
unsweetened	unsweetened
unsympathetic	unsympathetic
untamed	untamed
untenable	untenable
untested	untested
unthinkable	zvisingafungi
untidy	untidy
untie	kusunungura
untimely	zvisati zvamboitika
untitled	isina musoro
untold	untold
untouchable	untouchable
untouched	untouched
untoward	untoward
untraceable	zvisingareviki
untrained	untrained
untranslated	kusagadziriswa
untroubled	untroubled
untrue	zvisiri zvechokwadi
untrustworthy	asina kuvimbika
unturned	unturned
unused	kusashandiswa
unusual	zvisingawanzoitiki
unusually	zvisingaiti
unutterable	kusagadziriswa
unveil	unveil
unveiling	unveiling
unverified	isina chokwadi
unwanted	asingadiwi
unwarranted	zvisina kufanira
unwary	kusanzwisisa
unwashed	unwashed
unwavering	unwavering
unwed	asina kusununguka
unwelcome	asingagamuchiri
unwell	musanyarara
unwilling	asingadi
unwillingly	unwillingly
unwillingness	kusada
unwind	unwind
unwise	kusachenjera
unwitting	asingazivi
unwittingly	asingazivi
unworthy	zvisina kukodzera
unwrap	unwrap
unwritten	unwritten
unyielding	unyielding
unzip	unzip
upbeat	upbeat
upbringing	kurera
upcoming	rinouya
update	update
upgrade	upgrade
upheaval	upheaval
uphill	uphill
uphold	uphold
upholstery	upholstery
upkeep	upkeep
upland	upland
uplands	uplands
uplift	kukwidziridzwa
uplifting	kukurudzira
uplink	uplink
upload	upload
upper	kumusoro
uppercut	uppercut
uppity	uppity
upright	vakarurama
uprising	kumukira
uproar	uproar
upscale	upscale
upset	kutsamwa
upshot	upshot
upstairs	upstairs
upstanding	upstanding
upstart	upstart
uptight	wakasimudza
upward	kumusoro
upwards	upwards
uranium	uranium
urban	mutaundi
urchin	urchin
urge	kukurudzira
urgency	urgency
urgent	urgent
urinal	urinal
urinalysis	urinalysis
urinate	urinate
urination	urination
urine	urine
urn	urn
usable	inoshandiswa
usage	kushandiswa
use	shandisa
used	used
useful	inobatsira
usefully	zvinoshandiswa
usefulness	kubatsira
useless	hazvina maturo
user	user
usher	usher
usual	kazhinji
usurp	usurp
usurped	usurped
usury	usury
utensil	utensil
uterus	uterus
utilitarian	utilitarian
utility	utility
utilization	kushandiswa
utilize	shandisa
utmost	utmost
utopian	utopian
utter	taura
utterance	kutaura
utterly	zvachose
vacancy	chando
vacant	vacant
vacate	vacate
vacation	vacation
vaccination	vaccination
vaccine	vaccine
vacuolar	vacuolar
vacuole	vacuole
vacuous	vacuous
vacuum	vacuum
vagabond	vagabond
vagina	vagina
vaginal	vaginal
vagrancy	vagrancy
vagrant	vagrant
vague	zvakajeka
vagueness	zvisizvo
vainly	zvisina maturo
valance	valance
vale	vale
valedictorian	valedictorian
valentine	valentine
valet	valet
valiant	vashandi
valid	inoshanda
validate	kutsigira
validation	kuvimbiswa
validity	kuvimbika
valium	valium
valley	mupata
valor	NO TRANSLATION
valuable	anokosha
valuables	zvinhu zvinokosha
valuation	kukosha
value	kukosha
valve	valve
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampire
van	NO TRANSLATION
vandal	vandal
vandalism	kuparadza
vane	vane
vanguard	vanguard
vanilla	vanilla
vanish	vanashika
vanished	rakaparara
vanishing	vanopera
vanity	hazvina maturo
vanquish	vanokunda
vanquished	vakundwa
vanquishing	vanquishing
vantage	vantage
vapor	vapor
vara	NO TRANSLATION
variable	variable
variance	kusiyana
variation	kusiyana
variations	kusiyana
varicella	varicella
varicose	varicose
varied	zvakasiyana
variegated	variegated
variety	variety
various	zvakasiyana-siyana
varmint	varmint
varnish	varnish
varsity	varsity
vary	inopesana
varying	zvakasiyana
vascular	vascular
vase	vase
vasectomy	vasectomy
vassal	vassal
vast	guru
vat	vat
vaudeville	vaudeville
vault	vault
vaulted	vaulted
vaulting	vaulting
veal	veal
vector	vector
veer	veer
vega	vega
vegan	vegan
vegetable	miti
vegetarian	vegetarian
vegetarianism	vegetarianism
vegetation	zvinomera
vegetative	vegetative
veggie	veggie
vehement	vehement
vehicle	motokari
veil	chifukidzo
veiled	rakavharwa
vein	vein
veined	veined
vellum	vellum
velocity	velocity
velour	velor
velvet	velvet
velvety	velvety
vena	vena
vendetta	vendetta
vending	vending
vendor	mutengesi
veneer	veneer
venerable	kunamata
veneration	kunamatwa
venereal	venereal
venetian	venetian
vengeance	kutsiva
vengeful	kutsiva
venison	venison
venom	uturu
venomous	dambudziko
venous	venous
vent	vent
ventilation	ventilation
ventilator	ventilator
venting	venting
ventricle	ventricle
ventricular	ventricular
ventriloquist	ventriloquist
venture	kushambadzira
venue	nzvimbo
veracity	veracity
veranda	veranda
verb	verb
verbal	verbal
verbatim	verbatim
verbiage	verbiage
verbose	verbose
verbosity	verbosity
verdant	verdant
verdict	mutongo
verge	verge
verification	kuongorora
verified	akafanirwa
verify	chengetedza
verily	verily
veritable	veritable
vermin	vermin
vermouth	vermouth
vernacular	vernacular
vernal	vernal
veronica	veronica
versatile	zvakasiyana-siyana
versatility	versatility
verse	ndima
version	version
versus	versus
vert	vert
vertebra	vertebra
vertebral	vertebral
vertex	vertex
vertical	vertical
vertically	vertically
vertigo	vertigo
verve	verve
very negative	yakaipa kwazvo
very positive	rakanaka chaizvo
veryangry	NO TRANSLATION
vesicle	vesicle
vesicular	vesicular
vessel	mudziyo
vest	vest
vested	vested
vestibule	vestibule
vestige	vestige
vet	vet
veteran	veteran
veterinarian	chiremba wemhuka
veterinary	chiremba chezvipfuwo
veto	veto
vexed	kunetseka
viability	hupenyu
viable	inokwanisa
viaduct	viaduct
vial	vial
vibe	vibe
vibes	vibes
vibrant	chinoshamisa
vibrate	kudonha
vibration	vibration
vibrator	vibrator
vibratory	kudedera
vicar	vicar
vicarious	vicarious
vice	vice
viceroy	viceroy
vicinity	pedyo
vicious	vane utsinye
victim	chiremera
victimized	vanotambudzwa
victor	victor
victoria	victoria
victorious	kukunda
victory	kukunda
video	vhidhiyo
video game	vhidhiyo mutambo
videotape	videotape
vie	NO TRANSLATION
view	kuona
viewer	muoni
viewing	kuona
viewpoint	maonero
vigil	vigil
vigilance	vakangwarira
vigilant	vakangwarira
vigilante	vigilante
vignette	vignette
vigor	simba
vigorous	simba
viking	viking
vile	chakaipa
villa	villa
village	musha
villager	mudzidzi
villain	villain
villainous	inopisa
vinaigrette	vinaigrette
vindicate	vindicate
vindicated	vindicated
vindication	kutsigira
vindictive	vindictive
vine	muzambiringa
vinegar	vhiniga
vineyard	munda wemizambiringa
vintage	vintage
vinyl	vinyl
viola	viola
violate	kuputsa
violation	kuputsa
violence	chisimba
violent	chisimba
violently	zvine utsinye
violet	violet
violin	violin
violinist	violinist
viper	viper
viral	viral
virgin	mhandara
virginal	virginal
virginity	umhandara
virility	virility
virology	virology
virtual	virtual
virtually	zvese
virtue	kunaka
virtuoso	virtuoso
virtuous	kunaka
virulence	hukama
virus	utachiona
visa	visa
visage	NO TRANSLATION
viscosity	viscosity
viscous	viscous
vise	NO TRANSLATION
visibility	kuonekwa
visible	zvinooneka
visibly	zvinooneka
vision	chiratidzo
visionary	visionary
visit	shanyira
visitation	kushanyira
visiting	kushanyira
visitor	mushanyi
visor	vhurori
vista	vista
visual	kuonekwa
visualize	fungidzira
vital	inokosha
vitality	simba
vitals	vitals
vitamin	vitamini
vitreous	vitreous
viva	viva
vivacious	zvinotyisa
vivid	zvakajeka
vixen	vixen
vocabulary	shoko
vocal	inzwi
vocalist	munyori
vocation	basa
vodka	vodka
vogue	vogue
voice	inzwi
voiceless	voiceless
voicemail	voicemail
void	pasina
volatile	zvinokanganisa
volatility	kukanganisa
volcanic	volcanic
volcano	volcano
volition	kuda
volley	volley
volleyball	volleyball
voltage	voltage
voltmeter	voltmeter
volume	volume
volumes	volumes
voluminous	voluminous
voluntarily	nokuzvidira
voluntary	kuzvipira
volunteer	kuzvipira
volunteering	kuzvipira
volunteers	vanozvipira
voluptuous	voluptuous
vomit	vomera
vomiting	kurutsa
voodoo	voodoo
voracious	voracious
vortex	vortex
vote	vhoti
voter	muvhoti
voting	kuvhota
votive	votive
vouch	vouch
voucher	voucher
vow	mhiko
vowel	vowel
voyage	rwendo
voyager	voyager
voyeur	voyeur
vulgar	nyota
vulgarity	kuora
vulnerability	ngozi
vulnerable	kunetsa
vulture	vulture
wacko	wacko
wacky	wacky
wad	wad
waddle	waddle
wade	wade
wafer	wafer
waffle	Waffle
wag	wag
wage	mubayiro
wager	wager
wages	mubairo
wagon	wagon
wail	chemai
waist	chiuno
waistcoat	waistcoat
waistline	Waistline
wait	wait
waiter	muteveri
waiting	kumirira
waitinggame	NO TRANSLATION
waitress	waitress
waive	waive
waiver	waiver
wake	muka
walk	walk
walker	walker
walking	kufamba
walkout	walkout
wall	rusvingo
wallaby	wallaby
wallet	wallet
wallflower	wallflower
wallop	wallop
wallow	wallow
wallpaper	wallpaper
walnut	walnut
walrus	walrus
waltz	waltz
wan	NO TRANSLATION
wand	wand
wander	famba
wanderer	murambi
wandering	kudzingirira
wane	wane
waning	waning
wanker	wanker
wannabe	wannabe
wannasleep	NO TRANSLATION
want	want
wanting	achida
wanton	wanton
war	war
warbler	warbler
warcrimes	NO TRANSLATION
ward	ward
warden	warden
wardrobe	wardrobe
ware	Ware
warehouse	warehouse
warfare	warfare
warhead	warhead
warlike	warlike
warlock	warlock
warlord	warlord
warm	kudziya
warming	kudziya
warms	warms
warmth	warmth
warn	inyevera
warned	akanyeverwa
warning	chenyevero
warp	warp
warpath	warpath
warped	warped
warrant	chibvumirano
warranted	yakabvumirwa
warrants	mabvumirano
warranty	warranty
warren	warren
warrior	warrior
warship	chikepe
wart	wart
wartime	nguva yehondo
wary	cherechedza
wash	wash
washed	washed
washer	washer
washing	washing
washout	washout
washroom	washroom
wasp	Wasp
waste	dongo
wastebasket	tsvina
wasted	rakaparadzwa
wasteful	kuparadza
wasteland	wasteland
wasting	kuparara
watch	tarisa
watchdog	watchdog
watcher	watcher
watchful	wakarinda
watchman	NO TRANSLATION
watchout	chenjerera
watchtower	watchtower
water	mvura
water polo	water polo
waterbed	waterbed
watercourse	watercourse
watered	watered
waterfall	waterfall
waterfront	waterfront
watering can	kunwisa kunogona
watermelon	watermelon
waterproof	mvura isina mvura
waterworks	mvura yakadzika
watery	watery
wave	wave
wavelength	wavelength
waver	waving
wavering	wavering
waves	waves
wavy	wavy
wax	Wax
waxed	waxed
waxy	waxy
way	nzira
ways	nzira
wayward	nzira yakatsauka
weak	kushaya simba
weaken	kuderedza
weakened	kuora mwoyo
weakling	kushaya simba
weakly	vasina simba
weakness	kushaya simba
wealth	pfuma
wealthy	mupfumi
weapon	weapon
weaponry	zvombo
wear	kupfeka
wearer	wearing
wearily	weely
weariness	kuneta
wearing	wearing
weary	vaneta
