Word	mn
visage	NO TRANSLATION
viscosity	зуурамтхай чанар
viscous	наалдамхай
vise	NO TRANSLATION
visibility	харагдац
visible	харагдаж байна
visibly	харагдана
vision	алсын хараа
visionary	алсын хараатай
visit	айлчлал
visitation	айлчлал
visiting	зочлох
visitor	зочин
visor	visor
vista	vista
visual	харагдах байдал
visualize	дүрслэх
vital	амин чухал
vitality	эрч хүч
vitals	vitals
vitamin	витамин
vitreous	vitreous
viva	viva
vivacious	зоригтой
vivid	тод харагдаж байна
vixen	vixen
vocabulary	толь бичиг
vocal	дууны
vocalist	дуучин
vocation	ажил мэргэжил
vodka	архи
vogue	загварлаг
voice	дуу хоолой
voiceless	дуугүй байна
voicemail	дуут шуудан
void	хүчин төгөлдөр бус
volatile	хэлбэлзэлтэй
volatility	хэлбэлзэл
volcanic	галт уул
volcano	галт уул
volition	эрх чөлөө
volley	volleyball
volleyball	волейбол
voltage	хүчдэл
voltmeter	вольтметр
volume	эзлэхүүн
volumes	хэмжээ
voluminous	их хэмжээний
voluntarily	сайн дураараа
voluntary	сайн дурын
volunteer	сайн дурын ажилтан
volunteering	сайн дурын ажил
volunteers	сайн дурынхан
voluptuous	дур булаам
vomit	бөөлжис
vomiting	бөөлжих
voodoo	voodoo
voracious	Хөөрхий
vortex	vortex
vote	Санал өгөх
voter	сонгогч
voting	санал өгөх
votive	votive
vouch	vouch
voucher	ваучер
vow	амлалт
vowel	эгшиг
voyage	аялал
voyager	voyager
voyeur	voyeur
vulgar	бүдүүлэг
vulgarity	бүдүүлэг үг хэллэг
vulnerability	эмзэг байдал
vulnerable	эмзэг
vulture	үлэг гүрвэл
wacko	wacko
wacky	муухай
wad	боол
waddle	Сэлүүр
wade	Уэйд
wafer	wafer
waffle	waffle
wag	wag
wage	цалин
wager	бооцоо
wages	цалин хөлс
wagon	вагон
wail	Уйлах болно
waist	бүсэлхийн
waistcoat	waistcoat
waistline	бүсэлхийн тойргийн
wait	хүлээх
waiter	Үйлчлэгч
waiting	хүлээж байна
waitinggame	NO TRANSLATION
waitress	зөөгч
waive	татгалзах
waiver	татгалзах
wake	сэрэх
walk	алхаарай
walker	алхагч
walking	алхах
walkout	хаяж явах
wall	хана
wallaby	wallaby
wallet	түрийвч
wallflower	wallflower
wallop	ханан дээр
wallow	хана
wallpaper	ханын цаас
walnut	хушга
walrus	самар
waltz	waltz
wan	NO TRANSLATION
wand	wand
wander	тэнүүчилж байна
wanderer	тэнүүчилж байна
wandering	тэнүүчилж байна
wane	wane
waning	унасан
wanker	wanker
wannabe	wannabe
wannasleep	NO TRANSLATION
want	хүсэж байна
wanting	хүсч байна
wanton	хүсээгүй
war	дайн
warbler	Warbler
warcrimes	NO TRANSLATION
ward	тойрог
warden	сэжигтэн
wardrobe	хувцаслалт
ware	Ware
warehouse	агуулах
warfare	дайн
warhead	warhead
warlike	дайн дажин
warlock	warlock
warlord	дайчин
warm	дулаахан
warming	дулаарч байна
warms	дулаахан
warmth	дулаан
warn	анхааруулж байна
warned	сэрэмжлүүлсэн
warning	Анхааруулга
warp	дуулах
warpath	Аюулгүй байдал
warped	дажгүй болсон
warrant	батлах
warranted	баталгаатай байх
warrants	баталгаа
warranty	баталгаат хугацаа
warren	warren
warrior	дайчин хүн
warship	байлдааны хөлөг онгоц
wart	ууц
wartime	дайны үе
wary	болгоомжтой байх
wash	угаах
washed	угаасан
washer	угаагч
washing	угаах
washout	угаалгын газар
washroom	угаалгын өрөө
wasp	соно
waste	хог хаягдал
wastebasket	wastebasket
wasted	үрэгдүүлсэн
wasteful	Үгүй
wasteland	зэлүүд газар
wasting	туранхай
watch	үзэх
watchdog	хоточ нохой
watcher	ажиглагч
watchful	сэрэмжтэй
watchman	NO TRANSLATION
watchout	болгоомжтой
watchtower	Харуулын цамхаг
water	ус
water polo	усан поло
waterbed	Устай
watercourse	Ус
watered	усалдаг
waterfall	хүрхрээ
waterfront	усалгаа
watering can	усалгааны сав
watermelon	шийгуа
waterproof	усны хамгаалалт
waterworks	Усны аж ахуй
watery	Ус
wave	давалгаа, долгио
wavelength	долгионы урт
waver	Гуйвж байна
wavering	эргэлзэж байна
waves	долгион
wavy	Долгион
wax	лав
waxed	waxed
waxy	лав
way	арга зам
ways	арга зам
wayward	замбараагүй
weak	сул дорой
weaken	сулрав
weakened	сулрав
weakling	сул дорой
weakly	сул дорой
weakness	сул тал
wealth	баялаг
wealthy	чинээлэг
weapon	зэвсэг
weaponry	зэвсэг
wear	өмсөх
wearer	өмсдөг
wearily	ядарсан
weariness	ядрах
wearing	өмссөн
weary	ядарсан
weasel	шигтгээ
weather	цаг агаар
weathered	өгөршсөн
weatherman	цаг агаартай
weatherproof	бороо
weave	нэхэх
web	Вэб хуудас
website	вэбсайт
wed	гэрлэсэн
wedded	унтлагын өрөө
wedding	Хуриманд
wedge	шаантаг
wedlock	гэрлэсэн
wee	зүгээр л
weed	хогийн ургамал
weeding	Задлах
weeds	хогийн ургамал
weedy	weedy
weeeee	NO TRANSLATION
week	долоо хоног
weekday	ажлын өдөр
weekend	амралтын өдөр
weekly	долоо хоног бүр
weenie	weenie
weep	уйлж бай
weeping	уйлж байна
weeping willow	бургас уйлж байна
weepy	Уучлаарай
weigh	жинтэй
weighing	жинлэнэ
weight	жин
weightless	жингүй
weightloss	NO TRANSLATION
weights	туухай
weighty	жинтэй
weir	Унгар
weird	хачин
weirdness	гайхалтай
weirdo	Хөөрхөн байна
welcome	тавтай морил
welcomed	Баярлалаа
welcoming	мэндчилж байна
weld	гагнуур
welder	гагнуурчин
welding	гагнуур
welfare	сайн сайхан байдал
wellhead	худаг
wellness	эрүүл мэнд
welsh	welsh
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	wench
werewolf	хүн чоно
west	баруун талд
westbound	баруун талд
western	Баруун
wet	нойтон
wetback	нойтон
whack	Хөөх
whale	халим
whaling	Ортопе
wham	гэж асуув
whammy	хоромхон зуур
wharf	wharf
whatdoido	NO TRANSLATION
whatif	Хэрвээ
whatmakesmesmile	NO TRANSLATION
whatnot	ямар ч
whatsoever	Юу ч байсан
whatsthepoint	NO TRANSLATION
wheat	улаан буудай
wheel	дугуй
wheel barrow	NO TRANSLATION
wheelbarrow	түрдэг тэрэг
wheelchair	тэргэнцэр
wheels	дугуйнууд
wheeze	wheeze
whelp	whelp
whereabouts	хаана байна
wherefore	яагаад гэвэл
wherewith	Үүнд
wherewithal	Үүнд
whet	whet
whiff	whiff байна
whilst	харин
whim	дуртай
whimper	гаслах
whimsical	Сонирхолтой
whimsy	Хөөрхий
whine	гаслах
whiny	Үгүй ээ
whip	ташуур
whiplash	whiplash
whipped	ташуурдах
whirl	хуй салхи
whirlpool	усны эргүүлэг
whirlwind	хуй салхи
whisk	хумсны
whisker	зөөгч
whiskers	сахал
whiskey	виски
whisky	виски
whisper	шивнэх
whispered	шивнэлээ
whistle	шүгэл
whit	цөцгий
white	цагаан
whitefish	цагаан загас
whiteness	цагаан өнгөтэй байна
whitewash	whitewash
whitish	цагаан өнгөтэй байна
whittle	whittle
whiz	яахав
whole	бүхэл бүтэн
wholesale	бөөний худалдаа
wholesome	эрүүл саруул
wholly	бүхэлдээ
whoo	Хэн
whoop	довтолгоо
whopper	үймээн
whopping	Үгүй ээ
whore	эрхлэгч
whorehouse	whorehouse
wick	зулын гол
wicked	хорон муу хүн
wickedness	ёс бус явдал
wicker	зэгсэн
wicket	wicket
wide	өргөн
widely	өргөн хүрээтэй
widen	өргөжүүлэх
widespread	өргөн цар хүрээтэй
widow	бэлэвсэн
widowed	бэлэвсэн
widower	бэлэвсэн
width	өргөн
wield	хэрэглэж байна
wiener	wiener
wienie	NO TRANSLATION
wife	эхнэр
wig	хиймэл
wiggle	Залгих
wight	wight
wiki	wiki
wild	зэрлэг
wildcat	wildcat
wildebeest	wildebeest
wilderness	цөл
wildfire	түймэр
wildlife	зэрлэг ан амьтад
will	болно
willful	хүсэл зоригтой байна
willies	хүсэлт
willing	бэлэн байна
willingly	дуртай
willingness	хүсэл эрмэлзэл
willow	бургас
willpower	Хүч чадал
wilt	УИХ
wilted	уйтгартай
wily	зүгээр л
wimp	золгүй
wimpy	wimpy
win	ялалт
wince	wince
winch	winch
wind	салхи
windbag	салхи
windfall	гэнэтийн ашгийн татвар
winding	ороомог
windmill	салхин сэнс
window	цонх
windowsill	NO TRANSLATION
windpipe	салхин цэцэг
windshield	салхины шил
windy	салхитай
wine	дарс
wine cooler	дарс сэрүүн
wing	далавч
winged	далавчтай
winger	жигүүрт
wingman	wingman
wink	гээд л
winner	ялагч
winning	ялалт
winnings	ялалт
wino	NO TRANSLATION
winter	өвөл
winterbreak	NO TRANSLATION
wintertime	өвлийн цаг
wintery	өвөлждөг
wintry	хүйтэн өвөл
wipe	арчих
wiper	арчигч
wire	утас
wired	утастай
wireless	утасгүй
wiretap	wiretap
wiring	утас
wis	wis
wisdom	мэргэн ухаан
wise	ухаалаг
wish	хүсч байна
wishbone	wishbone
wishful	хүсч байна
wishing	хүсэх
wishmeluck	надад амжилт хүсээрэй
wisp	wisp
wistful	Уучлаарай
wit	wit
witch	шулам
witchcraft	ид шид гэж үздэг
withal	хамт
withdraw	буцах
withdrawal	гарах
withdrawals	татан авах
withdrawn	татгалзсан
wither	тайвширна
withered	хатсан
withering	хатаж байна
withhold	суутгана
withholding	суутгал
withstand	тэсвэрлэх
witless	Мэдээж хэрэг
witness	гэрч
wits	wits
witty	сайхан байна
wiz	wiz
wizard	шидтэн
wobble	чичирч байна
wobbly	wobbly
woe	Ай зовлон
woeful	хөгжилтэй
woefully	Гайхалтай
wok	wok
wokemeup	NO TRANSLATION
wolf	чоно
wolverine	wolverine
woman	эмэгтэй хүн
womanhood	эмэгтэй хүн
womanizer	эмэгтэй хүн
womanly	эмэгтэй хүн
womb	хэвлий
wonder	гайхаж байна
wonderful	гайхалтай
wonderfully	гайхалтай
wonderment	гайхшрал
wondrous	гайхалтай
wont	NO TRANSLATION
woo	woo
wood	мод
woodcut	мод
wooden	модон
woodland	модлог
woodlands	ой мод
woodpecker	тоншуул
woods	ой мод
woodshed	ой мод
woodsman	модчин
woodwork	модон эдлэл
woody	модлог
woof	хуяг
woohoo	woohoo
wooing	Уучлаарай
wool	ноос
woolen	ноос
woolly	Нэхий
woot	woot
woozy	Woozy
wop	wop
word	үг
wording	үг хэллэг
words	үгс
wordy	үг хэллэг
work	ажил
workaholic	ажлын байр
workbook	ажлын ном
worker	ажилчин
working	ажиллаж байна
workings	үйл ажиллагаа
workload	ажлын ачаалал
workman	ажилчин
workmanship	ажил хийдэг
workout	дасгал хийх
