Word	et
stilts	jalad
stimulant	stimulant
stimulate	stimuleerima
stimulating	stimuleeriv
stimulation	stimulatsioon
stimulus	stiimul
sting	jama
stinger	stinger
stinging	ahvatlev
stingy	karm
stink	lõhnama
stinker	kurnav
stinking	kuradima
stinky	vihane
stint	väsimus
stipend	stipendium
stipulate	sätestada
stipulation	tingimus
stir	segage
stirring	segades
stitch	õmblema
stitching	õmblemine
stock	varud
stockade	laud
stockbroker	börsimaakler
stockholder	aktsionär
stocking	varud
stockings	sukad
stockpile	varud
stockroom	laoruum
stocks	varud
stoic	stoiaalne
stole	varastas
stolen	varastatud
stomach	kõhuga
stomachache	kõhuvalu
stomp	tibuma
stomped	stomped
stone	kivi
stoned	kividega surnuks
stonewall	kiviaed
stoneware	keraamika
stony	kivine
stooge	kutt
stool	väljaheide
stools	väljaheide
stoop	lööma
stoopid	stoopid
stop	peatus
stopover	peatuspaik
stoppage	seiskamine
stopper	kork
stopping	peatus
stopwatch	stopper
storage	ladustamine
store	poodi
storefront	poe kauplus
storehouse	ladu
storeroom	laoruumi
storing	ladustamine
storm	torm
storming	tormine
stormy	tormiline
story	lugu
storybook	lugude raamat
storyteller	jutuvestja
storytelling	jutustamine
stound	hull
stout	tormakas
stove	pliit
stow	stow
stowaway	stowaway
straddle	straddle
straight	sirge
straighten	sirgestada
straightforward	otsekohene
straightway	kohe
strain	tüvi
strained	pingeline
strait	väin
straitjacket	rihmaravik
straits	väinad
strand	tegevussuund
stranded	keeruline
strange	kummaline
stranger	võõras
strangle	kummitama
strangulation	ahvatlemine
strap	rihm
strapless	õmbluseta
strapping	rihm
strata	kihid
strategic	strateegiline
strategist	strateeg
strategy	strateegia
stratification	stratifitseerimine
stratosphere	stratosfäär
stratum	kiht
stratus	stratus
straw	õled
strawberry	maasikas
stray	hulkunud
streak	triip
streaked	triibuline
stream	voog
streamer	vööri
streaming	voogesitus
streamline	sujuvamaks
street	tänav
streetcar	tramm
streetlight	tänavavalgustus
strength	tugevus
strengthen	tugevdama
strengthening	tugevdamine
strenuous	pingeline
strep	strep
stress	stressi
stressed	rõhutatud
stresses	rõhutab
stressfree	NO TRANSLATION
stressful	stressirohke
stressin	NO TRANSLATION
stressing	rõhutades
stressrelief	NO TRANSLATION
stretch	venitada
stretcher	stretcher
stricken	kannatanud
strict	range
stride	astuge sammu
strife	võitlemine
strike	streikima
strikeout	maha kriipsutama
striker	ründaja
striking	hämmastav
strikingly	silmatorkavalt
string	string
strings	stringid
stringy	kitsas
strip	riba
stripe	triip
striped	triibuline
stripped	kooritud
stripper	stripper
striptease	striptiis
strive	püüdma
strobe	strobe
stroke	insult
stroll	jalutama
stroller	jalutuskäru
strolling	jalutamas
strong	tugev
stronghold	kindlus
strongly	tugevalt
structural	struktuuriline
structure	struktuur
strudel	strudel
struggle	võitlus
strut	tugi
stub	tühi
stubbed	varjatud
stubble	rüht
stubborn	kangekaelne
stubbornness	kangekaelsus
stubby	ahvatlev
stucco	krohvitud
stuck	kinni
stuckup	NO TRANSLATION
stud	stuudio
studded	naastrehvid
student	üliõpilane
studied	õppinud
studio	stuudio
study	Uuring
stuff	asjad
stuffed animal	topis
stuffing	täidis
stuffy	kinnine
stumble	komistama
stump	kisk
stumped	hukkunud
stun	uimastada
stunned	uimastatud
stunner	stunner
stunning	uimastamist
stunt	trikk
stunted	hulluks jäänud
stuntman	kummitaja
stupefaction	stupefaction
stupefy	stupefy
stupendous	tohutu
stupid	loll
stupidity	rumalus
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stuupor
sturdy	tugev
sturgeon	tuur
stutter	kummitus
sty	stiil
style	stiil
styling	stiil
stylish	stiilne
stylist	stiilist
suave	kena
sub	sub
subatomic	subatomaatiline
subcommittee	allkomitee
subconscious	alateadvus
subcutaneous	subkutaanne
subdivide	jagada
subdivision	alajaotis
subduction	subduktsioon
subdue	alistama
subdued	nõrk
subdural	subdural
subito	NO TRANSLATION
subject	teema
subjected	allutatud
subjection	allumine
subjective	subjektiivne
subjugation	allumine
sublet	alamrubriik
sublevel	alamtaseme
sublimation	sublimatsioon
sublime	suursugune
subliminal	alateadlikkus
submarine	allveelaev
submerge	sukelduma
submerged	sukeldatud
submersible	sukeldustav
submission	esitamine
submissive	alandlik
submit	Esita
submitting	esitades
subordinate	alluv
subordination	alluvus
subplot	subplot
subpoena	kohtukutse
subscribe	tellida
subscriber	abonent
subscription	tellimine
subsequence	alamjärjestus
subsequent	järgnev
subsequently	hiljem
subservient	alaealine
subset	alamhulk
subside	kaovad
subsidence	langetus
subsidiary	tütarettevõte
subsidize	subsideerida
subsidy	toetus
subsist	endine
subsistence	elamiskulud
subsoil	aluspinnas
subspace	alamruum
substance	aine
substandard	nõuetele mittevastav
substantial	mahukas
substantially	oluliselt
substantiate	põhjendama
substantive	sisuline
substation	alajaam
substitute	asenda
substituted	asendatud
substitution	asendamine
substructure	alusraamatus
subterranean	maa-alune
subtext	alatekst
subtitle	alapealkiri
subtle	peenike
subtlety	nõtkus
subtract	lahutama
subtraction	lahutamist
subtype	alamtüüp
suburb	äärelinn
suburban	äärelinna
suburbia	äärelinnad
suburbs	äärelinnad
subversion	subversion
subversive	hävitav
subvert	alandama
subway	metroo
succeed	õnnestub
succeeding	edukas
success	edu
successful	edukas
succession	järjestus
successive	järjestikused
successor	pärija
succinct	lühike
succubus	sukkubus
succulent	mahlakas
succumb	langetama
suck	ime
sucker	Sucker
sucking	imemiseks
suckling	imetamine
sucks	imeb
suction	imemine
sudden	ootamatu
suddenly	äkki
suds	suhkruga
sue	kohtusse kaebama
suede	suede
suffer	kannatavad
sufferer	kannatanu
suffering	kannatusi
suffice	piisab
sufficiency	piisavus
sufficient	piisav
sufficiently	piisavalt
suffix	sufiks
suffocate	lämmatama
suffocating	lämmatab
suffocation	lämbumine
sugar	suhkur
suggest	soovitavad
suggestion	soovitus
suggestive	soovituslik
suicidal	enesetapu
suicide	enesetapp
suicidebombing	NO TRANSLATION
suit	ülikond
suitable	sobiv
suitcase	kohver
suite	sviit
suitor	suitor
sulfate	sulfaat
sulfur	väävel
sulk	vajus
sullen	tujukas
sully	sully
sulphur	väävel
sultan	sultan
sultry	tuntud
sum	summa
summarily	lühidalt
summarize	kokkuvõte
summary	kokkuvõte
summation	kokkuvõte
summer	suvi
summerhouse	suvemaja
summertime	suvel
summit	tippkohtumine
summon	kutsuda
summons	kutsumine
sumo	sumo
sump	tõstuk
sumptuous	luksuslik
sun	päike
sunbeam	päikesepump
sunburn	päikesepõletus
sundae	sundae
sunday	teisipäeval
sundial	päikesekell
sundown	päikeseloojangut
sundry	mitmesugused
sunflower	päevalill
sunglass	päikeseprillid
sunglasses	päikeseprillid
sunk	vajunud
sunken	uppunud
sunless	päikesepaisteline
sunlight	päikesevalgus
sunny	päikseline
sunrise	päikesetõusu
sunroof	katuseluuk
sunscreen	päikesekaitsetooteid
sunset	päikeseloojangut
sunshine	päikesepaiste
suntan	päevitus
sunup	sunup
sup	sup
super	Super
superannuation	vanaduspension
superb	suurepärane
superficial	pinnapealne
superfluous	üleliigne
superhero	superkangelane
superhuman	ülem inimlik
superimposed	pealiskaudne
superintendent	juhendaja
superior	parem
superiority	paremus
superlative	superlative
superman	superman
supermarket	supermarket
supermodel	supermodell
supernatant	supernatant
supernatural	üleloomulik
supernova	supernoova
superposition	superpositsioon
superpower	suurriik
supersede	asendab
superstar	superstaar
superstition	ebausk
superstitious	ebausklik
superstore	supermarket
supervise	jälgima
supervision	järelevalve
supervisor	juhendaja
supper	õhtusöök
suppertime	suppertime
supplant	asendama
supple	pehme
supplement	lisa
supplemental	täiendav
supplementary	täiendav
supplication	nõustamine
supplier	tarnija
supplies	tarvikud
supply	pakkumine
support	toetus
supported	toetatud
supporter	toetaja
supporters	toetajaid
supporting	toetades
supportive	toetav
suppose	oleta
supposed	peaks
supposing	eeldades
supposition	eeldus
suppress	maha suruda
suppression	supressioon
supremacy	ülimuslikkus
supreme	kõrgeim
supremely	suurepäraselt
surcharge	lisatasu
sure	kindel
surety	käendus
surf	surfata
surface	pind
surfboard	lainelaua kasutamine
surfer	surfer
surge	tõus
surgeon	kirurg
surgery	kirurgia
surgical	kirurgiline
surly	surly
surmise	ettekujutus
surname	perekonnanimi
surpassing	ületades
surplus	ülejääk
surprise	üllatus
surprised	üllatunud
surprises	üllatab
surprising	üllatav
surprisingly	üllatavalt
surreal	surreaalne
surrender	loobuma
surrendering	loobumine
surrogate	asendus
surround	ümbritsema
surrounding	ümbritsev
surroundings	ümbruskonda
surveillance	järelevalve
survey	küsitlus
surveying	geodeesia
surveyor	maamõõtja
survival	ellujäämine
survive	ellu jääma
surviving	ellujäänud
survivor	toitjakaotus
susceptibility	vastuvõtlikkus
susceptible	vastuvõtlik
sushi	sushi
suspect	kahtlustatav
suspected	kahtlustatav
suspend	riputama
suspended	peatatud
suspenders	sukad
suspense	ajutine
suspension	peatamine
suspicion	kahtlus
suspicions	kahtlused
suspicious	kahtlane
sustain	säilitada
sustained	püsiv
sustenance	toitumine
suture	õmblusniit
suv	suv
sux	NO TRANSLATION
swab	tampooniga
swag	lööma
swagger	lollakas
swallow	neelata
swami	swami
swamp	soo
swamped	soe
swampy	soine
swan	luik
swank	lööma
swap	vahetus
swarm	ujuma
swarming	murev
swastika	Swastika
swat	sabati
sway	kihutama
swear	vanduma
swearing	vanduma
sweat	higi
sweater	kampsun
sweating	higistamine
sweatshirt	püksiriide
sweatshop	sweatshop
sweaty	higine
sweep	pühkima
sweeper	pühkija
sweeping	pühkimine
sweet	magus
sweeten	magusama
sweetened	magustatud
sweetener	magusaine
sweetest	magusam
sweetheart	kullake
sweetie	kullake
sweetness	magusus
sweets	maiustused
swell	paisuma
swelling	turse
sweltering	ahvatlev
swerve	põrkama
swift	kiire
swiftly	kiiresti
swig	lööma
swill	paisuma
swim	ujuma
swimmer	ujuja
swimming	ujumine
swimsuit	ujumistrikoo
swindle	pettuma
swindler	pettur
swine	siga
swing	kiik
swinger	swinger
swinging	kiikumine
swipe	pühkige
swirl	keerake
swish	lüüa
switch	lülita
switchblade	lülituslind
switchboard	elektrikilp
swivel	pöörlev
swollen	paistes
swoon	nägemine
swoop	lööma
sword	mõõk
swordfish	mõõkkala
swordplay	swordplay
swordsman	mõõk
sycamore	Sycamore
syllable	silp
syllabus	õppekava
symbiotic	sümbiootiline
symbol	sümbol
symbolic	sümboolne
symbolically	sümboolselt
symbolism	sümboolika
symbolize	sümboliseerima
symmetric	sümmeetriline
symmetrical	sümmeetriline
symmetry	sümmeetria
sympathetic	sümpaatiline
sympathize	kaastunema
sympathy	kaastunnet
symphonic	sümfooniline
symphony	sümfoonia
symposium	sümpoosion
symptom	sümptom
symptomatic	sümptomaatiline
synagogue	sünagoog
synapse	synapse
synaptic	sünaptiline
sync	sünkroonida
synchronize	sünkroonida
synchronous	sünkroonne
syncope	sünkoop
syndicate	sündikaat
syndrome	sündroom
synergistic	sünergistlik
synergy	sünergia
synod	Sünod
synonym	sünonüüm
synonymous	sünonüümne
synopsis	kokkuvõte
synoptic	sünoptiline
syntax	süntaks
synthesis	süntees
synthesizer	süntesaator
synthetic	sünteetiline
syphilis	süüfilis
syringe	süstal
syrup	siirup
system	süsteem
systematic	süstemaatiline
systematically	süstemaatiliselt
t-shirt	t-särk
tab	vahekaart
tabasco	tabasco
tabby	tabby
tabernacle	katarraal
table	laud
tableau	NO TRANSLATION
tablecloth	laudlina
tablespoon	supilusikatäis
tablet	tablett
tableware	lauanõud
tabloid	tabloid
taboo	tabu
tabular	tabelina
tabulate	tabuleerida
tabulation	tabuleerimine
tachometer	tahhomeeter
tacit	vaikne
tack	käsiraamat
tackle	tegelema
tackled	lahendatud
tackling	tegelemine
tacky	kleepuv
taco	taco
tact	taktika
tactful	taktikaline
tactic	taktika
tactical	taktikaline
tactics	taktika
tactile	kombatav
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	silt
tail	saba
tailed	saba
tailgate	tagaluuk
tailings	jäätmed
taillight	tagatulede
tailor	sobivalt
tailoring	õmblemine
tailpipe	väljalasketoru
taint	taim
take	võtma
takeoff	stardiks
takeout	võta välja
takeover	üle võtma
taker	saaja
talcum	talk
tale	lugu
talent	talent
talented	andekas
talisman	talisman
talk	rääkima
talkative	kõnekas
talker	kõneleja
tall	pikk
tallies	talub
tallow	rasv
tally	Vastavalt
talon	talon
talons	NO TRANSLATION
tambourine	tamburiin
tame	NO TRANSLATION
tamer	Tamer
taming	Tamming
tamper	võltsida
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	puutuja
tangerine	tangerine
tangible	käegakatsutav
tangle	segada
tangled	tangled
tango	tango
tank	paak
tank top	paagi top
tanker	tanker
tanned	pargitud
tantalizing	tantalizing
tantamount	võrdväärne
tantrum	tantrum
taoism	taoism
tap	koputage
tape	lint
tape measure	mõõdulint
taper	koonus
tapering	koonustav
tapestry	gobelään
tapeworm	paelussi
tapioca	tapiokk
taps	kraanid
tar	tõrva
tarantula	tarantula
tardiness	tardus
tardy	tardikas
target	sihtmärk
targeted	sihitud
targeting	sihtimine
tariff	tariif
tarmac	tarmac
tarnish	pahtu
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	hambakivi
task	ülesanne
tassel	tuti
taste	maitse
tasteful	maitsekas
tasteless	maitseline
tasting	maitsmine
tasty	maitsev
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tätoveering
taught	õpetas
taunt	imetama
taupe	taupe
taut	taut
tavern	kõrts
tawdry	tawdry
tawny	tawny
tax	maksu
taxed	maksustatud
taxi	takso
taxicab	takso
taxonomy	taksonoomia
taxpayer	maksumaksja
tea	tee
teach	õpetama
teacher	õpetaja
teaching	õpetamine
teacup	teekarp
teahouse	teahouse
teal	teal
team	meeskond
teamjesus	NO TRANSLATION
teammate	meeskonnakaaslane
teamwork	meeskonnatöö
teapot	teekannu
tear	pisar
tearful	pisarad
tearsofjoy	NO TRANSLATION
teary	teater
tease	tease
teaser	teaser
teasing	jama
teaspoon	teelusikatäis
teat	nina
teatime	Teeaeg
tech	tech
technical	tehniline
technicality	tehniline
technician	tehnik
technique	tehnika
techno	techno
technological	tehnoloogiline
technology	tehnoloogia
ted	ted
teddy bear	kaisukaru
tedious	tüütu
tedium	tedium
tee	tee
teeming	täis
teen	teen
teenage	teismelised
teenager	teismeline
teens	teismelised
teensy	teensy
teeny	kena mees
teeth	hambad
teething	neelamine
teflon	teflon
telegram	telegramm
telegraph	telegraaf
telekinesis	telekinees
telemetry	telemeetria
telepathic	telepaatiline
telepathy	telepaatia
telephone	telefoni teel
telescope	teleskoop
telescopic	teleskoopiline
telethon	teletaan
teletype	teletaip
televised	televisioon
television	televisioon
tell	öelge
teller	teller
telling	öeldes
telltale	märgutuli
temp	temp
temper	tujusid
tempera	tempera
temperament	temperament
temperamental	temperamentne
temperance	mõõdukus
temperate	mõõdukas
temperature	temperatuur
tempered	karastatud
tempest	ahm
template	malli
temple	tempel
tempo	NO TRANSLATION
temporal	ajutine
temporarily	ajutiselt
temporary	ajutine
tempt	kiusatus
temptation	kiusatus
tempting	ahvatlev
temptress	temptress
ten	kümme
tenable	usaldusväärne
tenacious	sitapealne
tenacity	vastupidavus
tenancy	rentimine
tenant	üürnik
tend	kipuvad
tendency	tendents
tender	pakkumine
tenderfoot	lõuend
tenderness	hellus
tending	treenimine
tendon	kõõlus
tenement	üürikorter
tenet	tõekspidamine
tenets	tõekspidamised
tenfold	kümme korda
tennis	tennis
tenor	tenor
tense	pingeline
tensile	tõmbetugevus
tension	pinge
tent	telk
tentacle	kombits
tentative	esialgne
tenth	kümnes
tenths	kümnendikku
tenuous	tühine
tenure	ametiaeg
tepee	Tepee
tepid	leige
tequila	tequila
teriyaki	teriyaki
term	tähtaeg
terminal	terminali
terminate	lõpetada
termination	lõpetamine
terminator	terminaator
terminology	terminoloogia
terminus	termin
termite	termiit
terms	tingimustel
tern	tern
ternary	kolmekomponentne
terrace	terrass
terrain	maastik
terrestrial	maapealne
terrible	kohutav
terribly	kohutavalt
terrier	terjer
terrific	kohutav
terrified	hirmutatud
terrifies	hirmutab
terrify	hirmutada
terrifying	hirmutav
territorial	territoriaalne
territory	territooriumil
terror	hirmu
terrorism	terrorism
terrorist	terrorist
terrorists	terroristid
terrorize	terroriseerida
terse	kerge
tertiary	kolmanda taseme
test	test
testament	testament
testicle	munandikott
testicular	testikulaarne
testify	tunnistavad
testimonial	iseloomustus
testimony	tunnistus
testosterone	testosterooni
testy	NO TRANSLATION
tetanus	teetanus
tether	siduma
tethered	lõastatud
tetrahedral	tetraeedraal
text	tekst
textbook	õpikut
textile	tekstiil
textural	tekstuuriline
texture	tekstuur
tgif	tgif
thank	tänan
thankful	tänulik
thankgod	Jumal tänatud
thanking	tänan
thankless	tänulik
thanks	aitäh
thanksalot	NO TRANSLATION
thanksgiving	tänan
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	salk
thatmoment	NO TRANSLATION
thaumaturgy	tuumaturgia
thaw	sula
theater	teater
theatrical	teater
theatrics	teatrid
thebest	parim
theft	vargus
theism	teism
theistic	theistic
thelife	elu
thelittlethings	NO TRANSLATION
theme	teema
theocracy	teokraatia
theocratic	teokraatlik
theologian	teoloog
theological	teoloogiline
theology	teoloogia
theorem	teoreem
theoretical	teoreetiline
theory	teooria
therapeutic	terapeutiline
therapeutics	ravimeid
therapist	terapeut
therapy	teraapia
thereabouts	seal on
thereof	sellest
therewith	koos sellega
thermal	soojus
thermocouple	termopaar
thermodynamics	termodünaamika
thermometer	termomeeter
thermos	termos
thermostat	termostaat
thesaurus	tesaurus
thesis	väitekiri
thick	paks
thicken	paksenema
thickening	paksenemine
thicket	paksus
thickness	paksus
thief	varas
thigh	reie
thimble	pintsel
thin	õhuke
thing	asi
things	asjad
thingy	asi
think	mõtle
thinker	mõtleja
thinking	mõtlesin
third	kolmas
thirds	kolmandikku
thirst	janu
thirsty	janu
thirteen	kolmteist
thirteenth	kolmeteistkümnes
thirty	kolmkümmend
thistle	jama
thither	sinna
thong	rihm
thorn	kitsakas
thorny	terav
thorough	põhjalik
thoroughbred	puhastamata
thoroughfare	maantee
thought	mõtlesin
thoughtful	mõtlik
thoughtfulness	mõttetus
thoughtless	mõttetu
thoughts	mõtted
thousand	tuhat
thrash	trrash
thread	niit
threat	oht
threaten	ähvardada
threatened	ähvardas
threatening	ähvardav
three	kolm
threefold	kolmekordne
threesome	kolm
thresh	sulatama
threshold	künnis
thrice	kolm korda
thrift	säästlikkus
thrifty	säästlik
thrill	põnevus
thrilled	põnevil
thriller	triller
thrilling	haarav
thrive	arenema
thriving	edukas
throat	kõri
throb	hirmutav
throbbing	pulseeriv
throes	hirmutab
throne	troon
throng	tohutu
throttle	gaasipedaal
throw	viska
throwback	tagasitõmbamine
thrower	viskaja
thrown	visatud
thrush	piiksu
thrust	tõukejõu
thruster	tõukurpuksiir
thud	hullus
thug	rumal
thumb	pöial
thumbprint	pisipilt
thump	kukkuma
thumper	kukk
thumping	jama
thunder	äikest
thunderbolt	Äike
thunderclap	thunderclap
thundering	äikest
thunderstorm	äike
thunderstruck	äkitsema
thwart	vőmmake
thx	tänud
thyme	tüümiani
thyroid	kilpnääre
tiara	Tiara
tibia	sääreluu
tic	Tic
tick	märkida
ticked	märgistatud
ticker	teade
ticket	pilet
tickle	kummardama
tickled	rippus
ticklish	nägema
tidal	tõusulaine
tidal wave	tõusulaine
tidbit	tidbit
tide	tõusulaine
