Word	hy
spreader	տարածող
spree	չարաճճիություն
spring	գարուն
springtime	գարուն
sprinkle	շաղ տալ
sprinkler	ցնցող
sprinkling	շաղ տալով
sprint	սպrint
sprite	սպիտակը
sprout	ծաղրածու
spruce	զուգված
spud	սպանդ
spunk	թափթփված
spunky	ցնցող
spur	խթանել
spurious	կեղծիք
spurred	խթանել
spurt	սպորտը
spy	լրտես
squabble	ջախջախիչ
squad	հավաքականը
squadron	հրամանատար
squall	բախվելով
squamous	սահուն
squander	ջախջախիչ
square	հրապարակ
squash	squash
squat	շինել
squatter	կոկորդը
squaw	կարկուտ
squawk	խառնաշփոթություն
squeak	զայրույթը
squeaky	վրեժխնդրորեն
squeal	ցնցում
squealer	squealer
squeamish	սահնակ
squeeze	սեղմում
squeezing	սեղմելով
squelch	ջարդել
squid	կաղամար
squint	շեղում
squire	քառակուսի
squirm	շնչառություն
squirrel	սկյուռ
squirt	սեքս խաղալիք
squish	քաղցրավենիք
squishy	քաղցրավենիք
stab	սպանել
stabbed	դանակահարվել
stability	կայունություն
stabilize	կայունացնել
stabilizer	կայունացուցիչ
stable	կայուն
staccato	staccato
stack	բլոկ
stadium	մարզադաշտ
staff	աշխատակազմը
stag	կախված
stage	փուլում
stagecoach	ստագեկոգ
stagehand	փուլը
stagger	ցնցող
staggering	ցնցող
stagnant	լճացում
stagnation	լճացում
staid	անսասան
stain	բիծը
stained	վիտրաժներ
stainless	չժանգոտվող
stair	սանդուղք
staircase	սանդուղք
stairs	աստիճաններ
stairway	սանդուղք
stairwell	սանդուղք
stake	ցցի
stakeout	շահույթ
stale	հնացած
stalemate	կախվածություն
stalk	ցողուն
stalker	ստալկերը
stall	տաղավար
stallion	կեղտոտ
stalls	ախոռներ
stalwart	դաժանություն
stamina	կայունություն
stamp	կնիք
stampede	դադարեցում
stance	դիրքորոշումը
stand	կանգնել
standard	ստանդարտ
standardize	ստանդարտացնել
standardized	ստանդարտացված
standby	սպասման
standing	կանգնած
standoff	դիմակայություն
standpoint	տեսակետը
standstill	կանգնեցրեց
standup	կանգնել
stanza	ստաան
staph	staph
staple	կեռ
stapler	stapler
star	աստղ
star fruit	աստղային պտուղը
starboard	սանդղակը
starch	օսլա
stardom	ստերդոմ
stardust	ստանդարտ
stare	նայեք
starfish	աստղադիտարան
stargazing	stargazing
staring	նայելով
stark	ստարկություն
starlet	աստղադիտարան
starlight	աստղադիտակ
starling	աստղանիկ
starry	աստղային
stars	աստղեր
starship	աստղագուշակություն
start	սկսել
starter	սկիզբը
startle	զարմանալիորեն
startled	զարմացած
startling	զարմանալիորեն
starvation	սովամահություն
starve	սոված
starved	սոված
starving	սոված
stash	պահակ
stat	վիճակ
state	պետություն
stately	բարձրորակ
statement	հայտարարությունը
stateroom	stateroom
stateside	Նահանգային պետություն
statesman	պետական ​​գործիչ
static	ստատիկ
staticky	NO TRANSLATION
statics	ստատիկ
station	կայարան
stationary	կայուն
stationery	գրենական պիտույքներ
statistic	վիճակագրություն
statistical	վիճակագրական
statistician	վիճակագրություն
stator	stator
statuary	արձանիկ
statue	արձանը
statuette	արձանիկ
stature	հասունություն
status	կարգավիճակը
statute	կանոնադրություն
statutory	օրենքով սահմանված կարգով
staunch	ստատուս
stave	ողորմություն
stay	մնալ
stayaway	NO TRANSLATION
stayed	մնացին
stays	մնում է
stead	փոխարենը
steadfast	կայուն
steady	կայուն
steak	սթեյք
steakhouse	Սթեյք - Հաուս
steal	գողանալ
stealing	գողանալը
stealth	գաղտնի
stealthily	գաղտնի կերպով
stealthy	գաղտնի
steam	գոլորշու
steamboat	շոգենավ
steamer	շոգենավ
steaming	գոլորշիացում
steamroller	steamroller
steamship	գոլորշիություն
steamy	շոգենավ
steel	պողպատ
steep	կտրուկ
steeple	ծակոտկեն
steer	Ուղղորդեք
steering	կառավարում
stellar	աստղային
stem	բխում
stench	գարշահոտություն
stencil	տառատեսակ
stenographer	ստենոգրաֆ
step	քայլ
stepdaughter	ամուսին
stepfather	որդին
stepmother	որդին
steppe	տափաստանը
steps	քայլեր
stepson	երեխա
stereo	ստերեո
stereoscopic	ստերեոսկոպիկ
stereotype	կարծրատիպը
stereotyped	կարծրատիպ
sterile	ստերիլ
sterility	անպտղություն
sterilize	ստերիլիզացնել
sterling	ստերլինգ
stern	ուժեղ
sternum	ստերտում
steroid	ստերոիդ
stethoscope	ստետոսկոպ
stew	շոգեխաշել
steward	տնային տնտեսուհի
stewardess	բորտուղեկցորդուհի
stewardship	վարչախումբը
stfu	stfu
stick	փայտիկ
sticker	Կպչուն
sticking	կպչուն
stickler	փայտիկ
stickup	կախիչը
sticky	կպչուն
stiff	թունդ
stiffen	ամրապնդել
stiffness	խստություն
stifle	բռնկում
stifled	բռունցքներով
stifling	բռնի
stigma	սիգիգմա
stile	NO TRANSLATION
stiletto	ստիլետտո
stillbirth	մահացավ
stillborn	դեռահասը
stillness	մթության մեջ
stillwaiting	դեռեւս սպասում է
stilts	stilts
stimulant	խթանող
stimulate	խթանել
stimulating	խթանում
stimulation	խթանումը
stimulus	խթան
sting	սթինգ
stinger	stinger
stinging	խեղդելով
stingy	ցնցող
stink	գայթակղություն
stinker	stinker
stinking	գայթակղիչ
stinky	սուտ է
stint	կանգնեց
stipend	կրթաթոշակ
stipulate	ենթադրենք
stipulation	պայմանագիրը
stir	ակտիվացնել
stirring	խառնաշփոթ
stitch	շրթունք
stitching	stitching
stock	բաժնետոմսեր
stockade	շքեղություն
stockbroker	ֆոնդային բրոքեր
stockholder	բաժնետեր
stocking	բրոշյուր
stockings	ծաղկեփնջեր
stockpile	պահեստ
stockroom	ֆոնդային սրահ
stocks	բաժնետոմսեր
stoic	ստոյիկ
stole	գողացան
stolen	գողացել
stomach	ստամոքսը
stomachache	փորացավ
stomp	stomp
stomped	դադարեցրեց
stone	քարը
stoned	քարկոծվել
stonewall	քարե պատ
stoneware	կավե ամանեղեն
stony	քարքարոտ
stooge	սթոուն
stool	աթոռակ
stools	աթոռներ
stoop	ստոոպ
stoopid	stoopid
stop	կանգ առնել
stopover	կանգառ
stoppage	stoppage- ը
stopper	stopper
stopping	դադարեցումը
stopwatch	վայրկյանաչափ
storage	պահեստավորում
store	խանութում
storefront	խանութի հարեւանությամբ
storehouse	պահեստ
storeroom	պահեստարան
storing	պահեստավորում
storm	փոթորիկ
storming	փոթորկին
stormy	բուռն
story	պատմություն
storybook	պատմագիր
storyteller	պատմող
storytelling	պատմություն
stound	գետնին
stout	գորշ
stove	վառարան
stow	ցնցուղ
stowaway	անսպասելի
straddle	straddle
straight	ուղիղ
straighten	ուղղել
straightforward	ուղղակի
straightway	անմիջապես
strain	լարվածություն
strained	լարված
strait	նեղուց
straitjacket	նետաձիգ
straits	նեղուցներ
strand	շտապ
stranded	շեղված
strange	տարօրինակ
stranger	օտարական
strangle	խեղդել
strangulation	խեղդում
strap	ժապավեն
strapless	ստրիպտիզ
strapping	կախաղան
strata	շերտերը
strategic	ռազմավարական
strategist	ստրատեգ
strategy	Ստրատեգիա
stratification	շերտավորումը
stratosphere	stratosphere
stratum	շերտը
stratus	stratus
straw	ծղոտը
strawberry	ելակ
stray	անպիտան
streak	շերտ
streaked	ոտքով
stream	հոսք
streamer	streamer
streaming	հոսքային
streamline	ընթացակարգը
street	փողոց
streetcar	տրանսպորտային միջոցը
streetlight	փողոցային լույսը
strength	ուժ
strengthen	ուժեղացնել
strengthening	ամրապնդումը
strenuous	ծանրակշիռ
strep	փողոց
stress	սթրեսը
stressed	ընդգծեց
stresses	սթրեսները
stressfree	NO TRANSLATION
stressful	սթրեսային
stressin	NO TRANSLATION
stressing	ընդգծելով
stressrelief	NO TRANSLATION
stretch	ձգվող
stretcher	սալիկապատ
stricken	ցրված
strict	խիստ
stride	քայլը
strife	հակամարտություն
strike	գործադուլ
strikeout	հարձակումը
striker	հարձակվողը
striking	զարմանալի
strikingly	զարմանալիորեն
string	string
strings	տողեր
stringy	լարային
strip	շերտի մեջ
stripe	շերտերով
striped	գծավոր
stripped	գողանալ
stripper	սթրեյփեր
striptease	ստրիպտիզ
strive	ձգտում
strobe	ստրուկ
stroke	ինսուլտը
stroll	զբոսանք
stroller	զբոսնող
strolling	զբոսանք
strong	ուժեղ
stronghold	ամրոց
strongly	ուժեղ
structural	կառուցվածքային
structure	կառուցվածքը
strudel	Շտուդել
struggle	պայքար
strut	սլաքը
stub	կաղապար
stubbed	փխրեց
stubble	փաթաթան
stubborn	Հաստատակամ
stubbornness	համառություն
stubby	կողպեքով
stucco	սվաղ
stuck	խրված
stuckup	NO TRANSLATION
stud	ստուդիա
studded	շտապեց
student	ուսանող
studied	սովորել
studio	ստուդիա
study	ուսումնասիրություն
stuff	նյութեր
stuffed animal	լցոնված կենդանի
stuffing	լցոնումներ
stuffy	տխուր
stumble	գայթակղել
stump	գլխարկը
stumped	Ստամբուլում
stun	ցնցում
stunned	ցնցված
stunner	ցնցող
stunning	ցնցող
stunt	ստեղնաշար
stunted	ցնցված
stuntman	stuntman
stupefaction	անպարկեշտություն
stupefy	անպարկեշտ
stupendous	մեծամասնությունը
stupid	հիմարություն
stupidity	հիմարություն
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	ստուպոր
sturdy	ուժեղ
sturgeon	թառափը
stutter	խորտիկ
sty	ոճը
style	ոճը
styling	ստիլինգ
stylish	նորաձեւ
stylist	ստիլիստ
suave	քաջություն
sub	ենթախմբում
subatomic	subatomic
subcommittee	ենթակոմիտեն
subconscious	ենթագիտակցական
subcutaneous	տարանջատված
subdivide	ստորաբաժանում
subdivision	ստորաբաժանումը
subduction	ստորգետնյա
subdue	ենթադաշտ
subdued	ենթարկվել է
subdural	ենթաբաժանորդը
subito	NO TRANSLATION
subject	առարկա
subjected	ենթարկվել է
subjection	ենթակայություն
subjective	սուբյեկտիվ
subjugation	ենթադրություն
sublet	սլաքը
sublevel	ենթավերնագիր
sublimation	սուբլիմացիան
sublime	բարձրորակ
subliminal	ստորադաս
submarine	սուզանավ
submerge	ստորգետնյա
submerged	սուզվելը
submersible	ստորջրյա
submission	ներկայացում
submissive	հնազանդ
submit	ներկայացնել
submitting	ներկայացնելով
subordinate	ենթակայության տակ
subordination	ենթակայություն
subplot	ենթաբլոկ
subpoena	դատախազություն
subscribe	բաժանորդագրվեք
subscriber	բաժանորդ
subscription	բաժանորդագրություն
subsequence	հաջորդականությունը
subsequent	Հետագայում
subsequently	Հետագայում
subservient	ենթադրյալ
subset	ենթաբազմություն
subside	իջեցված
subsidence	ցրվածություն
subsidiary	մասնաճյուղ
subsidize	սուբսիդավորումը
subsidy	սուբսիդավորումը
subsist	գոյատեւել
subsistence	ապրելակերպը
subsoil	ստորգետնյա
subspace	ենթասպասս
substance	նյութը
substandard	ստանդարտ
substantial	էական
substantially	էականորեն
substantiate	հիմնավորումը
substantive	նյութական
substation	ենթակայանը
substitute	փոխարինել
substituted	փոխարինվել է
substitution	փոխարինումը
substructure	ենթակառուցվածք
subterranean	ստորգետնյա
subtext	ենթատեքստ
subtitle	ենթավերնագիր
subtle	նուրբ
subtlety	նրբագեղություն
subtract	հանել
subtraction	հանում
subtype	ենթատիպ
suburb	արվարձան
suburban	արվարձան
suburbia	շրջակայքում
suburbs	արվարձաններում
subversion	սպանություն
subversive	դիվերսանտ
subvert	ենթարկվել
subway	մետրո
succeed	հաջողություն
succeeding	հաջողակ
success	հաջողություն
