Word	mr
theologian	ब्रह्मज्ञानी
theological	ब्रह्मज्ञानविषयक
theology	वेदान्त
theorem	प्रमेय
theoretical	सैद्धांतिक
theory	सिद्धांत
therapeutic	उपचारात्मक
therapeutics	उपचारात्मक
therapist	थेरपिस्ट
therapy	उपचार
thereabouts	आस-पास
thereof	त्याचा
therewith	त्याचबरोबर
thermal	थर्मल
thermocouple	थर्माकोम्पल
thermodynamics	उष्णताविज्ञान
thermometer	थर्मामीटर
thermos	थर्मॉस
thermostat	थर्मोस्टॅट
thesaurus	ज्ञानकोश
thesis	प्रबंध
thick	जाड
thicken	गोठणे
thickening	जाडसर
thicket	झाडाची पाने
thickness	जाडी
thief	चोर
thigh	मांडी
thimble	टोपण
thin	पातळ
thing	गोष्ट
things	गोष्टी
thingy	वस्तू
think	विचार करा
thinker	विचारवंत
thinking	विचार
third	तिसऱ्या
thirds	तृतियांश
thirst	तहान
thirsty	तहानलेला
thirteen	तेरा
thirteenth	तेरावा
thirty	तीस
thistle	थिएसल
thither	तिथून
thong	पेटी
thorn	काटा
thorny	काटेरी
thorough	कसून
thoroughbred	अंगावर काकुडी
thoroughfare	thoroughfare
thought	विचार
thoughtful	विचारशील
thoughtfulness	विचारशीलपणा
thoughtless	अविचारी
thoughts	विचार
thousand	हजार
thrash	झोडपणे
thread	थ्रेड
threat	धमकी
threaten	धमकावणे
threatened	धोक्यात
threatening	धमकी
three	तीन
threefold	तिप्पट
threesome	तिघांचा गट
thresh	मळणी
threshold	थ्रेशोल्ड
thrice	तीनदा
thrift	काटकसर
thrifty	मितभाषी
thrill	थ्रिल
thrilled	थरारक
thriller	थ्रिलर
thrilling	थरारक
thrive	पोसणे
thriving	जोमदार
throat	घसा
throb	धडधड
throbbing	धडधड
throes	दंड
throne	सिंहासन
throng	गर्दी
throttle	थ्रॉटल
throw	फेकणे
throwback	फेरबॅक
thrower	थरथर
thrown	फेकले
thrush	झटकून टाकणे
thrust	जोरदार
thruster	थ्रस्टर
thud	थड
thug	ठक
thumb	अंगठा
thumbprint	थंबप्रिंट
thump	ठोसा
thumper	थंबर
thumping	प्रचंड
thunder	मेघगर्जना
thunderbolt	गडगडाटा
thunderclap	गडगडाटा
thundering	पावसाळी
thunderstorm	गडगडाटी वादळ
thunderstruck	गडगडाटा
thwart	आडवा करणे
thx	आभारी आहे
thyme	अजमोदा (व पुष्कळदा)
thyroid	थायरॉईड
tiara	मुकुट
tibia	टिबिअ
tic	टिक
tick	टिक
ticked	चेक केले
ticker	टिकर
ticket	तिकीट
tickle	गुदगुल्या
tickled	गुदगुल्या
ticklish	चिडखोर
tidal	भरतीसंबंधीचा
tidal wave	भरतीसंबंधीचा लहर
tidbit	टिडबेट
tide	उत्साह
tidings	बातमी
tidy	नीटनेटका
tie	टाय
tier	टायर
tiff	झुंज
tiger	वाघ
tighten	घट्ट करणे
tightness	घट्टपणा
tightrope	कसरत
tights	चड्डी
tilde	टिल्ड
tile	टाइल
tiling	टाइलिंग
till	NO TRANSLATION
tillage	नांगरलेली जमीन
tiller	टिलर
tilt	कलणे
tilting	वाकवणे
timber	इमारती लाकूड
timberland	टिंबरलँड
timbre	काल्पनिक
time	वेळ
timeless	शाश्वत
timeliness	वेळेत
timely	वेळेवर
timeout	वेळ संपला
timepiece	घड्याळ
timer	टाइमर
times	वेळा
timetable	वेळापत्रक
timewasters	NO TRANSLATION
timid	भित्रा
timidity	कडकपणा
timing	वेळेनुसार
tin	NO TRANSLATION
tincture	मद्यापासून काहीसा पेला
tine	NO TRANSLATION
tinfoil	कथील
tinge	रंगाची छटा देणे
tingle	झुळका
tingling	मुंग्या येणे
tinker	कल्हई
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	टिंकलिंग
tinnitus	टिनाटस
tinsel	कथील
tint	रंगछटा
tiny	लहान
tip	टीप
tipper	टिपर
tipster	टोस्टर
tipsy	तापट
tiptoe	टोपणनाव
tirade	गालिप्रदान
tire	लोखंड
tired	थकल्यासारखे
tiredness	थकवा
tiredofit	NO TRANSLATION
tireless	अथक
tiresome	कंटाळवाणा व त्रासदायक
tiring	दमछाक करणारी
tissue	मेदयुक्त
tistheseason	NO TRANSLATION
tit	प्रथिने
titan	बुद्धिमत्ता
titanic	प्रचंड
titanium	टायटॅनियम
tithe	दशमांश
title	शीर्षक
titled	शीर्षक
titty	titty
titular	NO TRANSLATION
toad	तिरस्करणीय व्यक्ती
toast	टोस्ट
toaster	टोस्टर
toasty	टोस्टी
tobacco	तंबाखू
toby	toby
tod	tod
today	आज
toddler	नुकतेच चालू लागलेले लहान मूल
toe	पायाचे बोट
toenail	दुरूस्ती करणे
toffee	टॉफी
tofu	tofu
toga	NO TRANSLATION
together	एकत्र
togetherness	एकत्रितपणा
toil	परिश्रम
toilet	शौचालय
toils	कष्ट करणे
token	टोकन
tolerable	बर्याचदा
tolerance	सहिष्णुता
tolerant	सहनशील
tolerate	सहन करणे
toleration	सहनशीलता
toll	टोल
tomahawk	टॉमहॉक
tomato	टोमॅटो
tomatoes	टोमॅटो
tomb	कबर
tombstone	थडगे
tomcat	टोमॅटो
tome	मला
tomorrow	उद्या
ton	NO TRANSLATION
tone	टोन
toner	टोनर
tong	NO TRANSLATION
tongs	चिमटा
tongue	जीभ
tonic	टॉनिक
tonnage	जहाजाची माल नेण्याची क्षमता
tonsils	टॉन्सल्स
toocold	NO TRANSLATION
tool	साधन
toolbox	टूलबॉक्स
tooling	टूलिंग
toomuchtodo	NO TRANSLATION
toot	तुकडा
tooth	दात
toothache	दातदुखी
toothbrush	दात घासण्याचा ब्रश
toothed	दातेरी
toothless	टूथलेस
toothpaste	टूथपेस्ट
toothpick	टूथपीक
toots	ठोसा
top	शीर्षस्थानी
topaz	पुष्कराज
topic	विषय
topical	विशिष्ट
topless	अपरिपक्व
topographic	भौगोलिक माहिती
topographical	स्थलांतर
topography	स्थलांतर
topple	कोसळणे
topside	शीर्षस्थानी
tor	उंच
torch	मशाल
torment	जाच
tormented	वेदनादायक
torn	फाटलेल्या
tornado	तुफानी
torpedo	टारपीडो
torque	टॉर्क
torrent	जोराचा प्रवाह
torrid	उष्ण
torsion	मंदी
torso	असा पुतळा
tort	टोर्ट
tortious	उत्पीड़न
tortoise	कासव
tortuous	पिळवणूक करणारा
torture	छळ
tortured	छळ
toss	टॉस
tot	NO TRANSLATION
total	एकूण
totality	संपूर्णता
totally	संपूर्णपणे
tote	जवळ बाळगणे
totem	टोटेम
touch	स्पर्श करा
touchdown	स्पर्श डाऊन
touched	स्पर्श केला
touching	स्पर्श करणे
touchy	हळवे
tough	कठीण
toughen	स्पर्श करणे
toughness	कडकपणा
toupee	टॉपी
tour	फेरफटका
