Word	bs
unfit	nesposoban
unflinching	beskrajno
unfold	otvori
unfollow	unfollow
unforeseen	nepredviđeni
unforgettable	nezaboravno
unforgivable	neoprostivo
unforgiving	neprocjenjiv
unfortunate	nesrećni
unfortunately	nažalost
unfounded	neosnovana
unfreeze	odmrzni
unfriendly	neprijateljski
unfulfilled	neispunjeno
unfurnished	nenamješten
unglued	opušteno
ungodly	bezbožni
ungrateful	nezahvalno
unguarded	nezaštićen
unhand	NO TRANSLATION
unhappiness	nesrećnost
unhappy	nesretni
unharmed	nepovređen
unhealthy	nezdravo
unheard	nepoznat
unhelpful	neupotrebljiv
unhindered	neometano
unholy	neobičan
unhook	unhook
unicorn	jednorog
unidentified	neidentifikovan
unification	unifikacija
unified	jedinstven
uniform	uniforme
uniformed	uniformisan
uniformity	uniformnost
uniformly	ravnomerno
unimaginable	nezamislivo
unimpeachable	nemoguće
unimpeached	neumorno
unimportant	nebitno
unimpressed	bez prisustva
unimproved	neimenovani
uninfected	neinfektovan
uninformed	neinformisan
uninhabited	nenaseljen
uninitiated	neobjavljen
uninspired	nije inspirirano
unintelligible	nerazumljivo
unintended	nenamerno
unintentional	nenamjerno
unintentionally	nenamjerno
uninterested	nezainteresiran
uninteresting	neinteresantno
uninterrupted	neprekidno
uninvited	nepovratno
union	sindikat
unique	jedinstven
unisex	unisex
unison	unison
unit	jedinica
unitary	jedinstveno
unite	ujedinite se
united	ujedinjen
unity	jedinstvo
universal	univerzalni
universality	univerzalnost
universe	univerzum
university	univerzitet
unjust	nepravedno
unjustifiable	neopravdano
unjustified	neopravdano
unkind	unkind
unknowable	nepoznat
unknown	nepoznato
unlawful	nezakonito
unleash	oslobodite se
unlicensed	nelicenciran
unlike	za razliku od njih
unlikely	malo vjerovatno
unlimited	neograničeno
unlisted	nenavisan
unload	istovariti
unloaded	istovaran
unlock	otključati
unlucky	nesrećan
unmanageable	neupotrebljiv
unmanned	bez posla
unmarked	neoznačen
unmarried	neoženjen
unmask	demaskirati
unmatched	neuporediv
unmistakable	nepogrešiv
unmitigated	nemoguće
unmoved	nepokretan
unnamed	neimenovani
unnatural	neprirodno
unnecessary	nepotrebno
unneeded	nepotrebno
unnoticed	nezapaženo
unnumbered	nenumerisano
unobserved	unobserved
unobstructed	neometan
unobtrusive	nenametljiv
unoccupied	nenaseljen
unofficial	neoficijalan
unopened	neotvoren
unopposed	neupotrebljiv
unordered	neuređen
unorganised	neorganizovan
unorganized	neorganizovan
unorthodox	neobično
unpack	raspakujte
unpaid	neplaćeno
unparalleled	neuporedivo
unpleasant	neprijatno
unpleasantness	neprijatnost
unplug	isključi
unplugged	isključen
unpopular	nepopularno
unprecedented	bez presedana
unpredictable	nepredvidiv
unprepared	nepripremljen
unpretentious	neprecenljiv
unproductive	neproduktivan
unprofessional	neprofesionalno
unprofitable	neprofitabilan
unprotected	nezaštićen
unproven	neprovereno
unprovoked	neprovokiran
unpublished	neobjavljeno
unpunished	nekažnjeno
unqualified	nekvalifikovan
unquestionable	neosporno
unquestionably	nesporno
unquestioned	bez sumnje
unquote	unquote
unravel	razotkriti
unreachable	nedopustivo
unread	nepročitano
unreal	nestvarno
unrealistic	nerealno
unreasonable	nerazumno
unrecorded	neotpisani
unregistered	neregistrovani
unregulated	neregulisan
unrelated	nepovezano
unrelenting	nepokolebljiv
unreliable	nepouzdan
unremarkable	nezamislivo
unrepentant	nepopustljiv
unrequited	nervoza
unresolved	neriješeno
unresponsive	neodgovarajuće
unrest	nemir
unrestrained	neobuzdano
unrestricted	neograničen
unromantic	neumantan
unruly	nepopravljivo
unsafe	nebezbedno
unsanitary	nehigijensko
unsatisfactory	nezadovoljavajuće
unsatisfied	nezadovoljan
unsavory	nesrećni
unscathed	neprikriveno
unscheduled	neplanirano
unscientific	nenaučno
unscrew	odvucite
unscrupulous	beskrupulozno
unseat	unseat
unseen	nevidljiv
unselfish	nesebično
unsettled	neizmireno
unsightly	nevjerojatno
unsolicited	neadekvatan
unsolved	nerešeno
unsophisticated	nefisticiran
unsound	nesigurno
unspeakable	neizreciv
unspecified	neodređeno
unspoken	neizgovoren
unstable	nestabilno
unsteady	nestabilno
unstoppable	nezaustavljiv
unsuccessful	neuspešno
unsuitable	neprikladan
unsung	unsung
unsupervised	bez nadzora
unsupported	unsupported
unsure	nesiguran
unsurpassed	neprevaziđen
unsuspecting	bez sumnje
unsustainable	neodrživ
unsweetened	neslada
unsympathetic	bez sumnje
untamed	untamed
untenable	neodrživ
untested	neprovereno
unthinkable	nezamislivo
untidy	neuredan
untie	odvezi
untimely	neblagovremeno
untitled	bez naslova
untold	neizražen
untouchable	nedodirljiv
untouched	netaknuta
untoward	nepopustljiv
untraceable	nepredvidiv
untrained	neobučen
untranslated	neprevedeni
untroubled	neugodan
untrue	neistinito
untrustworthy	nepoverljivo
unturned	neizvršen
unused	neiskorišteno
unusual	neobično
unusually	neobično
unutterable	neizdrživo
unveil	predstaviti
unveiling	razotkrivanje
unverified	neprovereno
unwanted	neželjeno
unwarranted	neopravdano
unwary	nepouzdan
unwashed	neizbrani
unwavering	nepokolebljiv
unwed	unwed
unwelcome	neželjeno
unwell	loše
unwilling	nevoljan
unwillingly	nespremno
unwillingness	nespremnost
unwind	opustite se
unwise	neumno
unwitting	nesvesno
unwittingly	nesvesno
unworthy	nedostojan
unwrap	unwrap
unwritten	neopisana
unyielding	nepogrešiv
unzip	unzip
upbeat	upbeat
upbringing	vaspitanje
upcoming	predstojeće
update	ažuriranje
upgrade	nadogradnja
upheaval	previranja
uphill	uzbrdo
uphold	podržavam
upholstery	tapaciranje
upkeep	održavanje
upland	upland
uplands	uplands
uplift	podizanje
uplifting	Uplifting
uplink	uplink
upload	upload
upper	gornji
uppercut	Gornja presa
uppity	upornost
upright	uspravno
uprising	ustanak
uproar	uzbuđenje
upscale	upscale
upset	uznemiren
upshot	upshot
upstairs	gore
upstanding	upstanding
upstart	upstart
uptight	usporen
upward	na gore
upwards	gore
uranium	uranijum
urban	urbano
urchin	urchin
urge	nagon
urgency	hitnost
urgent	hitno
urinal	pisoar
urinalysis	urinaliza
urinate	urinirati
urination	mokrenje
urine	urina
urn	urn
usable	korisno
usage	upotreba
use	koristite
used	koristi se
useful	korisno
usefully	korisno
usefulness	korisnost
useless	beskorisno
user	korisnik
usher	usher
usual	obično
usurp	usurp
usurped	uzurpirano
usury	zarada
utensil	utensil
uterus	uterus
utilitarian	utilitarni
utility	korisnost
utilization	upotreba
utilize	iskoristiti
utmost	najviše
utopian	utopijski
utter	utter
utterance	izgovor
utterly	krajnje
vacancy	slobodno stanovanje
vacant	prazno
vacate	napusti se
vacation	odmor
vaccination	vakcinacija
vaccine	vakcinu
vacuolar	vacuolar
vacuole	vacuole
vacuous	vacuous
vacuum	vakuum
vagabond	vagabond
vagina	vagina
vaginal	vaginalni
vagrancy	skitnica
vagrant	bledo
vague	nejasan
vagueness	neodređenost
vainly	zamišljeno
valance	valance
vale	vale
valedictorian	valedictorian
valentine	valentin
valet	valet
valiant	hvaljen
valid	validan
validate	validirati
validation	validacija
validity	validnost
valium	valium
valley	dolina
valor	NO TRANSLATION
valuable	vredno
valuables	dragocenosti
valuation	vrednovanje
value	vrednost
valve	ventil
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampir
van	NO TRANSLATION
vandal	vandal
vandalism	vandalizam
vane	vane
vanguard	vanguard
vanilla	vanilija
vanish	nestali
vanished	nestao
vanishing	nestaje
vanity	ispraznost
vanquish	pobediti
vanquished	pobedio
vanquishing	pobjeda
vantage	vantage
vapor	isparenja
vara	NO TRANSLATION
variable	promenljiva
variance	varijansa
variation	varijacije
variations	varijacije
varicella	varicella
varicose	varikoza
varied	raznolika
variegated	varijanta
variety	raznovrsnost
various	razni
varmint	varmint
varnish	lak
varsity	varsity
vary	variraju
varying	variraju
vascular	vaskularni
vase	vaza
vasectomy	vazektomija
vassal	vazal
vast	ogromno
vat	vat
vaudeville	vaudeville
vault	trezor
vaulted	sakriven
vaulting	svod
veal	teletina
vector	vektor
veer	veer
vega	vega
vegan	vegan
vegetable	povrće
vegetarian	vegetarijanska
vegetarianism	vegetarijanstvo
vegetation	vegetacija
vegetative	vegetativni
veggie	veggie
vehement	vehement
vehicle	vozilo
veil	veo
veiled	ukorijenjena
vein	vena
veined	veined
vellum	vellum
velocity	brzina
velour	velur
velvet	velvet
velvety	baršunasto
vena	vena
vendetta	vendetta
vending	vending
vendor	prodavac
veneer	furnir
venerable	poštovani
veneration	poštovanje
venereal	venera
venetian	venetian
vengeance	osveta
vengeful	osvetoljubiv
venison	divljač
venom	otrov
venomous	otrovna
venous	venus
vent	vent
ventilation	ventilacija
ventilator	ventilator
venting	venting
ventricle	ventricle
ventricular	ventrikularna
ventriloquist	ventriloquist
venture	poduhvat
venue	mjesto
veracity	istinitost
veranda	veranda
verb	glagol
verbal	verbalno
verbatim	verbatim
verbiage	verbiage
verbose	verbose
verbosity	verbosity
verdant	zelen
verdict	presuda
verge	ivica
verification	verifikacija
verified	verifikovan
verify	verifikuj
verily	stvarno
veritable	stvarno
vermin	vermin
vermouth	vermut
vernacular	vernacular
vernal	vernal
veronica	veronica
versatile	svestran
versatility	svestranost
verse	stih
version	verzija
versus	protiv
vert	vert
vertebra	pršljen
vertebral	vertebral
vertex	vertex
vertical	vertikalno
vertically	vertikalno
vertigo	vrtoglavica
verve	verve
very negative	veoma negativan
very positive	vrlo pozitivno
veryangry	NO TRANSLATION
vesicle	vesicle
vesicular	vezikularno
vessel	plovilo
vest	prsluk
vested	povereno
vestibule	vestibule
vestige	vestige
vet	vet
veteran	veteran
veterinarian	veterinar
veterinary	veterinarski
veto	veto
vexed	uznemiren
viability	održivost
viable	održiv
viaduct	viadukt
vial	bočica
vibe	vibe
vibes	vibracije
vibrant	živahan
vibrate	vibrira
vibration	vibracije
vibrator	vibrator
vibratory	vibrator
vicar	vicar
vicarious	vicarious
vice	vice
viceroy	viceroy
vicinity	blizina
vicious	pokvaren
victim	žrtva
victimized	žrtva
victor	pobjednik
victoria	victoria
victorious	pobedio
victory	pobjeda
video	video
video game	video igrica
videotape	video traka
vie	NO TRANSLATION
view	pogled
viewer	gledalac
viewing	gledanje
viewpoint	gledište
vigil	bdenje
vigilance	budnost
vigilant	oprezan
vigilante	osvetnik
vignette	vinjeta
vigor	vigor
vigorous	energičan
viking	viking
vile	vile
villa	vila
village	selo
villager	seljak
villain	zlikovac
villainous	negativan
vinaigrette	vinaigrette
vindicate	vindicate
vindicated	potvrđeno
vindication	opravdanje
vindictive	vindictive
vine	vina
vinegar	sirće
vineyard	vinograd
vintage	berba
vinyl	vinil
viola	viola
violate	krši
violation	kršenje
violence	nasilje
violent	nasilan
violently	nasilno
violet	ljubičasta
violin	violina
violinist	violinista
viper	viper
viral	virusni
virgin	devica
virginal	devica
virginity	nevinost
virility	virility
virology	virologija
virtual	virtualno
virtually	praktično
virtue	vrlina
virtuoso	virtuoz
virtuous	virtuozno
virulence	virulencija
virus	virus
visa	vizu
visage	NO TRANSLATION
viscosity	viskoznost
viscous	viskozan
vise	NO TRANSLATION
visibility	vidljivost
visible	vidljiv
visibly	vidljivo
vision	vizija
visionary	vizionar
visit	posjetite
visitation	poseta
visiting	posjetiti
visitor	posjetitelj
visor	vizir
vista	vista
visual	vizuelni
visualize	vizualizirati
vital	vitalno
vitality	vitalnost
vitals	vitali
vitamin	vitamin
vitreous	staklo
viva	viva
vivacious	živahno
vivid	živopisno
vixen	vixen
vocabulary	vocabulary
vocal	vokal
vocalist	vokalista
vocation	zanimanje
vodka	vodka
vogue	vogue
voice	glas
voiceless	bezglasan
voicemail	govorna pošta
void	praznina
volatile	volatilan
volatility	volatilnost
volcanic	vulkan
volcano	vulkan
volition	volja
volley	odbojka
volleyball	Odbojka
voltage	voltaža
voltmeter	voltmetar
volume	volumen
volumes	zapremine
voluminous	obiman
voluntarily	dobrovoljno
voluntary	dobrovoljno
volunteer	volonter
volunteering	volontiranje
volunteers	volonteri
voluptuous	voluptuous
vomit	povraćanje
vomiting	povraćanje
voodoo	voodoo
voracious	naporan
vortex	vorteks
vote	glasati
voter	birač
voting	glasanje
votive	glasno
vouch	vouch
voucher	vaučer
vow	zavet
vowel	vokal
voyage	putovanje
voyager	voyager
voyeur	voajer
vulgar	vulgarno
vulgarity	vulgarnost
vulnerability	ranjivost
vulnerable	ranjivi
vulture	vulture
wacko	wacko
wacky	čudno
wad	wad
waddle	waddle
wade	Wade
wafer	vafla
waffle	vafl
wag	wag
wage	plata
wager	bet
wages	plate
wagon	karavan
wail	wail
waist	struk
waistcoat	prsluk
waistline	struka
wait	čekaj
waiter	konobar
waiting	čeka
waitinggame	NO TRANSLATION
waitress	konobarica
waive	odustati
waiver	odricanje
wake	probuditi se
walk	hoda
walker	Walker
walking	hodanje
walkout	izaći
wall	zid
wallaby	wallaby
wallet	novčanik
wallflower	wallflower
wallop	zid
wallow	valoviti
wallpaper	tapeta
walnut	orah
walrus	mor
waltz	valcer
wan	NO TRANSLATION
wand	štapić
wander	lutati
wanderer	lutalica
wandering	lutajući
wane	vani
waning	opadanje
wanker	vanker
wannabe	wannabe
wannasleep	NO TRANSLATION
want	željeti
wanting	želim
wanton	bezobrazno
war	rat
warbler	ratnik
warcrimes	NO TRANSLATION
ward	odjeljenje
warden	upravnik
wardrobe	garderoba
ware	ware
warehouse	magacin
warfare	ratovanje
warhead	bora glava
warlike	ratni
warlock	warlock
warlord	ratnior
warm	toplo
warming	zagrevanje
warms	gori
warmth	toplina
warn	upozoriti
warned	upozorio
warning	upozorenje
warp	warp
warpath	warpath
warped	iskrivljen
warrant	nalog
warranted	garantovano
warrants	potjernice
warranty	garancija
warren	warren
warrior	ratnik
warship	ratni brod
wart	bradavica
wartime	rata
wary	oprezni
wash	pranje
washed	oprati
washer	pranje
washing	pranje
washout	pranje
washroom	umivaonik
wasp	osa
waste	otpad
wastebasket	otpadnica
wasted	izgubljeno
wasteful	rasipno
wasteland	pustoš
wasting	rasipanje
watch	gledaj
watchdog	čuvar
watcher	posmatrač
watchful	budno
watchman	NO TRANSLATION
watchout	pazi
watchtower	straga
water	voda
water polo	vaterpolo
waterbed	waterbed
watercourse	vodotok
watered	zalijevanje
waterfall	vodopad
waterfront	riva
watering can	zalivanje može
watermelon	lubenica
waterproof	vodootporan
waterworks	vodovod
watery	vodeni
wave	val
wavelength	talasna dužina
waver	omalovažava
wavering	treperi
waves	talasi
wavy	valovita
wax	vosak
waxed	vosak
waxy	voštan
way	način
ways	načina
wayward	strava
weak	slab
weaken	slabi
weakened	oslabljen
weakling	slabljenje
weakly	slabo
weakness	slabost
wealth	bogatstvo
wealthy	bogati
weapon	oružje
weaponry	oružje
wear	nositi
wearer	nosilac
wearily	umorno
weariness	umornost
wearing	nosi
weary	umoran
weasel	lažljiva
weather	vrijeme
weathered	stajao
weatherman	weatherman
weatherproof	vremenski otporan
weave	tkati
web	web
website	web stranica
wed	wed
wedded	venčani
wedding	venčanje
wedge	klin
wedlock	bračni
wee	sitan
weed	korov
weeding	pletenje
weeds	korov
weedy	weedy
weeeee	NO TRANSLATION
week	sedmicu
weekday	weekday
weekend	vikend
weekly	nedeljno
weenie	weenie
weep	plakajte
weeping	plačući
weeping willow	plačući vrhu
weepy	strpljivo
weigh	vagati
weighing	težine
weight	težina
weightless	bez težine
weightloss	NO TRANSLATION
weights	težine
weighty	težak
weir	weir
weird	čudno
weirdness	čudesnost
weirdo	čudak
welcome	dobrodošli
welcomed	dobrodošao
welcoming	dobrodošao
weld	var
welder	zavarivač
welding	zavarivanje
welfare	blagostanje
wellhead	dobro
wellness	wellness
welsh	welsh
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	wench
werewolf	vukodlak
west	zapad
westbound	na zapad
western	Zapadni
wet	mokro
wetback	wetback
whack	udarac
whale	kit
whaling	kitovi
wham	Wham
whammy	whammy
wharf	pristanište
whatdoido	NO TRANSLATION
whatif	šta ako
whatmakesmesmile	NO TRANSLATION
whatnot	šta nije
whatsoever	šta god
whatsthepoint	NO TRANSLATION
wheat	pšenica
wheel	točak
wheel barrow	NO TRANSLATION
wheelbarrow	kolica
wheelchair	invalidska kolica
wheels	točkovi
wheeze	kičma
whelp	whelp
whereabouts	gde se nalazi
wherefore	zbog čega
wherewith	sa kojom
wherewithal	gde god
whet	whet
whiff	zujanje
whilst	dok
whim	koga
whimper	požurite
whimsical	mudro
whimsy	kreten
whine	hajde
whiny	sjajan
whip	bič
whiplash	bubuljica
whipped	šikan
whirl	vrti
whirlpool	whirlpool
whirlwind	vihor
whisk	žvakanje
whisker	brkovi
whiskers	bradavice
whiskey	viski
whisky	viski
whisper	šapat
whispered	šaputao
whistle	zvižduk
whit	sretno
white	bela
whitefish	bela riba
whiteness	belina
whitewash	bijelica
whitish	beličasto
whittle	whittle
whiz	whiz
whole	cjelina
wholesale	veleprodaja
wholesome	zdrava
wholly	u potpunosti
whoo	whoo
whoop	whoop
whopper	whopper
whopping	neverovatno
whore	kurva
whorehouse	kurva
wick	stenjanje
wicked	zli
wickedness	zla
wicker	pleteni
wicket	wicket
wide	široko
widely	široko
widen	proširiti
widespread	široko rasprostranjena
widow	udovica
widowed	udovica
widower	udovac
width	širina
wield	wield
wiener	wiener
wienie	NO TRANSLATION
wife	supruga
wig	perika
wiggle	potopiti
wight	wight
wiki	wiki
wild	divlje
wildcat	divljača
wildebeest	wildebeest
wilderness	divljina
wildfire	požar
wildlife	divljači
will	hoće
willful	hotimično
willies	willies
willing	spremni
willingly	voljno
willingness	spremnost
willow	vrba
willpower	volja
wilt	wilt
wilted	oslobođen
wily	lukav
wimp	wimp
wimpy	wimpy
win	pobijediti
wince	wince
winch	vitlo
wind	vjetar
windbag	windbag
windfall	nepredviđena
winding	navijanje
windmill	vjetrenjača
window	prozor
windowsill	prozori
windpipe	sapunica
windshield	vjetrobran
windy	vetrovito
wine	vino
wine cooler	hladnjak vina
wing	krilo
winged	winged
winger	krilo
wingman	wingman
wink	namiguj
winner	pobjednik
winning	pobjeda
winnings	dobitke
wino	NO TRANSLATION
winter	zima
winterbreak	NO TRANSLATION
wintertime	zimi
wintery	Zimski
wintry	zime
wipe	obrišite
wiper	brisač
wire	žica
wired	žičani
wireless	wireless
wiretap	prisluškivanje
wiring	ožičenje
wis	wis
wisdom	mudrost
wise	mudar
wish	želim
wishbone	poželac
wishful	željno
wishing	želeći
wishmeluck	poželi mi sreću
wisp	wisp
wistful	pametan
wit	wit
witch	veštica
witchcraft	veštice
withal	withal
withdraw	povući
withdrawal	povlačenje
withdrawals	povlačenja
withdrawn	povučen
wither	vreža
withered	usude
withering	pada
withhold	zadržati
withholding	zadržavanje
withstand	izdržati
witless	bezvredni
witness	svjedok
wits	wits
witty	duhovit
wiz	wiz
wizard	čarobnjak
wobble	valovanje
wobbly	kreten
woe	teško
woeful	žao
woefully	woefully
wok	wok
