Word	lt
separately	atskirai
separation	atskyrimas
separatist	separatistinis
sepia	sepija
sepsis	sepsis
sept	sept
septic	septinis
septum	pertvara
sequel	tęsinys
sequence	seka
sequent	sekvencinis
sequestered	sekvestruotas
sequestration	sekvestracija
serenade	serenada
serendipity	atsitiktinumas
serene	ramus
serenity	ramybė
sergeant	seržantas
serial	serijinis
serialize	serializuoti
series	serija
serif	Serifas
serious	rimtas
seriousness	rimtumas
sermon	pamokslas
serpent	gyvatė
serpentine	serpentinas
serrated	dantytas
serum	serumas
servant	tarnas
serve	tarnauti
server	serveris
service	paslauga
serviceable	tinkamas naudoti
servile	servile
servitude	servitutas
sesame	sezamas
sess	NO TRANSLATION
session	sesija
sessions	sesijos
set	nustatyti
setback	pasipriešinimas
sett	NO TRANSLATION
setter	seteris
settle	nusistovėti
settled	atsiskaityta
settlement	atsiskaitymas
settler	gyventojas
settlor	Įstatovas
setup	sąranka
seven	septyni
seventeen	septyniolika
seventh	septintasis
seventy	septyniasdešimt
sever	nutraukti
severable	atskiriami
severally	atskirai
severance	atskyrimas
severe	sunkus
severely	smarkiai
severity	sunkumas
sew	siūti
sewage	nuotekos
sewer	kanalizacija
sewerage	kanalizacija
sewing	siuvimas
sex	seksas
sexist	seksistinė
sexual	seksualinė
sexuality	seksualumas
sexy	seksualus
shabby	apdriskęs
shack	kratinys
shackle	sijonas
shade	atspalvis
shades	atspalviai
shading	atspalvis
shadow	šešėlis
shadowy	šešėlis
shady	šešėliai
shaft	velenas
shag	šaknys
shaggy	rausvas
shake	suplakti
shakedown	ištrintas
shaken	suplakti
shaker	kratytuvas
shaking	drebėjimas
shaky	drebantis
shall	turi
shallow	seklus
shallows	seklumos
sham	plaktukas
shaman	šamanas
shambles	sunaikinti
shame	gėda
shamed	šmeižiamas
shameful	gėdingas
shameless	be nieko
shampoo	šampūnas
shanghai	Šanchajus
shank	šešėliai
shanty	marškiniai
shape	figūra
shapely	kietas
shard	shard
share	Dalintis
shareholder	akcininkas
sharing	dalijimasis
shark	ryklys
sharp	aštrus
sharpen	aštrinti
sharpened	aštrus
sharpener	ataušintuvas
sharpness	ryškumas
sharpshooter	šaulys
shatter	suplakti
shattered	susmulkintas
shattering	sunaikinimas
shave	nusiskusti
shaver	skustuvas
shaving	skutimosi
shawl	skara
sheaf	šaukštas
shear	pjovimas
shears	žirklės
sheath	apvalkalas
sheathing	apvalkalas
shed	shed
sheen	blizgesys
sheep	avys
sheepdog	aviganis
sheepish	paguosti
sheer	grynas
sheet	lapas
sheik	Sheik
shelf	lentyna
shell	apvalkalas
shellfish	kiaukutiniai
shelling	lukštais
shelter	prieglauda
sheltered	apsaugotas
shelters	prieglaudos
shelved	lentyna
shepherd	piemenys
sherbet	šerbetas
sheriff	šerifas
sherry	sherry
shield	skydas
shift	pamainą
shifting	perėjimas
shifty	keista
shilling	šiliuolis
shimmer	mirgėjimas
shimmering	mirgėjimas
shimmy	shimmy
shin	blauzdos
shindig	shindig
shine	šviesti
shiner	shiner
shingle	garbė
shining	spindi
shiny	blizgantis
ship	laivas
shipment	siunta
shipping	laivyba
shipshape	Shiphape
shipwreck	laivo avarija
shipyard	laivų statykla
shire	Shire
shirt	marškinėliai
shit	šūdas
shitday	NO TRANSLATION
shitfaced	šūdas
shithead	shithead
shitless	be shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	šūdas
shiver	drebulys
shivering	drebulys
shoals	sustoja
shock	šokas
shocked	sukrėstas
shocker	šokėjas
shocking	šokiruojantis
shockingly	šokiruojantis
shoddy	menkas
shoe	batai
shoelace	shoelace
shoemaker	bateliai
shoes	avalynė
shoeshine	batų blizgesys
shook	sukrėtė
shoot	šaudyti
shooter	šaulys
shooting	Šaudymas
shootout	pergalimas
shop	parduotuvė
shopkeeper	krautuvas
shoplifter	parduotuvės nugalėtojas
shoplifting	parduotuvių parduotuvės
shopper	pirkėjas
shopping	apsipirkti
shore	Krantas
shoreline	kranto linija
shorn	niūrios
short	trumpas
short story	apsakymas
shortage	trūkumas
shortcake	pyragas
shortcoming	trūkumas
shortcut	trumpesnis kelias
shorten	sutrumpinti
shortening	sutrumpinimas
shorthand	stenografas
shortly	netrukus
shortness	trumpa
shorts	šortai
shortstop	shortstop
shortwave	trumpasis bangas
shot	kulka
shotgun	šautuvas
shoulder	pečių
shout	šaukti
shove	nuleisti
shovel	kastuvas
shoveling	shoveling
show	Rodyti
showbiz	showbiz
showboat	Rodyti boat
showcase	vitrina
showdown	parodymai
shower	dušas
showgirl	showgirl
showing	parodyti
showoff	pasirodymas
showroom	parodų salė
showy	šiltas
shrapnel	šrapneliai
shred	susmulkinti
shrew	traukti
shrewd	protingas
shriek	šaukti
shrill	siautėti
shrimp	krevetės
shrine	šventykla
shrink	susitraukti
shrinking	mažėja
shrivel	susitraukti
shroud	apvalkalas
shrub	krūmas
shrubbery	krūmelis
shrug	nusilenkęs
shrunk	susitraukė
shrunken	susitraukė
shudder	drebulys
shuddering	drebulys
shuffle	shuffle
shuffleboard	shuffleboard
shuffling	maišymas
shun	apsisaugoti
shunned	išsekęs
shunt	šuntas
shut	Uždaryti
shutdown	išjungti
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	užraktas
shuttle	autobusas
shutup	NO TRANSLATION
shy	drovus
shyness	drovumas
shyster	shyster
sib	NO TRANSLATION
sibling	broliai
sic	sic
sick	serga
sickbay	sickbay
sicken	sielvartas
sickening	sielvartas
sickle	pjautuvas
sickly	blogas
sickness	ligos
side	pusė
sidearm	šoninis veidrodis
sidebar	šoninė juosta
sideboard	indauja
sideburns	šoniniai garbanos
sidecar	šoninė priekaba
sidekick	Sidekick
sideline	šalutinė linija
sideshow	pusės šou
sidestep	sustoti
sidewalk	šaligatvis
sideways	šonu
sidewinder	sidewinder
siege	apgula
siesta	Siesta
sieve	sietas
sift	sijoti
sifting	sijojimas
sigh	sėdėti
sight	žvilgsnis
sighting	stebėjimas
sightseeing	ekskursijos
sigma	sigma
sign	pasirašyti
signal	signalas
signature	parašas
significance	reikšmė
significant	reikšmingas
signification	reikšmė
signify	reikšti
signpost	ženklas
silence	tyla
silencer	duslintuvas
silent	tylus
silently	tyliai
silhouette	siluetas
silicon	silicis
silicone	silikonas
silk	šilkas
silken	šilkinis
silky	šilkinis
sill	palangė
silliness	silpnumas
silly	kvailas
silo	silosas
silt	dumblas
silver	sidabras
silverware	sidabro dirbiniai
silvery	sidabrinis
similar	panašus
similarity	panašumas
simile	NO TRANSLATION
simmer	virkite
simmering	svaiginantis
simple	paprasta
simples	NO TRANSLATION
simpleton	paprasta
simplicity	paprastumas
simplify	supaprastinti
simplistic	supaprastinta
simply	tiesiog
simulate	imituoti
simulated	imituojamas
simulating	imituojantis
simulation	modeliavimas
simulator	simuliatorius
simultaneous	vienu metu
simultaneously	tuo pačiu metu
sin	NO TRANSLATION
sincere	nuoširdus
sincerity	nuoširdumas
sinful	nuodėmingas
sing	dainuoti
singer	dainininkė
singing	dainuoti
single	vienišas
singly	atskirai
singular	viengungis
singularity	savitumas
singularly	vienintelis
sinister	žiaurus
sink	nuskristi
sinker	grimzlė
sinking	nuskęsta
sinner	nusidėjėlis
sinning	nusikaltimas
sinus	sinusas
sip	sip
siphon	sifonas
sipping	gaudyti
sir	pone
sire	siela
siren	sirena
sirloin	griuvėsiai
sissy	berniukas
sister	sesuo
sisterhood	seserys
sit	sėdėti
sitcom	sitcom
site	svetainė
sith	Sith
sitter	aitvaras
sitting	sėdi
situate	įsitink
situated	esantis
situation	situacija
six	šeši
sixpence	sixpence
sixteen	šešiolika
sixth	šeštoji
sixty	šešiasdešimt
sizable	didelis
size	dydis
sizzle	šypsotis
ska	NO TRANSLATION
skate	skate
skateboard	riedlentė
skater	čiuožėjas
skating	čiuožimo
skedaddle	skedaddle
skeet	skeetas
skein	sruogos
skeletal	skeletas
skeleton	skeletas
skeptic	skeptikas
skeptical	skeptiškas
skepticism	skepticizmas
sketch	eskizas
sketching	eskizas
sketchy	eskizas
skewed	kaklusas
skewer	seskovė
ski	slidinėjimas
skid	slysti
skier	slidininkas
skiff	skiff
skiing	slidinėjimas
skijump	NO TRANSLATION
skill	įgūdis
skilled	kvalifikuotas
skillet	keptuvė
skillful	sumanus
skim	nugriebti
skimpy	švelnus
skin	oda
skinny	liesas
skip	praleisti
skipper	kapitonas
skirmish	sustingimas
skirt	sijonas
skirting	grindjuostes
skirts	sijonai
skit	Skit
skittish	skittish
skull	kaukolė
skunk	skunkas
sky	dangus
skylight	stoglangis
skyline	panorama
skyscraper	dangoraižis
slab	plokštė
slack	laisvas
slag	šlakas
slam	slam
slammer	siaubas
slander	šmeižtas
slanderous	šmeižikiškas
slang	slengas
slant	pasviręs
slap	slap
slash	trafaretas
slashes	brūkšniai
slate	šiferis
slates	plokštės
slaughter	skerdimas
slaughterhouse	skerdykloje
slaughtering	skerdimas
slave	vergas
slavery	vergija
slay	sunaikinti
slayer	Slayer
sleaze	sleaze
sleazy	slaptas
sled	NO TRANSLATION
sledding	keltuvu
sledge	kranai
sledgehammer	sledgehammer
sleek	aptakus
sleep	miegoti
sleeper	miegamasis
sleeping	miega
sleepless	nemiga
sleeplessness	nemiga
sleepover	sleepover
sleepy	mieguistas
sleepyhead	miego galvutė
sleet	sniegas
sleeve	rankovė
sleeveless	be rankovių
sleigh	rogės
sleight	žvalumas
slender	lieknas
sleuth	sleuth
slice	gabaliukas
slick	dėmė
slicker	plytelė
slide	skaidrę
slider	slankiklį
sliding	stumdomas
slight	šiek tiek
slight anticipation	nedidelis laukimas
slight disgust	nedidelis pasibjaurėjimas
slight surprise	šiek tiek staigmena
slight trust	nedidelis pasitikėjimas
slightly	Lengvai
slightly negative	šiek tiek neigiamas
slightly positive	šiek tiek teigiamas
slim	lieknas
slime	gluosniai
slimy	blizgus
sling	diržas
slingshot	lingė
slink	nulenkti
slinky	slinky
slip	paslysti
slipper	šlepetė
slippers	šlepetės
slippery	Slidu
slit	plyšys
sliver	sliver
slob	slob
slobber	slobberis
slogan	šūkis
sloop	Sloopas
slop	NO TRANSLATION
slope	nuolydis
sloppy	nenuilstantis
slot	lizdas
sloth	Liūdna
slouch	slouch
slough	šluota
slow	lėtas
slowly	lėtai
slowness	lėtas
sludge	dumblas
slug	šliužas
slugger	slugger
sluggish	vangus
sluice	šliuzas
slum	lūšna
slumber	snausti
slump	nuosmukis
slur	slysti
slurp	šlubuoti
slush	skalauti
slut	liemenė
slutty	slutty
sly	kvailas
smack	šokti
small	mažas
smaller	mažesnis
smallest	mažiausias
smallpox	raupas
smart	protingas
smartass	protinguolis
smarten	smarten
smarty	smarty
smash	sumušė
smashed	sumušė
smattering	smattering
smear	tepalas
smell	kvapas
smelling	kvapas
smelly	smirdantis
smelt	išdžiovinti
smidgen	smidgen
smile	šypsena
smiled	šypsosi
smiles	šypsosi
smiley	smiley
smiling	šypsosi
smirk	šnibžda
smite	smite
smith	Kalvis
smithereens	smeigtukai
smitten	sumuštas
smock	kvapas
smog	smogas
smoke	dūmai
smoker	rūkytojas
smokey	smokey
smoking	rūkymas
smoky	dūminis
smoldering	gilus
smooch	smooch
smooth	lygus
smoothie	vaisių kokteilio
smoothly	sklandžiai
smoothness	lygumas
smother	nušluostyti
smudge	pluta
smug	smagu
smuggle	kontrabanda
smuggler	kontrabandininkas
smuggling	kontrabanda
smut	smut
snack	užkandis
snacks	užkandžiai
snafu	snafu
snag	užsikimšęs
snags	snags
snail	sraigė
snake	gyvatė
snakes	gyvatės
snakeskin	snakeskinas
snap	snap
snapper	snapper
snappy	snappy
snapshot	fotografija
snare	spąstai
snarl	snarl
snarling	snarlingas
snatch	atsikratyti
snatcher	snatcher
snazzy	snazzy
sneak	sėlinti
sneaker	sneaker
sneakers	sportiniai bateliai
sneaking	siautėti
sneaky	paslėptas
sneer	sneer
sneeze	Čiaudėti
sneezing	čiaudėjimas
snicker	snaigė
snide	snide
sniff	šnipštas
snip	nuimkite
snipe	saldainis
sniper	snaiperis
snippet	fragmentas
snippy	šlykštus
snitch	snigtis
snob	snobas
snoop	snoop
snoopy	snoopy
snooty	nešvarus
snooze	snausti
snore	snukis
snorkel	snorkelė
snort	snortas
snot	snukis
snotty	snukis
snout	snukis
snow	sniegas
snowball	sniego kamuolys
snowboard	snieglentė
snowboarder	snieglentininkas
snowday	sniego diena
snowfall	sniegas
snowflake	snaigė
snowing	sniegas
snowmageddon	snowmagedon
snowman	sniego senis
snowplow	snowplow
snowstorm	snowstorm
snowy	snieguotas
snub	snub
snubbed	nuleidžiamas
snuff	snuffas
snug	tvirtas
snuggle	pasinerti
snuggled	prisirišęs
snuggles	snuggles
snuggling	pabėgimas
soak	mirkyti
soaked	mirkymas
soaking	mirkymas
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	muilas
soapbox	muilas
soapy	muilas
soar	pakilti
soaring	didėjantis
sob	NO TRANSLATION
sober	blaivus
soblessed	NO TRANSLATION
sobriety	tylumas
soc	soc
soccer	futbolas
sociable	socialus
social	socialinis
socialanxiety	NO TRANSLATION
socialism	socializmas
socialist	socialistė
socialite	socialistas
socialize	bendrauti
society	visuomenė
sociology	sociologija
sociopath	sociopath
sock	kojinė
socket	lizdas
sod	sodas
soda	soda
soda/pop	soda / pop
sodding	sodring
sodium	natris
sofa	sofa
soft	minkštas
softball	futbolas
soften	minkština
softener	minkštiklis
softening	minkština
softly	švelniai
softness	minkštumas
software	programinė įranga
soggy	saldus
sohappy	labai laimingas
soil	dirvožemis
soiled	purvinas
soiree	vakarienė
sojourn	apsigyventi
solace	paguoda
solar	saulės energija
solarium	soliariumas
solder	litavimas
soldering	litavimas
soldier	kareivis
sole	vienintelis
solemn	iškilmingas
solicit	pakviesti
solicitation	prašymas
solicitor	advokatas
solid	tvirtas
solidarity	Solidarumas
solidification	kietėjimas
solidified	sustiprintas
solidify	sustiprinti
solidity	tvirtumas
solitaire	Solitaire
solitary	vienišas
solitude	vienatvė
solo	Solo
solubility	tirpumas
soluble	tirpus
solucky	toks laimingas
solution	tirpalas
solve	išspręsk
solvency	mokumas
solvent	tirpiklis
somad	NO TRANSLATION
somatic	somatinis
somber	siaubingas
some anticipation	kai tikimasi
some disgust	šiek tiek pasibjaurėjimas
some surprise	kažkoks staigmena
some trust	kai kurie pasitikėjimas
somersault	Somersault
somethingigetalot	NO TRANSLATION
somewhat negative	šiek tiek neigiamas
somewhat positive	šiek tiek teigiamas
somuchtodo	NO TRANSLATION
son	sūnus
sonar	sonaras
sonata	sonata
sonervous	NO TRANSLATION
song	daina
songwriter	dainų autorius
sonic	Sonic
sonice	NO TRANSLATION
sonnet	sonetas
sonorous	skambesys
soot	suodžiai
soothe	nuraminti
soothing	raminantis
sophisticated	sudėtingas
sophistication	rafinuotumas
sophomore	antraisiais metais
sopissed	NO TRANSLATION
soppy	sopy
soprano	sopranas
sorcerer	burtininkas
sorcery	burtininkas
sordid	sordid
sore	skauda
soready	Soready
sorely	skausmingai
soreness	skausmas
sorghum	sorgo
sorority	sorority
sorrow	liūdesys
sorrowful	liūdnas
sorry	atsiprašau
sort	rūšiuoti
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	rūšiavimas
sos	NO TRANSLATION
soscared	labai išsigandęs
soscary	taip baisu
soslow	taip lėtai
sostressed	NO TRANSLATION
sosweet	sosweet
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	siela
soulful	sielos
soulless	be jokios
soulmate	sielos draugas
sound	garsas
sounding	skamba
soundness	tvirtumas
soundproof	garso izoliacija
soundtrack	garso takelis
soup	sriuba
sour	rūgštus
source	šaltinis
sourpuss	sourpuss
south	pietuose
southbound	į pietus
southeast	į pietryčius
southern	pietuose
southpaw	lydinys
southwest	į pietvakarius
souvenir	suvenyrą
sovereign	suverenias
sovereignty	suverenitetas
soviet	soviet
sow	sėti
soy	soja
soy sauce	sojų padažas
soybean	sojos pupelės
spa	SPA
space	erdvė
spacecraft	erdvėlaivis
spaceman	spaceman
spaceship	erdvėlaivis
spacing	tarpai
spacious	erdvus
spade	lova
spaghetti	spagečiai
spam	šlamštas
spammers	spameriai
span	NO TRANSLATION
spandex	spandex
spaniel	spanielis
spank	spank
spanking	spanking
spar	skersinis
spare	atsarginis
spareribs	šonkauliukai
sparingly	taupiai
spark	kibirkštis
sparkle	spindesys
sparkling	putojantis
sparkly	sparkly
sparring	sparring
sparrow	žvirblis
sparse	retas
spasm	spazmas
spastic	spasta
spat	švaistyti
spatial	erdvinis
spatter	purkšti
spatula	mentele
spawn	neršti
spaz	spaz
speak	kalbėk
speakeasy	speakeasy
speaker	garsiakalbis
speakerphone	garsiakalbis
speaking	kalbant
spear	ietis
spec	Spec
special	ypatingas
specialist	specialistas
speciality	specialybė
specialize	NO TRANSLATION
specially	specialiai
specialty	specialybė
specie	NO TRANSLATION
species	rūšis
specific	konkretus
specification	specifikacija
specify	nurodykite
specimen	egzempliorius
speck	speck
speckled	grazus
specs	specifikacijos
spectacle	aklas
spectacles	akinius
spectacular	įspūdingas
spectator	žiūrovas
specter	spoksas
spectral	Spektrinis
spectrometer	spektrometras
spectrophotometer	spektrofotometras
spectroscopy	spektroskopija
spectrum	spektras
speculate	spėlioti
speculation	spekuliacija
speculative	spekuliacinis
speculum	spekulumas
speech	kalba
speechless	be kalbos
speed	greitis
speedboat	greitaeigė kateris
speedily	greitai
speeding	greičio viršijimas
speedometer	spidometras
speedway	greitkelis
speedy	greitas
spell	burtas
spellbound	spellbound
spelling	tarimas
spencer	spencer
spend	praleisti
spender	spenderas
spending	išlaidų
spent	išleista
sperm	sperma
spew	spew
sphere	sfera
spherical	sferinis
sphincter	sfinkteris
sphinx	sfinksas
spic	Spic
spice	prieskonis
spicy	aštrus
spider	voras
spiders	vorai
spiffy	siaubingas
spigot	tigras
spike	spiglys
spiked	spiked
spiky	šlykštus
spill	išsiliejimas
spillin	NO TRANSLATION
spin	nugara
spinach	špinatai
spinal	stuburas
spindle	suklys
spine	stuburo dalis
spineless	Spineless
spinner	Spinner
spinning	verpimo
spinster	spinster
spiny	smailas
spiral	spiralė
spire	spire
spirit	dvasia
spirited	energingas
spirits	spiritai
spiritual	dvasinis
spirituality	dvasingumas
spit	nerija
spite	nepaisant to
spiteful	piktas
spitfire	spitfire
spittoon	sijonas
splash	įstrigti
splat	simbolis
splatter	blaškytis
spleen	blužnis
splendid	nuostabus
splendor	didybė
splice	sujungimas
spline	spline
splint	skiltis
splinter	skalda
split	padalinti
splitting	padalijimas
splurge	išplėšti
spoil	sugadinti
spoiler	spoileris
spoiling	sugadinti
spoils	sugadinti
spoke	kalbėjo
spoken	pasakyta
spokesman	atstovas spaudai
spokesperson	spaudos atstovas
sponge	kempinė
spongy	spongy
sponsor	rėmėjas
sponsorship	rėmimas
spontaneity	spontaniškumas
spontaneous	spontaniškas
spoof	apgaulingas
spook	spooky
spooky	baisu
spool	ritė
spoon	šaukštas
spoonful	šaukštas
sporadic	atsitiktinis
spore	sporas
sport	Sportas
sporting	sporto
sports	sportas
sports car	Sportinė mašina
sportsman	sportininkas
sportsmanship	sportingumas
sportswriter	sportswriter
sporty	sportiškas
spot	vieta
spotless	tyliai
spotlight	prožektorius
spotted	pastebėtas
spotter	stebėtojas
spotty	pluta
spousal	sutuoktinė
spouse	sutuoktinis
spout	snapelis
sprain	suspaudimas
sprawl	sprawl
spray	purkšti
spread	skleisti
spreader	skirstytuvas
spree	šypsotis
spring	pavasaris
springtime	pavasarį
sprinkle	pabarstyti
sprinkler	purkštuvas
sprinkling	purškimas
sprint	sprintas
sprite	sprite
sprout	asaras
spruce	Eglė
spud	spud
spunk	spunk
spunky	siaubingas
spur	paskatinti
